rid,CPC003_HA1E_6H:BRD-A01320529-001-05-9:10,CPC003_HA1E_24H:BRD-A01320529-001-05-9:10,CPC003_HCC515_6H:BRD-A01320529-001-05-9:10,CPC003_HCC515_24H:BRD-A01320529-001-05-9:10,CPC003_PC3_6H:BRD-A01320529-001-05-9:10,CPC003_PC3_24H:BRD-A01320529-001-05-9:10,CPC003_VCAP_6H:BRD-A01320529-001-05-9:10,CPC003_VCAP_24H:BRD-A01320529-001-05-9:10,CPC009_A375_6H:BRD-A01320529-001-08-3:10,CPC009_A549_6H:BRD-A01320529-001-08-3:10,CPC009_A549_24H:BRD-A01320529-001-08-3:10,CPC009_HA1E_6H:BRD-A01320529-001-08-3:10,CPC009_HCC515_6H:BRD-A01320529-001-08-3:10,CPC009_HEPG2_6H:BRD-A01320529-001-08-3:10,CPC009_HT29_6H:BRD-A01320529-001-08-3:10,CPC009_MCF7_6H:BRD-A01320529-001-08-3:10,CPC009_MCF7_24H:BRD-A01320529-001-08-3:10,CPC009_PC3_6H:BRD-A01320529-001-08-3:10,CPC009_PC3_24H:BRD-A01320529-001-08-3:10,CPC009_VCAP_6H:BRD-A01320529-001-08-3:10,CPC009_VCAP_24H:BRD-A01320529-001-08-3:10,CPC015_A375_6H:BRD-A01320529-001-05-9:10,CPC015_A549_6H:BRD-A01320529-001-05-9:10,CPC015_A549_24H:BRD-A01320529-001-05-9:10,CPC015_ASC_24H:BRD-A01320529-001-05-9:10,CPC015_HEPG2_6H:BRD-A01320529-001-05-9:10,CPC015_HT29_6H:BRD-A01320529-001-05-9:10,CPC015_MCF7_6H:BRD-A01320529-001-05-9:10,CPC015_MCF7_24H:BRD-A01320529-001-05-9:10,CPC015_NPC_24H:BRD-A01320529-001-05-9:10,CPC015_PHH_24H:BRD-A01320529-001-05-9:10,CPC015_SKB_24H:BRD-A01320529-001-05-9:10,CPD003_MCF7_6H:BRD-A01320529-001-07-5:10,CPD003_MCF7_24H:BRD-A01320529-001-07-5:10,CPD003_PC3_6H:BRD-A01320529-001-07-5:10,CPD003_PC3_24H:BRD-A01320529-001-07-5:10
5720,-0.780999958515,-0.0838515162468,-0.309730827808,0.36575293541,-1.51850652695,-0.11512555927,-0.891576528549,-1.38260006905,-1.46543741226,0.404373914003,0.237450003624,0.905809760094,0.308027893305,0.0736573636532,-0.427111834288,0.30605122447,1.91065001488,0.0901243016124,0.325935184956,-0.927595853806,-0.912876367569,-1.71603155136,0.0584000051022,0.251024901867,-0.106748901308,0.936900019646,0.522494912148,-0.410826712847,-0.138276383281,0.0753177404404,0.969500005245,0.21250000596,-0.625999987125,0.106696769595,1.24053120613,0.00789999961853
466,0.134550035,0.548034310341,-0.809626221657,-0.592585206032,0.804327070713,-1.00094473362,0.00995089113712,-0.833799958229,-0.873744666576,-0.194253265858,0.404399991035,0.618005037308,0.832114994526,0.317298680544,-1.23918068409,0.493875324726,-4.43825006485,0.0501917824149,0.120533719659,0.23638689518,-0.0384141206741,-0.997856020927,0.0137000083923,0.366442739964,0.32553511858,0.63119995594,-0.245076432824,0.123590640724,-1.03266143799,0.368614524603,0.480049997568,-0.145399987698,-0.249599993229,0.299357891083,-1.04792261124,0.777450025082
6009,-1.00230002403,-1.17057681084,-0.273712664843,-0.176047086716,-0.761588692665,-0.190914601088,0.326382428408,0.341549992561,-0.94198089838,0.197699338198,0.72310000658,-0.13915643096,0.88453567028,-0.479961156845,0.585864126682,-0.0533876568079,0.257149994373,-0.556431651115,-0.223203629255,-0.943194746971,-0.170953691006,0.154603660107,-0.230049997568,-1.12893354893,-0.1587574929,-0.0965500175953,-0.197691693902,-0.000644654035568,0.414790958166,0.232631757855,0.384700000286,-0.411199986935,-0.914849996567,-0.0966909080744,0.357610523701,-0.74715000391
2309,0.073399990797,-0.0276269614697,-0.368235588074,1.21284556389,-0.267393380404,1.01136469841,-0.261199563742,0.266099989414,1.05890989304,0.821653783321,0.0534500032663,-0.378453433514,0.037118434906,0.761933684349,-0.108733333647,2.05908060074,3.07789993286,-0.190976977348,0.57333022356,5.7892742157,1.29478633404,0.148442625999,-0.136500000954,-1.05761551857,-0.28686183691,-0.921599984169,1.17742323875,0.443454414606,1.40275859833,-0.70275247097,0.531599998474,-1.17994999886,0.323249995708,-0.253947228193,0.669404983521,-0.202499985695
387,-0.924950003624,-0.00713407993317,-0.28215059638,-0.161811515689,0.616451144218,-0.57610976696,0.389837622643,0.484949976206,-1.26540470123,-1.25930178165,-0.0905499979854,0.00970789790154,0.226696789265,-0.838707864285,0.00158162415028,-0.743115782738,2.12564992905,-0.448264956474,0.289359509945,0.0226068086922,0.666503548622,-0.315489888191,0.287250012159,0.0903903245926,-0.363817930222,-0.389250010252,-0.100393980742,-0.734704136848,-0.475086271763,-0.303778290749,-0.0134000182152,-0.269549995661,-0.242750003934,0.709935545921,1.23076117039,-1.01014995575
3553,-0.174700006843,0.208586663008,-0.646026194096,0.142065227032,0.6691416502,0.801794826984,0.391589939594,0.688399970531,0.86265540123,0.203863054514,-0.190700009465,-1.10293543339,-1.10284757614,-0.633674860001,0.64287006855,1.63995242119,0.859099984169,1.00537419319,0.71062797308,-1.27033364773,0.288882941008,1.22767794132,-0.603600025177,0.653548955917,0.959006547928,0.572749972343,0.138823285699,1.0788589716,0.132860630751,0.869131743908,-0.133349999785,0.561450004578,3.08995008469,0.61109906435,3.0788898468,2.0952000618
427,0.419799983501,0.294054120779,-0.398249208927,0.272844851017,-0.136109158397,2.15215086937,0.273896753788,-0.321499973536,0.96830445528,-0.688925385475,1.10025000572,2.34302949905,-0.745272994041,-0.438560605049,0.64897018671,0.152227118611,0.0674999952316,0.0484141334891,-0.231470167637,0.217099070549,1.60299181938,0.266951143742,0.0154500007629,-0.308992266655,0.396110057831,0.267949998379,-0.807700932026,1.30369007587,-0.176806792617,0.573991298676,-0.4525000453,0.324699997902,-0.580150008202,-0.0349105894566,-0.551505506039,1.57190001011
5898,-0.808800041676,-0.395911127329,-0.242593973875,-0.837467074394,1.45863938332,0.277964919806,-1.15148699284,-1.8709499836,0.370307058096,-0.428192198277,0.633399963379,-0.0487504266202,0.289026737213,-1.85988867283,-0.827625215054,0.304501533508,-4.02920007706,-0.135831266642,0.101297453046,-0.455951958895,-1.39673495293,0.59480702877,-0.447750002146,0.680271565914,0.379131436348,-1.70254993439,0.482550948858,-1.19598817825,-0.25548389554,-0.949924409389,-0.0618000030518,0.494249999523,0.550199985504,-0.79627174139,1.50322818756,0.953600049019
23365,0.993700027466,0.670950889587,-0.246690973639,-0.644993007183,0.496970325708,0.166216626763,-0.172595739365,0.597599983215,0.768890917301,0.0748047530651,0.962300002575,-0.0824505090714,-0.839899301529,-0.684594988823,0.153957605362,0.424467712641,-1.26695001125,-0.823109447956,-0.217930883169,-0.729734480381,-1.06292915344,0.578412294388,0.125450015068,-0.064028441906,0.632120072842,-0.133649989963,1.03593289852,0.0941227078438,-0.488862484694,-0.825851023197,0.874099969864,0.736349999905,0.00549998879433,-0.385715603828,-0.583113253117,0.531400024891
6657,-0.502300024033,0.0886594206095,0.280880570412,0.759561538696,-0.30934420228,-0.332798540592,-0.186534613371,-0.0271999835968,0.857870519161,0.0927975922823,-1.07509994507,-0.630430281162,-0.359165012836,-0.686928451061,1.00778329372,1.01419889927,0.786099970341,1.51595818996,-0.724999368191,-1.02080845833,0.206503659487,0.683924019337,-0.839349985123,0.461517214775,0.595671594143,-0.605400025845,-0.475776404142,1.19915497303,0.429167032242,-0.394606292248,0.00650000572205,0.123150005937,-0.77505004406,0.545501232147,-0.895372211933,1.31815004349
