rid,CPC006_A375_6H:BRD-K90735586-001-07-4:10,CPC006_A375_24H:BRD-K90735586-001-07-4:10,CPC006_A549_6H:BRD-K90735586-001-07-4:10,CPC006_A549_24H:BRD-K90735586-001-07-4:10,CPC006_A673_6H:BRD-K90735586-001-07-4:10,CPC006_AGS_6H:BRD-K90735586-001-07-4:10,CPC006_CL34_6H:BRD-K90735586-001-07-4:10,CPC006_CORL23_6H:BRD-K90735586-001-07-4:10,CPC006_COV644_6H:BRD-K90735586-001-07-4:10,CPC006_DV90_6H:BRD-K90735586-001-07-4:10,CPC006_EFO27_6H:BRD-K90735586-001-07-4:10,CPC006_HA1E_6H:BRD-K90735586-001-07-4:10,CPC006_HA1E_24H:BRD-K90735586-001-07-4:10,CPC006_HCC15_6H:BRD-K90735586-001-07-4:10,CPC006_HCC515_6H:BRD-K90735586-001-07-4:10,CPC006_HCC515_24H:BRD-K90735586-001-07-4:10,CPC006_HCT116_6H:BRD-K90735586-001-07-4:10,CPC006_HEC108_6H:BRD-K90735586-001-07-4:10,CPC006_HEPG2_6H:BRD-K90735586-001-07-4:10,CPC006_HT115_6H:BRD-K90735586-001-07-4:10,CPC006_HT29_6H:BRD-K90735586-001-07-4:10,CPC006_HT29_24H:BRD-K90735586-001-07-4:10,CPC006_JHUEM2_6H:BRD-K90735586-001-07-4:10,CPC006_LOVO_6H:BRD-K90735586-001-07-4:10,CPC006_MCF7_6H:BRD-K90735586-001-07-4:10,CPC006_MCF7_24H:BRD-K90735586-001-07-4:10,CPC006_MDST8_6H:BRD-K90735586-001-07-4:10,CPC006_NCIH1694_6H:BRD-K90735586-001-07-4:10,CPC006_NCIH1836_6H:BRD-K90735586-001-07-4:10,CPC006_NCIH2073_6H:BRD-K90735586-001-07-4:10,CPC006_NCIH508_6H:BRD-K90735586-001-07-4:10,CPC006_NCIH596_6H:BRD-K90735586-001-07-4:10,CPC006_NOMO1_6H:BRD-K90735586-001-07-4:10,CPC006_OV7_6H:BRD-K90735586-001-07-4:10,CPC006_PC3_6H:BRD-K90735586-001-07-4:10,CPC006_PC3_24H:BRD-K90735586-001-07-4:10,CPC006_PL21_6H:BRD-K90735586-001-07-4:10,CPC006_RMGI_6H:BRD-K90735586-001-07-4:10,CPC006_RMUGS_6H:BRD-K90735586-001-07-4:10,CPC006_SKLU1_6H:BRD-K90735586-001-07-4:10,CPC006_SKM1_6H:BRD-K90735586-001-07-4:10,CPC006_SKMEL1_6H:BRD-K90735586-001-07-4:10,CPC006_SKMEL28_6H:BRD-K90735586-001-07-4:10,CPC006_SNGM_6H:BRD-K90735586-001-07-4:10,CPC006_SNU1040_6H:BRD-K90735586-001-07-4:10,CPC006_SNUC4_6H:BRD-K90735586-001-07-4:10,CPC006_SNUC5_6H:BRD-K90735586-001-07-4:10,CPC006_SW480_6H:BRD-K90735586-001-07-4:10,CPC006_SW620_6H:BRD-K90735586-001-07-4:10,CPC006_SW948_6H:BRD-K90735586-001-07-4:10,CPC006_T3M10_6H:BRD-K90735586-001-07-4:10,CPC006_THP1_6H:BRD-K90735586-001-07-4:10,CPC006_TYKNU_6H:BRD-K90735586-001-07-4:10,CPC006_U937_6H:BRD-K90735586-001-07-4:10,CPC006_VCAP_6H:BRD-K90735586-001-07-4:10,CPC006_VCAP_24H:BRD-K90735586-001-07-4:10,CPC006_WSUDLCL2_6H:BRD-K90735586-001-07-4:10,ERG003_VCAP_6H:BRD-K90735586:10,ERG003_VCAP_6H:BRD-K90735586:30,ERG004_VCAP_6H:BRD-K90735586:10,ERG004_VCAP_6H:BRD-K90735586:30,ERG003_VCAP_24H:BRD-K90735586:10,ERG003_VCAP_24H:BRD-K90735586:30,ERG004_VCAP_24H:BRD-K90735586:10,ERG004_VCAP_24H:BRD-K90735586:30,CPC006_H1299_6H:BRD-K90735586-001-07-4:10,CPC006_RKO_6H:BRD-K90735586-001-07-4:10
5720,-0.263909757137,-0.173378348351,-1.20581531525,-0.102755777538,-0.588150024414,-0.253749996424,0.627499997616,0.0311499834061,-0.442600011826,0.0780000090599,1.34864997864,0.155656561255,0.143570482731,0.000606514513493,-0.880005121231,-0.95773255825,1.00870001316,-0.176509559155,0.222666814923,0.0608999989927,-0.794900774956,-0.581021308899,-0.00384999997914,-0.281300008297,0.250145792961,-0.343336492777,-0.387800008059,0.367449998856,0.354999989271,-1.35354995728,0.79240000248,-0.718400001526,-0.571200013161,-0.0287999995053,1.31493377686,0.026853762567,0.694049954414,0.0148500204086,0.620929002762,-3.4087998867,-0.704750001431,0.0734500288963,-0.492600023746,-0.279250025749,0.338499963284,0.477499991655,1.10975003242,-1.14289999008,0.407166302204,-0.90747153759,-0.387499988079,0.0183500051498,0.675249993801,0.538649976254,-0.438084810972,0.0989729464054,0.261900007725,0.174599990249,-0.94034999609,0.308790534735,-0.353894680738,0.621050000191,0.377700030804,0.237354338169,-0.568866252899,0.486149996519,0.571300029755
466,0.230996638536,-0.189068034291,-0.216116502881,-0.0442786365747,-0.0418500006199,-0.759299993515,-1.19439995289,-0.12065000087,-0.302299976349,0.553099989891,0.541949987411,0.247055530548,-0.253405302763,0.393568277359,1.1220767498,-0.802228450775,-1.11535000801,-0.428246200085,0.305670022964,1.58239996433,0.116029880941,0.391253888607,-0.760099947453,-0.274149984121,0.520914971828,0.243318587542,0.774600028992,0.504199981689,0.706700026989,-0.365949988365,1.73450005054,-1.03629994392,0.833050012589,-0.933750033379,1.01749634743,-0.0864768251777,-1.59025001526,-1.08179998398,0.486094564199,0.0789999961853,0.963100016117,-1.06200003624,-0.310400009155,0.933600008488,0.676949977875,-0.0212000012398,-0.0740000009537,-0.710950016975,-0.837634563446,0.0791709125042,0.260250002146,0.321950018406,0.0261999964714,2.42059993744,0.94858944416,-0.467213690281,0.710250020027,0.485700011253,-0.583250045776,0.784390389919,0.251816064119,0.0895500183105,1.31700003147,-0.452161133289,-0.0723800733685,-0.490850001574,0.484449982643
6009,0.111378230155,0.187230139971,-0.252181917429,0.145540013909,0.33679997921,0.858450055122,0.307900011539,-0.720750033855,-1.31859993935,-0.602450013161,1.14045000076,0.616138637066,0.140430361032,0.368206441402,1.12110483646,-0.304038763046,1.25209999084,0.777393102646,0.553634643555,-0.514699995518,0.436149060726,-0.122765630484,0.748549997807,0.792699992657,0.387670725584,0.277047842741,-0.0321500003338,0.510200023651,1.0463000536,-0.234500005841,0.884199976921,-0.246500015259,-0.121199995279,-0.179550006986,0.914999008179,-0.444315075874,-0.280149996281,1.29095005989,0.967780947685,0.300899982452,-0.254850029945,0.967949986458,-0.049899995327,-0.192549973726,1.13019990921,0.519549965858,0.182999998331,4.12699985504,-0.391354292631,-0.793687820435,-0.382099986076,-0.978850007057,0.677249968052,0.73734998703,0.769389033318,0.503072142601,0.430749982595,0.602499961853,-0.0485000014305,1.15434575081,0.939252853394,0.231500014663,-0.506949961185,-0.554356753826,-0.0199430733919,-0.0631500035524,0.30759999156
2309,-0.70323830843,-0.10903801769,-0.798918664455,0.157407686114,-0.906450033188,-2.10544991493,0.41479998827,-0.090249992907,0.662450015545,-0.0197499990463,-1.15135002136,-0.0532360821962,-0.754434108734,0.215419322252,2.37875676155,0.0400579720736,0.791100025177,0.186077162623,-1.13998317719,-0.805100023746,0.573275268078,-0.315526306629,0.0426499843597,-0.29240000248,-1.1625213623,-0.300903260708,0.0781499892473,-0.705000042915,-0.888000011444,-0.186100006104,-1.53569996357,-0.138150006533,-1.27569997311,-1.64829993248,1.54260146618,-0.511844992638,1.17895007133,-1.36030006409,-1.3071757555,-1.37654995918,-0.216899991035,0.904500007629,0.17745000124,0.132250010967,-0.842049956322,-0.357200026512,-0.587900042534,-0.347699999809,-0.664385616779,-0.136696085334,-0.378100007772,-0.27294999361,0.335900008678,-1.4768999815,-1.39721632004,-0.466670334339,-0.493349999189,0.224350005388,-0.905349969864,0.551471292973,-0.0740424692631,-0.870800018311,0.29240000248,-0.124781548977,0.28836068511,0.110899999738,-0.927650034428
387,-0.153650909662,0.367937862873,0.826223313808,-0.102463155985,1.56005001068,0.192000001669,1.24540007114,1.59334993362,0.634350001812,-1.94965004921,1.49804997444,0.14800581336,0.0344970673323,0.408449202776,-1.66960835457,0.000303588807583,1.09479999542,1.56818473339,0.566710114479,0.458799988031,0.416081309319,0.7230027318,0.433999955654,0.708299994469,0.729820907116,0.849129080772,2.35680007935,-0.163100004196,-0.76029998064,-0.100399971008,0.645500004292,0.112499952316,0.263300001621,-0.0866499990225,0.875486731529,0.794118344784,0.334349989891,0.831650018692,1.49395442009,0.651950001717,0.285149991512,0.0881000012159,-0.277099996805,2.48294997215,0.705550014973,2.16960000992,0.701150000095,4.60375022888,0.885958313942,-0.807479560375,0.342750012875,0.168899983168,0.686500012875,3.13080000877,1.62633168697,1.06523609161,1.11919999123,0.94445002079,-0.0848499983549,0.435110390186,0.558464288712,-0.156099975109,-0.166849985719,-0.244902819395,0.453826695681,0.0619999989867,-0.981999993324
3553,-0.153629928827,-0.480670064688,-1.20392012596,-1.01965928078,-0.142850041389,1.50909996033,-0.00775000452995,0.332799971104,0.429250001907,-0.65180003643,-0.981099963188,-0.415107250214,-0.444435566664,0.0524047836661,-0.442255973816,-0.25697889924,-0.534299969673,-0.521622896194,-0.546169042587,-1.27369999886,-0.0197915062308,-0.333061516285,-1.14104998112,-1.0353000164,-0.995075583458,-0.502991020679,0.193849995732,-0.845550000668,-1.22070002556,-0.801400005817,-1.49740004539,0.969799995422,-0.536499977112,-0.270449995995,-0.000889778137207,-0.011875513941,-0.859700024128,-0.163099989295,-0.839458227158,-0.357400000095,-0.486249983311,0.00325000286102,0.220349997282,-0.000349998474121,-0.636349976063,-1.08385002613,-0.981750011444,-0.283499985933,-0.586928248405,-0.0815664157271,-0.122349999845,-0.475549995899,-0.752499997616,-0.0719500035048,-0.787424981594,-1.2765455246,-0.61234998703,-0.983800053596,1.20740008354,0.770976126194,-0.277219802141,1.65450000763,0.0306499898434,0.150818690658,-0.208197727799,-0.990599989891,-0.226150006056
427,-0.409743010998,-0.369329571724,0.0762112662196,-0.237830817699,-1.25880002975,-0.211500003934,-0.631150007248,1.83754992485,0.363350003958,-0.118549995124,0.755649983883,0.312595844269,0.000132944434881,0.116578482091,-0.118236154318,0.00521440804005,-0.740999996662,-1.19758176804,-0.631142258644,0.368699997663,0.935763776302,-0.152992784977,-1.14400005341,-0.619249999523,1.05460178852,0.112295679748,-0.761749982834,0.253100007772,3.41619992256,-0.667150020599,0.407999992371,-0.225150004029,-0.339700043201,-0.42144998908,1.0621752739,-0.000850889831781,-1.09909999371,-0.502449989319,0.298638045788,0.809149980545,-0.396149992943,0.560599982738,-0.686999976635,0.893000006676,0.0995499938726,-0.67919999361,-0.963199973106,0.463699966669,-1.26611685753,0.620336174965,0.0458000004292,0.126750007272,0.0322000086308,1.38125002384,0.614916086197,0.0627342239022,0.769050002098,0.540199995041,-0.578599989414,-0.596348404884,-0.17841348052,0.60404998064,-1.24224996567,-0.190294027328,-0.109563291073,0.159700006247,0.177749991417
5898,-0.191233620048,-0.96379762888,-0.425325900316,-0.546110928059,-0.933799982071,-0.539049983025,-2.93875002861,0.459049999714,0.423749983311,-0.523149967194,-0.042199999094,-0.741658747196,-0.626844525337,-0.326522767544,-1.20491194725,-1.03491997719,-1.86250007153,-0.63082754612,0.136841982603,-0.0438000001013,-0.672620296478,-0.673361480236,-0.794099986553,-0.0751999616623,-0.129204213619,-0.0739235132933,-0.0870500057936,0.4266500175,0.442600011826,-0.93180000782,0.710500001907,-0.864650011063,-0.50879997015,-0.405149996281,-0.156356930733,-0.74116563797,-0.0513000190258,-1.64425003529,-0.131521373987,-1.0353499651,-0.501600027084,-1.04785001278,-1.23304998875,-1.67869997025,-1.04659998417,-0.561899960041,-0.853350043297,-1.2199999094,-0.035965681076,-0.384664475918,0.258650004864,0.00535000115633,-0.309149980545,-0.232950001955,-0.610632658005,-1.8387106657,0.232150003314,-0.758099973202,-0.14304998517,-1.7693502903,-0.984134078026,-1.95744991302,0.365799993277,0.274403035641,0.186425685883,-0.21780000627,-0.487550020218
23365,0.0217364355922,0.0517857521772,0.142776936293,-0.293684273958,1.35680007935,-1.18099999428,0.150299996138,0.399300038815,-1.11670005322,0.00155001878738,0.72159999609,0.208692967892,-0.324639171362,0.449982315302,-0.736608803272,1.48371660709,-0.877449989319,0.467328041792,1.67034161091,0.422500014305,-0.0849743187428,-0.43324509263,-0.0846500098705,0.352750003338,-0.101429656148,0.625946223736,0.932250022888,1.92774999142,-0.552900016308,1.07369995117,1.15719997883,0.458249986172,0.251249998808,0.442999988794,-0.306766867638,-0.268329441547,-0.122550010681,0.518249988556,-0.0104931890965,0.786400020123,0.0931999981403,0.350250005722,0.337249994278,0.144050002098,1.38515007496,1.14929997921,-0.404850006104,2.44919991493,0.39374473691,0.288398385048,0.400099992752,-0.259200006723,0.51525002718,5.18265008926,0.333127498627,-1.05483233929,0.203300014138,0.0418500006199,-0.807350039482,-0.527989625931,0.491668254137,0.660349965096,-0.473000019789,-0.453906387091,0.933936774731,-0.0679000094533,0.243200004101
6657,0.0985554009676,1.01462602615,0.532051920891,-0.155605211854,-0.327899992466,0.773400008678,0.82824999094,0.189699992537,0.880149960518,0.890850007534,-1.55835008621,-0.842294573784,0.0134105309844,-0.511986732483,-0.193491965532,0.532366216183,-0.764149963856,-1.03641211987,-0.634123384953,-0.997900009155,0.39536678791,-0.115218818188,-0.14390000701,-0.732800006866,-0.894582927227,-0.278163105249,-0.131549999118,-0.423700004816,-0.153099998832,-0.708500027657,-0.943400025368,0.591600000858,0.086050003767,0.289400011301,-1.3474200964,-0.667312383652,-0.23884999752,0.134700000286,-0.670448005199,-0.36265000701,-0.11684999615,-0.788349986076,0.791450023651,0.0531999468803,0.0326500087976,-1.0868999958,-0.787349998951,-1.50620007515,0.0283009409904,0.286291062832,0.273400008678,0.55814999342,0.233400017023,-0.307150006294,-0.839291095734,-1.02046883106,-0.52555000782,0.365249991417,-0.0950000286102,0.357243090868,-0.346002042294,0.541049957275,-0.615499973297,0.379896759987,0.224849820137,-0.880750000477,-0.024350002408
