rid,CPC003_HA1E_6H:BRD-K77771411-003-03-2:10,CPC003_HA1E_24H:BRD-K77771411-003-03-2:10,CPC003_HCC515_6H:BRD-K77771411-003-03-2:10,CPC003_HCC515_24H:BRD-K77771411-003-03-2:10,CPC003_PC3_6H:BRD-K77771411-003-03-2:10,CPC003_PC3_24H:BRD-K77771411-003-03-2:10,CPC003_VCAP_6H:BRD-K77771411-003-03-2:10,CPC003_VCAP_24H:BRD-K77771411-003-03-2:10,CPC011_A375_6H:BRD-K77771411-003-08-1:10,CPC011_A549_6H:BRD-K77771411-003-08-1:10,CPC011_A549_24H:BRD-K77771411-003-08-1:10,CPC011_HA1E_6H:BRD-K77771411-003-08-1:10,CPC011_HT29_6H:BRD-K77771411-003-08-1:10,CPC011_MCF7_6H:BRD-K77771411-003-08-1:10,CPC011_MCF7_24H:BRD-K77771411-003-08-1:10,CPC011_PC3_6H:BRD-K77771411-003-08-1:10,CPC011_PC3_24H:BRD-K77771411-003-08-1:10,CPC011_VCAP_6H:BRD-K77771411-003-08-1:10,CPC011_VCAP_24H:BRD-K77771411-003-08-1:10,CPC016_A375_6H:BRD-K77771411-003-03-2:10,CPC016_A549_6H:BRD-K77771411-003-03-2:10,CPC016_A549_24H:BRD-K77771411-003-03-2:10,CPC016_ASC_24H:BRD-K77771411-003-03-2:10,CPC016_HEPG2_6H:BRD-K77771411-003-03-2:10,CPC016_HT29_6H:BRD-K77771411-003-03-2:10,CPC016_MCF7_6H:BRD-K77771411-003-03-2:10,CPC016_MCF7_24H:BRD-K77771411-003-03-2:10,CPC016_NEU_24H:BRD-K77771411-003-03-2:10,CPC016_NPC_24H:BRD-K77771411-003-03-2:10,CPC016_SKB_24H:BRD-K77771411-003-03-2:10,CPD003_MCF7_6H:BRD-K77771411-001-08-5:10,CPD003_MCF7_24H:BRD-K77771411-001-08-5:10,CPD003_PC3_6H:BRD-K77771411-001-08-5:10,CPD003_PC3_24H:BRD-K77771411-001-08-5:10
5720,-0.274500012398,-0.457498192787,0.32547006011,-0.804447650909,-0.957442164421,0.0818394497037,-0.516397833824,-0.385149985552,0.336800694466,0.770493030548,0.482069849968,-0.109050005674,-1.83447623253,-3.25335001945,0.0425000190735,0.352246522903,0.112334549427,0.535050034523,0.793077468872,-0.221972718835,-0.32959997654,0.541300058365,-0.106343328953,-0.837050020695,-0.684437096119,-0.595586836338,-0.748390078545,-0.0718510746956,0.364505648613,0.297299981117,-0.483449995518,0.974824130535,1.49969124794,0.434050023556
466,0.420800030231,-0.871803581715,-0.575870513916,-0.907181501389,-0.929870545864,-0.973320305347,-2.5099234581,-0.598399996758,0.890628516674,0.595684409142,0.881433486938,0.594850003719,1.43201816082,0.665600001812,-0.403050005436,0.778033614159,0.286485552788,0.316039472818,0.60942363739,-0.480486929417,-1.51839995384,-0.389533311129,-0.228678390384,-0.627200007439,0.0876619145274,0.220328837633,-0.329303741455,-0.112470157444,-0.502653837204,-0.936299979687,-0.0123500078917,0.658266842365,-0.858278036118,0.02634999156
6009,-1.03184998035,0.834381937981,0.0144288241863,0.602898180485,1.48404788971,-0.664257705212,0.192231342196,0.44470000267,-0.885693669319,0.39943164587,0.476332128048,0.0413500070572,0.167591929436,-0.130400002003,-1.39649999142,-0.0931151136756,0.499319046736,-0.2807495296,-0.446640074253,-0.471839696169,-0.190999984741,3.33338975906e-05,0.321820735931,-0.708599984646,-0.615662336349,-0.696722507477,-1.16010820866,0.0630432069302,0.192840203643,0.684866666794,-0.646700024605,-0.00115685537457,0.572701275349,0.625500023365
2309,0.418049991131,-0.35272783041,-0.0877985954285,-0.545065522194,1.22532641888,-0.502467393875,-0.0245546810329,-0.835599958897,0.525562226772,0.541244506836,0.0855155289173,0.323599994183,0.436736166477,0.65625,0.331249982119,-0.52760630846,-0.1436560601,0.231127858162,0.203074514866,-0.719748735428,-0.332400023937,-0.657266676426,-0.00838281027973,-0.976949989796,0.0682890787721,-0.687238037586,0.461088836193,0.787057995796,-0.257003039122,-0.203833371401,-0.181799992919,-0.506597995758,0.305951535702,1.45665001869
387,-0.00499999523163,0.267941713333,-0.275550633669,-0.389681965113,1.28985345364,-0.153422042727,-0.0844462513924,0.0982000082731,-0.43711861968,-0.066339224577,1.01433157921,0.523149967194,0.823701560497,0.486849963665,-0.322650015354,-0.160041421652,-0.181357562542,1.68982887268,-0.111600026488,-0.632297337055,-0.167349994183,0.437166661024,0.400619149208,-1.08885002136,-0.755365252495,-0.252093046904,-0.433809816837,-0.380426168442,0.467220574617,0.368566691875,-0.502049982548,0.0158260315657,0.662423014641,0.0470499992371
3553,-0.113000035286,3.56256389618,-0.463921785355,-0.0446789301932,0.258054792881,-0.810941457748,-0.230298966169,0.943350017071,-1.0297883749,-0.100711658597,-1.24658000469,-0.544499993324,0.99547535181,0.727650046349,-0.212999999523,-0.134459853172,-0.228637441993,-0.279501318932,-0.657684326172,-0.132863759995,0.845699965954,-0.340499997139,-0.836807727814,0.226649999619,0.0489538311958,1.26240694523,0.241459786892,-0.900697529316,0.263648122549,-0.598699986935,1.34270000458,-0.295154094696,0.390717983246,-0.312600016594
427,0.201700001955,0.269570022821,-0.540209472179,0.0308400150388,-0.827248871326,-0.594028234482,-1.49243021011,0.169250011444,-0.039050668478,-0.241559669375,-0.891219079494,-0.613550007343,1.69343113899,0.277999997139,-0.730799973011,0.139482945204,-0.392895817757,0.904788732529,0.707203567028,-0.685040533543,-0.280999988317,-0.422199994326,-0.100380286574,-0.290799975395,-0.0630035549402,0.997899711132,0.430189460516,0.399494439363,0.884026885033,0.672100067139,-0.669950008392,0.574423074722,0.642270743847,-0.513650000095
5898,-0.11185002327,-0.194241911173,-0.532071113586,0.431930035353,-0.620605349541,-0.381662249565,-0.554288029671,0.313199996948,-0.224888712168,1.24790203571,0.546498298645,0.704649984837,-0.669206142426,0.74145001173,-0.256650000811,0.420771658421,0.835654437542,-1.50014138222,0.366210699081,0.380261391401,-1.45334994793,0.263300031424,-0.0123603641987,-1.05340003967,0.0303689241409,0.114632189274,-1.21088123322,-0.233814179897,-1.35825443268,-3.45176672935,0.235500007868,0.696054160595,0.261939585209,-0.0324999988079
23365,-0.865949988365,-0.137800306082,-0.537171006203,-1.09850358963,1.59771823883,0.493687748909,-0.137270867825,-0.746050000191,-0.0658235251904,0.169198006392,-0.278161585331,0.798150002956,0.609698712826,0.103749990463,-0.184300005436,0.218406364322,0.154290139675,1.10502326488,-0.0922746360302,-0.272011876106,-0.214250013232,-0.216033309698,0.927115619183,0.442600011826,-0.00377164781094,0.456520289183,-1.19708812237,-0.37793558836,0.586377978325,0.404399991035,0.875650048256,-0.366503924131,0.77256333828,-1.36059999466
6657,0.134950011969,2.8996284008,-0.0644014775753,0.780640244484,-0.509111523628,0.168474704027,0.136680454016,1.07955002785,-0.467627823353,-0.344748973846,-1.03386485577,-0.909049987793,0.442508757114,1.3001999855,0.94730001688,-0.539571344852,-0.147912204266,3.41220498085,-0.420172005892,0.0151882991195,1.47479999065,-0.0743000209332,-0.307724505663,0.900200009346,0.188107967377,0.703726410866,0.748619437218,0.591784596443,-1.0026923418,-0.467299997807,0.0297500006855,-0.219989329576,-0.593179702759,0.111950010061
