rid,NMH001_FIBRNPC_6H:BRD-K78075916-001-02-3:10,NMH001_FIBRNPC_6H:BRD-K78075916-001-01-5:10,NMH001_FIBRNPC_24H:BRD-K78075916-001-02-3:10,NMH001_FIBRNPC_24H:BRD-K78075916-001-01-5:10,NMH001_NEU_6H:BRD-K78075916-001-02-3:10,NMH001_NEU_6H:BRD-K78075916-001-01-5:10,NMH001_NEU_24H:BRD-K78075916-001-02-3:10,NMH001_NEU_24H:BRD-K78075916-001-01-5:10,NMH001_NPC_6H:BRD-K78075916-001-02-3:10,NMH001_NPC_6H:BRD-K78075916-001-01-5:10,NMH001_NPC_24H:BRD-K78075916-001-01-5:10
5720,-0.520449995995,-0.0536499992013,0.553149998188,-0.540300011635,-0.678747177124,-0.893275380135,-0.149630874395,-0.977238833904,-4.07870292664,-3.61595010757,-5.11129999161
466,-0.26004999876,-1.72029995918,0.179600000381,-0.115099996328,-0.248883128166,0.28800752759,0.395440667868,0.70982760191,-0.652497768402,-2.38400006294,-3.15930008888
6009,-0.770749986172,0.107950001955,0.45814999938,-2.06715011597,0.0953876972198,0.0853061974049,0.193474382162,0.627216339111,-1.27899622917,-1.27409994602,0.144199997187
2309,-0.515900015831,-0.0966500043869,0.132449999452,-0.679399967194,0.951129734516,0.633766412735,1.76592600346,1.85862922668,-0.376870751381,0.123149991035,-3.46149992943
387,-0.573799967766,0.0097000002861,-0.267100006342,-1.46864998341,0.252530992031,-1.01593697071,-0.826552033424,0.224732130766,-5.39929199219,-2.87940001488,-2.87290000916
3553,0.584550023079,0.301500022411,0.597000002861,0.812650024891,0.821244359016,1.33127653599,0.485802650452,-1.37040841579,4.82874774933,3.6126999855,3.03539991379
427,0.320849984884,-0.725100040436,0.517100036144,-0.263900011778,-0.163684785366,-0.818561315536,-0.719399452209,-0.160054609179,-0.015400364995,0.962849974632,0.427899986506
5898,-0.358900010586,-0.899649977684,0.291899979115,0.760900020599,1.41459560394,0.439204037189,-0.779741406441,0.130691811442,0.529313564301,2.15374994278,2.32590007782
23365,-0.361699998379,0.907099962234,0.718649983406,0.690149962902,0.0559826493263,-0.201661363244,-0.562966346741,-1.23894715309,0.759773313999,-0.00920003652573,1.23230004311
6657,0.596950054169,0.0987500026822,0.257949978113,0.604799985886,-0.018399387598,-4.46951770782,0.324438393116,-0.187751024961,-0.671076536179,-0.312200009823,-3.95029997826
5054,0.0978500023484,-1.3370000124,-0.0832000002265,-0.149250000715,-0.133177042007,0.523013293743,-0.10109847039,0.58963572979,-0.252983927727,0.347299993038,4.28889989853
3108,0.553149998188,0.712599992752,0.618499994278,-0.0599000006914,-0.378263920546,-0.709331274033,-0.690768837929,-0.310745298862,1.24815237522,0.787750005722,3.18849992752
1950,0.131100013852,0.227099984884,0.330349981785,0.203850001097,-0.236824691296,0.920802891254,-0.787799596786,0.0388214886189,-0.094130307436,1.99005007744,2.57969999313
351,0.601249992847,-0.638350009918,1.14719998837,-0.343400001526,-0.00150696968194,0.00331594911404,-0.000151818603626,-0.00083289667964,0.242412388325,0.411850005388,-2.01440000534
4846,-0.36075001955,-0.798399984837,-0.665750026703,-0.468600004911,-0.627997279167,0.293700128794,-0.0178736448288,0.558244943619,0.534535586834,0.325899988413,-0.981700003147
1452,0.399950027466,0.150900006294,-0.20039999485,-0.251900017262,-0.354971110821,0.0300405398011,0.73717713356,0.315280407667,1.32219958305,0.626850008965,-3.06890010834
4776,-0.0709500014782,0.0286000035703,-0.0568499974906,0.0247500240803,-0.219818338752,1.4826375246,0.0898229032755,-1.00884926319,2.82764339447,2.25734996796,2.44939994812
6908,-0.837399959564,0.107149988413,-0.225350022316,-0.252799987793,0.266882181168,-1.60743057728,0.343388110399,0.302820116282,-1.96053910255,-2.23729991913,2.25979995728
672,0.500800013542,0.508650004864,-0.171149998903,-1.20465004444,-0.139142096043,-0.636325597763,-1.60202205181,-1.3147418499,-0.953475296497,-1.07570004463,-1.66380000114
5710,-0.747449994087,-1.78760004044,0.553349971771,-0.242700010538,0.00986084342003,-0.401627987623,-0.393678307533,0.296936452389,0.287923902273,-0.223450005054,-1.93869996071
2115,-0.018700003624,1.63890004158,-0.0309499949217,-0.210500001907,1.69387125969,1.80419850349,-0.122515410185,0.9171667099,0.0322511196136,0.121500015259,-5.6642999649
7015,0.385349988937,0.207150012255,0.0357000231743,-0.0381000041962,0.148112997413,1.37593626976,0.396957010031,-0.415265083313,2.2340927124,2.9634001255,3.87940001488
8726,-0.849150002003,1.08574998379,-0.976949989796,-0.301849991083,-0.260279893875,0.551504909992,-0.0311505049467,0.27346560359,-1.84142684937,-1.81084990501,0.674499988556
2185,0.951250016689,-0.136699989438,0.517250001431,0.701699972153,0.207295641303,0.78539955616,0.52143484354,-0.760527729988,2.736338377,2.43235015869,2.87719988823
3315,-0.909999966621,0.404949992895,0.244550004601,-1.81780004501,-0.491078078747,-1.67959976196,0.0279502570629,-0.968419671059,0.245845168829,1.30209994316,3.82319998741
5289,-0.0601500049233,1.55160009861,0.630200028419,-0.179300010204,-0.263141453266,0.757132768631,0.491235762835,0.618659257889,3.01133680344,3.81929993629,2.0501999855
868,0.333850026131,-0.338349997997,0.0371500253677,-0.665150046349,0.658622801304,0.721868574619,0.796380937099,0.211004287004,-1.40220880508,-0.809700012207,-0.358200013638
1677,1.38250005245,-0.878499984741,-0.0570999979973,0.976150035858,0.357442736626,-0.381325364113,-0.590495407581,-0.174391150475,0.800619125366,0.00304999947548,-0.589200019836
7043,1.45720005035,-0.0846500024199,0.107000008225,0.685699999332,0.590073227882,0.722119450569,0.587333500385,-0.615023493767,3.66180729866,2.02274990082,4.37589979172
5613,2.15100002289,0.0254999995232,0.486299991608,1.28894996643,0.597337543964,0.938003778458,-0.473253279924,-0.378741979599,1.52799320221,0.210049986839,0.590799987316
595,-1.17954993248,-0.719799995422,-0.815900027752,-0.619099974632,0.517214417458,4.49881267548,0.27019020915,1.63641309738,2.64775013924,4.27244997025,1.35350000858
4793,-0.634199976921,-0.464850008488,0.804350018501,-1.0544500351,0.434888422489,-0.433646500111,0.344623625278,1.1541506052,-0.0644886642694,-1.92454993725,-1.26209998131
2736,0.416649997234,0.158699989319,0.526849985123,3.85404992104,0.529075682163,0.254473239183,-0.289883941412,-1.19817817211,1.99362170696,1.77260005474,1.48629999161
5290,-0.263099998236,-0.0825999975204,-0.177850008011,-0.339299976826,0.251948475838,-0.329550534487,-0.839968979359,-1.19200384617,1.36377286911,0.711949944496,1.88549995422
6194,0.732050001621,-0.132199972868,-0.0148000121117,-1.05719995499,0.000412078690715,0.00546767143533,0.00145905755926,-0.00164541089907,-1.7265188694,-1.18704998493,-9.05080032349
1676,0.691699981689,-1.9347499609,0.221600010991,-0.652350008488,-0.0218873918056,1.60831344128,-0.113050058484,-1.04258966446,2.40536642075,1.52504992485,2.08019995689
23512,-1.28179991245,-0.0920000001788,0.153050005436,-0.699349999428,-0.00110968947411,0.423274248838,0.617062926292,0.045019865036,-0.356550604105,-2.07754993439,-3.35619997978
148022,-0.33624997735,-0.235899984837,-0.12859994173,-0.690400004387,0.686206161976,0.243921369314,0.0148864090443,0.170352235436,4.2392449379,1.84625005722,5.21479988098
1906,1.31174993515,-0.0347499996424,0.6833999753,0.698750019073,0.394459307194,0.388638198376,0.0841714292765,-0.577149629593,1.66034913063,1.56155002117,2.92740011215
