rid,CPC002_HA1E_6H:BRD-K06902185-001-10-2:10,CPC002_HA1E_24H:BRD-K06902185-001-10-2:10,CPC002_HCC515_6H:BRD-K06902185-001-10-2:10,CPC002_HCC515_24H:BRD-K06902185-001-10-2:10,CPC002_PC3_6H:BRD-K06902185-001-10-2:10,CPC002_PC3_24H:BRD-K06902185-001-10-2:10,CPC002_VCAP_6H:BRD-K06902185-001-10-2:10,CPC002_VCAP_24H:BRD-K06902185-001-10-2:10,CPC006_A375_6H:BRD-K14888893-001-05-6:10,CPC006_A375_24H:BRD-K14888893-001-05-6:10,CPC006_A549_6H:BRD-K14888893-001-05-6:10,CPC006_A549_24H:BRD-K14888893-001-05-6:10,CPC006_A673_6H:BRD-K14888893-001-05-6:10,CPC006_AGS_6H:BRD-K14888893-001-05-6:10,CPC006_CL34_6H:BRD-K14888893-001-05-6:10,CPC006_CORL23_6H:BRD-K14888893-001-05-6:10,CPC006_COV644_6H:BRD-K14888893-001-05-6:10,CPC006_DV90_6H:BRD-K14888893-001-05-6:10,CPC006_EFO27_6H:BRD-K14888893-001-05-6:10,CPC006_HA1E_6H:BRD-K14888893-001-05-6:10,CPC006_HA1E_24H:BRD-K14888893-001-05-6:10,CPC006_HCC15_6H:BRD-K14888893-001-05-6:10,CPC006_HCC515_6H:BRD-K14888893-001-05-6:10,CPC006_HCC515_24H:BRD-K14888893-001-05-6:10,CPC006_HCT116_6H:BRD-K14888893-001-05-6:10,CPC006_HEC108_6H:BRD-K14888893-001-05-6:10,CPC006_HEPG2_6H:BRD-K14888893-001-05-6:10,CPC006_HT115_6H:BRD-K14888893-001-05-6:10,CPC006_HT29_6H:BRD-K14888893-001-05-6:10,CPC006_HT29_24H:BRD-K14888893-001-05-6:10,CPC006_JHUEM2_6H:BRD-K14888893-001-05-6:10,CPC006_LOVO_6H:BRD-K14888893-001-05-6:10,CPC006_MCF7_6H:BRD-K14888893-001-05-6:10,CPC006_MCF7_24H:BRD-K14888893-001-05-6:10,CPC006_MDST8_6H:BRD-K14888893-001-05-6:10,CPC006_NCIH1694_6H:BRD-K14888893-001-05-6:10,CPC006_NCIH1836_6H:BRD-K14888893-001-05-6:10,CPC006_NCIH2073_6H:BRD-K14888893-001-05-6:10,CPC006_NCIH508_6H:BRD-K14888893-001-05-6:10,CPC006_NCIH596_6H:BRD-K14888893-001-05-6:10,CPC006_NOMO1_6H:BRD-K14888893-001-05-6:10,CPC006_OV7_6H:BRD-K14888893-001-05-6:10,CPC006_PC3_6H:BRD-K14888893-001-05-6:10,CPC006_PC3_24H:BRD-K14888893-001-05-6:10,CPC006_PL21_6H:BRD-K14888893-001-05-6:10,CPC006_RMGI_6H:BRD-K14888893-001-05-6:10,CPC006_RMUGS_6H:BRD-K14888893-001-05-6:10,CPC006_SKLU1_6H:BRD-K14888893-001-05-6:10,CPC006_SKM1_6H:BRD-K14888893-001-05-6:10,CPC006_SKMEL1_6H:BRD-K14888893-001-05-6:10,CPC006_SKMEL28_6H:BRD-K14888893-001-05-6:10,CPC006_SNGM_6H:BRD-K14888893-001-05-6:10,CPC006_SNU1040_6H:BRD-K14888893-001-05-6:10,CPC006_SNUC4_6H:BRD-K14888893-001-05-6:10,CPC006_SNUC5_6H:BRD-K14888893-001-05-6:10,CPC006_SW480_6H:BRD-K14888893-001-05-6:10,CPC006_SW620_6H:BRD-K14888893-001-05-6:10,CPC006_SW948_6H:BRD-K14888893-001-05-6:10,CPC006_T3M10_6H:BRD-K14888893-001-05-6:10,CPC006_THP1_6H:BRD-K14888893-001-05-6:10,CPC006_TYKNU_6H:BRD-K14888893-001-05-6:10,CPC006_U937_6H:BRD-K14888893-001-05-6:10,CPC006_VCAP_6H:BRD-K14888893-001-05-6:10,CPC006_VCAP_24H:BRD-K14888893-001-05-6:10,CPC006_WSUDLCL2_6H:BRD-K14888893-001-05-6:10,CPC018_A375_6H:BRD-K06902185-001-10-2:10,CPC020_A375_6H:BRD-K14888893-001-11-4:10,CPC018_A549_6H:BRD-K06902185-001-10-2:10,CPC020_A549_6H:BRD-K14888893-001-11-4:10,CPC018_A549_24H:BRD-K06902185-001-10-2:10,CPC018_ASC_24H:BRD-K06902185-001-10-2:10,CPC020_HA1E_6H:BRD-K14888893-001-11-4:10,CPC020_HCC515_6H:BRD-K14888893-001-11-4:10,CPC018_HEPG2_6H:BRD-K06902185-001-10-2:10,CPC018_HT29_6H:BRD-K06902185-001-10-2:10,CPC020_HT29_6H:BRD-K14888893-001-11-4:10,CPC018_MCF7_6H:BRD-K06902185-001-10-2:10,CPD001_MCF7_6H:BRD-K14888893-001-09-8:10,CPC020_MCF7_6H:BRD-K14888893-001-11-4:10,CPC018_MCF7_24H:BRD-K06902185-001-10-2:10,CPD001_MCF7_24H:BRD-K14888893-001-09-8:10,CPC020_MCF7_24H:BRD-K14888893-001-11-4:10,CPC018_NPC_24H:BRD-K06902185-001-10-2:10,CPC020_PC3_6H:BRD-K14888893-001-11-4:10,CPD001_PC3_24H:BRD-K14888893-001-09-8:10,CPC020_PC3_24H:BRD-K14888893-001-11-4:10,CPC018_PHH_24H:BRD-K06902185-001-10-2:10,CPC018_SKB_24H:BRD-K06902185-001-10-2:10,CPC020_VCAP_6H:BRD-K14888893-001-11-4:10,CPC020_VCAP_24H:BRD-K14888893-001-11-4:10,NMH002_FIBRNPC_24H:BRD-K06902185-001-13-6:10,NMH002_FIBRNPC_6H:BRD-K06902185-001-13-6:10,NMH002_NEU_6H:BRD-K06902185-001-13-6:10,NMH002_NEU_24H:BRD-K06902185-001-13-6:10,NMH002_NPC_6H:BRD-K06902185-001-13-6:10,NMH002_NPC_24H:BRD-K06902185-001-13-6:10,CPC006_H1299_6H:BRD-K14888893-001-05-6:10,CPC006_RKO_6H:BRD-K14888893-001-05-6:10
5720,0.428821980953,-0.496662825346,-0.460764914751,0.616009414196,0.211716547608,0.138537436724,-0.539189696312,-0.0515860281885,0.196897879243,-0.0651329681277,-0.751328766346,-0.432747006416,0.906949996948,2.11840009689,0.246450006962,-0.0824500024319,0.171250015497,0.751700043678,0.44399997592,-0.179806962609,-0.290953427553,0.0216688308865,0.0251835733652,0.154035210609,0.532400012016,0.0826099812984,0.0265261977911,0.33679997921,0.509113371372,0.363059073687,-0.314099997282,-2.10374999046,0.0324276760221,0.118464075029,-1.60084998608,-0.411199986935,1.3424500227,-1.19640004635,-1.46494996548,-1.18509995937,0.748099982738,0.277750015259,-0.465836673975,-0.0548711679876,-0.888199985027,0.20055000484,0.0162636637688,-0.488749980927,-0.209150001407,-0.568799972534,-0.617150008678,-0.490550011396,0.335000008345,-0.105499997735,0.0401000380516,-0.0730000138283,0.567597031593,0.404185712337,0.173150002956,-0.0715439319611,-0.495600044727,0.801800012589,-0.334913551807,-1.11237299442,-1.13819992542,-0.763532280922,-0.362909674644,0.220669150352,-0.798049986362,0.941799998283,0.460799992085,0.536548852921,0.725050032139,0.738891899586,0.935563147068,0.000250414013863,-0.657296180725,2.27230644226,0.843810260296,-0.0949133560061,-0.133099988103,-0.381604015827,1.71138322353,0.0436711646616,1.93662619591,-2.1591501236,-0.183648839593,-0.858136713505,-0.733921825886,-0.104658827186,-0.259242862463,0.0480293110013,-0.256522059441,-0.709033250809,-0.229523330927,0.829815745354,1.29170000553,0.819199979305
466,0.324593007565,-0.124084413052,0.0788650512695,-0.262827962637,-0.411147147417,-0.598815560341,0.120190225542,0.845319569111,0.793904304504,0.552721142769,0.028585895896,-0.487196087837,0.48299998045,0.885500013828,0.836250007153,-0.189999982715,0.0768000036478,1.52944993973,0.564849972725,0.48147508502,0.0185558833182,-0.302756398916,-0.572832942009,0.522692084312,0.742100000381,0.952464342117,0.084746427834,-1.21305000782,0.716028273106,0.562077283859,-0.907050013542,-1.51724994183,-0.409151494503,0.445367157459,0.881799936295,0.351150006056,0.941300034523,0.287050008774,-0.309350013733,0.679749965668,0.620949983597,0.0768000036478,0.159348547459,-0.529422700405,0.77555000782,0.321299999952,0.681494116783,0.13275000453,-2.01329994202,-0.816699981689,-0.300350010395,-0.139149993658,0.689050018787,0.954800009727,-0.14929997921,0.590049982071,1.09551584721,1.43145596981,-0.302049994469,0.369671344757,0.549300014973,1.35045003891,-0.393679648638,-0.218181788921,-0.762449979782,0.306124448776,-1.39707028866,-0.886361777782,0.534950017929,-0.314700007439,-0.0588666647673,0.549906611443,0.926949977875,0.169836059213,0.610534906387,-2.48066568375,-0.211725771427,-1.61584365368,1.4626172781,-0.545499920845,0.539033353329,0.666979551315,-1.03880798817,0.446287810802,-2.86666965485,0.401965081692,-0.0629950240254,0.199836939573,0.478907316923,-2.37963676453,0.0640462040901,-0.0188011936843,0.261549830437,-0.438866645098,0.0928563028574,0.830359339714,-0.151500046253,1.48549997807
6009,0.704809904099,0.245366722345,0.593359410763,-0.0972436964512,-0.140304088593,-1.17072117329,-1.53675830364,-0.42282435298,0.582866609097,0.406328052282,-0.98381125927,0.158528387547,0.723349988461,0.57279998064,1.45959997177,0.608900010586,0.413900017738,0.557349979877,0.388999998569,0.153251409531,0.713385879993,0.0160290002823,0.0132007449865,-0.170664221048,1.8640999794,-0.677619755268,-0.433479070663,0.291000008583,1.3736011982,0.634518504143,-0.0320999920368,0.477699995041,-0.719896674156,0.0482782162726,1.46770000458,-0.881350040436,0.483249992132,-0.535250008106,-0.411850005388,0.148149967194,0.988950014114,1.29449999332,-0.2896887362,-0.132331028581,-0.451399981976,-0.13030000031,0.429418712854,0.561699986458,-0.00485000014305,0.560850024223,-2.07844996452,-0.526499986649,-1.05034995079,-0.0735499858856,0.659150004387,1.03149998188,0.68629693985,0.370967656374,-0.26314997673,0.0227787196636,-1.6004999876,-0.303100019693,0.533983170986,-0.609309077263,0.0817499756813,0.15550544858,-1.19554007053,1.81999897957,-0.287850022316,0.398950010538,-0.843766689301,-0.00590749830008,-0.760949969292,0.823839902878,0.650334954262,-0.297641605139,-0.0265281796455,1.21255040169,-1.14407062531,-0.477680504322,-0.316033363342,-0.765578210354,0.243097484112,0.315472960472,2.37025332451,-1.54089188576,1.17941021919,0.59754961729,0.611485600471,0.474476218224,-0.481970191002,-0.372889637947,-0.504169583321,-1.00036668777,-0.285553395748,-0.332603216171,0.442250013351,0.523949980736
2309,-1.50337862968,-1.12320506573,-0.300298005342,0.560945868492,-0.853536903858,0.426884680986,-1.59353542328,-0.731180727482,-0.153059318662,-0.201731473207,-0.0344947949052,-0.735029399395,0.449900001287,-0.173749998212,-0.524600028992,-0.293999999762,-0.0408999919891,0.0559000000358,-1.30244994164,-0.467556267977,-0.138769805431,-0.534299969673,-0.334768295288,-0.905901610851,-0.813399970531,-0.774997711182,-1.04563832283,0.0269499868155,-1.1795989275,-0.160024940968,-0.864200055599,-1.05229997635,-0.717994868755,-0.384092181921,-1.62144994736,0.274300009012,-0.0737000107765,-0.517299950123,0.00350001454353,-0.0918500423431,-0.516350030899,0.386849999428,-0.263598024845,-0.448297917843,-1.56900000572,-1.88374996185,0.299261182547,-1.36794996262,-0.352649986744,0.17484998703,-0.65625,0.00740000605583,-0.768000006676,0.131749987602,-0.101050004363,-0.993749976158,-1.57905244827,-0.572473883629,-0.393700003624,-0.42163708806,-0.0738500058651,-0.344700008631,-1.49119734764,-0.610574185848,-0.0728000104427,0.0321077406406,0.445287525654,1.27997863293,1.5529499054,0.578099966049,-0.194133341312,0.525299072266,0.165350005031,-0.239727854729,0.215723931789,0.477570056915,0.25582370162,0.528322339058,0.843033909798,0.194655433297,-0.0891333371401,1.10918557644,1.05821216106,0.587764263153,2.38075351715,3.35419178009,-0.706772208214,-0.226310774684,-0.716242492199,0.768581449986,-0.299525797367,0.0373723655939,0.717450618744,-0.883366703987,-0.0999738872051,-0.592862010002,-0.787299990654,-0.473699986935
387,-0.373715013266,-0.490862101316,-0.520922422409,0.224154889584,0.0708895772696,-0.561987996101,-0.541718125343,0.420755982399,0.190167099237,0.318987011909,-0.909697651863,-1.41501116753,1.93904995918,0.968850016594,-0.710600018501,-5.39184999466,0.531100034714,0.399499982595,0.116949975491,0.428770780563,-0.0807317867875,-1.76448869705,-0.355828881264,-0.401313066483,2.3178999424,-0.213647037745,-1.63306713104,-0.410699993372,1.98282516003,-0.326995491982,1.2568500042,3.0600001812,-0.600687205791,0.0555683597922,-0.381749987602,0.727249979973,0.913749992847,0.680249989033,1.80379998684,-0.902100026608,1.3207000494,1.08535003662,-0.680314481258,-0.888373553753,-1.81840002537,0.605549991131,0.21482090652,-0.601150035858,-0.148900002241,1.14999997616,-2.99269986153,-0.58654999733,-0.361600011587,-0.408100008965,-0.200299978256,0.670350015163,0.928177714348,-0.164812549949,0.348250001669,0.857783079147,-0.17895001173,2.06679987907,-0.454730689526,-0.0314763188362,1.18355000019,-0.229631587863,-0.302322983742,1.42674791813,0.396549999714,0.383750021458,-0.674266695976,0.413607001305,0.787500023842,0.281254082918,0.692052721977,-0.840525746346,-0.701813876629,1.36918115616,0.131472215056,-0.519742906094,-0.29253333807,0.320894390345,-0.151978075504,-0.591283559799,2.04501891136,2.29339003563,1.01972424984,0.0534488111734,0.385442018509,-0.199969008565,-0.390532791615,-1.25459444523,0.827807188034,0.102033346891,-0.262344568968,-1.0723028183,0.944900035858,0.720399975777
3553,0.684680938721,0.2151004076,0.0525447279215,-1.16275751591,-0.841106951237,-0.164646446705,1.19236087799,-0.778973460197,-0.366359472275,-0.395127922297,-0.507220864296,0.398342490196,-1.07765007019,-0.773699998856,-0.499950021505,-0.251749992371,-0.985749959946,-1.05990004539,0.0497500300407,-0.138835683465,0.305035948753,1.00696623325,-0.318970531225,-0.0547784566879,-0.949299991131,-0.780935168266,-0.139517039061,-0.332049995661,-0.483199685812,-0.762600898743,-0.188500016928,0.268249988556,-0.208011329174,0.0373617038131,0.0962999984622,0.996699988842,-0.377450019121,0.313899993896,1.64654994011,-0.72545003891,0.197649985552,-0.464299976826,-0.328784346581,0.163145855069,0.207900002599,-1.04030001163,-1.18989634514,-0.595300018787,0.397149980068,-0.638100028038,0.893399953842,0.0443500056863,-0.454050004482,-0.708899974823,-0.670099973679,-0.274749994278,-0.563305497169,0.156543195248,-0.128099992871,-0.653205752373,-0.0530000030994,-0.0537999980152,0.013513234444,-1.00953757763,0.29834997654,0.121106430888,-0.459922492504,-1.10957086086,1.20840001106,-0.122800007463,0.511933326721,-0.937530994415,-1.18760001659,-0.835316419601,-0.839543759823,0.424848914146,-0.000597134232521,-1.19756567478,-0.883209705353,-0.870415270329,0.352466672659,1.28671431541,0.383956372738,-0.786304950714,1.34215891361,0.853198051453,0.00890371203423,0.148039832711,-0.487445503473,0.560721814632,0.0257174372673,1.69403147697,-0.258466780186,0.865033388138,1.04564261436,0.780452907085,-0.904700040817,-1.23584997654
427,0.268629491329,0.371000826359,0.569992005825,-0.21568518877,-0.510882258415,-0.38793194294,0.217557370663,0.457206785679,0.263303428888,-0.580839753151,0.0986552536488,0.201763138175,-0.226600006223,-0.650349974632,1.95235002041,0.746399998665,0.658450007439,1.5218000412,0.0604000017047,-0.673139154911,-0.791581988335,-0.0393625795841,-0.649134159088,0.183232665062,0.876200020313,0.932724475861,-0.197321474552,-1.05889999866,0.962796032429,-0.0419656038284,-0.0914500057697,1.01205003262,0.114856213331,-0.114782348275,1.10984992981,0.177699998021,0.463099986315,-0.205799996853,0.00434999912977,1.39505004883,-0.0867500007153,-0.364549994469,-0.477318584919,-0.0753185898066,0.022249981761,0.56225001812,-1.52732777596,0.311999976635,-1.03624999523,0.75435000658,-1.17834985256,-0.426699995995,0.14059998095,0.233800023794,0.180600002408,-0.182799994946,1.15485203266,-0.00680005550385,1.3382499218,-0.687619924545,1.11234998703,-0.156549990177,0.884149849415,0.263072550297,-1.91664993763,-0.165597811341,0.0611796677113,0.892501652241,0.538299977779,0.748300015926,-0.47980004549,-0.34928894043,1.7906999588,-0.210957676172,-0.366296112537,-0.285124689341,-0.0370292179286,-0.946471512318,0.986884057522,-0.365870952606,1.0326000452,2.19628858566,0.00171273946762,-0.119383968413,-0.687390327454,1.10832047462,-0.397890776396,-0.102359399199,0.686498820782,-1.09236192703,-0.885656833649,-1.01702928543,-0.146754056215,0.50993335247,0.0510363951325,1.4495408535,0.598500013351,0.956950008869
5898,-0.281625509262,-0.224104046822,0.169040650129,-0.734792113304,-1.34781301022,-0.334638834,-0.364753961563,-0.163043349981,-0.297098338604,-0.0707041844726,-0.669478654861,-0.80233001709,0.206100016832,-0.472200006247,0.461149990559,-0.804100036621,-0.733299970627,0.242650002241,-0.785550057888,-0.0727530121803,0.453057318926,-1.74726033211,-1.12944352627,-0.220559284091,-1.15789997578,-0.0388836637139,-2.30974125862,-2.51929998398,-0.644672036171,-0.458448797464,-0.933499991894,-0.366949975491,-0.545438051224,-0.148072630167,-1.17939996719,-0.412999987602,-0.899150013924,-1.44844996929,-1.50580000877,-0.235449999571,-0.176949992776,-0.774949967861,-1.22761011124,-0.284627079964,0.238549992442,0.579699993134,0.286671459675,0.665600001812,-1.02209997177,-0.114850014448,-0.595350027084,-1.10769999027,-0.509400010109,-0.215800002217,-0.799950003624,-0.42049998045,0.0604931861162,-0.386470496655,0.370700001717,-0.529314517975,0.018200000748,-0.369349986315,-0.53038585186,-0.358994722366,-3.06994986534,0.520121395588,-0.670110583305,0.543143987656,-1.70700001717,-1.38610005379,-0.0729666650295,0.785959243774,0.655949950218,-0.246475443244,-0.937789618969,-2.03875231743,-1.29824888706,-1.3238863945,0.911957085133,-0.720290064812,0.21669998765,0.764618635178,-0.449686259031,-1.80638074875,-6.85451078415,-1.1258122921,2.22090816498,0.379099905491,-0.315520226955,-1.52335000038,0.480126738548,0.181588709354,0.101466238499,0.986933350563,-0.0991991534829,0.39512398839,0.0826499983668,-0.317249983549
23365,-0.616982460022,-0.386712908745,0.296536386013,0.248154953122,-0.0494352839887,-0.317196875811,-0.46548768878,0.535413324833,0.292178630829,0.0257791727781,0.244299173355,-0.238335877657,0.817499995232,-0.796499967575,-1.09029996395,0.33370000124,0.366649985313,-1.29649996758,0.0430999994278,0.748406231403,-0.887699365616,-0.657524943352,0.677826881409,0.186846777797,1.28989994526,0.877508938313,-1.42960715294,-1.39225006104,1.05491769314,-0.935776472092,-0.505550026894,-0.685400009155,0.22440212965,-0.352651059628,1.87954998016,-1.09224998951,-0.366150021553,1.28935003281,-0.99304997921,-0.318450033665,-0.715350031853,-1.33490002155,-0.637858331203,-1.0243819952,1.60769999027,0.497649997473,-1.28485131264,0.0314999967813,0.0972500145435,-0.611800014973,1.89170002937,0.866149902344,0.696400046349,0.175600022078,-1.03865003586,-0.175249993801,0.258018136024,-0.0651808679104,0.194150030613,0.25996747613,-0.90499997139,0.211850002408,-0.497782766819,0.362756043673,0.0201000012457,-0.0857649818063,0.997341930866,0.784447312355,0.75569999218,0.115799993277,0.246800005436,0.913910388947,0.661149978638,0.301532775164,-1.19636631012,-0.443601042032,-1.75976634026,0.246533378959,-0.992799699306,-0.960591375828,-0.280333340168,0.530922055244,-0.546475231647,-1.49660801888,-0.647532880306,-0.988264799118,-0.180935144424,0.801146149635,0.414336800575,-1.05826115608,-0.561605453491,0.116395913064,0.422001600266,-0.142599999905,0.0471917390823,-0.757802546024,0.149599969387,-1.05500006676
6657,0.487151712179,1.14130079746,-0.355948388577,-0.482848584652,0.0652571097016,0.287262022495,0.320890069008,-0.530811667442,-0.0445920005441,0.181539654732,-0.0178615674376,0.83690559864,1.56679987907,0.0364499911666,-0.0508999973536,-0.113099999726,-0.168799996376,-0.355599999428,0.155849993229,-0.438746720552,3.51366448402,1.59986889362,0.994859695435,0.37569758296,-1.57980000973,-0.970543444157,0.709964036942,0.15110000968,-0.666722297668,0.360923618078,1.21784996986,0.634050011635,0.0596109926701,-0.260914325714,0.315999984741,0.41654998064,0.220550000668,1.87569999695,1.7376999855,0.577799975872,-0.698050022125,-0.458249986172,0.961302101612,1.45087146759,0.687900006771,-0.695550024509,-0.47568577528,-0.70710003376,0.952399969101,-0.288049995899,0.600499987602,0.69185000658,-0.283899992704,-0.569750010967,0.0785000026226,-0.329100012779,-0.674409151077,-1.35520172119,-1.0271999836,-0.505697906017,0.226900011301,-1.07660007477,0.119940765202,0.86772865057,1.85089993477,1.40095472336,0.658104658127,-1.70310556889,0.97570002079,0.551299989223,-0.60070002079,-1.15766263008,-1.07850003242,-0.212534219027,-1.31113302708,0.558564484119,-0.340511053801,-0.704723834991,0.204867973924,-0.352445662022,0.355999976397,1.60976648331,0.171237871051,-0.333139061928,1.46123099327,1.50087118149,-1.13314068317,0.0429556965828,-0.330074876547,0.466832816601,-0.0343858003616,-0.189373701811,0.589266717434,-2.04453349113,0.305571466684,-0.0074060857296,-0.626699984074,-0.644649982452
