rid,CPC008_A375_6H:BRD-A62496920-001-05-8:10,CPC008_A375_24H:BRD-A62496920-001-05-8:10,CPC008_A549_6H:BRD-A62496920-001-05-8:10,CPC008_HCC515_6H:BRD-A62496920-001-05-8:10,CPC008_HEPG2_6H:BRD-A62496920-001-05-8:10,CPC008_HT29_6H:BRD-A62496920-001-05-8:10,CPC008_MCF7_6H:BRD-A62496920-001-05-8:10,CPC008_MCF7_24H:BRD-A62496920-001-05-8:10,CPC008_PC3_6H:BRD-A62496920-001-05-8:10,CPC008_PC3_24H:BRD-A62496920-001-05-8:10,CPC008_VCAP_6H:BRD-A62496920-001-05-8:10,CPC008_VCAP_24H:BRD-A62496920-001-05-8:10
5720,-0.101118043065,0.162049993873,0.624686837196,-0.288923412561,0.000292994081974,0.839909434319,-0.322212308645,-1.09035003185,0.293697327375,0.45837700367,-0.6013879776,0.261156439781
466,0.334171146154,-1.0896999836,0.475170254707,-0.0116562992334,0.116040378809,-0.166868790984,-0.250013411045,-0.756350040436,0.211396932602,-0.950397670269,-0.402006566525,-1.81217646599
6009,-0.461628139019,0.0105999968946,0.312432914972,-0.335849136114,0.158705234528,0.64001083374,-0.254349291325,-0.279449999332,-0.0960716456175,0.748478412628,-0.45490449667,0.822157144547
2309,-0.36194062233,0.996399998665,-0.920431137085,-0.0222592130303,-0.452012389898,0.365816146135,0.125983059406,-0.144349992275,-0.49388730526,0.0277564227581,-0.701180696487,-0.212933033705
387,0.269772350788,1.03840005398,0.346339046955,-0.247712254524,0.861123800278,-0.406227856874,-0.203294247389,0.443399995565,0.134091854095,0.062144048512,-0.219406694174,0.346279174089
3553,-0.543536424637,-0.147850006819,-0.560187458992,0.689983010292,-0.593353807926,-0.557420730591,-0.604594767094,1.47135007381,-0.584350824356,-0.177091136575,0.489010244608,0.593845784664
427,0.315644443035,-0.24279999733,-0.967069625854,-0.0170224383473,-0.432147622108,-0.752241492271,0.299525737762,0.0208499953151,-0.224048912525,-0.379843652248,0.0678701028228,-0.131519824266
5898,-0.523979127407,-1.12929999828,0.279358893633,0.292954862118,-0.594141602516,-1.00747001171,-0.439845144749,-0.414949983358,-0.272570490837,-0.423990786076,-0.403155356646,-0.895406842232
23365,-0.428958415985,-0.289350003004,0.154899269342,0.187982901931,0.439666152,0.290268212557,0.690774440765,-0.903349995613,-0.184541612864,0.0742537081242,0.247925639153,0.421256422997
6657,0.399046450853,0.505299985409,-0.291967242956,0.603238046169,-0.253029733896,-0.631357967854,-0.673444330692,-0.493200004101,-0.796071171761,0.187521010637,0.428966909647,-0.267158299685
