rid,CPD003_MCF7_6H:BRD-K91740057-001-14-9:10,CPD003_MCF7_24H:BRD-K91740057-001-14-9:10,CPD003_PC3_6H:BRD-K91740057-001-14-9:10,CPD003_PC3_24H:BRD-K91740057-001-14-9:10
5720,-1.22455000877,0.372436672449,0.463863611221,0.303050011396
466,0.0121500194073,-2.21098518372,-0.951733469963,-0.313899993896
6009,-0.58244997263,-0.583742916584,0.105660296977,-0.465999960899
2309,-0.9917999506,0.901079893112,-0.686248540878,-0.481750041246
387,-1.33480000496,0.352560698986,0.287698626518,-0.578149974346
3553,0.805249989033,0.289857208729,0.826823949814,1.24135005474
427,0.524749994278,-1.40058159828,1.02864468098,-0.49200001359
5898,1.72044992447,-1.42353582382,0.294854849577,0.0479499995708
23365,1.3587501049,0.0627871826291,1.24145400524,-0.258749991655
6657,0.784899950027,0.628186106682,0.859308004379,0.150649994612
5054,3.365650177,-0.679180502892,0.638162374496,-0.64880001545
3108,0.327849984169,-0.11297096312,-0.47794508934,-2.55690002441
1950,0.256749987602,-0.416455060244,-1.03195130825,-0.715449988842
351,0.0599499940872,-0.950818002224,0.102123618126,-0.999400019646
4846,0.248300015926,-0.732509970665,0.567132234573,-0.498500019312
1452,-2.21644997597,0.817974209785,-0.266612768173,-0.917800009251
4776,0.955350041389,-0.437325119972,1.42276883125,-0.0661500096321
6908,-1.13205003738,0.467533588409,-0.803626894951,0.386050015688
672,0.119200006127,-0.466344296932,-1.26768541336,0.0727000236511
5710,-0.414799928665,-0.023804359138,0.782831132412,-0.00820000004023
2115,5.32814979553,0.229981780052,-1.12861227989,0.0844999998808
7015,0.850000023842,0.262596189976,0.0437410585582,-0.0387000031769
8726,0.216499999166,-0.637928724289,0.32146781683,-0.791750013828
2185,1.5134499073,0.264871835709,0.286524087191,-0.10364998877
3315,-1.83970010281,-0.0419568307698,0.736976563931,-3.44799995422
5289,0.851549983025,0.457902878523,-0.684942722321,0.365299999714
868,0.943849980831,0.781504154205,1.85781395435,-0.289200007915
1677,1.79054999352,0.255231618881,0.0628223717213,-0.636600017548
7043,1.48055005074,0.694324493408,1.30138981342,-0.237649992108
5613,0.141500011086,-1.00077819824,0.136822327971,-0.342550009489
595,-1.14750003815,0.66227221489,0.707362949848,0.746299982071
4793,0.0472999811172,1.54979944229,1.94772911072,-0.77194994688
2736,1.53279995918,0.30319789052,0.118544131517,-0.0679000020027
5290,0.351000010967,-0.550687551498,0.488217741251,-0.389499992132
6194,-5.55970001221,-0.954016804695,0.434566617012,-0.429399996996
1676,-1.41995000839,-0.431563556194,0.955944776535,-0.356700003147
23512,0.523649990559,0.163202926517,0.420024544001,0.198050007224
148022,1.02394998074,1.07206487656,-0.111196264625,0.551949977875
1906,1.49014997482,-0.4314455688,0.0870369896293,-0.547600030899
8878,-0.969600021839,0.500537931919,0.846153855324,0.833299994469
3091,-1.23415005207,-2.07477283478,-0.433057248592,0.399899959564
5743,-0.371300011873,-0.400868356228,-0.329459100962,0.195149987936
5321,0.276449978352,-0.376766681671,0.482809901237,-0.5924000144
4144,-0.0833499878645,0.529001057148,-0.584458529949,0.211049988866
1981,-1.16044998169,1.42690622807,-0.436771601439,-0.196550011635
695,1.4388999939,0.301185846329,2.30132246017,-0.00765000283718
10398,1.85660004616,0.334735393524,0.120797991753,0.00609999895096
5708,0.292349994183,0.716457724571,0.209377765656,-0.534200012684
1213,-1.75734996796,0.0807742029428,0.478618115187,0.559750020504
226,-0.597800016403,1.02890253067,1.12238371372,0.561699986458
