rid,CPC004_A375_6H:BRD-K93461745-003-14-4:10,CPC004_HA1E_6H:BRD-K93461745-003-14-4:10,CPC004_HA1E_24H:BRD-K93461745-003-14-4:10,CPC004_HCC515_6H:BRD-K93461745-003-14-4:10,CPC004_HCC515_24H:BRD-K93461745-003-14-4:10,CPC004_HEPG2_6H:BRD-K93461745-003-14-4:10,CPC004_HT29_6H:BRD-K93461745-003-14-4:10,CPC004_MCF7_6H:BRD-K93461745-003-14-4:10,CPC004_PC3_6H:BRD-K93461745-003-14-4:10,CPC004_PC3_24H:BRD-K93461745-003-14-4:10,CPC004_VCAP_6H:BRD-K93461745-003-14-4:10,CPC004_VCAP_24H:BRD-K93461745-003-14-4:10,CPC016_A375_6H:BRD-K93461745-003-14-4:10,CPC016_A549_6H:BRD-K93461745-003-14-4:10,CPC016_A549_24H:BRD-K93461745-003-14-4:10,CPC016_ASC_24H:BRD-K93461745-003-14-4:10,CPC016_HEPG2_6H:BRD-K93461745-003-14-4:10,CPC016_HT29_6H:BRD-K93461745-003-14-4:10,CPC016_MCF7_6H:BRD-K93461745-003-14-4:10,CPC016_MCF7_24H:BRD-K93461745-003-14-4:10,CPC016_NEU_24H:BRD-K93461745-003-14-4:10,CPC016_NPC_24H:BRD-K93461745-003-14-4:10,CPC016_SKB_24H:BRD-K93461745-003-14-4:10,CPC020_A375_6H:BRD-K93461745-003-20-1:10,CPC020_A549_6H:BRD-K93461745-003-20-1:10,CPC020_HA1E_6H:BRD-K93461745-003-20-1:10,CPC020_HCC515_6H:BRD-K93461745-003-20-1:10,CPC020_HT29_6H:BRD-K93461745-003-20-1:10,CPC020_MCF7_6H:BRD-K93461745-003-20-1:10,CPC020_MCF7_24H:BRD-K93461745-003-20-1:10,CPC020_PC3_6H:BRD-K93461745-003-20-1:10,CPC020_PC3_24H:BRD-K93461745-003-20-1:10,CPC020_VCAP_6H:BRD-K93461745-003-20-1:10,CPC020_VCAP_24H:BRD-K93461745-003-20-1:10
5720,0.311737269163,0.311996519566,0.26951622963,0.361931443214,0.738929271698,-0.151166692376,-0.494431376457,0.217620834708,0.61905503273,-1.20633637905,0.0513349510729,0.405186146498,0.557706236839,0.635900020599,0.680210411549,-0.0518353581429,0.622398853302,-0.775022685528,-1.53767037392,1.02012395859,0.154244408011,0.197712048888,-0.901950001717,0.397807866335,0.126899987459,-0.867845356464,0.379399955273,0.412941932678,-0.146237134933,0.754631280899,-0.149137243629,0.669263243675,0.132604151964,-0.216029345989
466,-0.926926076412,-0.108675509691,-0.525176525116,0.125737190247,0.569485783577,0.0770000144839,-0.0895116180182,0.064533829689,0.501103043556,-0.150280028582,-0.0700051188469,-0.0337635278702,1.18202412128,0.467050015926,0.55056643486,0.268953531981,0.368601024151,0.326409071684,-0.249503701925,0.478002279997,0.0695844888687,0.249292954803,-0.0124000012875,0.361587822437,-0.152200013399,-0.154909849167,0.687950015068,0.703744888306,-0.428659588099,-0.709504842758,-0.880208075047,0.0360925197601,0.792484164238,0.13299420476
6009,-0.441045343876,-0.38344424963,-0.296791017056,-0.437338471413,-0.868484854698,-0.441733360291,-0.922341525555,0.297594100237,0.151656866074,0.691735208035,0.741971850395,0.596599876881,-0.38502985239,0.296350002289,-1.20306181908,0.0803427398205,-0.814350903034,-0.258013367653,-1.2222751379,0.602088749409,-0.196703508496,-0.106299027801,-0.138249993324,-0.17429703474,-0.610549986362,-0.0534886196256,1.14539992809,0.416439652443,0.0244286954403,0.69407761097,-0.325487107038,-0.287758708,-0.00961264967918,-0.0815696567297
2309,0.0679625198245,-0.495960235596,0.448631048203,-0.492559671402,0.0850598663092,0.687733352184,0.0349945388734,-0.677397489548,-0.656204760075,0.624602794647,-1.01767587662,-0.0844181701541,-0.435082435608,-0.794400036335,-0.394564330578,-0.47999432683,-0.0144872665405,1.37895810604,1.33785641193,-0.214095279574,0.0490170009434,0.713875949383,-1.70690000057,-0.229337319732,-0.0257499963045,-0.830032706261,0.659699976444,0.453668951988,-0.476808398962,0.24128703773,0.33945530653,0.462403357029,0.287847816944,-0.309170722961
387,-0.513202190399,-0.552737295628,1.56892132759,-0.510893344879,-0.143318384886,-0.326033353806,-0.728798568249,0.367641061544,-0.58464294672,-0.428862303495,0.453106045723,0.496257036924,0.0810466259718,-0.727450013161,0.7131742239,0.318141341209,-0.171843916178,1.00023841858,1.08839285374,1.29015648365,0.807785570621,0.573026955128,-0.764999985695,-0.372365355492,-0.404500007629,-0.908137083054,0.706749975681,0.515941679478,-0.964628517628,0.598027586937,0.113847360015,0.520573019981,-0.282521396875,0.0276081487536
3553,-0.88439232111,0.336572408676,-1.15094387531,-0.229794993997,-0.962457537651,-0.502066671848,0.641347885132,-0.239452779293,0.288441747427,0.653994500637,0.810754060745,-0.0341375470161,-0.30257242918,0.746700048447,-0.191756367683,-0.0673135370016,0.377385258675,-0.663599312305,-0.425626933575,0.464070528746,-0.0794268250465,-0.309949755669,0.688449978828,0.312781482935,0.355349987745,0.472298443317,1.02209997177,-0.407196670771,0.446938693523,0.0273931324482,-0.0158122032881,0.45238161087,-0.0648993998766,-0.392398416996
427,-0.87697827816,0.509698927402,-0.508268296719,-0.553453505039,-0.293035924435,0.0751666873693,0.171296447515,-0.550954580307,0.145166695118,1.16065263748,0.584346175194,-0.24605974555,-0.507883608341,0.250449985266,0.13236233592,-0.211845546961,-0.395265311003,0.419066727161,-0.067854642868,-0.641376912594,1.18861198425,-0.109675019979,0.122699998319,0.0070823431015,-0.0284500010312,0.212938219309,1.61650002003,-0.138118445873,-0.750133872032,-0.192941248417,0.764041185379,-0.0323676690459,0.109577089548,0.511070251465
5898,-0.445956945419,0.264265626669,-0.383263319731,-0.159063637257,-0.288691848516,-0.343133360147,-0.00481461454183,0.321396529675,0.71411216259,0.466814130545,0.484771847725,-1.05469036102,1.24468636513,0.634999990463,0.441168129444,0.56979227066,1.03241801262,0.511729300022,-0.710805475712,-0.615322470665,0.191774830222,-0.405184537172,0.301500022411,0.483328968287,0.667850017548,-1.07078802586,0.898100018501,0.116455577314,-0.707110464573,-1.11171519756,0.14874894917,0.495787203312,0.201895400882,0.752051949501
23365,-0.964247465134,0.712398946285,-0.116342127323,-0.432953178883,0.0442951694131,-0.23670001328,0.378868550062,0.0677031725645,-0.103777945042,0.696971297264,-0.0237292349339,0.130462601781,0.778736531734,0.264900028706,-0.535043120384,-0.44580373168,1.15399944782,0.0676661357284,0.276070415974,-0.118254497647,-0.242285072803,0.421717941761,-0.882349967957,1.51628923416,-0.932749986649,-0.830697417259,1.26049995422,1.0757420063,-0.081913292408,0.174223050475,1.2304418087,1.33274960518,0.371749430895,0.335063695908
6657,-0.480218470097,-0.235289931297,-1.031935215,-0.109839618206,0.576754748821,-0.0152999907732,0.673458993435,0.167858183384,-0.793791174889,-0.798882305622,0.73558652401,-0.365156441927,-0.228347241879,0.0840499997139,-0.496162772179,0.22006264329,0.114198625088,-1.12045097351,-0.522031247616,-0.427591383457,0.516969323158,1.15550482273,1.45749998093,0.317365169525,0.311049997807,0.733826756477,0.642399966717,-0.917406439781,0.0124276429415,0.109893158078,-0.495893359184,-0.657933473587,0.946815907955,-0.703276872635
