rid,CPC014_A375_6H:BRD-U44618005-000-01-5:10,CPC014_A549_6H:BRD-U44618005-000-01-5:10,CPC014_A549_24H:BRD-U44618005-000-01-5:10,CPC014_ASC_24H:BRD-U44618005-000-01-5:10,CPC014_HA1E_6H:BRD-U44618005-000-01-5:10,CPC014_HCC515_6H:BRD-U44618005-000-01-5:10,CPC014_HEPG2_6H:BRD-U44618005-000-01-5:10,CPC014_HT29_6H:BRD-U44618005-000-01-5:10,CPC014_MCF7_6H:BRD-U44618005-000-01-5:10,CPC014_MCF7_24H:BRD-U44618005-000-01-5:10,CPC014_NEU_24H:BRD-U44618005-000-01-5:10,CPC014_NPC_24H:BRD-U44618005-000-01-5:10,CPC014_PC3_6H:BRD-U44618005-000-01-5:10,CPC014_PC3_24H:BRD-U44618005-000-01-5:10,CPC014_PHH_24H:BRD-U44618005-000-01-5:10,CPC014_SKB_24H:BRD-U44618005-000-01-5:10,CPC014_VCAP_6H:BRD-U44618005-000-01-5:10,CPC014_VCAP_24H:BRD-U44618005-000-01-5:10,LJP001_BT20_6H:BRD-K50199947-001-01-8:10,LJP001_BT20_6H:BRD-K50199947-001-01-8:2,LJP001_BT20_6H:BRD-K50199947-001-01-8:0.4,LJP001_BT20_6H:BRD-K50199947-001-01-8:0.08,LJP001_BT20_24H:BRD-K50199947-001-01-8:10,LJP001_BT20_24H:BRD-K50199947-001-01-8:2,LJP001_BT20_24H:BRD-K50199947-001-01-8:0.4,LJP001_BT20_24H:BRD-K50199947-001-01-8:0.08,LJP001_HS578T_6H:BRD-K50199947-001-01-8:10,LJP001_HS578T_6H:BRD-K50199947-001-01-8:2,LJP001_HS578T_6H:BRD-K50199947-001-01-8:0.4,LJP001_HS578T_6H:BRD-K50199947-001-01-8:0.08,LJP001_HS578T_24H:BRD-K50199947-001-01-8:10,LJP001_HS578T_24H:BRD-K50199947-001-01-8:2,LJP001_HS578T_24H:BRD-K50199947-001-01-8:0.4,LJP001_HS578T_24H:BRD-K50199947-001-01-8:0.08,LJP001_MCF10A_6H:BRD-K50199947-001-01-8:10,LJP001_MCF10A_6H:BRD-K50199947-001-01-8:2,LJP001_MCF10A_6H:BRD-K50199947-001-01-8:0.4,LJP001_MCF10A_6H:BRD-K50199947-001-01-8:0.08,LJP001_MCF10A_24H:BRD-K50199947-001-01-8:10,LJP001_MCF10A_24H:BRD-K50199947-001-01-8:2,LJP001_MCF10A_24H:BRD-K50199947-001-01-8:0.4,LJP001_MCF10A_24H:BRD-K50199947-001-01-8:0.08,LJP001_MCF7_6H:BRD-K50199947-001-01-8:10,LJP001_MCF7_6H:BRD-K50199947-001-01-8:2,LJP001_MCF7_6H:BRD-K50199947-001-01-8:0.4,LJP001_MCF7_6H:BRD-K50199947-001-01-8:0.08,LJP001_MCF7_24H:BRD-K50199947-001-01-8:10,LJP001_MCF7_24H:BRD-K50199947-001-01-8:2,LJP001_MCF7_24H:BRD-K50199947-001-01-8:0.4,LJP001_MCF7_24H:BRD-K50199947-001-01-8:0.08,LJP001_MDAMB231_6H:BRD-K50199947-001-01-8:10,LJP001_MDAMB231_6H:BRD-K50199947-001-01-8:2,LJP001_MDAMB231_6H:BRD-K50199947-001-01-8:0.4,LJP001_MDAMB231_6H:BRD-K50199947-001-01-8:0.08,LJP001_MDAMB231_24H:BRD-K50199947-001-01-8:10,LJP001_MDAMB231_24H:BRD-K50199947-001-01-8:2,LJP001_MDAMB231_24H:BRD-K50199947-001-01-8:0.4,LJP001_MDAMB231_24H:BRD-K50199947-001-01-8:0.08,LJP001_SKBR3_6H:BRD-K50199947-001-01-8:10,LJP001_SKBR3_6H:BRD-K50199947-001-01-8:2,LJP001_SKBR3_6H:BRD-K50199947-001-01-8:0.4,LJP001_SKBR3_6H:BRD-K50199947-001-01-8:0.08,LJP001_SKBR3_24H:BRD-K50199947-001-01-8:10,LJP001_SKBR3_24H:BRD-K50199947-001-01-8:2,LJP001_SKBR3_24H:BRD-K50199947-001-01-8:0.4,LJP001_SKBR3_24H:BRD-K50199947-001-01-8:0.08
5720,0.813549995422,0.853424787521,-0.0502499938011,0.259031116962,1.43073749542,0.684047698975,0.315457999706,1.0153580904,0.340277194977,-0.142871752381,0.735499978065,2.30844807625,0.822571516037,-0.392525583506,0.96778011322,0.897029697895,-0.66142219305,0.187471747398,0.453876495361,0.863515436649,0.0231631100178,0.835257530212,1.60521149635,2.19594430923,0.742619514465,0.554659128189,-0.348296582699,1.25967955589,-0.43785738945,-0.977161169052,1.00784516335,0.790249705315,0.590430855751,0.312131017447,0.951106905937,1.14981150627,0.67685842514,0.558517098427,1.45734262466,1.09429883957,0.559375226498,0.161290004849,0.669201374054,0.765960693359,1.15072917938,0.88178563118,0.515349984169,-0.061649993062,0.399749994278,0.0263000018895,0.386661499739,0.767031848431,0.295196115971,0.616911947727,1.58357274532,0.828002691269,0.64062923193,0.457619786263,0.842092037201,-0.0400886833668,0.250558644533,-0.116827853024,0.439395338297,0.325766146183,-0.170018851757,0.696619808674
466,-0.904600024223,0.724839925766,-0.633099973202,-0.412235110998,0.340252101421,0.3044244349,0.0274505466223,0.635555326939,-0.467218309641,-1.08438539505,-0.555400013924,0.0606617033482,0.847339212894,0.182066336274,-0.391593664885,-0.509763598442,-0.702968358994,0.115303277969,0.430390238762,0.631361722946,0.21426859498,0.836223483086,1.18457186222,0.729778289795,0.475864619017,0.678736627102,-0.475371599197,0.130797281861,-0.307901859283,-0.296944260597,0.284573107958,0.836047232151,-0.615854203701,-0.359417557716,-0.837821960449,1.66087555885,1.22334599495,1.47253382206,0.523748159409,0.9746311903,1.54157876968,1.01679289341,-0.195165008307,-0.914204478264,0.0973868519068,0.219803914428,0.102699995041,-1.12214994431,0.0733499825001,0.402200013399,0.373941987753,1.13952195644,0.111086621881,0.0776053518057,0.454689651728,0.893755078316,0.477578759193,0.543424725533,0.262333422899,0.152515336871,0.167298167944,-0.267023354769,0.817733764648,1.03561854362,0.922737538815,0.990383982658
6009,-0.122699998319,-0.322763890028,-0.398649990559,0.811966001987,0.979675173759,0.535334944725,0.380184024572,0.500326812267,0.384719580412,0.486738741398,-0.744700014591,1.62602043152,0.312958866358,0.495208412409,0.322754889727,0.891228020191,0.154603883624,0.343053817749,-0.446385145187,0.0121293365955,-0.12254562974,0.0570497699082,0.175497770309,0.804793357849,0.277010023594,0.444931685925,0.736227929592,-0.213007628918,-1.00874745846,-1.80165612698,-1.36584401131,-0.545151114464,-0.815764307976,0.737551808357,-4.03491640091,0.440781861544,1.32499599457,0.590429067612,-0.0105269998312,0.766358673573,0.793244957924,0.379691958427,-0.0310829877853,0.0927383303642,0.00984264165163,0.550104498863,0.313950002193,-0.615249991417,-0.296549975872,-0.0606999993324,-0.165330991149,0.0395013950765,0.475100189447,-0.177063286304,-1.65576171875,-1.11432361603,-0.216286122799,-0.280640989542,0.0255750119686,0.233691453934,0.491863071918,-0.3170183599,0.207008987665,0.765199422836,0.539981544018,0.775830626488
2309,-0.848850011826,-0.0686881542206,0.101150006056,0.118713766336,-2.28757882118,-0.0933449715376,0.628174364567,-1.03259336948,-1.86007356644,1.48479628563,0.0303000006825,0.56895506382,-2.01222848892,1.15242016315,-0.243407398462,-0.255977272987,-0.707886099815,-0.935960531235,-0.553744614124,-0.681364536285,-0.600979685783,0.022457420826,1.04970729351,0.0852078571916,-0.346719771624,0.606839120388,0.518711149693,-0.503933787346,0.22071313858,-0.179651647806,-0.418083846569,-0.827954351902,-0.779761195183,-1.01122057438,-0.568774759769,-0.191386505961,-0.609450995922,0.451549947262,-1.90871536732,-0.458195924759,-1.34307014942,0.0748007446527,-0.329353451729,-0.510333001614,-0.48458391428,-0.409451216459,-0.266699999571,-0.450800001621,-1.28345000744,0.442650020123,-1.25656700134,0.0547872781754,-0.228805944324,-0.0991377010942,-0.302175462246,0.402560949326,-0.135163292289,0.808269739151,-0.176864087582,-0.422942459583,-0.711388647556,-0.697921872139,-0.609750926495,-0.762987613678,-1.03460204601,-0.102761983871
387,0.182399988174,0.56561255455,0.6236500144,0.997051000595,0.595263659954,0.470207840204,0.470342725515,0.823657393456,0.98389518261,2.50315713882,-1.48829996586,2.66179347038,-0.337749570608,2.45338058472,1.7362613678,2.21172618866,0.287865281105,0.111818507314,0.308129251003,0.210604399443,0.559614777565,-0.48676097393,-0.522613167763,0.726870179176,-2.02263069153,0.827713787556,-0.16780936718,0.294820189476,-1.5997825861,-1.84984636307,-0.69970279932,-1.69545102119,-0.375286638737,0.275653094053,-0.621488153934,0.894683897495,0.762027680874,0.818819046021,-0.191892206669,1.42723822594,1.09117722511,0.86000752449,0.354086995125,0.60949921608,0.216024622321,0.300131440163,0.773549973965,1.6452999115,0.220349997282,1.48344993591,0.743234097958,0.806507468224,1.0891340971,0.232301801443,-0.424064695835,-0.0691931471229,0.720402002335,-0.12743075192,0.645010650158,0.652266919613,0.877553522587,0.482336342335,0.434699386358,1.12160801888,1.36423587799,0.735961258411
3553,-0.152099996805,-2.14680981636,-1.10105001926,-0.671518862247,-0.673278331757,-0.339057952166,-0.991935610771,-0.735988020897,0.206473141909,-0.90126979351,0.0639000013471,-0.519521832466,-0.182674661279,-0.0306843556464,-1.10457754135,-0.798711776733,1.18053877354,-0.243723377585,0.329658210278,-1.15926730633,-0.378333806992,0.0516916513443,-0.0960932374001,-1.41631293297,-0.599732577801,-0.35110938549,-0.390071839094,-0.438436031342,0.703341126442,1.77654492855,0.801551818848,0.623884439468,1.08833825588,0.735024333,0.337742805481,1.17002010345,0.371441155672,0.158561676741,-0.0558760464191,0.208505347371,-0.183569163084,-0.334740698338,-0.0431497916579,-1.43602740765,-1.33861470222,-1.41081547737,-1.49565005302,-1.75234997272,-1.6901999712,-1.51040005684,0.258946329355,-1.33310496807,0.523464858532,0.0325694233179,1.22174274921,-0.500556111336,0.0821690559387,-0.484951287508,0.0215456485748,-0.789659321308,-0.282603532076,-0.412607610226,0.0570256263018,-0.27275955677,-0.830696225166,-0.299746453762
427,-0.359999984503,-0.484335422516,0.13560000062,-1.83130097389,1.33759379387,0.512092530727,1.39462757111,-0.149482935667,0.133051425219,1.68889629841,0.471199989319,-0.345190942287,0.275660991669,0.351333081722,-0.600810229778,-2.87362194061,-1.70557928085,-0.86568570137,1.02420473099,0.246603518724,-0.171128571033,-0.476158678532,2.31737613678,0.725087940693,0.574990391731,-0.392942219973,1.34353780746,0.536909341812,1.18972718716,0.964019417763,0.162965714931,-0.440320134163,0.438584685326,-0.249461561441,1.04888617992,0.539414286613,0.165878936648,0.119413480163,0.878609657288,0.898135840893,0.178118228912,0.311303406954,0.51780629158,0.286368906498,0.715538561344,-0.313133955002,-0.175800010562,1.31589996815,1.12549996376,0.988950014114,1.33617293835,0.413782179356,0.314453423023,0.187447965145,0.992675662041,-0.817768573761,-0.0995603650808,-0.746824920177,-0.585734546185,0.0683893859386,-0.589343249798,-0.473544895649,0.330444872379,0.414970695972,-0.303042799234,0.00376733392477
5898,0.0766000002623,-0.555203139782,-1.03390002251,-1.06379818916,0.513873815536,1.55681180954,0.146163880825,0.173293069005,-0.326491653919,-0.48835515976,-0.537400007248,0.225107371807,-0.560038089752,-0.499258071184,-0.391217142344,-2.68686771393,-0.953160941601,-0.471906602383,0.801427125931,0.334612607956,0.14968958497,1.04491209984,0.0777241364121,-0.109374493361,-0.0017147064209,3.37281608582,-0.893550693989,-0.83475458622,-0.571947693825,-0.773647367954,0.871099174023,-0.257288902998,-0.822535872459,-0.204810604453,0.742652833462,0.753223598003,0.498966962099,-0.563819169998,-0.848812222481,0.201488301158,0.18168464303,-0.38214468956,0.770601868629,0.653943896294,0.28173404932,0.179551124573,-3.7896001339,-0.664800047874,1.23360002041,-0.336849987507,0.0796849876642,-0.458085030317,-0.398359835148,-0.235997676849,-1.07361328602,-0.506198525429,-1.1378159523,-1.11601305008,-0.134690120816,-0.597855269909,0.427310794592,0.0598342828453,-0.246677041054,0.759557306767,1.00429677963,0.720348477364
23365,-0.510749995708,-0.780888736248,0.241899967194,0.0986099839211,-0.012490471825,1.61331605911,-0.518433094025,0.626255691051,-0.327661186457,-0.00941612944007,1.03079998493,0.355338335037,-0.0626879185438,0.780762016773,-0.688004374504,1.11866569519,-0.819321930408,0.482967913151,0.00237441062927,-0.614610314369,0.347013533115,-0.857342720032,0.867022335529,0.230288147926,0.000533528625965,-0.0524990707636,-0.287028610706,0.581566512585,0.489988178015,0.150147646666,0.715965151787,-0.426383495331,-0.109154224396,-0.465434372425,0.28566890955,-0.81511759758,-0.192293137312,-0.496956527233,0.100329943001,-0.9293846488,-0.986223340034,-1.71741819382,0.13923150301,0.291785895824,0.622144341469,-0.224945276976,-0.517500042915,-2.79379987717,-0.478300005198,-1.46984994411,-0.359913498163,-0.168101236224,0.0212102234364,0.423377841711,-0.0772113651037,-0.450823366642,-0.123351469636,-0.561263203621,-1.0587387085,0.1982819736,-0.376728117466,0.234439760447,-1.67058098316,-1.29719662666,-0.477016508579,-0.991906344891
6657,0.38814997673,-0.723160982132,0.0322000086308,-0.973191022873,-0.704969108105,2.51380205154,-0.292773962021,-0.068359054625,0.15184764564,-0.105820402503,-0.123400002718,-0.129585295916,0.271989643574,0.356164097786,-0.434096038342,-0.480689108372,2.82899093628,0.997902274132,-0.124998256564,0.0763648375869,-0.644487082958,0.163857728243,-0.26708739996,-1.0700173378,-1.01050853729,-0.304206430912,-0.580588698387,-0.835208117962,0.290385425091,0.0894305333495,1.02296280861,0.319224625826,0.762546658516,1.21905303001,0.544195175171,-1.0700032711,-1.07544052601,-0.930305838585,0.063703507185,-1.15156757832,-0.577867865562,-1.2034163475,-0.442729026079,-0.759181380272,-0.855276465416,-0.27893525362,0.849999964237,0.175999999046,-0.34295001626,-0.747500002384,-0.538260996342,-0.784257173538,-0.27276596427,-0.266679227352,0.0504189804196,-1.37501978874,-0.71491509676,-0.796105742455,0.0917218327522,-0.751706123352,-0.0927252024412,-0.665524840355,-0.122882992029,-0.38619107008,-0.441889047623,-0.234101384878
