rid,CPC003_HA1E_6H:BRD-K01815685-001-07-2:10,CPC003_HA1E_24H:BRD-K01815685-001-07-2:10,CPC003_HCC515_6H:BRD-K01815685-001-07-2:10,CPC003_HCC515_24H:BRD-K01815685-001-07-2:10,CPC003_PC3_6H:BRD-K01815685-001-07-2:10,CPC003_PC3_24H:BRD-K01815685-001-07-2:10,CPC003_VCAP_6H:BRD-K01815685-001-07-2:10,CPC003_VCAP_24H:BRD-K01815685-001-07-2:10,CPC015_A375_6H:BRD-K01815685-001-07-2:10,CPC015_A549_6H:BRD-K01815685-001-07-2:10,CPC015_A549_24H:BRD-K01815685-001-07-2:10,CPC015_ASC_24H:BRD-K01815685-001-07-2:10,CPC015_HEPG2_6H:BRD-K01815685-001-07-2:10,CPC015_HT29_6H:BRD-K01815685-001-07-2:10,CPC015_MCF7_6H:BRD-K01815685-001-07-2:10,CPC015_MCF7_24H:BRD-K01815685-001-07-2:10,CPC015_NPC_24H:BRD-K01815685-001-07-2:10,CPC015_PHH_24H:BRD-K01815685-001-07-2:10,CPC015_SKB_24H:BRD-K01815685-001-07-2:10,CRCGN001_HA1E_6H:BRD-K01815685-002-01-3:10,CRCGN001_HA1E_24H:BRD-K01815685-002-01-3:10,CRCGN004_HA1E_24H:BRD-K01815685-002-01-3:10UM
5720,-2.16879987717,1.27486479282,-0.539987027645,0.381776452065,-0.169115647674,1.29430520535,0.523561358452,0.515850007534,-1.32171499729,-0.853950023651,1.36499023438,1.14161789417,-0.506749987602,0.51521229744,0.84165930748,1.11095142365,0.629174947739,0.166099995375,-0.0474500060081,-0.352269142866,0.0642338767648,0.212894976139
466,2.07695007324,0.486603885889,-1.63576519489,-0.0415319502354,-0.851989090443,-0.388574063778,0.66246086359,-1.61739993095,-0.845978081226,-0.0637000203133,-0.436019390821,-0.331116706133,-0.0423000156879,0.473950922489,-0.298488795757,0.229168146849,0.398175001144,-0.463099986315,-1.76100003719,-0.0461205765605,-0.646034359932,-0.10822045058
6009,0.943700015545,-0.236477375031,-0.820976853371,-0.332192063332,-0.178196236491,-0.00118899345398,0.115272589028,-0.42460000515,0.877501189709,-0.256850004196,1.53179430962,0.128583222628,-0.609600007534,-0.541050553322,2.25903534889,0.756893277168,-0.156299993396,-0.456800013781,-1.91899991035,-0.152478665113,0.987560153008,-0.403277635574
2309,0.885200023651,0.528904676437,-0.150567442179,-0.518304407597,0.942776203156,0.372746825218,-0.0731977373362,-0.463949978352,-0.41846549511,-0.820600032806,1.53812170029,0.272300392389,-0.513999998569,0.361436665058,-1.19611227512,-0.909963786602,0.0554749965668,0.597699999809,-1.30394995213,-1.47529447079,0.386180996895,0.0577848777175
387,1.45959997177,0.508119761944,0.0640705227852,-0.41952341795,-0.822857677937,0.302198469639,-0.31283980608,-0.248099982738,-0.0493785142899,-0.642150044441,1.70453238487,-0.539221227169,0.0654999986291,-0.222728028893,2.79475212097,0.615558922291,0.890825033188,0.441399991512,-1.87705004215,-0.218237996101,1.57792806625,-0.24183960259
3553,0.759850025177,0.312747448683,0.0935423821211,-0.16992329061,1.53754591942,1.51332747936,-0.545054197311,1.79119992256,0.450581878424,0.182749986649,-0.977788686752,0.463711857796,0.637149989605,-0.270781308413,-0.909735560417,1.45197057724,0.149574995041,0.0566999986768,2.07824993134,0.50686186552,-1.09167170525,-0.187927365303
427,1.90474998951,0.340552479029,0.575056195259,-0.617519021034,0.251940071583,0.327201008797,0.762805640697,-0.728850007057,-0.124837517738,0.0706999897957,-0.558149814606,0.172141581774,0.485799998045,0.0940030664206,-0.0370982289314,-0.0409487783909,1.66942489147,-0.490900009871,1.16595005989,-0.00430074380711,-0.281440854073,-0.287739366293
5898,-2.25025010109,0.215299084783,-0.0601168647408,0.407960623503,-0.11412320286,-0.191259384155,0.277477413416,-0.549999952316,-0.782489538193,-0.321150004864,-1.36078834534,-1.84963440895,-0.0961999893188,0.813465237617,-0.232117772102,-0.425299704075,-0.878025054932,0.412600010633,-1.71209990978,0.366453498602,-1.20623660088,-0.668975353241
23365,2.00440001488,-0.117959856987,0.0751587003469,0.348119080067,-0.32685148716,-0.464396119118,0.123929090798,-0.162649989128,0.853548586369,0.0823000073433,-0.494161128998,0.354841470718,-0.573199987411,-1.2606523037,1.01166749001,-0.972000062466,-0.277599990368,0.700900018215,-0.228599995375,0.528345167637,0.0660443305969,0.0722052156925
6657,1.22850000858,-0.110622756183,-0.449659109116,0.819550156593,-0.590968966484,0.134524643421,-0.651716530323,0.618249952793,0.278900742531,0.260149985552,-0.703991651535,1.9588085413,0.0309500098228,0.222531750798,-0.757557094097,0.829090714455,0.117975004017,0.880500018597,2.55104994774,0.322350203991,-1.41054582596,-0.251652926207
5054,0.742699980736,-0.804513454437,0.270977497101,0.212863028049,0.421246230602,-1.83473467827,0.317262709141,-0.461400002241,-0.226533740759,-0.848749995232,-1.9628521204,-0.905290365219,1.15759992599,-0.538388431072,-0.887621164322,-0.876879811287,-0.0874000042677,-1.88119995594,-0.241200000048,-0.567569851875,0.0501399487257,-1.27121949196
3108,3.02559995651,-0.362566560507,0.516391277313,-0.185703277588,0.0822693631053,-0.249135404825,-0.269149184227,0.232799991965,0.635501801968,0.944199979305,1.25240802765,-0.54733479023,1.20819997787,0.053873449564,1.23098897934,0.255591988564,2.30122494698,0.567300021648,-0.867600023746,-0.0433025807142,0.612086296082,0.251240372658
1950,1.45210003853,-0.324352025986,-0.47799038887,-0.701052069664,-0.571166038513,-0.313043177128,-0.21532894671,0.0707499980927,0.315042644739,1.13615000248,0.938687562943,0.788935124874,0.930150032043,-0.273752868176,-0.642926692963,2.73076534271,-0.178475037217,-0.0140000004321,0.0256500001997,-0.242202848196,-1.24243235588,-2.30898284912
351,-0.253299981356,0.282089501619,-1.13390791416,-0.454028457403,-0.981120824814,-0.160088226199,-0.121862210333,-0.580749988556,0.0688559114933,0.89335000515,-1.44031631947,-0.561596751213,0.416599988937,-0.686686694622,-0.574483275414,-0.42992374301,-0.304524987936,0.0,0.00065000000177,-0.214351475239,-0.524927616119,-0.281560361385
4846,2.89730000496,-1.01212370396,-0.0645668953657,0.0828313753009,-1.60679495335,0.0723119899631,0.00210261903703,-0.153749972582,-0.524305164814,-0.500849962234,-0.233479291201,3.24538135529,-0.419250011444,1.35500228405,-0.770083963871,-0.0206441357732,0.0654499977827,-0.139799997211,0.0470499992371,-0.275024533272,-1.1874076128,-0.211017951369
1452,0.204949975014,-0.269561648369,0.757045030594,-0.660747051239,-0.894191205502,-0.219469040632,-0.465189635754,-0.704349994659,-0.933888852596,0.0796499997377,0.0950779020786,-1.81102967262,-0.0606000013649,0.532731235027,-0.0548730492592,0.0473775118589,-0.43427503109,-0.0397999994457,-1.01584994793,-0.473701059818,-0.164738297462,-0.319764524698
4776,1.22359991074,-0.614719152451,-0.623329758644,-0.659277796745,-0.667596161366,-0.250423789024,-1.14883470535,1.28454995155,0.241988524795,0.307349979877,-0.868142724037,1.78509795666,1.23245000839,-0.0278219953179,-0.93758392334,0.211629524827,-0.0112000107765,0.180500000715,2.60279989243,0.6951597929,-1.32886075974,-0.272997647524
6908,1.77689993382,0.869279384613,1.4313082695,0.11742195487,-0.421569526196,1.91896653175,0.242490023375,-0.156850010157,-0.25834196806,0.225950032473,1.47398853302,-0.756110668182,0.332850039005,0.255599290133,1.13063335419,0.938385725021,-0.125249996781,0.0161000005901,-2.18545007706,-0.13219755888,0.79401910305,0.584527850151
672,1.94389998913,-0.00999450683594,0.361781835556,0.0872753411531,-0.0478487201035,0.587005317211,0.783182919025,-0.142250016332,-0.777080059052,-0.850650072098,-0.824590444565,-0.366326034069,0.414650022984,-0.499690771103,-1.52416777611,0.0174755528569,-0.242700010538,1.30379998684,1.7376999855,-0.372768044472,-0.766729056835,0.982588350773
5710,0.554449975491,0.250428557396,1.02941834927,-0.267140179873,-0.15277543664,-0.00811460241675,0.739021539688,1.12999999523,-0.676976263523,-2.27329993248,-0.891428530216,-2.31323456764,-0.144999995828,0.338638067245,1.09180355072,0.336187064648,-0.424150019884,-1.65999996662,-1.55474996567,0.275243580341,0.462213814259,1.03210639954
2115,3.20434999466,0.131443694234,0.601835429668,0.0574271976948,0.0866839438677,0.751671373844,0.0796813219786,-0.129800006747,-0.298220962286,0.388400018215,-0.570485889912,2.23065567017,0.513400018215,-1.36514258385,-0.276911735535,1.00029563904,-0.212374985218,1.14699995518,-0.694500029087,0.488223195076,-0.726619362831,0.402056008577
7015,0.125850021839,-0.435973823071,-1.32758545876,-0.335384994745,-0.660565972328,-0.394138514996,-1.29781877995,0.767799973488,0.152259260416,0.45609998703,0.579720020294,0.304420381784,1.21325004101,0.0255186408758,-1.17887616158,0.592765331268,-0.0911749750376,0.252900004387,1.48075008392,0.350213944912,-0.7056427598,-0.239599913359
8726,1.5134999752,-0.496883034706,0.00904989242554,0.494206994772,-1.29419100285,-0.160782411695,0.380891084671,-0.26265001297,-0.70739787817,-0.0689500272274,-0.933920621872,-1.02734267712,-0.458950012922,0.403381049633,0.315259605646,-0.833865225315,-0.603999972343,-1.03269994259,0.838499963284,-0.12238150835,-1.04163146019,-0.251265376806
2185,0.26014995575,-1.04703235626,-1.37595689297,-1.10470676422,-0.718512117863,-0.00199714303017,-0.914173841476,0.0779999941587,0.989818990231,0.24905000627,-0.823311269283,-0.30954927206,0.800400018692,-0.949499905109,-0.643459677696,0.257156729698,0.0544499903917,0.64099997282,2.4970998764,0.536617696285,-1.01495742798,0.107993774116
3315,0.960349977016,0.751381874084,-0.399885237217,-0.404241323471,-0.222736924887,0.045141145587,0.107342921197,-0.0456500016153,-0.733812570572,-1.40439999104,-0.217332020402,-0.86044460535,-1.45274996758,0.728907346725,0.319763302803,-0.284795463085,-0.211300000548,-1.92840003967,-0.45324999094,-0.281075328588,-0.425344854593,-0.108448147774
5289,1.86205005646,-0.79696393013,0.614317834377,-0.19583889842,0.00459263846278,-0.111043915153,-0.212732061744,-0.0175999999046,0.212823748589,0.158599987626,-0.619928658009,-2.26387953758,-0.166750013828,-1.06198489666,-0.103546887636,1.325330019,0.0775999873877,1.69420003891,-0.772849977016,0.694546699524,-0.745749235153,-0.0345075279474
