rid,CPC001_HA1E_6H:BRD-A93659613-051-03-6:10,CPC001_HA1E_24H:BRD-A93659613-051-03-6:10,CPC001_HCC515_6H:BRD-A93659613-051-03-6:10,CPC001_HCC515_24H:BRD-A93659613-051-03-6:10,CPC001_PC3_6H:BRD-A93659613-051-03-6:10,CPC001_PC3_24H:BRD-A93659613-051-03-6:10,CPC001_VCAP_6H:BRD-A93659613-051-03-6:10,CPC001_VCAP_24H:BRD-A93659613-051-03-6:10,CPC011_A375_6H:BRD-A93659613-051-05-1:10,CPC011_A549_6H:BRD-A93659613-051-05-1:10,CPC011_A549_24H:BRD-A93659613-051-05-1:10,CPC011_HA1E_6H:BRD-A93659613-051-05-1:10,CPC011_HT29_6H:BRD-A93659613-051-05-1:10,CPC011_MCF7_6H:BRD-A93659613-051-05-1:10,CPC011_MCF7_24H:BRD-A93659613-051-05-1:10,CPC011_PC3_6H:BRD-A93659613-051-05-1:10,CPC011_PC3_24H:BRD-A93659613-051-05-1:10,CPC011_VCAP_6H:BRD-A93659613-051-05-1:10,CPC011_VCAP_24H:BRD-A93659613-051-05-1:10,CPC016_A375_6H:BRD-A93659613-051-03-6:10,CPC016_A549_6H:BRD-A93659613-051-03-6:10,CPC016_A549_24H:BRD-A93659613-051-03-6:10,CPC016_ASC_24H:BRD-A93659613-051-03-6:10,CPC016_HEPG2_6H:BRD-A93659613-051-03-6:10,CPC016_HT29_6H:BRD-A93659613-051-03-6:10,CPC016_MCF7_6H:BRD-A93659613-051-03-6:10,CPC016_MCF7_24H:BRD-A93659613-051-03-6:10,CPC016_NEU_24H:BRD-A93659613-051-03-6:10,CPC016_NPC_24H:BRD-A93659613-051-03-6:10,CPC016_SKB_24H:BRD-A93659613-051-03-6:10
5720,0.244104027748,-1.17939722538,-5.34490013123,0.442216426134,-0.462354153395,-1.02772057056,-1.55465972424,-1.61223423481,-2.32503986359,0.468701928854,0.599756240845,1.44284999371,-1.26217496395,0.485800027847,-0.324499994516,0.368775010109,-0.0516877621412,0.498051762581,-0.364519447088,0.74999588728,0.231150001287,0.673400044441,0.737797856331,-0.26279810071,0.137492537498,-0.125548005104,0.0425295457244,0.278283655643,-0.42699444294,-0.619661331177
466,-1.47377991676,-0.253001093864,-0.349549949169,-0.121987305582,0.029618293047,-1.21437633038,-0.842156171799,-1.28020179272,-1.6240247488,-0.057473808527,0.919754803181,0.779300034046,0.136325016618,0.0617499947548,-0.70609998703,-0.244249999523,-0.425141185522,-0.0685160756111,-0.141827002168,1.4852347374,0.576799988747,0.475349992514,-1.18085885048,1.31371891499,0.832569599152,-0.61411267519,0.36818626523,0.904854178429,-0.686075627804,0.462336957455
6009,-0.33443748951,0.183471679688,-0.0844999849796,-0.4046189785,0.198717311025,-0.220093756914,0.65539932251,-0.55992603302,-0.892851233482,-0.158425658941,1.04752063751,1.65455007553,-0.351774990559,-0.207000002265,-1.49549996853,0.276924967766,-1.23834335804,-0.114470638335,-0.5716547966,1.03526484966,0.439449995756,-0.306300014257,1.5507529974,0.305498987436,0.366385698318,0.36118721962,-0.347593128681,0.883670687675,0.25785279274,0.374846935272
2309,-0.00329107791185,0.344520688057,1.69764995575,0.418419480324,-0.359140276909,0.981223404408,-0.371723413467,-0.694952726364,2.57878041267,0.574858009815,-0.242856353521,-0.349550008774,0.732774972916,-0.0329999998212,-0.344099998474,-0.691174983978,0.577435731888,-0.343928307295,-0.0105491988361,0.545131385326,0.398850023746,0.0852999985218,-0.734297692776,-3.28165817261,-0.269914507866,0.168024897575,-0.0993207767606,-0.189834445715,1.03600215912,0.110385425389
387,-1.10241270065,-0.389551669359,0.415000021458,-0.788931012154,0.329767554998,0.839510679245,0.363976150751,-0.114090889692,-0.142063677311,1.00079011917,0.709991812706,0.490099966526,0.675000011921,-0.46590000391,-0.787400007248,0.705175042152,0.152494519949,-0.479487806559,1.0205886364,0.860590815544,0.319099992514,0.0396500006318,1.07186555862,2.76296901703,-0.165457159281,1.07272541523,0.156083837152,-0.242678493261,0.623438060284,-0.245462030172
3553,0.081129938364,0.29101356864,0.391600012779,0.23984631896,0.233084976673,0.449023663998,1.22628760338,1.24209201336,2.07141423225,-0.901181936264,-1.31664967537,-1.11045002937,-0.654649972916,0.474600017071,0.497000008821,-0.243150010705,0.476278215647,0.499776303768,2.31295323372,-0.745217084885,-0.726500034332,-0.820250034332,0.38067984581,-1.950507164,-0.603918671608,-0.1416798383,-0.889474213123,-0.981314599514,-0.442054748535,-0.748965799809
427,-0.672391295433,-0.203433915973,0.651799976826,-1.01292264462,-0.624319434166,-1.3085193634,-0.11207985878,-0.664361536503,1.33000063896,-1.4387845993,0.408685266972,-1.20054996014,1.2092499733,-0.0414500012994,0.0,-0.0902500078082,0.110011175275,0.134975448251,-0.418037027121,0.0636501014233,-0.609849989414,0.0572000145912,-0.166065633297,2.25158262253,-0.55397182703,0.174668118358,-0.51886433363,0.639565706253,0.143111884594,0.975923955441
5898,-0.572311043739,-0.107127547264,-0.23400002718,-0.410832375288,0.0819070860744,-0.60611975193,-1.93778336048,0.386464685202,1.39009392262,-0.365271478891,-2.84847426414,0.758999943733,0.824824988842,-0.13275000453,-0.156100004911,-0.0731749981642,-0.158147484064,0.619481623173,-0.701996088028,0.564710080624,0.380299985409,0.521549999714,0.393384426832,-2.99189996719,0.56557148695,-0.537322819233,0.348621159792,-0.668013215065,-1.24621796608,0.0930521637201
23365,-0.363617807627,-0.64526283741,-0.412100017071,-0.914241075516,0.153602898121,0.266853541136,-1.25624454021,-0.742650210857,1.42697656155,0.826729357243,0.141799002886,0.233000010252,1.69779992104,-0.0155000090599,0.382400006056,0.20502500236,0.115357942879,-0.296744167805,-0.428849726915,0.0816536843777,0.0550500005484,0.469949990511,0.115412279963,-2.28474354744,-0.666727304459,0.270513743162,-0.645972371101,-0.881646633148,-0.124812960625,0.0932058542967
6657,-0.160019025207,1.11646533012,1.54929995537,0.520818412304,1.18679368496,0.223961293697,0.671726763248,1.26854074001,2.9535317421,-0.738365054131,-0.932876348495,-0.976499974728,-0.808300018311,-0.16194999218,0.716300010681,0.270000010729,0.42696249485,-0.481287807226,-0.194188162684,-0.965928196907,-0.554749965668,-0.459000021219,0.200276702642,-1.64474904537,-0.244804441929,-0.267972588539,-0.0547334067523,0.279113858938,1.44466757774,0.00419825315475
5054,-0.659287273884,-0.145941033959,0.288199990988,-0.797491312027,-1.00301837921,-0.654217720032,0.381494313478,-0.129628762603,1.0688765049,0.0251565128565,0.4391258955,-0.077899992466,0.159550011158,2.29310011864,-0.700800001621,0.559949994087,-0.367532730103,-0.571008563042,0.68277990818,-0.211306929588,-0.0243500173092,-0.0949999988079,-0.338845074177,0.265728801489,-0.402166634798,-0.541523694992,0.337241411209,-0.713241517544,-0.485258102417,0.0718499049544
3108,-0.118114374578,1.36206817627,0.573450028896,-0.161760509014,-0.215962141752,1.15665245056,-1.67270481586,-0.82837086916,1.0808532238,0.101689040661,0.576842606068,0.39105001092,0.0208999961615,-0.476799994707,-0.161100000143,0.229825004935,0.649662852287,-0.560247302055,-0.727558374405,1.67877948284,0.41320002079,-1.5978000164,-0.00787241756916,1.04241538048,0.0265770554543,-0.096756644547,-1.05692839622,-0.360643744469,-0.29024758935,-0.333855122328
