rid,CPC005_A375_6H:BRD-K41143549-003-01-6:10,CPC005_A375_24H:BRD-K41143549-003-01-6:10,CPC005_A549_6H:BRD-K41143549-003-01-6:10,CPC005_A549_24H:BRD-K41143549-003-01-6:10,CPC005_HA1E_6H:BRD-K41143549-003-01-6:10,CPC005_HA1E_24H:BRD-K41143549-003-01-6:10,CPC005_HCC515_6H:BRD-K41143549-003-01-6:10,CPC005_HT29_6H:BRD-K41143549-003-01-6:10,CPC005_HT29_24H:BRD-K41143549-003-01-6:10,CPC005_MCF7_24H:BRD-K41143549-003-01-6:10,CPC005_MCF7_6H:BRD-K41143549-003-01-6:10,CPC005_PC3_6H:BRD-K41143549-003-01-6:10,CPC005_PC3_24H:BRD-K41143549-003-01-6:10,CPC005_VCAP_6H:BRD-K41143549-003-01-6:10,CPC005_VCAP_24H:BRD-K41143549-003-01-6:10
5720,0.605700314045,0.560549557209,0.270501434803,0.118121050298,0.0115000009537,0.0508104860783,-1.79115009308,0.615956842899,0.275561958551,-0.516186475754,-0.0567139089108,0.491666793823,0.0994236320257,2.84530258179,1.48802506924
466,-0.116283528507,0.83936136961,-0.508718490601,1.78856945038,-0.190699994564,1.70868778229,-0.974150002003,0.72242885828,-0.159126520157,-0.771591186523,0.44961130619,0.735579013824,0.356861352921,1.2072994709,0.862216472626
6009,0.288238704205,0.0504947528243,0.353880107403,-0.59508728981,-0.0721499994397,-0.562823355198,-1.08805000782,0.890171229839,0.0605790317059,0.284701764584,0.975907206535,-0.0489788576961,-0.266218304634,1.31793630123,1.70217657089
2309,-0.244014754891,-0.251025795937,-0.716516852379,1.20520544052,0.139449998736,0.150962144136,0.333050012589,-0.641229271889,0.175653830171,0.480802476406,0.0676938891411,0.92470240593,0.137837678194,2.23171043396,0.691526770592
387,-0.609061837196,-0.231994330883,-0.232780843973,0.691862046719,-0.046649992466,-0.226706385612,0.361399978399,0.0653549879789,-0.586614489555,0.617760896683,-0.215585559607,-0.133042544127,0.444316834211,0.924557745457,0.769914627075
3553,0.664719939232,-0.742131590843,0.786054491997,-0.785067021847,-0.714949965477,-0.274809777737,-0.234149992466,-0.208671465516,0.143219217658,-0.518870830536,-1.24556648731,-0.159162670374,0.0852098017931,-1.92146754265,-2.07722592354
427,-0.16432222724,0.432241082191,-0.0407285988331,0.169956892729,0.0429000109434,0.225847244263,0.824200034142,0.408542513847,1.20486569405,-0.724990606308,0.393120378256,-0.814893841743,-0.20571385324,-0.711166083813,0.155675888062
5898,0.0922928974032,-0.0543165355921,0.872045576572,0.639217674732,-0.301599979401,0.0636075437069,-1.26049995422,0.0614224895835,-1.0957442522,0.435708791018,0.35495364666,-0.15086248517,-0.22519531846,-1.83358120918,-0.634260654449
23365,-0.250152409077,-0.315361261368,-1.29280292988,-0.467974752188,-1.13164997101,-0.925644040108,0.590100049973,-1.01941180229,-1.04750275612,0.0788497626781,-0.651701688766,-0.993039608002,0.146124392748,-1.95343768597,-1.80910086632
6657,0.40116751194,-0.326291948557,0.210744678974,1.11070227623,-0.688150048256,-0.708569049835,-0.288800001144,-0.107534512877,1.10002195835,-1.11439836025,-0.41869738698,-1.72498893738,-0.526885807514,-2.05273866653,-1.33920371532
