rid,CPC003_HA1E_6H:BRD-A08877921-001-02-2:10,CPC003_HA1E_24H:BRD-A08877921-001-02-2:10,CPC003_HCC515_6H:BRD-A08877921-001-02-2:10,CPC003_HCC515_24H:BRD-A08877921-001-02-2:10,CPC003_PC3_6H:BRD-A08877921-001-02-2:10,CPC003_PC3_24H:BRD-A08877921-001-02-2:10,CPC003_VCAP_6H:BRD-A08877921-001-02-2:10,CPC003_VCAP_24H:BRD-A08877921-001-02-2:10
5720,-3.13289999962,-0.616775989532,-0.324124932289,-1.0762321949,-0.0728923380375,0.507910907269,-0.010842340067,-0.232450008392
466,0.868300020695,0.353707134724,1.57350492477,-0.434311628342,0.842232406139,-0.079738765955,0.214668810368,0.963600039482
6009,0.300300002098,-0.28731238842,0.326101362705,-0.0230621136725,0.0657542943954,0.833099007607,-0.342958271503,-0.284850001335
2309,-2.3016500473,-0.354057639837,2.70736980438,-0.264311254025,2.8022646904,0.400757133961,-0.0708102509379,-0.458649992943
387,0.955900013447,0.161087542772,1.14307379723,-0.807991027832,1.26644539833,-0.270844578743,-0.227495983243,0.350400000811
3553,0.389750003815,-0.83299612999,1.31427562237,0.105511642992,1.14738249779,-0.209567934275,-0.4148671031,-1.1345499754
427,1.08245003223,-0.923200190067,1.42684102058,-0.216134876013,2.25884628296,0.750690162182,0.684489905834,0.100500002503
5898,-0.174649953842,0.154832392931,1.40707993507,-1.44079875946,0.513456940651,-0.128956645727,-0.0900965183973,0.458800017834
23365,1.7487000227,0.688749670982,1.45499670506,0.125000521541,2.29934692383,-0.680717468262,0.262947648764,-0.240049988031
6657,0.035550005734,-0.101913280785,1.78311252594,0.306206583977,1.24940526485,-0.584387123585,-0.73620223999,-1.07580006123
5054,-0.237750008702,0.988030672073,0.946533083916,0.444794148207,0.323477506638,-0.0275465846062,0.0735220313072,-0.817250013351
3108,0.415549993515,0.538129925728,2.11753487587,-1.00930738449,-0.329077869654,-0.596012592316,0.306852817535,-0.690099954605
1950,1.11115002632,1.05249166489,2.11158084869,0.398380666971,1.72944295406,-0.701794326305,-0.717287361622,0.275250017643
351,0.0943999886513,-1.03028011322,-0.371727228165,-0.140448376536,0.0289735198021,0.29968765378,0.929142534733,-0.243499994278
4846,1.4278999567,-0.207776218653,1.64760899544,0.285575062037,0.48178756237,0.457160353661,0.0575158521533,-0.810899972916
1452,0.946449995041,0.46616268158,1.50415802002,-0.161653637886,0.242600366473,-0.147769004107,0.00971581228077,-1.00215005875
4776,0.476999998093,0.0700227469206,1.13565635681,0.871596097946,0.589047193527,-0.566881418228,-0.677961885929,-0.647599995136
6908,1.30089998245,0.377321302891,2.32435798645,-0.387146264315,1.07925462723,-0.375057458878,0.452148884535,-0.296299993992
672,0.343150019646,0.849119544029,1.4027223587,0.00486987829208,1.04921793938,0.664612710476,0.284566372633,-0.256099998951
5710,0.553949952126,0.301424175501,0.174547091126,-0.0682040452957,-0.475757658482,0.0523781180382,0.135509029031,0.412200033665
2115,-1.69254994392,-0.874182999134,2.27817797661,0.491657555103,1.20345652103,0.311362147331,-0.163525015116,0.434200018644
7015,0.0800499990582,0.0454146564007,0.92656826973,-0.62961512804,2.25671052933,-0.446263074875,-0.322411596775,-0.55419999361
8726,0.589450001717,-0.409201204777,1.52375435829,0.59080016613,0.177337884903,0.455031275749,0.812482893467,1.8329000473
2185,0.427549988031,-0.700100064278,3.23228645325,-0.092829734087,2.10126328468,-0.538452029228,-0.296147882938,-1.09109997749
3315,-0.625699996948,0.330756962299,-4.50562667847,0.000905178487301,0.0460638999939,-0.0267109870911,0.301631867886,-0.406899988651
5289,0.444000005722,-0.815597712994,1.35355722904,-0.273177266121,1.73741984367,-0.969785928726,-0.668359398842,0.223250001669
868,1.58480000496,-0.719353079796,1.37882936001,1.93578994274,1.51041162014,-0.191452011466,0.365520060062,0.605400025845
1677,0.900000035763,-0.509540617466,1.8263001442,0.341735124588,1.76461756229,-0.655328989029,-1.27610766888,-0.630349993706
7043,0.406399995089,0.044251486659,1.73897838593,0.655403971672,1.21940946579,0.0527205914259,0.0794410184026,-0.57665002346
5613,-0.105550006032,0.0494008101523,0.910850048065,0.0787500739098,0.896669685841,-0.196720600128,-0.302824914455,4.31939983368
