rid,CVD001_HEPG2_6H:BRD-K65997856-001-01-7:10.054,CVD001_HEPG2_6H:BRD-K65997856-001-01-7:2.5135,CVD001_HEPG2_24H:BRD-K65997856-001-01-7:10.054,CVD001_HEPG2_24H:BRD-K65997856-001-01-7:2.5135,CVD001_HUH7_6H:BRD-K65997856-001-01-7:10.054,CVD001_HUH7_6H:BRD-K65997856-001-01-7:2.5135,CVD001_HUH7_24H:BRD-K65997856-001-01-7:10.054,CVD001_HUH7_24H:BRD-K65997856-001-01-7:2.5135,CVD001_PHH_6H:BRD-K65997856-001-01-7:10.054,CVD001_PHH_6H:BRD-K65997856-001-01-7:2.5135,CVD001_PHH_24H:BRD-K65997856-001-01-7:10.054,CVD001_PHH_24H:BRD-K65997856-001-01-7:2.5135,DOS005_VCAP_6H:BRD-K65997856-001-01-7:5.03,DOS005_VCAP_24H:BRD-K65997856-001-01-7:5.03
5720,0.199157208204,-0.0230803713202,0.102681972086,-0.107968196273,-0.0260440409184,0.752363860607,-0.186624675989,0.441838800907,0.399723887444,0.116726994514,-0.192871391773,0.206044211984,0.583900034428,1.1171541214
466,0.0197865366936,0.152013093233,0.249551177025,-0.833423614502,-0.278008639812,-0.241776943207,0.126131281257,0.948665261269,0.548493087292,0.141574218869,-0.398538172245,-1.40925610065,0.468100011349,0.618079900742
6009,0.135976105928,0.945875704288,-1.09382474422,-0.00292524695396,-0.602279067039,-0.404101520777,-0.123798958957,-0.354623019695,-0.468467861414,-0.08850286901,-0.232616722584,0.0868067890406,0.422650039196,0.875895380974
2309,-0.239370882511,-0.524933278561,-0.29810526967,0.392619788647,-0.448774248362,0.204945087433,-0.176872655749,-0.176346749067,-0.741867244244,-0.780952572823,0.176891982555,-0.370376229286,-0.976100027561,-1.59776091576
387,-0.0319524854422,-0.609952747822,0.0506292246282,-0.225887447596,-0.884690999985,-0.185788825154,0.0386654958129,-0.304523676634,0.402995586395,0.588475823402,0.168409913778,-1.18415415287,1.48160004616,1.35171067715
3553,-0.630673289299,-0.621591925621,0.588294625282,-0.988613128662,-0.658561706543,0.239472836256,0.181662857533,-0.48254185915,-0.43808093667,-0.112625077367,-0.0805051699281,0.15255472064,-0.669950008392,-1.49666929245
427,0.365558028221,0.504057109356,-0.228983640671,0.353038311005,0.172250747681,0.212828174233,0.476642996073,-0.359095603228,-1.13287341595,0.405840456486,0.237054109573,-0.860301017761,0.976300001144,1.22868418694
5898,0.419967979193,-0.782180964947,-0.193906590343,-0.683000564575,0.14346934855,-0.41730338335,-0.172891944647,-0.123429298401,-0.92481148243,-1.15905225277,0.133626297116,-0.048971273005,-0.242949992418,-0.393331438303
23365,-0.338852256536,0.2582077384,-0.261487782001,-0.20225712657,0.19096121192,0.209221795201,-0.330299377441,-0.620236039162,-0.77049279213,-0.0275381803513,0.815158009529,-0.644561827183,0.197449997067,-0.276971846819
6657,-0.468843996525,0.595026433468,-0.538014054298,-0.401657551527,0.14120426774,-0.20597229898,-0.549503087997,-0.166068017483,-0.515516936779,-0.483822256327,0.649635314941,0.0634273886681,-0.0529499948025,-0.649045467377
5054,-0.425929009914,-0.10352768749,-0.567425370216,-0.410241305828,-0.586154878139,-0.60446202755,-0.356996834278,-0.494054228067,-0.391824901104,0.0319631099701,0.222887963057,-0.279022097588,0.655200004578,-1.43700039387
3108,0.0583861172199,-0.75607419014,-0.507150769234,0.136679768562,-0.4948092103,-0.701228022575,-0.175305649638,-0.889673531055,-0.933744370937,0.0488977134228,-0.847920060158,-0.193392142653,-0.628500044346,0.822382748127
1950,0.0866181999445,-0.369111984968,-1.04416429996,-0.0836028903723,-0.472951889038,-0.00307694077492,-0.456291377544,-0.281595766544,-0.408844470978,-0.848589599133,-0.578150093555,1.21765065193,-0.481050014496,-1.34946298599
351,-1.2888071537,0.178227335215,0.192324608564,-1.6578387022,-0.377125799656,-1.46485519409,-0.100994497538,-0.475454360247,0.158296704292,-0.341779589653,-0.790898680687,-0.0224436968565,0.0,-0.440149664879
4846,-0.427286475897,-0.367449164391,-0.228588834405,0.14935913682,0.462030351162,-0.612330973148,0.203860357404,0.494805574417,-0.558689951897,-1.21884262562,0.257287412882,1.39839887619,1.0340000391,0.0599981546402
1452,-0.462473571301,-0.579383611679,-1.20862197876,-0.650504350662,0.57645201683,1.2121669054,0.0772909224033,-0.0738209635019,-0.732555150986,-0.163204714656,0.325296640396,0.146719157696,-1.92449998856,-0.253444373608
4776,-0.0254247784615,0.616159081459,-0.397224754095,-0.920741915703,0.179661691189,-0.340206742287,-0.377269804478,-0.649984538555,-0.300281375647,-0.0333117544651,0.263971209526,0.133856594563,-0.273299992085,2.58288884163
6908,0.838465750217,-0.101171150804,0.10766145587,0.658578574657,-0.885113418102,0.533630371094,-0.970720291138,0.276287317276,0.0151438638568,-0.36415964365,-1.34140646458,-0.293900579214,0.665549993515,2.79824829102
672,0.71789085865,1.24177896976,0.253271877766,1.60763120651,0.859838604927,0.446740627289,0.274144470692,0.137004673481,-0.783294558525,1.33370089531,0.886833071709,0.103640571237,-1.18735003471,-1.05511069298
