rid,DOS057_A375_24H:BRD-K94740841-001-01-4:5,DOS057_A549_24H:BRD-K94740841-001-01-4:5,DOS057_HT29_24H:BRD-K94740841-001-01-4:5,DOS057_MCF7_24H:BRD-K94740841-001-01-4:5,DOS057_PC3_24H:BRD-K94740841-001-01-4:5,DOSBIO002_A375_24H:BRD-K94740841:9.95697,DOSBIO002_A549_24H:BRD-K94740841:9.95697,DOSBIO002_HT29_24H:BRD-K94740841:9.95697,DOSBIO002_PC3_24H:BRD-K94740841:9.95697,DOSBIO002_MCF7_24H:BRD-K94740841:9.95697,DOSBIO002_NEU_24H:BRD-K94740841:9.95697,DOSBIO002_NPC_24H:BRD-K94740841:9.95697
5720,0.0297000408173,-0.700999975204,-0.240355610847,0.62522983551,-0.644950032234,0.59950363636,0.91732609272,0.163183912635,0.777276933193,0.0255927816033,0.170700013638,-0.47798421979
466,0.310249984264,-0.0925500020385,-0.239376187325,-2.19441056252,0.112850002944,0.0397086702287,0.35727456212,-0.634010374546,0.0597909241915,-0.357204526663,0.138099998236,1.43401956558
6009,0.663250029087,1.17910003662,-0.401447594166,0.746189832687,-0.141449987888,-0.234697729349,-1.28563010693,-0.720591306686,-0.257988154888,-1.0772793293,0.533699989319,0.85597294569
2309,-0.282000035048,0.326750010252,-1.02050220966,1.30793166161,-0.257600009441,0.541094303131,0.132408499718,0.959114313126,1.57234930992,0.239648863673,0.985799968243,-0.211433812976
387,0.402099996805,-0.0682500004768,-0.512772738934,1.15422081947,-1.4211499691,-0.214828252792,-0.62187153101,-0.492442011833,-0.589280724525,-0.647419214249,0.886799931526,-0.097326785326
3553,-0.0367499887943,1.43840003014,1.06329882145,2.10067939758,0.456600010395,-0.122773341835,-0.0836142301559,-0.071111291647,-0.220849663019,0.688113451004,-0.873300015926,-0.271978855133
427,0.0103499889374,-0.377250015736,0.90220117569,0.523692429066,0.178049981594,0.0212886035442,0.244714036584,0.845033168793,2.73626041412,-0.476371765137,-0.328649997711,-0.384168475866
5898,0.657449960709,-1.90735006332,0.488548666239,-0.970234513283,0.305000007153,0.185857728124,0.322293072939,-0.210898250341,-0.579250693321,0.235597774386,-0.268649995327,-0.242088213563
23365,0.24255001545,-0.43569996953,-0.299610078335,0.0750775933266,1.01390004158,-0.426622837782,2.29614901543,-0.977031826973,-1.01379728317,-0.594264090061,0.426849991083,-0.430445760489
6657,-0.861349999905,-0.117650002241,0.617936730385,0.770668029785,0.812900006771,-0.548354625702,0.248319596052,-0.0139974951744,-0.570413351059,0.481612563133,-0.852650046349,-0.431243896484
