rid,CPC005_A375_6H:BRD-A92670106-003-03-9:10,CPC005_A375_24H:BRD-A92670106-003-03-9:10,CPC005_A549_6H:BRD-A92670106-003-03-9:10,CPC005_A549_24H:BRD-A92670106-003-03-9:10,CPC005_HA1E_6H:BRD-A92670106-003-03-9:10,CPC005_HA1E_24H:BRD-A92670106-003-03-9:10,CPC005_HCC515_6H:BRD-A92670106-003-03-9:10,CPC005_HT29_6H:BRD-A92670106-003-03-9:10,CPC005_HT29_24H:BRD-A92670106-003-03-9:10,CPC005_MCF7_24H:BRD-A92670106-003-03-9:10,CPC005_MCF7_6H:BRD-A92670106-003-03-9:10,CPC005_PC3_6H:BRD-A92670106-003-03-9:10,CPC005_PC3_24H:BRD-A92670106-003-03-9:10,CPC005_VCAP_6H:BRD-A92670106-003-03-9:10,CPC005_VCAP_24H:BRD-A92670106-003-03-9:10,CPC011_A375_6H:BRD-A92670106-001-04-1:10,CPC011_A549_6H:BRD-A92670106-001-04-1:10,CPC011_A549_24H:BRD-A92670106-001-04-1:10,CPC011_HA1E_6H:BRD-A92670106-001-04-1:10,CPC011_HT29_6H:BRD-A92670106-001-04-1:10,CPC011_MCF7_6H:BRD-A92670106-001-04-1:10,CPC011_MCF7_24H:BRD-A92670106-001-04-1:10,CPC011_PC3_6H:BRD-A92670106-001-04-1:10,CPC011_PC3_24H:BRD-A92670106-001-04-1:10,CPC011_VCAP_6H:BRD-A92670106-001-04-1:10,CPC011_VCAP_24H:BRD-A92670106-001-04-1:10,CPD003_MCF7_6H:BRD-A92670106-003-04-7:10,CPD003_MCF7_24H:BRD-A92670106-003-04-7:10,CPD003_PC3_6H:BRD-A92670106-003-04-7:10,CPD003_PC3_24H:BRD-A92670106-003-04-7:10
5720,-1.94044733047,-1.89711225033,-0.641209423542,-0.941370725632,-0.231399998069,-1.26403653622,0.36755001545,-1.2666233778,-0.466061413288,0.781613111496,0.128524392843,0.284761428833,0.4785374403,-0.10767994076,0.445146918297,0.266522407532,1.33940279484,0.302536070347,0.87625002861,-1.60419726372,-5.38185024261,0.66914999485,0.102176956832,0.824675679207,0.803586363792,0.584036409855,0.65674996376,-0.48902618885,-0.193012565374,-1.51864993572
466,-1.17278456688,-1.02841186523,-1.01051998138,-0.866632819176,-0.170249998569,-1.63325631618,0.60119998455,-1.75816059113,-0.0253067910671,0.926586687565,-0.518444001675,-0.638153076172,0.509704768658,0.77262789011,-0.415879070759,0.538496136665,0.693311691284,0.229339241982,0.408399999142,-0.0201577544212,0.591549992561,1.12549996376,0.088523067534,-0.188582032919,0.146453231573,0.0307588782161,0.502449989319,0.0946596562862,-0.256235331297,-0.282849997282
6009,-0.197427421808,0.544769585133,-0.644403159618,0.5203384161,-0.804250001907,-0.285298615694,0.253300011158,-1.66369795799,0.0745343714952,0.696723520756,-1.00343549252,0.466245561838,1.34451115131,1.26083314419,0.657470405102,0.166683867574,1.15833330154,0.483408778906,-0.656199991703,0.865283250809,0.119749993086,0.279300004244,-0.518078863621,-0.460259795189,-0.518588662148,-0.600542902946,0.665300011635,0.824299752712,-1.3519359827,-0.788299977779
2309,0.814264476299,0.11181423068,-0.251182258129,-0.0914859995246,-0.609500050545,-0.66570687294,-0.976099967957,1.69208967686,-0.880400657654,-2.13057994843,-0.0760637223721,0.201410114765,-0.461130827665,0.21396265924,-0.0342758335173,0.668676972389,-0.0356983840466,0.0946914255619,0.536050021648,1.04990267754,1.06165003777,-0.245900005102,0.132553130388,-0.0730826258659,-0.359215795994,0.215637773275,0.759150028229,-1.14451158047,0.238325253129,-2.26530003548
387,-0.921645998955,-0.27334100008,0.337816119194,0.159072697163,0.0977999866009,0.728852748871,0.805249989033,-0.650093734264,0.223658129573,-0.273137003183,-0.494228601456,0.145437464118,-1.40890944004,0.497396200895,1.1582775116,0.402322411537,0.0598235167563,-0.291193455458,0.338349997997,1.72272980213,0.757499992847,0.275949984789,-0.356772720814,0.378376871347,-0.710662484169,0.493325710297,1.48354995251,0.00413047522306,-0.778260350227,-0.879750013351
3553,0.961273908615,-0.0378862023354,-1.15678501129,0.929124593735,-0.150249987841,-0.597699701786,0.0235499739647,-0.71553170681,0.0738127231598,2.7747695446,-0.415871679783,-0.158071294427,-0.637642741203,-0.969759643078,-2.11679720879,0.895554065704,-0.492103755474,0.746740698814,-0.232499986887,0.201989337802,0.830399990082,0.0424000173807,0.571640372276,-0.19664400816,0.545941531658,-0.57055157423,-0.0535499975085,1.62515676022,-0.00522787123919,0.117750003934
427,0.217084467411,0.165066123009,-0.139201149344,-0.449665725231,-0.659150004387,-0.652519702911,0.479649990797,0.220592260361,-0.445124387741,-0.344111323357,-0.465415537357,-0.674803555012,0.381617188454,0.00437459442765,0.322131931782,0.173855602741,-0.201557785273,-0.0305160433054,-0.0533000007272,-0.128105849028,0.72444999218,-0.00750000029802,-0.0331075415015,0.534116268158,-0.297881007195,0.500377833843,0.237949997187,0.338792979717,0.753370940685,0.578099966049
5898,-1.36468553543,-0.619162797928,-1.01029145718,-0.812485992908,-0.143050000072,-0.397625505924,0.843100011349,-1.14875304699,-0.179610833526,-1.58578240871,-1.08098304272,-0.383119463921,-0.368633836508,0.535524725914,-0.734390556812,-0.0272954925895,0.0556842833757,1.61014509201,-0.299149990082,-0.84187412262,1.1005500555,0.994199991226,0.22215731442,0.180073395371,-0.994760870934,-0.738208889961,-0.17634999752,-0.313748598099,0.27784961462,0.130899995565
23365,0.242630034685,-0.849264085293,1.65242552757,0.619048535824,-0.232800006866,-0.510310053825,1.49480009079,-0.0979980751872,-0.31301471591,-1.24123954773,0.264525979757,-0.712062776089,-1.42995870113,-0.0707157850266,-0.992370843887,-0.321699380875,-0.497973322868,-1.5796238184,-1.07949995995,-0.0469815284014,0.09375,0.441599994898,1.09174656868,-0.207917898893,-0.0973239243031,0.584344565868,0.441500008106,-0.563264846802,0.105997592211,2.85534977913
6657,-0.357215642929,-0.389133781195,-0.918362557888,-0.382073789835,-0.495049983263,0.375777244568,-0.955350041389,0.427315503359,0.620374500751,1.86816680431,0.0994382202625,0.191444545984,1.00938117504,-0.645998597145,-0.693385064602,0.180353417993,-0.36418902874,0.78940486908,-0.0224000010639,-0.489998728037,1.97230005264,-0.188500002027,0.651229739189,-0.851172447205,0.66292321682,-0.11554967612,0.458249986172,0.806879281998,0.94984972477,1.58469998837
