rid,CPC014_A375_6H:BRD-K95901403-001-01-1:10,CPC014_A549_6H:BRD-K95901403-001-01-1:10,CPC014_A549_24H:BRD-K95901403-001-01-1:10,CPC014_ASC_24H:BRD-K95901403-001-01-1:10,CPC014_HA1E_6H:BRD-K95901403-001-01-1:10,CPC014_HCC515_6H:BRD-K95901403-001-01-1:10,CPC014_HEPG2_6H:BRD-K95901403-001-01-1:10,CPC014_HT29_6H:BRD-K95901403-001-01-1:10,CPC014_MCF7_6H:BRD-K95901403-001-01-1:10,CPC014_MCF7_24H:BRD-K95901403-001-01-1:10,CPC014_NEU_24H:BRD-K95901403-001-01-1:10,CPC014_NPC_24H:BRD-K95901403-001-01-1:10,CPC014_PC3_6H:BRD-K95901403-001-01-1:10,CPC014_PC3_24H:BRD-K95901403-001-01-1:10,CPC014_PHH_24H:BRD-K95901403-001-01-1:10,CPC014_SKB_24H:BRD-K95901403-001-01-1:10,CPC014_VCAP_6H:BRD-K95901403-001-01-1:10,CPC014_VCAP_24H:BRD-K95901403-001-01-1:10
5720,0.81045114994,-0.394978493452,-1.31029510498,0.058050006628,0.326385140419,-0.484535425901,0.283670842648,0.761632084846,0.577301561832,-0.281601816416,2.22714996338,0.620434343815,0.281486064196,0.553937196732,0.651035249233,0.273608267307,-0.291534125805,-1.20734930038
466,1.15066695213,-0.692195057869,-0.835193753242,-0.404400020838,0.914883196354,0.180328726768,0.665602326393,0.258721828461,0.604001402855,-0.268844544888,0.0488499999046,-0.0211063660681,1.22172820568,-0.924191296101,0.773265779018,-0.430841803551,1.28550255299,0.0489016398787
6009,-0.379914432764,0.157975554466,-0.616238713264,-1.56605005264,0.919485032558,-0.0846403092146,1.38309717178,0.561035096645,2.33668017387,-3.17239761353,-0.351300001144,-0.62545466423,-0.318507760763,-0.763302147388,-1.7914429903,0.612142801285,0.236949801445,0.126021295786
2309,0.914609074593,-0.0279622524977,0.394236773252,1.87470006943,0.827886104584,0.500745236874,1.09869205952,1.54865646362,3.02988934517,1.07302284241,-2.35570001602,-0.0345943272114,0.578201949596,0.064276650548,-0.0361503437161,0.284145057201,-0.579087734222,-0.524750828743
387,-1.06554508209,0.600191950798,-0.338817924261,1.19445002079,0.466957867146,-0.297830253839,0.588515639305,0.203611478209,0.35793414712,-0.542634427547,0.144250035286,0.452918231487,-0.55724966526,-0.821779251099,-0.938553094864,0.94252884388,0.240073800087,0.0354783385992
3553,1.467274189,0.662081599236,0.625178575516,-0.303149998188,1.22901439667,-0.0540785044432,1.24612212181,0.21554556489,1.29719436169,1.6726449728,0.778950035572,0.453548252583,3.91375780106,2.88435506821,1.27337694168,0.307326883078,-0.909437179565,0.233667314053
427,-0.0799300372601,-0.352946698666,0.342465698719,0.461750000715,0.0971169248223,0.1426461339,-0.513080835342,1.78667092323,0.00299589708447,0.653136789799,0.398049980402,1.26487207413,-0.398045778275,0.072251200676,-0.139178618789,-0.674534022808,1.32632660866,0.323685526848
5898,0.258324593306,1.01846075058,0.90789347887,3.14904999733,0.452077269554,0.668865084648,1.44627249241,-0.595735669136,0.775039851665,-1.3607994318,1.32450008392,0.432732224464,0.65622895956,-1.40548706055,-0.114447876811,-0.709374547005,-0.321559548378,-0.997868478298
23365,0.0669325441122,0.266780257225,1.04931139946,-0.0834000110626,0.430081307888,0.655989646912,-0.137115895748,-0.482804238796,-0.0198154002428,0.305470049381,0.33394998312,0.366047352552,-0.125326231122,-0.820291697979,0.94122004509,-0.340759217739,0.276108264923,-0.850227713585
6657,-0.261575907469,0.133547708392,0.113833740354,-0.443400025368,-0.937491476536,-0.898756682873,1.26978302002,0.62314248085,0.815071940422,0.835566699505,-0.973049998283,-0.931465744972,0.590825736523,0.578679442406,0.773142814636,-0.431005239487,-0.858790040016,0.181296184659
