rid,DOS027_VCAP_6H:BRD-K76269942-001-01-4:5.05,DOS027_VCAP_24H:BRD-K76269942-001-01-4:5.05,DOS051_A549_24H:BRD-K76269942-001-01-4:5.05,DOS051_HT29_24H:BRD-K76269942-001-01-4:5.05,DOS051_MCF7_24H:BRD-K76269942-001-01-4:5.05,DOS051_PC3_24H:BRD-K76269942-001-01-4:5.05,ERG010_VCAP_6H:BRD-K76269942-001-01-4:10.099,ERG010_VCAP_24H:BRD-K76269942-001-01-4:10.099
5720,-1.53789997101,-0.933397173882,-0.561349987984,-0.776750028133,-1.99759995937,1.35020005703,0.966899991035,1.51898002625
466,-1.07375001907,-2.21740794182,-0.296299993992,-0.903950035572,-0.704850018024,0.14794999361,1.02744996548,-0.0309014488012
6009,0.84399998188,-1.09951901436,-0.192849993706,0.195050001144,-1.02925002575,0.395999997854,0.0890000015497,-0.134155511856
2309,0.795599997044,0.112478017807,0.0681000053883,0.5367000103,-2.72195005417,2.04579997063,1.49415004253,-0.22588609159
387,1.02404999733,0.287306398153,-0.939049959183,0.444799989462,0.0677500069141,-0.673600018024,0.960999965668,1.88023090363
3553,1.62284994125,6.69660615921,0.763450026512,-0.0814499855042,1.23440003395,0.175349995494,-0.217750012875,-0.606036365032
427,-2.21959996223,-1.37122964859,0.980700016022,-1.06640005112,0.54699999094,-0.304399996996,1.12209999561,-0.480771392584
5898,0.736450016499,1.19164001942,0.571099996567,-0.817200005054,-1.07080006599,-0.91654998064,1.12234997749,1.09880149364
23365,0.339700013399,0.365933567286,2.43994998932,0.669700026512,-0.186200007796,-1.01499998569,1.2283500433,0.767731428146
6657,0.518050014973,-0.487802892923,0.665499985218,0.0667500048876,1.22780001163,0.5367000103,1.08340001106,-1.3148971796
5054,0.337350010872,0.400749802589,-0.0819500088692,1.22774994373,-0.404150009155,-0.333900004625,0.717000007629,-0.528430998325
3108,-0.980799913406,6.7374830246,-0.261099994183,0.0370999872684,-0.129400014877,3.71425008774,-0.317850023508,0.917859196663
1950,-0.84090000391,6.6810593605,0.635399997234,-0.677799999714,0.657150030136,0.93314999342,1.65015006065,-1.52558219433
351,0.806200027466,-6.86735534668,0.00205000001006,-1.12065005302,0.276399999857,0.988099992275,-0.625150024891,-0.223609358072
4846,1.36405003071,-0.511974275112,1.39575004578,1.3343501091,-0.173750013113,0.673500001431,1.21749985218,-0.183152079582
1452,-0.990400016308,-0.00351655483246,-0.193450003862,0.755150020123,0.24809999764,0.422949999571,0.225350022316,0.991564452648
4776,1.06869995594,3.45872831345,-0.0420500040054,-0.143250018358,0.653149962425,-0.430649995804,0.675650000572,-1.49242079258
6908,-1.24189996719,6.34979724884,-0.970050036907,-0.159350007772,-0.0504499971867,-0.159850001335,1.53295004368,-0.0983866378665
672,-0.537850022316,0.38457903266,-0.467000007629,-0.858500063419,0.744150042534,-0.357749998569,1.28760004044,0.547135055065
5710,0.0571500062943,0.102549791336,-1.3626999855,1.00230002403,-0.469500005245,-0.578949987888,1.10385000706,-0.470639973879
2115,1.81350004673,7.03272104263,0.785449981689,-1.02845001221,-0.275749981403,1.33759999275,1.66869997978,0.275122612715
7015,-0.295199990273,-0.627404987812,-0.0572499930859,0.536450028419,0.907499969006,0.14255002141,2.16624999046,-0.535761117935
8726,1.18299996853,1.80957853794,-0.541550040245,1.12774991989,-1.22239995003,-0.639199972153,2.10815000534,1.79409480095
2185,0.446450024843,-0.215401232243,1.49639999866,0.0835499987006,0.807250022888,0.230450004339,1.31535005569,-0.88180911541
3315,-0.385250002146,0.659355998039,0.000350000045728,-0.219749987125,-1.07445001602,-0.290350019932,-0.201949998736,0.102308832109
5289,1.09864997864,0.509426534176,0.201049983501,0.579149961472,1.35890007019,-0.453299969435,1.10154998302,-0.857835233212
868,-1.78770017624,2.46847081184,-0.461149990559,0.162600040436,0.638999998569,-0.105700016022,-0.976850032806,-0.824871480465
1677,0.566950023174,6.94757032394,1.61500000954,0.594850003719,1.08459997177,0.784600019455,3.08415007591,-0.400578469038
7043,1.46290004253,-0.541758716106,0.772950053215,-0.245149999857,1.5381000042,0.272799998522,1.87979996204,-0.569510638714
5613,-0.433349996805,2.68508839607,0.899150013924,-1.08190000057,0.937199950218,0.145199999213,1.47245001793,-1.20145952702
595,-0.759299993515,0.186242640018,-0.530950009823,1.38905000687,0.291799992323,-0.824600040913,0.818349957466,0.715676486492
4793,0.38330000639,-0.702383339405,0.123449996114,1.74259996414,0.798600018024,1.10475003719,2.10560011864,-0.00812044087797
2736,1.06824994087,-0.582140445709,0.694250047207,-0.0511999875307,1.59829998016,0.343050003052,3.97144985199,0.747396945953
5290,0.572950005531,0.414589494467,1.10370004177,-0.276299953461,0.0813999995589,0.391599982977,-0.213500007987,0.205163568258
6194,-0.0183999985456,-7.03744745255,-0.000300000014249,0.00034999998752,-0.00034999998752,-1.03059995174,0.0,0.0
1676,1.02779996395,-6.61972475052,0.900399982929,-0.410899996758,0.931599974632,-0.56274998188,0.663399994373,-0.656583070755
23512,-0.93305003643,-6.39548254013,-0.827099978924,0.293999969959,-0.589049994946,1.14310002327,-5.42150020599,0.330452859402
148022,0.187449991703,6.69364643097,1.24959993362,1.01470005512,0.478600025177,-0.216350004077,2.00679993629,-0.205237746239
1906,0.669250011444,-1.39562010765,0.122100010514,0.196349978447,-1.06610000134,-2.70585012436,1.23014998436,0.0165316220373
8878,-0.498799979687,-1.07813477516,0.318500012159,-0.398550003767,1.19949996471,-1.28644990921,0.365299999714,0.0320330932736
3091,-0.688850045204,-2.96815609932,-0.098050005734,-1.15729999542,0.62064999342,-1.07655000687,-0.155250012875,-1.46501016617
5743,0.257250010967,-0.968017756939,-0.550300002098,0.477100014687,-0.531049966812,0.545849978924,1.87914991379,0.348898202181
5321,-0.0416000038385,-0.100645363331,0.487499982119,-1.50590002537,0.997949957848,0.75,0.0644499957561,-1.02898848057
4144,-0.748050034046,-0.154113903642,-0.231849998236,1.0896500349,0.20554998517,0.869199991226,0.17230001092,-2.11527323723
1981,-0.286549985409,0.427138149738,0.153949990869,-3.88035011292,0.949899971485,-0.0271000042558,1.51655006409,-2.37344932556
695,2.2827501297,6.95326137543,-0.254199981689,0.684449970722,0.00310000777245,2.00789999962,-0.875649988651,0.106013655663
10398,0.675050020218,1.3384013176,0.279599994421,-0.305400013924,1.39544999599,-0.227549999952,1.55315005779,-0.7960755229
5708,-0.895399928093,-6.56687688828,5.16230010986,-0.397549986839,-0.828849971294,-1.11575007439,-0.330450057983,-2.38229441643
1213,1.12399995327,0.965786218643,0.029599994421,0.236099988222,-0.390100002289,0.478850007057,0.812550008297,0.257688164711
226,0.0132499933243,-4.11768436432,0.0863000005484,-0.966050028801,0.147300004959,-0.911650061607,1.18524992466,-0.555364668369
6777,2.64015007019,1.36194884777,-1.02590000629,2.05104994774,4.9078001976,1.98160004616,1.43794989586,1.5522557497
2113,1.58840000629,-0.171890154481,1.27760004997,-0.469850003719,0.159400016069,-0.865299999714,0.428450018167,-0.827268779278
3329,-6.26499986649,-6.9164648056,-0.409699976444,-0.0931000113487,-0.100850000978,0.131500005722,1.22495007515,-0.176791220903
1050,-1.13985002041,0.155881389976,-0.773350000381,1.33605003357,-0.887849986553,1.54704999924,2.87039995193,1.00171041489
9491,0.360599994659,-0.221312686801,0.131999999285,-0.259599983692,-0.323150008917,-0.884800076485,0.359899997711,-0.737717330456
22926,0.450950026512,-0.516331732273,-0.255500018597,0.497899979353,0.361149996519,-4.38779973984,1.61510002613,0.124772898853
5899,1.39770007133,-0.429603517056,0.00714999437332,0.465499997139,0.244450002909,-1.39184999466,2.19379997253,-0.191711291671
5467,1.20969998837,0.0191601365805,0.625599980354,1.98605012894,3.47329998016,-0.0156999975443,3.68429994583,0.737564027309
6774,-0.305550038815,-0.124428868294,0.00980001688004,0.00635001063347,0.509850025177,-0.332549989223,0.536849975586,1.17850935459
1788,1.10069990158,0.02755715698,0.997999966145,-0.105899997056,1.08395004272,0.20269998908,-0.0281499996781,-0.854393064976
5921,1.66155004501,2.13932728767,0.301800012589,0.958449959755,-0.354449987411,0.0513000003994,2.41779994965,1.03296220303
5721,0.1168500036,-0.536222338676,2.12234997749,-0.651950001717,-2.02780008316,-0.113850012422,0.910300016403,0.455844610929
2263,-0.364299982786,5.94346809387,0.395900011063,-1.0625,-0.286899983883,0.194550007582,0.351499974728,-1.18364846706
808,-3.14429998398,-5.79302597046,-0.341199994087,-0.0742499828339,1.0896500349,0.224799990654,-1.89575004578,-0.875875651836
30001,-0.335649996996,6.0303401947,0.612800002098,-0.100399985909,-0.990899980068,-0.239150002599,3.25880002975,1.64384198189
348,1.89544999599,-0.184613645077,0.698849976063,0.0703999996185,0.219400003552,-0.0234000086784,1.4469499588,0.543069720268
30849,-1.51410007477,-0.26563885808,-0.0666999965906,0.645799994469,-0.224550008774,-0.0123999714851,1.65055000782,0.132112652063
