rid,CPC002_HA1E_6H:BRD-K35531059-001-02-4:10,CPC002_HA1E_24H:BRD-K35531059-001-02-4:10,CPC002_HCC515_6H:BRD-K35531059-001-02-4:10,CPC002_HCC515_24H:BRD-K35531059-001-02-4:10,CPC002_PC3_6H:BRD-K35531059-001-02-4:10,CPC002_PC3_24H:BRD-K35531059-001-02-4:10,CPC002_VCAP_6H:BRD-K35531059-001-02-4:10,CPC002_VCAP_24H:BRD-K35531059-001-02-4:10,CPC018_A375_6H:BRD-K35531059-001-02-4:10,CPC018_A549_6H:BRD-K35531059-001-02-4:10,CPC018_A549_24H:BRD-K35531059-001-02-4:10,CPC018_ASC_24H:BRD-K35531059-001-02-4:10,CPC018_HEPG2_6H:BRD-K35531059-001-02-4:10,CPC018_HT29_6H:BRD-K35531059-001-02-4:10,CPC018_MCF7_6H:BRD-K35531059-001-02-4:10,CPC018_MCF7_24H:BRD-K35531059-001-02-4:10,CPD002_MCF7_24H:BRD-K35531059-001-06-5:10,CPC018_NPC_24H:BRD-K35531059-001-02-4:10,CPC018_PHH_24H:BRD-K35531059-001-02-4:10,CPC018_SKB_24H:BRD-K35531059-001-02-4:10,CPD002_MCF7_6H:BRD-K35531059-001-06-5:10,CPD002_PC3_6H:BRD-K35531059-001-06-5:10,CPD002_PC3_24H:BRD-K35531059-001-06-5:10
5720,-0.118662118912,0.374759316444,-0.47652760148,-0.0322700217366,-1.2317647934,0.0669677779078,0.613110303879,0.512704372406,1.19921517372,0.303366065025,-0.315850019455,0.493833333254,-1.32880818844,1.55610513687,0.465937644243,0.159261599183,0.597875773907,-0.434530884027,-0.359519213438,1.51748120785,0.412474840879,-0.557870864868,0.280479222536
466,0.316957116127,0.0190219730139,-0.245961636305,-0.501913368702,-0.0104821622372,0.360925614834,-1.09548258781,0.415701061487,-0.384574383497,0.400090932846,-0.809050023556,-0.252300024033,-1.42542600632,0.635398030281,-0.361450523138,0.404003024101,0.393038004637,-0.343322098255,-0.62549161911,0.654362380505,0.680124640465,-1.0216602087,0.276927232742
6009,0.0892485976219,0.124299705029,-0.295838952065,-0.402984887362,-2.18341517448,-0.182213291526,-0.042209610343,-0.522877335548,0.607547283173,0.996497392654,-0.241050004959,0.0217666774988,1.86831057072,-0.0212980210781,0.019775301218,0.458487331867,0.0232357084751,1.12252795696,1.20707857609,1.25080883503,-0.590740561485,-0.890073776245,-0.54008358717
2309,-0.00897548347712,0.368209958076,-0.64221405983,-0.907788157463,-1.64550495148,-0.602794110775,0.127821907401,-0.31715285778,0.776946485043,2.88652014732,-0.34430000186,0.847433328629,-1.26456260681,-0.621707975864,1.84722721577,-0.0611319169402,-0.569580793381,1.2295717001,-0.444457232952,-0.0507206320763,-0.0353240519762,0.103815831244,0.0891729146242
387,0.539411365986,1.1040289402,-0.130437552929,-0.300817191601,-0.135033845901,0.156788095832,0.482864916325,0.348950982094,0.261429697275,0.72272092104,0.108949996531,0.215100005269,1.69588708878,0.899636030197,-0.4381031394,1.36641812325,-0.66789150238,1.16811954975,0.686430215836,0.571748197079,0.662813127041,-0.690978646278,-0.532706737518
3553,-0.317180067301,-0.807380080223,2.05588722229,1.17960441113,0.355077773333,0.364646196365,0.229549854994,-0.482656627893,0.505367100239,0.19912442565,0.682150006294,0.192333340645,-0.000463925302029,-0.0872139781713,0.321308255196,-0.551521241665,0.138180166483,-0.252582669258,0.118016466498,-0.266300320625,-0.328830748796,-0.489828824997,-0.52032327652
427,-0.987921893597,0.298781335354,0.28280249238,-0.359192997217,0.819680333138,-0.597209811211,0.0445601679385,0.0545181035995,2.41063046455,0.780584454536,-0.807250022888,-0.172966659069,-0.067694991827,0.786455988884,-0.318400323391,0.637349247932,-0.559648752213,-0.800109982491,0.861475467682,0.507878422737,0.0443045198917,0.0584791488945,-0.161672875285
5898,1.03080320358,0.269405543804,-0.0702289789915,0.577054738998,-0.780893743038,0.0330848544836,-1.16573929787,0.403836041689,-0.0901919454336,0.900512218475,-2.00020003319,-6.66826963425e-05,0.94216054678,0.0243726819754,-1.03566634655,0.341518223286,0.77189874649,-0.29798784852,-0.000135391950607,1.0034930706,0.416625589132,-3.28089332581,-0.214662835002
23365,-0.192080050707,-0.303540229797,0.0762909650803,-0.0441242456436,0.351695746183,-0.450764775276,-0.535044789314,0.423148781061,0.50999212265,1.60084795952,0.511400043964,0.288533329964,2.68799829483,-0.251685589552,-0.0861276239157,1.19927167892,-0.0574622303247,-0.493315547705,-0.428877085447,-0.786748707294,1.81538045406,-0.961956620216,-0.764008283615
6657,-0.576193571091,-0.590413451195,2.18593811989,0.462151706219,0.567342936993,0.240999937057,1.2835226059,-0.808232188225,0.304064840078,0.00806370377541,0.8492000103,0.19226667285,-0.00510028004646,-0.991721570492,0.00212102383375,-0.191382959485,0.476183533669,0.848979413509,-0.52687561512,0.0567409843206,-0.451347410679,-0.354011654854,0.538818478584
5054,0.743712663651,0.509592831135,-0.0392578244209,-0.456559240818,-1.00814962387,0.408063322306,0.712262094021,0.214592367411,1.31919813156,-0.700050592422,-0.436799973249,-0.424633353949,-2.46737289429,1.19749832153,-0.363561272621,-0.731333374977,-0.0363221988082,-0.168282881379,-0.492971152067,0.256461292505,1.62868785858,-0.588561832905,-0.32144293189
3108,-0.7063113451,-0.0974573493004,-0.190306782722,-0.544527649879,0.318806231022,-0.582597434521,-0.00531113147736,0.107615023851,-0.124102331698,0.675636708736,0.460099995136,3.34883332253,0.286763310432,1.26896548271,0.521450519562,0.518420398235,-1.76220059395,-0.427837908268,0.358247160912,0.383212298155,-0.346528857946,-0.631840467453,-0.242511957884
1950,0.65323972702,0.066355034709,-0.622141957283,-0.251310348511,0.941131711006,-0.228407412767,-0.51962685585,-0.796337544918,0.143151044846,-0.749473154545,0.0223000049591,-0.187233358622,0.35422039032,-0.377726942301,-0.777077078819,-0.546323657036,0.315313339233,-0.18202547729,-1.48773431778,-0.859408915043,-0.262949168682,1.11871552467,1.10147535801
351,-0.465582787991,-0.789065122604,0.501199960709,0.0197434127331,-1.66209185123,-0.0587642863393,0.467706292868,-0.231268584728,0.399722576141,0.00489214062691,-0.422299981117,-1.06296670437,0.759115695953,-0.097370699048,0.796809256077,-0.77557682991,-0.215472131968,-0.0615452453494,0.11016254127,0.480353295803,-1.22639226913,-0.507300674915,0.264048039913
4846,0.621158838272,-0.592695713043,-1.33342659473,0.00194975733757,2.09512042999,-0.957910835743,-0.284640908241,-0.952298700809,-0.0027457177639,0.322076141834,-0.682799994946,0.312300056219,-0.663386106491,0.23976495862,0.411690056324,0.1753462255,-0.988177597523,-0.111033506691,0.579702794552,0.854704856873,-1.49398493767,0.829806625843,-1.64738118649
1452,0.40601927042,0.148348629475,1.13763344288,0.338057041168,-1.47830569744,-0.06349208951,-0.301756709814,-1.29434001446,-2.31243753433,-0.863636374474,-1.1848000288,-0.129966676235,0.846125483513,1.13527917862,-0.742199063301,0.382478117943,-0.437658786774,0.999525785446,0.892928302288,-0.0668263211846,0.219877332449,0.194203600287,-0.66942769289
4776,-0.398460566998,-0.416234433651,-0.315030694008,-0.0554178729653,0.844933867455,0.0275998748839,0.0194365754724,0.0297649204731,0.643996119499,0.481026440859,1.81064987183,0.297500014305,0.658145308495,-0.227110922337,0.931834578514,-0.916503429413,-0.0438707843423,-0.109591588378,-0.0989847481251,-0.702469706535,0.124396950006,0.287936359644,0.777845144272
6908,-0.217794910073,0.337641954422,0.711428880692,-0.119584292173,0.570340037346,0.668973088264,0.676660358906,0.487219691277,-1.11397457123,-0.945497095585,-0.260999977589,0.062733322382,-1.89433288574,0.339579433203,-1.05900943279,0.387040168047,-0.693946301937,0.455315798521,1.77032399178,-0.939128994942,1.14797973633,-0.393039464951,-0.579361379147
672,-0.0429325997829,0.55198854208,0.522014439106,-0.411307305098,0.813900709152,0.57356262207,-0.37723505497,0.289629846811,0.280370622873,0.211138114333,-0.58679997921,0.241366654634,-0.750326812267,0.302184462547,2.39569211006,0.899889051914,0.55844527483,-0.649646699429,-0.557072639465,0.0523542761803,-0.121869415045,-0.427918851376,0.66292822361
5710,0.371042758226,0.460248857737,0.413773864508,0.0476257055998,-0.0592415332794,-0.108092337847,1.43325996399,0.597744226456,0.650518894196,0.0156623907387,0.191899999976,0.130199998617,1.34752833843,1.24621582031,0.687527298927,0.73864877224,-0.524952292442,0.428742587566,1.10224986076,-0.489158779383,-0.26357114315,-0.865822732449,-1.79261803627
2115,-0.474804222584,-1.26599049568,1.70474934578,-0.0956249833107,1.00432479382,0.325806409121,-0.0184905901551,-0.130750700831,3.16749215126,-0.203690603375,-0.577300012112,-0.134533330798,0.36096149683,1.61187565327,0.739413738251,-0.383882820606,-0.495590507984,-0.510776102543,-1.18931436539,-0.0743929445744,-0.186171978712,0.0418794639409,-0.302643716335
7015,0.151928588748,-0.657426714897,0.328616499901,-0.278026759624,1.14223337173,0.816499710083,-0.239716410637,-0.544182658195,-0.20868575573,-0.489177376032,0.766099989414,-0.346133351326,0.210301160812,-0.475028902292,0.260502010584,-0.210641235113,0.230979338288,0.263252735138,0.810235917568,0.407595187426,-0.385595023632,-0.0388523936272,0.738444685936
8726,0.138143092394,0.479061901569,-1.78468441963,-0.582286179066,0.411643087864,-0.0461204200983,-0.970192432404,3.00270843506,0.450845181942,-0.486738353968,0.0165500044823,-0.342533320189,-0.340599685907,-0.449794828892,-1.41960787773,0.632506966591,1.12642490864,-0.318572610617,-0.657751917839,0.298583269119,0.0329078137875,-0.777926325798,-0.372516721487
2185,-0.596970081329,-0.895231842995,0.798197567463,0.0681795030832,0.692412018776,0.04295899719,0.0802820175886,-0.925453126431,0.724677562714,0.0791780278087,0.0782999992371,-0.0607000142336,-0.145310267806,-0.723092377186,0.182821676135,-0.77113866806,0.391211152077,0.033894918859,-0.864789068699,-0.079033985734,-0.49904230237,-0.388530522585,0.61596763134
