rid,DOS024_VCAP_6H:BRD-K94373667-001-01-5:5,DOS024_VCAP_24H:BRD-K94373667-001-01-5:5,DOS053_A375_24H:BRD-K94373667-001-01-5:5,DOS053_A549_24H:BRD-K94373667-001-01-5:5,DOS053_MCF7_24H:BRD-K94373667-001-01-5:5,DOS053_PC3_24H:BRD-K94373667-001-01-5:5
5720,0.634700000286,-0.319827437401,0.240150004625,1.86509990692,0.60254997015,0.206749975681
466,-1.07864999771,0.51480203867,-0.0895999968052,0.716950058937,0.29960000515,1.36854994297
6009,0.153949990869,-0.353215783834,0.687299966812,-0.348600000143,-0.108500003815,0.0533999949694
2309,0.188249975443,1.13640832901,0.0571999996901,0.2024500072,-0.703199982643,-0.24414999783
387,0.163049995899,-0.0283413380384,0.692149996758,0.348899960518,-0.490999996662,0.158800005913
3553,0.460500001907,-1.00502455235,-0.834749996662,-0.828299999237,-0.0521999970078,-0.30625000596
427,-0.464100003242,0.693898260593,-0.760300040245,-0.0804999768734,-0.564200043678,2.66584992409
5898,-0.00219997763634,-0.34723263979,-0.185149997473,-2.40015006065,-0.199950009584,-1.56174993515
23365,0.382400006056,-0.794162034988,0.537000000477,0.0651500076056,-0.514600038528,0.509699940681
6657,-0.172049999237,-0.947402060032,-0.332700014114,-0.684949994087,-0.257650017738,-0.394199967384
5054,0.923950016499,0.0771085321903,-0.633949995041,1.01845002174,1.10800004005,1.17184996605
3108,0.239350005984,-0.654845356941,-0.101799994707,-0.316299974918,-1.44854998589,-0.115449994802
1950,-0.780600011349,-0.161117628217,-0.117300003767,-0.875500023365,-0.144050002098,-0.169049993157
351,-0.969150066376,-0.738825798035,-0.247350007296,-3.36805009842,0.356749981642,0.243799984455
4846,0.441550016403,0.494648873806,0.757099986076,-0.0738499984145,0.998399972916,-0.247650027275
1452,-0.155149996281,-1.20779061317,-0.527400016785,0.449949979782,0.240750014782,-0.634850025177
4776,-0.0398499965668,-0.40274938941,-0.771950006485,-0.608399987221,0.194649994373,0.0186999738216
6908,0.844350039959,-0.524621069431,0.691399991512,1.76169991493,1.84255003929,-0.130249977112
672,0.289049983025,0.562338590622,-0.0200999975204,0.541100025177,0.64074999094,0.00284999608994
5710,1.38680005074,0.893554329872,1.68280005455,-1.27189993858,0.878949999809,0.641349971294
2115,0.386900007725,-0.369355201721,0.0363000035286,-1.04980003834,-0.323599994183,-0.575350046158
7015,0.728500008583,-0.599484026432,-0.696700036526,-0.654100000858,0.175050005317,0.698849916458
8726,-0.0698999986053,-0.254543542862,2.15160012245,1.67865002155,-1.40840005875,1.40289998055
2185,-0.123550005257,0.729501247406,-1.26970005035,-1.07074999809,0.279449999332,-0.671949982643
3315,2.49545001984,-0.351412624121,0.951349973679,-1.0054500103,1.32379996777,0.501850008965
5289,0.400449991226,-0.0724343210459,-0.138499975204,-0.476449996233,-0.193300008774,-0.334599971771
868,0.185649991035,-0.426783919334,0.350050002337,-1.4430000782,0.125,-0.0957999974489
1677,-0.111849993467,-0.359679847956,-1.1153999567,-0.562700033188,-0.156900003552,0.435499966145
7043,-0.385349988937,-0.107328489423,-1.51434993744,-0.908400058746,0.416949987411,-0.0738500058651
5613,-0.460249990225,-0.673279047012,-1.45200002193,-0.935350000858,0.830350041389,0.579149961472
595,1.14079999924,-0.136008754373,-0.0263000130653,1.6521500349,-0.377550005913,0.621500015259
4793,2.54530000687,-0.144509002566,0.498049974442,-1.27594995499,0.461699962616,-0.243149980903
2736,0.232799991965,-0.475075513124,-0.104949995875,-0.849399983883,0.823949992657,0.194049984217
5290,-0.482600003481,-2.62930679321,-1.07719993591,-0.654850006104,-0.401199996471,-0.188800007105
6194,0.101649969816,-0.0770512521267,0.145899996161,-0.497900009155,0.00034999998752,-0.0373499952257
1676,-0.622200012207,-0.787587106228,-1.01555001736,-0.353650003672,-0.419799983501,0.347099989653
23512,-0.517400026321,0.589155077934,-0.483100026846,-1.04449999332,-0.376099973917,0.31479999423
148022,2.1672000885,0.196680679917,-0.0962499976158,-0.794250011444,0.299000024796,0.276399999857
1906,-0.253300011158,-0.734356343746,-0.150800004601,1.35384988785,-0.203450009227,-1.18630003929
8878,0.821600019932,0.307644248009,-1.10514998436,0.440050005913,1.11874997616,0.552500009537
3091,-1.53569996357,-0.667498886585,0.525200009346,0.658999979496,-0.149900004268,0.847450017929
5743,0.519349992275,8.35517406464,-0.389550000429,1.33529996872,-0.697250008583,-0.665449976921
5321,-0.618799984455,-1.77210962772,-1.01340007782,0.119450002909,-0.293750017881,0.0350999981165
4144,0.0772499442101,0.0425537414849,-0.710049986839,-1.15415000916,0.149250000715,-1.20114994049
1981,0.212350010872,0.484631568193,0.596199989319,-2.01819992065,0.0643499940634,0.596699953079
695,-0.16969999671,0.345542043447,0.546149969101,0.237700015306,-1.42844998837,1.00964999199
10398,-0.772300004959,-0.942414879799,-0.71590000391,-0.842149972916,-0.453599989414,0.500550031662
5708,0.000450015068054,0.248059123755,0.130549997091,0.100250005722,0.388900011778,-1.61414992809
1213,0.52294999361,0.372385799885,0.199599981308,-1.30515003204,-0.410499989986,-0.413399994373
226,-0.292500019073,0.17151889205,0.364149987698,1.20879995823,-0.254999995232,-0.265650033951
6777,-0.13119995594,-0.95900952816,-0.161799997091,3.42464995384,0.115299999714,-0.773150026798
2113,-0.35894998908,-1.08469867706,0.0744000002742,-1.43984997272,0.139400005341,0.186800003052
3329,0.0979999899864,0.816388845444,0.849500000477,1.07029998302,0.820500016212,-0.0906499624252
1050,0.472350001335,-0.191075533628,-0.640100002289,-0.147799998522,0.704550027847,-4.49244976044
9491,0.251799970865,0.246073335409,-2.32565021515,-1.25905001163,0.048299998045,-0.53024995327
22926,-1.08140003681,0.329713255167,0.465849995613,-0.258650004864,-0.510399997234,-2.25894999504
5899,-0.367150008678,0.440651774406,0.874499976635,0.208300024271,-0.50569999218,-0.526849985123
5467,0.954249978065,-0.164097070694,0.589850008488,-0.588750004768,-0.587599992752,0.332150012255
6774,-0.230100005865,-0.164398342371,0.431149989367,0.67325001955,-0.0112500041723,-2.31024980545
1788,-0.307850003242,-0.482075929642,-3.19235014915,-0.395550012589,-0.617599964142,0.117199994624
5921,-0.98835003376,0.15418292582,2.92149996758,1.97385001183,0.618900001049,1.94545006752
5721,0.491349995136,-0.820395410061,0.568599998951,-0.421250015497,0.369949996471,-0.737049996853
2263,-0.935699999332,-1.18940114975,-1.058349967,-0.475549995899,-0.278599977493,0.480550020933
808,-0.219399988651,-0.166144102812,-1.20125007629,0.18975007534,-3.02760004997,-0.326049983501
30001,-0.0472000017762,0.00709208846092,0.304900050163,0.300850003958,1.35984992981,-0.547999978065
348,-0.352400004864,0.0260553508997,0.255250006914,-0.812949955463,0.52889996767,-0.890300035477
30849,-0.626450002193,-0.209362596273,0.800249993801,-0.345399975777,-0.975149989128,0.404449999332
1454,0.864799976349,0.277086406946,0.0893999934196,-0.0774999856949,0.0764499902725,-0.619199991226
6500,1.02359998226,0.386615276337,0.577400028706,0.276600003242,0.456450015306,0.39794999361
5627,0.134149968624,-0.198915675282,0.751900017262,0.0958499982953,-1.83775007725,0.511749982834
5715,0.105399996042,-0.541403889656,-0.639600038528,2.696849823,-1.43219995499,0.555750012398
4791,-0.22729998827,-0.46101808548,-0.537500023842,-0.431100010872,-1.08404994011,-0.612749993801
56924,-0.121850006282,0.380087345839,-0.225549995899,0.209899991751,0.594099998474,-0.704800009727
2690,-0.878499984741,-0.60987752676,0.147900000215,-0.310100018978,0.00624999403954,0.365250021219
1019,-0.1916000247,0.426211118698,-1.12969994545,0.109599977732,-0.423249959946,-0.00540000200272
51422,-0.793949961662,1.06845378876,0.0451500117779,-1.066650033,-0.686200022697,0.228399991989
5788,-0.144250005484,0.275500327349,-0.827800035477,-1.12604999542,-0.208300024271,0.251399993896
6709,0.042999997735,0.548210144043,0.833449959755,0.0197499990463,0.423799991608,-0.312399983406
1277,0.688850045204,0.00664260983467,0.0502500012517,1.43029999733,-0.694000005722,0.275249987841
