rid,CPC014_A375_6H:BRD-A41692738-001-01-9:10,CPC014_A549_6H:BRD-A41692738-001-01-9:10,CPC014_A549_24H:BRD-A41692738-001-01-9:10,CPC014_ASC_24H:BRD-A41692738-001-01-9:10,CPC014_HA1E_6H:BRD-A41692738-001-01-9:10,CPC014_HCC515_6H:BRD-A41692738-001-01-9:10,CPC014_HEPG2_6H:BRD-A41692738-001-01-9:10,CPC014_HT29_6H:BRD-A41692738-001-01-9:10,CPC014_MCF7_6H:BRD-A41692738-001-01-9:10,CPC014_MCF7_24H:BRD-A41692738-001-01-9:10,CPC014_NEU_24H:BRD-A41692738-001-01-9:10,CPC014_NPC_24H:BRD-A41692738-001-01-9:10,CPC014_PC3_6H:BRD-A41692738-001-01-9:10,CPC014_PC3_24H:BRD-A41692738-001-01-9:10,CPC014_PHH_24H:BRD-A41692738-001-01-9:10,CPC014_SKB_24H:BRD-A41692738-001-01-9:10,CPC014_VCAP_6H:BRD-A41692738-001-01-9:10,CPC014_VCAP_24H:BRD-A41692738-001-01-9:10,LJP002_BT20_6H:BRD-A41692738-001-03-5:10,LJP002_BT20_6H:BRD-A41692738-001-03-5:2,LJP002_BT20_6H:BRD-A41692738-001-03-5:0.4,LJP002_BT20_6H:BRD-A41692738-001-03-5:0.08,LJP002_BT20_24H:BRD-A41692738-001-03-5:10,LJP002_BT20_24H:BRD-A41692738-001-03-5:2,LJP002_BT20_24H:BRD-A41692738-001-03-5:0.4,LJP002_BT20_24H:BRD-A41692738-001-03-5:0.08,LJP002_HS578T_6H:BRD-A41692738-001-03-5:10,LJP002_HS578T_6H:BRD-A41692738-001-03-5:2,LJP002_HS578T_6H:BRD-A41692738-001-03-5:0.4,LJP002_HS578T_6H:BRD-A41692738-001-03-5:0.08,LJP002_HS578T_24H:BRD-A41692738-001-03-5:10,LJP002_HS578T_24H:BRD-A41692738-001-03-5:2,LJP002_HS578T_24H:BRD-A41692738-001-03-5:0.4,LJP002_HS578T_24H:BRD-A41692738-001-03-5:0.08,LJP002_MCF10A_6H:BRD-A41692738-001-03-5:10,LJP002_MCF10A_6H:BRD-A41692738-001-03-5:2,LJP002_MCF10A_6H:BRD-A41692738-001-03-5:0.4,LJP002_MCF10A_6H:BRD-A41692738-001-03-5:0.08,LJP002_MCF10A_24H:BRD-A41692738-001-03-5:10,LJP002_MCF10A_24H:BRD-A41692738-001-03-5:2,LJP002_MCF10A_24H:BRD-A41692738-001-03-5:0.08,LJP002_MCF10A_24H:BRD-A41692738-001-03-5:0.4,LJP002_MCF7_6H:BRD-A41692738-001-03-5:10,LJP002_MCF7_6H:BRD-A41692738-001-03-5:2,LJP002_MCF7_6H:BRD-A41692738-001-03-5:0.4,LJP002_MCF7_6H:BRD-A41692738-001-03-5:0.08,LJP002_MCF7_24H:BRD-A41692738-001-03-5:10,LJP002_MCF7_24H:BRD-A41692738-001-03-5:2,LJP002_MCF7_24H:BRD-A41692738-001-03-5:0.4,LJP002_MCF7_24H:BRD-A41692738-001-03-5:0.08,LJP002_MDAMB231_6H:BRD-A41692738-001-03-5:10,LJP002_MDAMB231_6H:BRD-A41692738-001-03-5:2,LJP002_MDAMB231_6H:BRD-A41692738-001-03-5:0.4,LJP002_MDAMB231_6H:BRD-A41692738-001-03-5:0.08,LJP002_MDAMB231_24H:BRD-A41692738-001-03-5:10,LJP002_MDAMB231_24H:BRD-A41692738-001-03-5:2,LJP002_MDAMB231_24H:BRD-A41692738-001-03-5:0.4,LJP002_MDAMB231_24H:BRD-A41692738-001-03-5:0.08,LJP002_SKBR3_6H:BRD-A41692738-001-03-5:10,LJP002_SKBR3_6H:BRD-A41692738-001-03-5:2,LJP002_SKBR3_6H:BRD-A41692738-001-03-5:0.4,LJP002_SKBR3_6H:BRD-A41692738-001-03-5:0.08,LJP002_SKBR3_24H:BRD-A41692738-001-03-5:10,LJP002_SKBR3_24H:BRD-A41692738-001-03-5:2,LJP002_SKBR3_24H:BRD-A41692738-001-03-5:0.4,LJP002_SKBR3_24H:BRD-A41692738-001-03-5:0.08
5720,1.11594951153,0.554650485516,0.130275830626,0.537167906761,0.26740911603,1.37840545177,-0.740300059319,-0.030293546617,0.530712425709,1.00993824005,3.421200037,-0.792078614235,-0.0109866857529,-0.228632718325,-1.04578304291,1.42234015465,0.253205388784,-1.03040254116,-0.126275509596,-0.726212799549,0.451839029789,0.129995822906,0.164303332567,0.100099980831,0.0977333262563,0.504081130028,0.0476151406765,-1.74299430847,-0.121293962002,-1.41357064247,-1.06365180016,-1.03117394447,-0.673233151436,-0.591547429562,-1.44788646698,-1.29866027832,-1.06536757946,-0.0208666622639,-0.669400036335,0.946949958801,-0.00184999406338,0.326299995184,-0.697216391563,-0.560230791569,-0.0937920957804,-1.40706157684,-0.122699990869,0.457149982452,-0.942099988461,0.102350004017,-0.337634444237,0.502820134163,-0.464077353477,0.148515373468,-0.506942212582,-0.733150839806,-0.171299993992,-2.16549992561,0.138157919049,0.286967039108,0.298524171114,0.240300014615,-0.625899553299,0.646366000175,-0.0285460054874,-0.991161286831
466,1.15767717361,-0.289486795664,-0.978330910206,-0.956564068794,0.0717564225197,-0.354515552521,-0.0975500047207,-0.233489006758,-0.262738615274,0.500479221344,-0.462850004435,-0.744660437107,-0.415239423513,-0.286743819714,0.124701529741,0.544143557549,0.371041506529,-0.948267042637,0.235990256071,-0.670887589455,0.629926204681,0.507534325123,-0.432487040758,-0.76080006361,-0.508166670799,-1.60085487366,0.548407196999,-0.700016379356,0.415853321552,-0.449716806412,-1.3803550005,-0.625524997711,-0.967213749886,-1.73958098888,-0.988674104214,-0.995669841766,-0.0260671097785,0.209466665983,0.504649996758,0.765649974346,-0.65934997797,-3.14989995956,0.366361677647,-0.125196665525,0.304988116026,-0.662558674812,0.0847000032663,0.0347999930382,-0.255849987268,0.0217500030994,-0.21768578887,-0.404823422432,0.48038110137,0.372922152281,-0.172575205564,-0.293440490961,-0.889733314514,-0.0746999979019,0.0055522583425,0.0208694934845,0.207564175129,-0.38510003686,-0.185975253582,-0.615507304668,-0.886516690254,-1.55914497375
6009,0.579220175743,0.889607071877,-1.62853050232,0.246250346303,0.260742932558,0.174564436078,0.263650000095,-0.117610171437,-0.354094803333,0.410499662161,-0.495599985123,-0.778029322624,1.21757090092,-2.44910812378,-0.468543380499,-0.438726663589,-0.0333135202527,-0.427456378937,-0.137953743339,-0.363313645124,0.039113253355,0.933225274086,-0.639799118042,-0.318499982357,0.612033367157,-0.447793215513,0.361995249987,-1.47906899452,-1.19018483162,-0.174942106009,0.00996050611138,-1.70610785484,-0.901377081871,-0.248155117035,-1.68895053864,-1.01044178009,-0.547471344471,0.239999979734,1.09874999523,0.0962499976158,-0.573300004005,-0.924499988556,0.210374131799,-0.0905580222607,0.0452823340893,-0.889172017574,-0.324649989605,-0.0859999805689,-0.590200006962,-0.909049987793,0.0961704924703,0.565442681313,0.444080263376,0.429240465164,-1.40015006065,-0.256107211113,0.17596668005,-1.72940003872,0.625972390175,0.131471008062,0.599897503853,0.932333350182,-0.816365242004,-0.338586866856,-0.749923408031,-1.14703202248
2309,1.23947358131,-0.52899235487,0.731021106243,1.07818078995,-1.15205013752,0.807181835175,0.409050017595,0.149633735418,0.764287769794,0.40253791213,-0.365449994802,-0.216481626034,0.020278679207,-0.329187035561,0.424061208963,0.278363198042,1.02441942692,-1.19122493267,0.804594218731,1.03931415081,1.13847470284,0.297175705433,0.0544151812792,0.0703000128269,-0.123400017619,-0.0340354815125,0.72361779213,-0.769280970097,1.28401136398,0.799435377121,0.942321002483,0.413276106119,-0.846463263035,-0.561829864979,-1.4926058054,-0.18545871973,1.35845661163,0.342366665602,0.0654500126839,-0.415850013494,-2.87300014496,-2.17199993134,0.0335913598537,-0.384407877922,0.322924315929,-0.742392897606,0.353850007057,0.77120000124,0.00730000017211,0.465750008821,-0.202828019857,-0.574190616608,-0.922586083412,1.323964715,0.526767253876,0.366166770458,0.278566658497,-1.68394994736,0.877189874649,-0.336673378944,0.754682064056,0.145700007677,0.212051913142,0.802639067173,-0.0601974800229,0.52870196104
387,0.302830457687,-0.658709347248,0.926666140556,0.51529955864,-0.741925954819,-0.391885727644,0.27270001173,0.17894667387,-0.60607945919,-0.565816938877,0.129699990153,-0.795838713646,0.0805216655135,0.319217681885,-0.170763328671,-0.0997084081173,0.733712732792,0.712173163891,-0.407029420137,-0.3726144135,0.204569652677,0.681131124496,-0.409040778875,0.0669666528702,0.331700026989,0.180274665356,0.0806521549821,-1.00165390968,0.458701223135,-1.31893920898,-0.753803431988,0.181081697345,0.377421975136,0.0745527893305,-1.91132056713,-0.615390837193,0.0635065361857,0.172766655684,-0.00889999419451,0.42634999752,-1.92374992371,-0.891799986362,0.442144602537,-0.861499011517,0.849468827248,-0.299674630165,-0.555899977684,0.378800004721,-1.08510005474,0.246399998665,-0.449786603451,-0.0130481123924,0.0587267130613,0.672562241554,-0.789524078369,-1.07652401924,-0.254433333874,-1.39544999599,-0.0803674459457,0.661729454994,0.251803964376,-0.405433356762,-0.193352892995,-0.128113046288,-1.56008529663,-0.579847693443
3553,1.43516016006,0.728599429131,0.478764593601,-0.625068664551,-0.0693950355053,-0.222803741693,-0.688699960709,-0.5199868083,0.734470129013,-0.104971632361,-0.0354500412941,0.774903416634,0.108458422124,2.85966253281,-0.532141089439,-0.033444955945,-1.06183040142,0.798407673836,-0.02534561418,0.494340509176,-1.58964204788,-0.367758184671,0.0708144307137,0.158966600895,-0.0594333410263,0.374038517475,-0.395904421806,1.39871096611,-0.139049515128,-0.197771444917,-0.640267908573,0.345716953278,-0.838104963303,1.29350471497,2.63533353806,0.427035093307,-0.332582056522,0.154700011015,0.787299990654,0.0480999946594,0.381599992514,1.02610003948,0.429202497005,0.834501802921,-1.4264690876,1.59117591381,-0.660050034523,-0.764349997044,0.300549983978,-0.325500011444,-0.471027970314,-0.942081689835,0.139325812459,-0.19565166533,0.512178063393,-0.166137963533,-0.33506667614,2.79815006256,-0.232049137354,-0.0889624208212,-0.578876316547,0.371233344078,0.25601786375,0.258283257484,0.880140662193,2.15007758141
427,-0.877698719501,-0.682224452496,0.30801063776,0.188178032637,-0.963640511036,-1.64877676964,-0.292100012302,-0.700441002846,-0.766562521458,-0.637530505657,0.72000002861,0.379888117313,-0.899579107761,-0.149377673864,0.744463145733,0.554615020752,-1.91617202759,0.38248577714,-1.62049126625,-1.55589008331,-0.738869905472,-0.371435701847,-0.847257852554,-0.518300056458,-0.103533327579,-1.3166987896,-0.94696366787,-0.0898854732513,-0.680271685123,-0.058277323842,0.269688129425,-0.0679343193769,0.0406703464687,-0.212850913405,-0.685248076916,0.742772221565,0.0646126866341,-0.689700067043,-0.419199973345,0.498950004578,0.286199986935,-2.98850011826,-0.773103237152,0.627373933792,-0.276273280382,-0.470229834318,0.498899996281,-0.589800000191,-0.297349989414,-0.329149991274,-0.965578615665,-0.152166962624,0.1563359797,0.953495442867,-0.571426272392,-0.555504143238,-0.303166687489,-1.64894998074,-0.941637277603,-1.00696611404,-0.690544068813,-1.23806667328,-0.523638606071,-2.37655353546,-0.00102555751801,-1.29864156246
5898,0.494065672159,0.629334807396,-0.197054371238,-0.440448343754,-0.125996008515,-0.669088602066,-0.0577999949455,-0.383468687534,-1.0332698822,-1.28603386879,0.0698000043631,-0.616096317768,-0.284655123949,-1.07360243797,0.377606034279,0.420816779137,0.390469491482,0.0812964737415,-0.148090794683,-0.123020708561,0.386587381363,0.0896402597427,-0.813232839108,-0.298200011253,-0.408600002527,-0.5652769804,-0.207193791866,-0.0584130436182,-0.239120781422,-0.342239052057,0.282663226128,-1.11243057251,-1.99852538109,-0.760026693344,0.531984984875,-0.155223622918,0.433010309935,-0.5095667243,0.847450017929,0.110100001097,-1.23825001717,-2.36310005188,-0.564409971237,0.558012902737,0.103790268302,-0.805276989937,-1.05900001526,-0.0468000024557,-2.18715000153,-0.451449990273,0.803071439266,1.24128234386,-0.751910567284,-0.534327566624,0.178691923618,-0.0274704545736,-0.405733346939,0.0791499912739,0.882872402668,0.314503908157,0.557589173317,0.129633322358,-0.680304050446,-0.0463945940137,0.0768700987101,-2.51814508438
23365,1.31836700439,-0.230754300952,0.464138954878,0.0934082865715,-0.0863156542182,-0.909430682659,-0.662599980831,0.554872512817,-0.681408941746,-0.41358935833,0.167999982834,-0.933552861214,0.663383662701,0.900459051132,-0.612902700901,0.911342859268,-0.605211377144,-0.209336772561,0.297955751419,-0.744424819946,-0.435306787491,0.618254244328,0.00117267668247,0.941200077534,0.210900008678,-0.124289982021,0.818552613258,0.112481877208,-0.942321240902,-0.809282958508,0.733737587929,-0.207256287336,0.312869876623,0.789984047413,1.86652064323,-0.777580976486,-0.0382604897022,-0.276999980211,-0.556150019169,0.122050002217,7.36365032196,2.46679997444,0.101623900235,0.424776077271,-0.76235806942,0.0768714547157,-0.560450017452,-0.117550000548,0.423500001431,-0.125799998641,-0.332332193851,0.657385587692,-0.206031680107,-0.338531732559,0.198402404785,-0.048881046474,-0.611466646194,-0.872650027275,-0.222870498896,0.704699993134,0.181694358587,-0.347933351994,0.725303530693,-0.652621626854,-0.457488238811,0.350509226322
6657,1.56544625759,1.08611702919,0.629204213619,-0.441809415817,0.0670590400696,0.359797000885,-0.891000032425,0.0013885833323,0.666062653065,-0.547048270702,-0.00265000760555,-0.637272953987,-0.231189057231,1.11476969719,-0.134980812669,-0.251285821199,-1.09527087212,0.335923075676,-0.251641601324,0.0651516020298,-1.47397959232,-1.37404930592,0.187073618174,0.281800061464,0.166533350945,0.725524246693,-0.197993025184,1.31425261497,-0.0553325787187,-0.057348690927,0.416239738464,0.17155893147,0.197968780994,0.851391911507,1.57285153866,0.247302025557,-0.679964780807,-0.232066646218,0.142100006342,-0.773000001907,-0.0910999923944,0.73970001936,-0.222059577703,2.19964265823,-0.191099509597,0.704411745071,-0.573300004005,-0.583299994469,-0.373349994421,0.578700006008,-0.559696555138,-0.64256721735,-0.372257471085,-0.716646015644,-0.317968815565,-0.300642848015,-0.632133364677,1.94185006618,-0.645276784897,0.197744995356,-0.498645484447,0.267766684294,0.157356232405,-0.372878998518,0.332936733961,0.838569521904
