rid,DOS028_VCAP_6H:BRD-M17304464-001-01-7:5,DOS028_VCAP_24H:BRD-M17304464-001-01-7:5
5720,0.112497389317,0.257313013077
466,-0.767108857632,-0.168196588755
6009,-0.265269517899,-0.108564317226
2309,-0.755352020264,0.373043775558
387,-0.0896376371384,0.0127186179161
3553,-0.0157293230295,-0.149181783199
427,0.0892107635736,-0.717264354229
5898,0.0440904572606,0.808754682541
23365,-0.350680202246,-0.266247987747
6657,-0.36360502243,-0.512128949165
5054,0.111718863249,1.04085695744
3108,0.130791187286,-0.439926683903
1950,0.437704563141,0.535572052002
351,-0.0410405695438,0.0963246971369
4846,-0.806406140327,-0.39056789875
1452,0.515338897705,0.00753885507584
4776,0.446408510208,-0.577325105667
6908,-0.454672962427,-0.588152050972
672,0.441235661507,-0.397830486298
5710,0.211198419333,0.317119240761
2115,0.414839327335,-0.0358020067215
7015,0.100744634867,0.0506892241538
8726,-0.356023281813,0.505256891251
2185,-0.243204891682,-0.628904700279
3315,0.276911854744,0.981063127518
5289,-1.44307613373,-0.179883614182
868,0.0719050467014,3.22486615181
1677,-0.409199535847,-0.397223949432
7043,-0.441120654345,0.790039241314
5613,-0.0868109092116,0.292482227087
595,0.617084026337,0.247098475695
4793,0.169686168432,-0.121382750571
2736,-0.0150094181299,0.172637179494
5290,0.0406668372452,-0.11973080039
6194,0.0437259376049,0.567740738392
1676,0.256838917732,-0.355254590511
23512,0.551226615906,-0.371827960014
148022,0.464916229248,-0.2142136693
1906,0.368600845337,-0.258590638638
8878,-0.319499254227,-0.303381621838
3091,0.251942962408,-0.099886149168
5743,-0.151942878962,0.254723399878
5321,0.0418206304312,-0.356083214283
4144,-0.157859474421,-0.137343287468
1981,0.401320070028,-0.107684269547
695,0.151853054762,0.60952436924
10398,0.155475452542,0.251613050699
5708,0.952733278275,0.0820751488209
1213,-0.698387086391,-0.670422315598
226,0.187625333667,0.62373906374
6777,-0.347945064306,0.0546564310789
2113,-0.18775844574,0.00754670798779
3329,-1.55908131599,-0.0644856095314
1050,-0.162551164627,-0.31991815567
9491,0.508194923401,-0.44702488184
22926,-0.873230934143,-0.0669007450342
5899,0.0701315999031,-0.499246478081
5467,-1.14227485657,-0.664304077625
6774,0.0724476873875,-0.525465786457
1788,0.152916580439,-0.0950105562806
5921,-0.340448379517,0.615377187729
5721,-0.46817356348,0.149429529905
2263,0.678254365921,-0.042302839458
808,0.992445230484,-0.224472373724
30001,-0.477170079947,0.298689305782
348,0.724379241467,-0.579329848289
30849,-0.481579571962,-0.227144807577
1454,-0.0605428516865,-0.0123916715384
6500,0.290296792984,0.0520966649055
5627,0.390739709139,-0.636492729187
5715,-0.128695338964,0.317765325308
4791,0.356264948845,-0.863093495369
56924,0.141544982791,0.813790440559
2690,-0.40659070015,-0.452625900507
1019,0.478885412216,-0.102065742016
51422,0.279686033726,-0.430860847235
5788,-0.365804433823,0.935097396374
6709,-0.0366208553314,0.780709922314
1277,0.344816297293,0.26049181819
993,0.586425065994,0.21205830574
7157,0.491724431515,-0.0279272869229
1958,0.394034713507,-0.368838876486
4582,-0.994844675064,0.826054692268
9212,-0.1461173594,-0.013945505023
8440,-1.01202857494,-0.294364690781
6790,0.0042639374733,0.00320062041283
8851,0.842590332031,0.875675439835
2534,0.180001527071,0.0628759860992
4893,0.482201606035,0.26062142849
665,0.0506071448326,0.469027101994
4313,0.19861266017,-0.697212040424
1022,-0.410181581974,-0.403826743364
5880,0.685510396957,-0.543354690075
3162,0.562661767006,0.347612679005
1282,0.161358654499,-0.0164574459195
3383,-0.23739336431,-0.475110948086
727,1.96422338486,-0.247882530093
4792,-0.29090076685,0.168470561504
4794,-0.264594852924,0.333672523499
902,0.345457077026,-0.194147258997
8091,0.315918385983,-1.457493186
3486,0.253757059574,-0.458519488573
10818,-0.392219781876,0.0380732119083
3454,-0.11337262392,-0.560677409172
4282,-0.963093042374,0.0401650369167
1605,0.116231292486,0.162099689245
10644,0.0885731503367,-0.498892605305
2065,0.0328812152147,-0.117255724967
8321,0.655444204807,-0.0985954552889
8503,-0.0410842262208,-0.666550397873
7027,-0.554443955421,0.942931771278
6850,-0.299049854279,-0.126372218132
1978,0.39143037796,0.416113972664
896,0.354286849499,0.467417299747
5777,0.0354248136282,0.447843551636
1846,0.483414798975,0.178708091378
5925,0.204632148147,0.000451415777206
142,0.136518388987,-0.332165688276
1021,-0.613075017929,0.471042454243
5699,-0.506288051605,0.261238515377
8061,-0.271944522858,0.858835697174
1870,-0.234904110432,-0.630886673927
1398,0.0356504172087,0.466010391712
3312,0.257657825947,-0.0995212942362
891,0.563980460167,-0.0824549496174
4775,-0.00109076499939,-0.22505620122
5111,-1.07576620579,0.290150642395
5696,-0.482887536287,0.0829207599163
5588,-0.298160612583,-0.243705004454
6839,0.0719422698021,0.339153438807
329,-2.10560584068,-0.323074281216
5058,-0.191728651524,0.0632119327784
998,0.433095306158,-0.0860137045383
9134,0.90253508091,0.0898499786854
6616,0.337767422199,-0.339816778898
5223,-0.529803574085,0.00153367221355
4690,0.163780033588,1.12881481647
958,0.226159900427,-0.511049330235
1616,1.84711050987,0.172261744738
991,0.633317112923,0.343791097403
6347,0.207827568054,-0.36075976491
6714,0.286135345697,-0.459083080292
652,0.17707760632,-0.614605128765
4331,0.663176655769,0.0461160093546
7099,0.340349286795,0.0598221980035
10320,-0.247602716088,0.877236902714
2042,0.196764156222,-0.432865977287
843,0.701931476593,-0.380103886127
840,-0.113780274987,0.190517663956
7048,-0.369335323572,3.23002910614
4851,-0.233648180962,0.337320059538
6464,2.71470594406,-0.10725518316
23410,-0.817547440529,0.157497867942
54205,-0.276361644268,-0.624237537384
2770,0.187362283468,0.35025793314
80204,-0.706324994564,0.110439419746
4208,-0.131999671459,0.165472894907
1845,-0.745741605759,-0.89991235733
23368,-0.265560567379,-0.0218266565353
5583,-0.707252264023,0.90353167057
8900,0.36253786087,1.1823990345
581,0.369772136211,0.514690458775
6193,0.308046728373,-0.688960552216
6622,-0.296650290489,-0.336745947599
11261,0.128415077925,0.225998044014
6696,0.439070731401,0.19101524353
8312,0.951377511024,0.250271052122
835,-0.0941289663315,2.82482171059
8324,-0.250671386719,-0.635777950287
1848,-0.270083606243,-0.515477240086
154,-0.102425552905,1.27648103237
4312,0.123940728605,-0.17474168539
994,-0.0797544121742,0.380444228649
2048,-0.61592400074,-0.214836597443
1111,0.360148787498,-0.244967073202
5154,0.485846698284,0.963656306267
2920,0.426332563162,0.32604020834
3122,-0.0062231970951,-0.449986547232
2769,-0.477774351835,-0.367809921503
5900,-0.151132449508,0.14672678709
6304,-0.259728431702,-0.0987159609795
5211,-0.402217000723,0.0782672166824
2886,0.144889757037,-0.120806962252
9261,-0.695152759552,-0.490425109863
8569,0.0254894569516,0.062553204596
3303,0.072943508625,0.484927773476
5331,0.720299243927,-0.119330316782
5347,0.62070286274,0.413956999779
4638,0.115812376142,-0.10922254622
2264,0.392675369978,-0.908792495728
1029,-1.499563694,0.846715867519
1027,-0.892043232918,0.516481220722
2597,-0.000367434840882,-0.632138371468
55847,-0.340388268232,0.510348916054
25803,-0.39851757884,-0.070851624012
