rid,DOS015_VCAP_6H:BRD-K23872111-001-01-4:5.06,DOS015_VCAP_24H:BRD-K23872111-001-01-4:5.06,DOSBIO002_A375_24H:BRD-K23872111:10.1133,DOSBIO002_A549_24H:BRD-K23872111:10.1133,DOSBIO002_HT29_24H:BRD-K23872111:10.1133,DOSBIO002_PC3_24H:BRD-K23872111:10.1133,DOSBIO002_MCF7_24H:BRD-K23872111:10.1133,DOSBIO002_NEU_24H:BRD-K23872111:10.1133,DOSBIO002_NPC_24H:BRD-K23872111:10.1133
5720,0.652118623257,-0.0752715393901,1.08111214638,1.18462455273,-0.881542265415,-0.467731058598,0.73527431488,-0.35435000062,0.0421702563763
466,-1.39729857445,-1.16292870045,-0.646516978741,0.273435354233,-0.147249609232,-0.0233485195786,0.504862010479,-0.666499972343,-0.371355801821
6009,-0.00922341644764,-0.54846739769,-0.243380084634,0.109122730792,0.103026837111,-0.392814308405,0.361108243465,-0.116299986839,-0.195472583175
2309,0.192146494985,3.8430826664,-0.733810067177,-0.560347735882,-0.157927721739,0.229635357857,0.0601779818535,0.486449986696,0.490143328905
387,0.125990793109,-2.1542725563,0.0112057626247,0.31412345171,-0.556853353977,0.305404722691,-0.0701160952449,0.395300000906,1.12202548981
3553,-0.185997098684,-1.89551115036,-1.2339515686,-0.497691452503,0.116237252951,0.752937078476,-0.788190245628,-0.333249986172,-1.04152190685
427,-0.284175395966,0.0970664322376,-0.739355444908,0.68179833889,-0.832828640938,-0.360899865627,-1.02424740791,-0.911599993706,0.0645252615213
5898,1.16820526123,4.5821185112,-0.255820840597,-0.0747486501932,0.487003624439,-0.41211143136,-0.237406760454,-0.543599963188,0.856292426586
23365,-0.289888679981,-0.9274944067,1.03393006325,-0.381777763367,0.070018582046,0.241806089878,0.171306088567,0.467749983072,-0.334675341845
6657,0.504080712795,0.616574048996,-1.14560616016,0.0303443670273,0.630926847458,-0.277024567127,-0.997394144535,0.419099986553,0.555197179317
5054,-0.853882551193,-0.0580556541681,1.10102415085,0.272591143847,0.482813239098,-0.116524860263,-0.278068780899,0.0348500013351,-0.461846441031
3108,-0.338837265968,0.882922768593,-0.346282124519,-0.885692715645,-0.133621633053,1.12723791599,-0.527143239975,0.328150004148,-0.478336542845
1950,0.530215620995,0.643414914608,-1.05659198761,-0.476696670055,0.759929060936,-0.788995921612,-0.170869797468,-0.0261500477791,0.285739719868
351,-0.370592176914,-0.347521960735,-0.160656780005,-0.32446834445,-0.594432651997,-0.213036686182,-0.16346809268,-0.326350003481,-0.369568496943
4846,1.85692870617,3.18072795868,-0.0145075321198,-0.516579508781,0.872379422188,1.02166318893,0.524394571781,0.601300001144,1.90231084824
1452,0.667487561703,1.48327422142,-0.48920071125,-0.0272085145116,-0.238163918257,-1.67853558064,0.839334964752,0.987800002098,1.02913987637
4776,0.394414663315,1.20869493484,-0.143738776445,-0.816804349422,0.802251458168,-0.142290651798,-0.775426745415,0.20664998889,0.253231853247
6908,0.000661385245621,-0.779864907265,0.201033860445,1.07629978657,-0.0401298105717,-0.0371296405792,0.402562260628,-0.0513000003994,0.518292784691
672,-1.6799197197,-3.81501293182,-0.733473062515,0.685028195381,0.186595022678,-0.484938889742,0.307052373886,-0.325599998236,-0.289449036121
5710,-1.42343997955,-0.578981876373,0.330834507942,0.495968133211,0.504811763763,-0.19573917985,0.581659436226,0.28125,-0.25057965517
2115,-0.264640450478,0.0126619338989,-0.145727977157,-0.987565875053,-0.0137556195259,-0.288123518229,-0.488891929388,1.23479998112,1.23924052715
7015,-0.403869092464,-0.759841620922,0.127031981945,-0.826931536198,-0.147604361176,-0.0219081044197,-0.549300074577,-0.278250008821,0.50309574604
8726,0.141914129257,-2.74905228615,0.337056010962,-0.529599666595,0.15665307641,0.974648177624,0.89399856329,0.144549995661,0.937437713146
2185,-0.158622354269,1.67280077934,-0.513016104698,-0.886864900589,0.000643730163574,0.430264741182,-0.883819460869,-0.793249964714,-0.391717582941
3315,0.913479089737,5.52407836914,0.00302231311798,0.275512933731,-0.719890356064,-1.14954411983,0.278709739447,1.12335002422,-0.183635354042
5289,-0.490532010794,2.12670373917,0.237673729658,0.533200323582,-0.334806770086,-0.209141850471,0.200819283724,-0.830749988556,0.609735608101
868,0.4466547966,2.18079829216,-0.0918767154217,-0.932884454727,0.0797885805368,1.51461303234,-0.124167114496,0.90649998188,-1.18779397011
1677,-0.32122027874,-3.8776948452,-0.843354642391,0.217198371887,0.784122228622,0.412901252508,-0.264221310616,-0.50830000639,0.0405752807856
