rid,DOS030_VCAP_6H:BRD-K80439608-001-01-2:4.95,DOS030_VCAP_24H:BRD-K80439608-001-01-2:4.95,DOS034_A375_24H:BRD-K80439608-001-01-2:4.95,DOS034_A549_24H:BRD-K80439608-001-01-2:4.95,DOS034_HT29_24H:BRD-K80439608-001-01-2:4.95,DOS034_MCF7_24H:BRD-K80439608-001-01-2:4.95,DOS034_PC3_24H:BRD-K80439608-001-01-2:4.95,DOSBIO001_A375_24H:BRD-K80439608:9.89586,DOSBIO001_A549_24H:BRD-K80439608:9.89586,DOSBIO001_HT29_24H:BRD-K80439608:9.89586,DOSBIO001_MCF7_24H:BRD-K80439608:9.89586,DOSBIO001_PC3_24H:BRD-K80439608:9.89586,DOSBIO001_NEU_24H:BRD-K80439608:9.89586,DOSBIO001_NPC_24H:BRD-K80439608:9.89586
5720,-2.99660015106,-0.642987668514,-1.64230179787,-0.677033305168,0.621699988842,-0.591448783875,0.108749985695,0.47185793519,-0.300141960382,0.159533321857,0.5807492733,-0.306318789721,-0.513650000095,0.66107159853
466,-3.06369996071,-0.410921275616,-0.624801397324,-0.916300058365,0.989249944687,-0.184289902449,-0.171000003815,0.590608239174,1.73367547989,0.747833371162,0.716234564781,-1.40460717678,0.201499998569,0.308627009392
6009,0.261650025845,0.473092615604,1.56409645081,-0.22636666894,-0.198199987411,0.0967442393303,-0.380050003529,-0.396226078272,-0.0800725594163,-0.440800011158,0.873659968376,0.0168998539448,-0.784900009632,0.779322385788
2309,-3.03180003166,0.49320435524,-0.218017756939,-0.631699979305,1.00995004177,0.277100801468,0.964699983597,-0.621677398682,-0.423350632191,-0.217733338475,0.0357891321182,-0.16991969943,-0.277399986982,0.362083554268
387,0.529399991035,0.123483389616,3.27127742767,0.00453332066536,1.59825003147,1.1698410511,0.330000013113,-0.0334497392178,0.816502809525,0.410566687584,-0.187175393105,-0.130990743637,0.731800019741,0.443937122822
3553,3.9509999752,-0.508448004723,-0.531168162823,0.165266662836,-1.10000002384,-1.01412546635,1.21924996376,-0.206639349461,0.439800471067,-0.485900044441,0.309494972229,-0.50816911459,-0.0159500092268,-1.32512187958
427,-0.554300010204,0.453131854534,1.30859160423,0.126033335924,1.47134995461,0.430106073618,-0.549900054932,-0.550868391991,0.767954230309,-0.394266694784,0.47251033783,-0.38099732995,-0.217599958181,-0.532253265381
5898,0.258350014687,-4.29748153687,-1.08991527557,-0.439233362675,-0.00684997439384,-0.287269979715,-0.679499983788,0.191083550453,0.547925174236,0.740633368492,-0.347572356462,-0.54225307703,0.449500024319,0.402366369963
23365,0.526049971581,-1.3376595974,0.644987225533,0.815466701984,1.56720018387,-0.289361715317,0.866800069809,-0.123345352709,0.4129973948,0.537366688251,-0.589708447456,-0.59619987011,0.11930000782,0.568052947521
6657,3.59149980545,1.43098294735,-1.88539481163,2.4743001461,-0.763949990273,-1.4456615448,-0.885399997234,-0.128470122814,-0.308076262474,-0.441666662693,0.248164772987,1.29095208645,-0.441750049591,0.801520347595
