rid,CPC010_A375_6H:BRD-A99518825-001-05-2:10,CPC010_A549_6H:BRD-A99518825-001-05-2:10,CPC010_A549_24H:BRD-A99518825-001-05-2:10,CPC010_HA1E_6H:BRD-A99518825-001-05-2:10,CPC010_HCC515_6H:BRD-A99518825-001-05-2:10,CPC010_HEPG2_6H:BRD-A99518825-001-05-2:10,CPC010_HT29_6H:BRD-A99518825-001-05-2:10,CPC010_MCF7_6H:BRD-A99518825-001-05-2:10,CPC010_MCF7_24H:BRD-A99518825-001-05-2:10,CPC010_PC3_6H:BRD-A99518825-001-05-2:10,CPC010_PC3_24H:BRD-A99518825-001-05-2:10,CPC010_VCAP_6H:BRD-A99518825-001-05-2:10,CPC010_VCAP_24H:BRD-A99518825-001-05-2:10,CPC014_A375_6H:BRD-A99518825-001-01-1:10,CPC014_A549_6H:BRD-A99518825-001-01-1:10,CPC014_A549_24H:BRD-A99518825-001-01-1:10,CPC014_ASC_24H:BRD-A99518825-001-01-1:10,CPC014_HA1E_6H:BRD-A99518825-001-01-1:10,CPC014_HCC515_6H:BRD-A99518825-001-01-1:10,CPC014_HEPG2_6H:BRD-A99518825-001-01-1:10,CPC014_HT29_6H:BRD-A99518825-001-01-1:10,CPC014_MCF7_6H:BRD-A99518825-001-01-1:10,CPC014_MCF7_24H:BRD-A99518825-001-01-1:10,CPC014_NEU_24H:BRD-A99518825-001-01-1:10,CPC014_NPC_24H:BRD-A99518825-001-01-1:10,CPC014_PC3_6H:BRD-A99518825-001-01-1:10,CPC014_PC3_24H:BRD-A99518825-001-01-1:10,CPC014_PHH_24H:BRD-A99518825-001-01-1:10,CPC014_SKB_24H:BRD-A99518825-001-01-1:10,CPC014_VCAP_6H:BRD-A99518825-001-01-1:10,CPC014_VCAP_24H:BRD-A99518825-001-01-1:10
5720,0.455417990685,-0.0417999960482,-2.8884999752,-0.0715603679419,-0.920500040054,-1.24354481697,-0.47366642952,-0.438473105431,-0.348942011595,-0.573010444641,-0.231831088662,-0.897666931152,0.258840024471,-0.904983997345,-0.180180907249,0.00606542825699,0.0424500107765,-3.03511476517,0.209499999881,0.0468519628048,-0.672472596169,-0.527398526669,0.591717720032,0.517199993134,-0.921622574329,0.641999721527,0.060749836266,1.22319090366,3.80128073692,-0.670053124428,0.528077125549
466,0.125196278095,0.713549971581,1.99755001068,0.182647317648,-0.453033357859,0.381074786186,-0.167204543948,-0.17710198462,-0.263596504927,-0.223949745297,-0.488403320312,-0.832591772079,0.361160039902,0.32046943903,-1.08405470848,0.143872201443,-0.477450013161,0.939836859703,-0.406833350658,0.232292100787,0.128901034594,0.475171029568,0.309068143368,-0.815699994564,-1.71177852154,-0.422241538763,1.32065653801,-0.772027671337,0.7436388731,0.182064205408,0.389481306076
6009,-0.305027425289,0.949299991131,-1.76649999619,-0.633334994316,-0.180500030518,0.681517601013,-0.113658085465,-0.643253803253,-0.349263131618,-0.317316144705,0.219156369567,0.322989940643,0.00802001357079,0.71607285738,0.135182857513,0.227437719703,0.11720007658,0.676925122738,0.120400041342,0.885716557503,0.333551585674,-0.228190630674,0.644707679749,0.28900000453,0.558147192001,-0.232527419925,0.460152357817,0.0878818333149,1.12109827995,0.578088283539,0.441480576992
2309,-0.746452748775,0.287550002337,-0.406450003386,-0.626828432083,0.261933356524,0.597885012627,-0.946140229702,0.201629042625,-0.588489234447,-0.502644538879,-0.373066991568,-0.923708081245,-0.392959982157,-0.589820742607,-0.797246396542,-0.712100148201,-1.46039998531,-0.781153261662,-0.76216673851,-0.777054667473,-0.743875265121,-0.245958179235,-1.53253626823,0.21084998548,-0.203519806266,-0.623911440372,-0.0873494148254,-0.242301866412,-0.13137345016,-0.363914221525,-0.262704491615
387,-0.633987545967,0.600199997425,-3.93634986877,0.00319594144821,0.203966677189,0.884749174118,-0.785554349422,-1.13577485085,-0.867906212807,-0.0390922576189,-0.262270957232,-0.0505856573582,-0.306560069323,0.18001255393,0.0891728922725,0.162100076675,-0.341649949551,0.88906699419,0.321600019932,0.220925122499,-0.108062848449,0.239464923739,0.0310119912028,0.424250006676,1.70636093616,-0.0621923878789,1.38415884972,0.682451784611,1.02450966835,0.839487671852,0.0932765156031
3553,-0.674506962299,-0.535800039768,2.43640017509,0.158170476556,0.0187333226204,-0.78410243988,0.129652231932,0.525112211704,2.46812772751,0.898966431618,-0.352566808462,1.42021751404,0.12685996294,-0.25140440464,0.872888147831,-0.439871191978,3.74364995956,-0.804732859135,-0.16196668148,-0.265252947807,-0.188662722707,-0.492776542902,-0.238210871816,-0.422500014305,4.54457807541,-0.0856469720602,-0.785853147507,-0.0998132824898,-2.012778759,0.332261383533,-1.18736386299
427,-0.297336906195,0.753000020981,2.09060001373,0.343843013048,0.255300015211,-0.538450479507,-0.088360927999,-0.626470804214,-0.743216991425,0.187458023429,0.361006259918,-0.0510173216462,0.227319985628,-0.0498528629541,-0.33608058095,0.773681104183,-0.536050021648,0.828195214272,-0.0660000443459,-0.199304133654,-0.207766383886,0.260578304529,0.537092804909,0.614549994469,0.0415989756584,0.0586935728788,0.549039125443,-1.91729640961,2.03227853775,0.364699184895,-0.0212719775736
5898,-0.256355732679,-0.643000006676,1.55695009232,-0.241676867008,0.183633387089,-0.0159494280815,0.281792759895,-1.12681686878,-0.0209976378828,0.333109915257,0.408592194319,-1.2749478817,1.24148011208,-0.414294362068,-1.56303560734,-0.6038428545,0.912949979305,0.742004275322,-1.24530017376,-0.262678265572,0.0424073338509,-0.180104240775,0.354120641947,-1.29375004768,-0.537860274315,-0.176451832056,-0.19667583704,-0.445041924715,-0.143446937203,-0.15996016562,-1.63314402103
23365,-0.122205719352,-0.229399994016,1.69970011711,0.406779587269,1.36193335056,0.273777991533,-0.479595005512,0.0814725160599,-0.913443088531,0.137332111597,-0.118233859539,0.58944606781,-0.178320005536,0.344648897648,-1.33992624283,-0.0968601107597,0.693599998951,0.549045562744,0.0643666684628,0.501219570637,0.161048606038,-0.0236491113901,-1.15353238583,-0.596199989319,-0.464495241642,-0.0790842399001,0.774784326553,-0.0224721431732,-1.55316638947,0.149093329906,-0.14911621809
6657,0.0494019277394,-0.253549993038,2.01405000687,0.0309237651527,-0.272933363914,-0.705085992813,0.409141480923,-0.313004344702,0.692838072777,-0.446002691984,0.712850093842,0.843651354313,-0.265439987183,-0.0904345139861,0.662219882011,-0.0382803678513,1.59014987946,-0.990504682064,0.991700053215,0.482238173485,0.219273746014,-0.371972948313,0.343792259693,0.0593499988317,-0.264883100986,0.46083059907,-1.30042648315,0.00213797390461,1.4385727644,0.88538646698,-0.798602223396
