rid,DOS049_A375_24H:BRD-K39647256-004-01-1:5,DOS049_HT29_24H:BRD-K39647256-004-01-1:5,DOS049_MCF7_24H:BRD-K39647256-004-01-1:5,DOSBIO002_A375_24H:BRD-K39647256:10,DOSBIO002_A549_24H:BRD-K39647256:10,DOSBIO002_HT29_24H:BRD-K39647256:10,DOSBIO002_PC3_24H:BRD-K39647256:10,DOSBIO002_MCF7_24H:BRD-K39647256:10,DOSBIO002_NEU_24H:BRD-K39647256:10,DOSBIO002_NPC_24H:BRD-K39647256:10
5720,1.42299091816,-1.76275002956,-0.087199985981,0.908361673355,0.34908914566,-0.447196125984,-0.233705088496,0.85370194912,1.22444987297,0.83929246664
466,-0.707570195198,-1.59815001488,-1.79334998131,-1.54756808281,0.523039579391,-0.485939145088,0.0253789201379,0.884281277657,0.924950003624,0.29006254673
6009,0.360167771578,2.60954999924,0.0165500044823,-0.370821744204,0.155152067542,-0.40525084734,-0.428572624922,-1.21621108055,-1.68534994125,-0.349199652672
2309,0.322944998741,0.438099980354,1.40824997425,0.0816603302956,-0.375685602427,0.673772215843,1.56220972538,0.859360694885,-0.446599990129,1.16650390625
387,0.607009470463,3.95845007896,0.860949993134,0.216078162193,0.456826031208,-1.32718074322,-0.559406459332,0.0807324796915,-1.02234995365,0.0919021517038
3553,-0.573967695236,-0.788150012493,0.383049994707,0.956632435322,-0.987806856632,-0.181987702847,1.53152060509,-0.144953116775,1.44114995003,-1.13295197487
427,0.381434857845,0.458900004625,0.668799996376,-0.67284309864,0.321970939636,0.660438477993,-0.477020561695,1.29322195053,1.09605002403,0.114673808217
5898,0.0706604346633,-2.07629990578,-1.20745003223,0.615568518639,0.549681842327,0.653917312622,0.397636711597,-1.15652632713,-0.682249963284,-0.176096782088
23365,-0.833876729012,-0.302399992943,0.475599974394,0.352247774601,0.10339473933,-0.108096502721,-0.171194911003,-0.708681762218,-1.21095001698,0.677410125732
6657,-0.79810500145,-0.696250021458,1.76374995708,-1.44257235527,-1.30743062496,0.0804860144854,-0.0219559818506,0.601958096027,-1.79739999771,0.693910241127
5054,0.589425742626,1.16355001926,0.0743499994278,0.59552359581,2.27194714546,0.672312319279,-0.858954906464,-0.0357128679752,0.21770003438,-1.94817185402
3108,1.16401827335,4.24144983292,5.37744998932,3.79957890511,-0.856090724468,3.09659671783,0.26168692112,-0.63642513752,1.82729995251,-0.0231706947088
1950,-0.39380723238,-0.508000016212,-1.02635002136,-0.839616239071,-0.40355104208,-0.00163073837757,0.183754980564,0.986667633057,-0.222899988294,-0.598907828331
351,-0.403151899576,-1.11355006695,0.672100007534,0.147151187062,0.718493103981,0.67306137085,0.409062951803,0.609138667583,0.598249971867,0.181347042322
4846,0.62012732029,-2.35730004311,-0.327950000763,2.80244326591,-0.505568265915,0.215768486261,0.336142480373,0.378496557474,1.25745010376,-0.574766337872
1452,-0.0516104251146,0.265399992466,-0.0118499994278,0.0411597341299,0.155212640762,1.2880551815,0.269471287727,0.410128504038,-0.501999974251,0.134495377541
4776,-0.244573414326,-0.601899981499,0.213349997997,1.10410773754,-0.399165481329,-0.144903972745,0.512289524078,-0.0769354850054,-1.1603500843,-0.00569488108158
6908,0.96648401022,0.386200010777,-0.266400009394,-0.573372900486,-0.26724588871,-1.13997089863,-0.219409942627,-0.107576206326,-0.541199982166,0.566115319729
672,-0.0219237357378,-4.22644996643,-0.881749987602,-0.408154666424,0.213697642088,0.0667371600866,-1.01192545891,-1.46797037125,0.239500001073,1.38845777512
5710,-1.51678442955,-0.670199990273,-1.25010001659,-0.149688839912,1.20688390732,0.521608650684,0.0594877451658,-0.781452417374,-1.14285004139,0.42531093955
2115,1.17926955223,1.98654997349,5.6234498024,0.322606980801,-0.480676829815,0.108042918146,0.0591042935848,0.160184442997,1.00484991074,0.101043619215
7015,0.166541934013,-0.826550006866,-0.198849990964,1.97496068478,-0.670334339142,0.0968999266624,-0.210906416178,-0.00398586690426,0.455849975348,-0.365334331989
8726,0.273702263832,-1.39190006256,0.395049989223,-1.36658668518,-0.858077406883,-0.8129144907,-0.579288244247,-1.59336054325,0.430800020695,0.880334973335
2185,-0.309109538794,-0.898249983788,1.70589995384,0.348297089338,-0.481128782034,-0.264935016632,-0.503748655319,0.0848513096571,0.610850036144,-0.947711348534
3315,-0.124143183231,0.848950028419,-0.0226000007242,-0.110082626343,-0.106861904263,-0.415418058634,-0.18562528491,-0.172227755189,-0.728049993515,-0.453068196774
5289,0.0103263109922,-2.19974994659,0.0816500037909,-0.826524853706,-1.72284507751,-0.179853260517,0.425893962383,0.347578048706,1.81419992447,-0.522680521011
868,-0.360210120678,-1.04670000076,0.172650009394,0.331280857325,-0.349700838327,-0.390661984682,1.33503890038,1.45263957977,-0.13299998641,0.597505927086
1677,0.0224002301693,-0.800149977207,-0.432300001383,1.37464404106,-0.685627520084,-1.06790733337,-0.282601356506,1.1276807785,1.11570000648,-0.478097885847
7043,-0.313205510378,-0.0736500024796,1.78745007515,0.384532123804,-0.0269194543362,-0.340547770262,-0.532649636269,0.822966098785,0.505999982357,-0.75179952383
5613,-0.996704757214,-1.6602499485,0.222299993038,0.52904599905,-0.874637126923,-0.172371596098,-0.446810930967,0.168045207858,-0.148099988699,0.512418270111
595,-0.79688847065,3.93085002899,-0.457399994135,-0.313210427761,0.227667465806,-0.448173224926,0.023656303063,-0.791711568832,-1.19879996777,0.344591081142
4793,-0.626523852348,2.34490013123,-0.367300003767,-0.345561236143,0.0181301832199,0.0848652794957,-0.226039946079,-0.525423765182,1.26485002041,-0.652687430382
2736,-1.01935482025,-1.51034998894,-0.0470499992371,-0.119474709034,-0.36960965395,-0.403497606516,-0.902385771275,-0.487723648548,0.229449987411,0.141325876117
5290,-0.136425018311,-1.0556999445,1.10520005226,0.276538878679,-0.263828516006,0.339534521103,-0.0649260729551,-0.387248635292,1.27565002441,0.000836033374071
6194,-0.0448632948101,0.00205000001006,1.45694994926,0.773435354233,0.109072297812,0.459773898125,-0.176487237215,0.217071563005,-0.763599991798,-0.477546989918
1676,0.664932549,-4.16139984131,0.102249994874,2.1791677475,1.77858889103,0.0897442772985,-0.620814561844,0.362419366837,0.296549975872,-0.694057941437
23512,-1.20671522617,-9.34210014343,-0.467899978161,-0.18818205595,-0.141622573137,-0.406212925911,0.0679317265749,-0.0164958909154,-0.654350042343,0.682873010635
148022,-0.698213040829,-1.4767999649,-0.483950018883,0.547129631042,0.619605958462,0.12294536829,0.567119836807,-0.155636668205,1.37615001202,-0.709841489792
1906,-0.139670684934,-2.85595011711,0.481449991465,0.811660587788,-1.42783260345,-1.02294754982,-0.16017703712,0.0928245782852,0.348349988461,-1.22851979733
8878,0.821859240532,1.17820000648,-1.7160500288,0.810910284519,1.11118137836,0.654335856438,0.4771900177,0.50967746973,-1.4865000248,0.654701650143
3091,-1.21765983105,-4.11479997635,-0.192050009966,0.421696633101,0.582186698914,0.466904491186,0.65764182806,0.601286292076,-1.62615001202,0.373369812965
5743,-0.451352000237,0.0606500208378,0.441200017929,0.822060525417,0.905259847641,-0.347535014153,2.54771852493,-0.389257222414,0.439199984074,-1.17933773994
5321,0.445875436068,-1.53990006447,-1.48724997044,0.184282109141,-0.555513381958,0.433503657579,-0.501345455647,-0.17444254458,0.538900017738,-0.517406046391
4144,-0.134619146585,-0.702899992466,0.528299987316,0.0178881436586,1.17630636692,1.28322839737,0.697250008583,2.18256378174,-0.769349992275,0.487424790859
1981,0.00910869240761,-0.198400005698,0.887350022793,-1.11537289619,-1.96153271198,0.202917933464,-0.177769690752,-1.03453850746,-1.76999998093,0.195441961288
695,0.0634818151593,0.480250000954,5.21824979782,1.37179076672,0.101561665535,-1.13920366764,-0.62367105484,0.843580067158,-0.550000011921,0.112381704152
10398,-0.455207645893,-0.903599977493,-0.34169998765,0.802266001701,-0.548973560333,0.294237524271,0.140699386597,0.521010994911,0.920599997044,-1.08750832081
5708,0.341842412949,-2.953799963,-1.32895004749,-1.34498870373,-1.14581179619,-0.132674783468,-0.546458721161,-0.784551262856,0.91295003891,-0.689671039581
1213,-0.216639995575,0.185649991035,-2.39790010452,0.730770230293,-0.384559392929,-0.723352789879,0.295923054218,0.214156299829,-1.37279999256,0.0860437527299
226,1.35446405411,-0.282100021839,-0.455599993467,0.410548090935,-0.0297702737153,-0.101130694151,1.30205881596,0.290377289057,-1.66925001144,0.0465859472752
6777,0.585971713066,1.78110003471,-0.410400003195,0.847168445587,-0.0190351903439,0.393831938505,0.949522197247,0.2340362221,0.28275001049,0.0597011446953
2113,-0.624164104462,-1.20399999619,0.958399951458,-0.292164474726,1.40614449978,0.096292167902,-0.648485302925,-0.291626721621,1.43309998512,-0.260823309422
3329,0.182519868016,-4.65404987335,-1.36655008793,-0.316754221916,-0.280580103397,-0.52517592907,-0.679931938648,-0.387749612331,0.186449989676,0.795901298523
1050,-0.217425793409,0.137799978256,-0.731299996376,-0.56017935276,0.932506561279,1.07394242287,-1.6859048605,-0.627570569515,0.951900005341,0.280019193888
9491,0.269937932491,-1.15960001945,-0.140399992466,-0.923194944859,-0.797444105148,-0.297921985388,-0.193664550781,0.269513428211,-0.182550013065,-0.382731854916
22926,0.355164468288,0.268450021744,2.16899991035,0.148271650076,1.73401522636,-1.47862768173,-0.266083776951,1.15279078484,0.402949988842,0.168617114425
5899,0.117293611169,0.5638499856,1.27209997177,-0.143086403608,-0.235581099987,-0.114435642958,-0.595344305038,0.526227355003,-0.102949991822,-0.254580438137
5467,-0.39009475708,2.85819983482,0.571200013161,0.0752753913403,-0.00939476490021,0.469330370426,1.15064239502,-0.203147143126,0.472499996424,0.289165198803
6774,1.22047424316,1.29610002041,3.31695008278,0.341743409634,0.702594697475,0.107062526047,0.0748700499535,-0.178026989102,-1.22615003586,0.132467001677
1788,-0.793162107468,-2.50839996338,0.212150007486,2.71889925003,-0.298189818859,1.07136011124,0.182855010033,-0.199067369103,0.87600004673,-0.033749461174
5921,-0.127420559525,0.46204996109,0.145200014114,-2.19713783264,0.178463935852,-0.225038051605,1.1007630825,0.156578987837,-0.460299998522,0.564003050327
5721,0.843314409256,0.00159999728203,-1.42629992962,-0.35723528266,-0.811501383781,-0.00664091110229,-0.252255946398,-0.745277941227,-0.356849998236,1.01348912716
2263,0.0412800014019,-0.904150009155,0.309000015259,0.973886966705,-0.243947818875,0.577285051346,0.762159943581,0.141208946705,-0.610599994659,-0.310158401728
808,0.736299276352,-0.832549989223,-1.56424999237,0.107822798193,-0.503117501736,0.0826315283775,0.4601136446,0.303002119064,-0.536950051785,-0.681538522243
30001,-0.0668117552996,-0.0466499328613,0.0243999995291,0.518968820572,0.714747011662,0.727343261242,0.192033857107,-0.0477701127529,1.58955001831,-0.530261933804
