rid,CPC005_A375_6H:BRD-K47192521-001-02-1:10,CPC005_A375_24H:BRD-K47192521-001-02-1:10,CPC005_A549_6H:BRD-K47192521-001-02-1:10,CPC005_A549_24H:BRD-K47192521-001-02-1:10,CPC005_HA1E_6H:BRD-K47192521-001-02-1:10,CPC005_HA1E_24H:BRD-K47192521-001-02-1:10,CPC005_HCC515_6H:BRD-K47192521-001-02-1:10,CPC005_HT29_6H:BRD-K47192521-001-02-1:10,CPC005_HT29_24H:BRD-K47192521-001-02-1:10,CPC005_MCF7_24H:BRD-K47192521-001-02-1:10,CPC005_MCF7_6H:BRD-K47192521-001-02-1:10,CPC005_PC3_6H:BRD-K47192521-001-02-1:10,CPC005_PC3_24H:BRD-K47192521-001-02-1:10,CPC005_VCAP_6H:BRD-K47192521-001-02-1:10,CPC005_VCAP_24H:BRD-K47192521-001-02-1:10,NMH002_FIBRNPC_24H:BRD-K47192521-001-04-7:10,NMH002_FIBRNPC_6H:BRD-K47192521-001-04-7:10,NMH002_NEU_6H:BRD-K47192521-001-04-7:10,NMH002_NEU_24H:BRD-K47192521-001-04-7:10,NMH002_NPC_6H:BRD-K47192521-001-04-7:10,NMH002_NPC_24H:BRD-K47192521-001-04-7:10
5720,-0.0967346727848,0.304193347692,0.419644713402,-1.80553114414,0.819600045681,1.13586521149,-1.60415005684,0.538465499878,-0.838790893555,-1.11108827591,-0.420795023441,0.121766597033,-0.00943045318127,-0.193659231067,1.51743936539,0.0323826223612,-0.764892935753,-0.270114153624,-0.375040262938,-0.209408923984,0.633633852005
466,0.45134550333,0.0758902132511,0.038637958467,-0.0412862300873,0.956950008869,1.17353773117,0.167500004172,-0.368152797222,-0.00230151414871,-0.158704847097,0.941057562828,0.543028414249,1.00609576702,-0.054166637361,-0.13108587265,-0.0986335426569,-0.372745275497,0.193751379848,0.927576720715,-0.501648783684,0.745677411556
6009,-0.299121379852,-0.538769245148,-0.67134809494,-0.567462146282,-0.0982499867678,0.364026218653,0.444749981165,-0.116392344236,0.0,-0.14753806591,0.688457846642,0.545368552208,-0.406514078379,-0.283745080233,0.109701491892,-0.733317375183,-0.119573056698,0.553995847702,-0.75370234251,-0.663530707359,0.0823989510536
2309,-0.969718694687,-0.363513022661,-0.411252111197,-0.026039481163,-0.734899997711,0.217155009508,-0.459100008011,-0.464011669159,-0.320150762796,0.507602870464,0.144061997533,-0.264263540506,-0.211337983608,0.777204751968,-0.21540158987,-0.3716365695,0.811558902264,0.323977410793,-0.453336060047,-0.37645983696,-0.351678192616
387,-0.656101346016,-0.704984307289,-0.229283347726,-0.826633393764,-0.465299993753,-0.891187787056,-0.225800007582,-0.124767631292,-0.0551683008671,0.337602168322,1.34957671165,-0.329954594374,-0.521699428558,0.0723269581795,0.0703449100256,-0.379390746355,-0.877445101738,-0.37130266428,-0.524253249168,0.179818958044,-0.205139487982
3553,0.0416681021452,-0.536549687386,0.0643338039517,1.02922987938,-0.7582000494,0.645045220852,-0.410750001669,0.20626270771,0.0961450189352,-0.331543624401,0.357938021421,0.379757165909,-0.29549524188,0.460164546967,-0.0925721302629,0.16641575098,1.62837862968,0.524995088577,0.814048349857,0.848174989223,-0.515467584133
427,0.156081348658,0.551039218903,-0.292074918747,-0.629783630371,0.403750002384,0.0520108044147,-0.105799995363,0.594288051128,-0.0308565944433,0.371096551418,1.07443833351,0.587720394135,0.848372519016,-0.329610288143,-0.0674476996064,-0.408490538597,0.214489489794,0.815207481384,0.255665510893,-0.794263720512,0.302630633116
5898,0.175598412752,1.17049741745,-0.309214144945,-4.76232671738,0.224749997258,0.526271522045,0.703149974346,0.525723338127,-0.450814068317,-0.0716870129108,1.1487609148,0.173561990261,0.485208779573,0.369355380535,-0.723284184933,0.520468473434,0.0735608562827,-0.415853053331,0.358768850565,0.453352272511,0.400334775448
23365,-0.77981454134,0.401197880507,-0.119260169566,2.2447385788,-0.112450003624,-1.65324521065,-0.830650031567,0.307891845703,-1.57262921333,0.754744946957,-0.0649276673794,-0.77182161808,0.539934933186,-0.170254617929,-0.165699496865,0.349973857403,0.184874206781,-0.227692827582,0.236878886819,2.01740050316,0.631412684917
6657,0.424020111561,0.908079147339,0.0024827606976,1.85729265213,1.7064499855,1.96409070492,1.26579999924,0.175165638328,1.9954996109,-0.398989886045,1.38107562065,-0.141426414251,-0.193570196629,0.598877906799,-0.56132787466,0.354823678732,0.973721385002,0.425040245056,0.00110836140811,0.319703698158,0.0359922796488
5054,-0.242511808872,-0.645565152168,-0.351950496435,-1.10132241249,-0.0417999997735,-1.53290677071,-0.0189999938011,0.742740511894,-0.369800448418,-0.639683008194,1.85809731483,1.49573421478,-0.134736776352,0.305691838264,-0.431748986244,0.018207821995,-0.546437323093,0.689603626728,0.544589459896,0.00353692471981,0.437764763832
3108,-0.708967208862,-0.0984696894884,-0.29480573535,1.51852166653,-0.162349998951,-0.163539350033,-0.36369997263,0.715502262115,-1.0515191555,0.00781089067459,-0.159989535809,0.120951481164,-0.236793518066,-0.265289843082,-0.163493737578,0.0124930813909,0.392847716808,-0.673855245113,0.465273827314,0.206909328699,-0.702320814133
1950,1.31074905396,-0.397889614105,-1.00876641273,2.27829313278,0.656650006771,0.50501793623,0.866150021553,-0.192841276526,1.18099474907,-0.244571372867,0.352244675159,-0.0104617774487,0.110549926758,0.424113154411,-0.519362330437,0.162075325847,0.206428304315,-0.200127243996,-0.910535335541,0.231708869338,0.0164588540792
351,1.054271698,0.243963330984,-0.194517701864,-2.94338822365,0.218549996614,0.670691132545,-0.537050008774,-0.363818079233,0.20960187912,-1.09618389606,0.904403328896,-0.377833157778,-0.988626599312,-0.208631336689,-0.0470450185239,-0.843457698822,-0.146619975567,-0.129624694586,-0.238777369261,0.57552677393,-0.303551673889
4846,0.591672241688,0.251924812794,-0.3111333251,-2.66625261307,-0.545600056648,0.412898182869,0.0655499994755,-0.151762679219,0.412927150726,0.766072750092,0.526096701622,0.970218420029,-0.643231868744,0.141980424523,-0.266411632299,-0.432223141193,-0.210241258144,-0.407493978739,-0.0251476839185,-0.416457593441,1.42077112198
1452,-0.567477881908,0.0971744433045,0.468414843082,1.18855857849,0.0855500027537,-0.727445960045,0.660400032997,-0.528666377068,-0.768621921539,0.177396610379,0.0279723946005,-1.40437150002,-1.36077821255,-0.203305542469,-0.406154632568,0.104513548315,0.0536435693502,0.362223565578,-0.350050091743,0.0855098217726,0.833180367947
4776,1.29763233662,-1.00754928589,-0.125569909811,1.44561207294,-0.718450009823,0.576987326145,-0.115000002086,1.04318153858,0.896521568298,-0.782527327538,0.136869251728,0.208968102932,-0.61043459177,0.244965285063,-0.442118167877,-0.0184067487717,0.670610904694,0.00293378531933,0.371631443501,0.204727053642,0.0729235708714
6908,-1.28459966183,-0.729457497597,0.096042111516,1.03953409195,1.6631000042,4.59204483032,-0.418399989605,-0.0158774554729,-0.453113973141,0.138880699873,0.303040325642,1.24196076393,0.157192647457,-0.0156040415168,0.842119812965,-0.480555802584,-0.0626309812069,0.565192162991,-0.698057472706,-0.220827504992,0.172383457422
672,-1.80251681805,-1.65028715134,-2.37170553207,1.97990918159,-0.396000027657,-0.523835241795,-0.298150002956,-0.020733602345,-0.168374702334,-0.704944372177,1.12825262547,0.101945102215,1.04879105091,-0.244124144316,0.512366771698,0.592735171318,-0.602967023849,0.497797787189,0.214707195759,0.231289684772,0.856170773506
5710,-0.310696750879,-0.29076847434,0.210916295648,1.25207662582,0.233950003982,-1.41122770309,-0.0129999965429,0.352477073669,-0.591753840446,1.40844070911,-0.0332914739847,-0.0753200501204,0.299136519432,-0.247094228864,0.540730059147,-0.878831744194,-0.45122218132,0.333018749952,-0.740670859814,0.359681040049,0.154787749052
2115,-1.23844206333,-1.56653642654,0.166645258665,0.958284258842,0.0143499970436,0.886080563068,1.05239999294,0.659041762352,-0.0656532943249,-0.344961106777,-0.317933648825,0.168782129884,1.07424104214,1.41911888123,-0.670389592648,-0.294933617115,-0.792085170746,-0.245478123426,1.57247161865,0.863179147243,0.640740692616
7015,0.242124259472,-0.718774437904,0.195275336504,-0.587692201138,0.663749992847,0.954848766327,0.420549988747,0.374746412039,0.723727464676,-0.502390086651,0.181511253119,0.454306781292,-0.488429367542,0.0271286070347,-1.04490292072,-0.334402263165,0.418216943741,-0.143962532282,-0.218795180321,-0.673860967159,-0.553487598896
