rid,DOS029_VCAP_24H:BRD-K53437983-001-01-4:5,DOS033_A375_24H:BRD-K53437983-001-01-4:5,DOS033_A549_24H:BRD-K53437983-001-01-4:5,DOS033_HT29_24H:BRD-K53437983-001-01-4:5,DOS033_MCF7_24H:BRD-K53437983-001-01-4:5,DOS033_PC3_24H:BRD-K53437983-001-01-4:5
5720,1.28213405609,0.11701823771,0.547996401787,0.471228718758,0.273175358772,0.68716776371
466,1.50793361664,0.0724260210991,-0.196318089962,-0.627371788025,0.827450633049,-0.267116546631
6009,0.00103878974915,-0.537698328495,-0.680335640907,0.0220386460423,0.663446903229,0.426591098309
2309,-0.345822572708,0.272364675999,0.214888870716,1.86959016323,-1.1546715498,-0.150304675102
387,-0.335390508175,-0.265988260508,-0.508048295975,-0.261528730392,0.700380921364,-0.32033726573
3553,1.99958384037,0.053695179522,0.346862494946,-0.875080406666,0.605465769768,0.0703353881836
427,-0.62428188324,0.042761400342,0.798886656761,0.156772777438,0.0893054679036,0.488358706236
5898,1.18444883823,-0.672093272209,0.549819886684,0.142091244459,-0.331248790026,0.746644973755
23365,-1.04789090157,-0.666410803795,-1.13046431541,-0.466702193022,-0.794259309769,-1.29108405113
6657,0.310706317425,-0.0815292000771,0.306122928858,-0.396860212088,0.185340389609,0.612187981606
5054,0.929740846157,0.12371622026,0.356876283884,-0.278391212225,-0.0464696623385,-1.45167505741
3108,-0.0200810730457,-0.0152496024966,-0.561917662621,-0.232421219349,0.434256017208,-1.05395817757
1950,0.588546156883,-0.546016335487,0.0159868523479,-0.985336840153,0.545575141907,0.393855899572
351,-0.133751124144,-1.18796372414,-0.378574609756,-0.753321826458,0.488283157349,-0.277479529381
4846,-0.559914112091,-0.0354057252407,0.684110403061,-0.193504661322,-0.776099085808,-0.780995965004
1452,1.27594423294,0.946067452431,-0.178520590067,-0.40025934577,-1.20324158669,-1.0319737196
4776,-0.0766803622246,-0.171335473657,0.741319596767,-0.459447860718,0.224319443107,0.102158546448
6908,1.13763237,-0.327730447054,-0.108472667634,1.2330442667,0.31479549408,-1.43319094181
672,-0.343854546547,0.354235857725,-0.237457573414,0.688163816929,0.74140816927,0.338304162025
5710,1.04300892353,0.620726883411,0.148137897253,0.961741507053,-0.453824222088,0.577815413475
2115,0.980899870396,-0.305556684732,3.56690692902,-0.781447947025,-0.134949445724,-1.15698325634
7015,1.08495652676,-0.468663662672,0.38847142458,-0.00743406731635,0.147509127855,0.778056442738
8726,-0.65355271101,1.35262453556,0.0913548767567,1.33239150047,1.06778383255,-0.000970065593719
2185,-1.86397004128,-0.215637013316,0.549075484276,-1.15957057476,-0.0167474672198,0.0620206557214
3315,0.799888372421,0.0638830214739,0.0654905959964,-1.05529594421,-0.341731339693,-1.0770663023
5289,1.51068663597,-1.07464814186,1.18871510029,0.246225446463,0.763348698616,0.367491990328
868,0.615416169167,-0.021881878376,-0.628736138344,-0.199736058712,-0.661734819412,0.931075394154
1677,0.269665181637,0.101567700505,-0.021309286356,-0.184446170926,-0.222803294659,-0.33757558465
7043,1.00177931786,-0.0840612053871,-0.160429403186,-0.399428784847,0.195712223649,-0.137800857425
5613,-0.101312495768,0.0121459364891,-0.360032767057,-0.363568037748,-0.408278882504,0.288963884115
595,0.356492161751,-0.283433198929,-0.36929422617,-0.0910555273294,0.117767840624,0.0223742127419
4793,-0.0331994369626,-0.0868004262447,0.483269691467,0.321709781885,1.5404239893,-0.225114271045
2736,-0.13846334815,0.165059298277,-0.522574186325,-0.179159164429,1.1361426115,0.387769341469
5290,0.116489589214,-0.276778846979,0.403353571892,-0.976959526539,-0.0296033360064,0.570338308811
6194,0.0261075943708,-0.000290662050247,-0.477521270514,0.67667144537,0.53023570776,0.333916246891
1676,1.23432457447,-0.345943957567,0.38128811121,-0.445878714323,0.402665913105,0.466884374619
23512,-2.81144142151,1.07543456554,-0.644408941269,0.189593553543,0.555994749069,-0.306669712067
148022,0.746712803841,0.151132494211,0.916765332222,0.0604425147176,-0.719507098198,-0.83787381649
1906,0.053081009537,0.0947625041008,0.695426702499,0.518488585949,-0.349993735552,0.584578275681
8878,-0.205959185958,-0.285293996334,-1.3985619545,-0.397835344076,-0.138769969344,-0.92884683609
3091,-0.600133657455,-0.628746986389,-0.200758606195,-0.216385096312,-0.704195439816,-1.0562748909
5743,-0.187827959657,0.00177401304245,0.52411198616,0.364333540201,0.482699215412,-0.797765374184
5321,0.255872637033,-0.0393261872232,0.470794916153,0.186351239681,1.02001786232,0.496839284897
4144,-0.349874645472,0.944365262985,-0.034414768219,-3.52671742439,-0.787134051323,0.0643720924854
1981,-0.235545918345,-0.39375513792,-0.695775091648,0.281453430653,-0.80190128088,-0.547092318535
695,0.572761535645,5.5851559639,-0.306815326214,1.40346705914,2.70709562302,-0.349930524826
10398,-0.567303776741,0.354887336493,0.484307467937,-0.651673197746,0.507712960243,0.458524882793
5708,-0.160198673606,4.53085660934,-0.529115080833,-1.06129479408,-0.528490781784,0.19682264328
1213,-3.34791183472,0.33547821641,0.97907948494,0.761367797852,-0.515905082226,-0.0070738941431
226,0.47462323308,3.72436475754,-0.446759045124,-0.278591275215,-0.488157272339,0.286883175373
6777,0.130395770073,2.19135737419,1.343932271,-0.250763088465,-0.654709756374,0.0295372754335
2113,0.790104627609,0.365494728088,0.308864712715,-0.343989610672,-0.133708119392,-0.62273234129
3329,0.601141095161,-0.28782004118,0.26822912693,0.316150873899,-0.458772927523,-0.904637098312
1050,2.34494566917,-1.57755112648,-1.05861711502,0.578082978725,0.117515206337,-2.84159040451
9491,-0.381469011307,-0.588313519955,0.00944040715694,-0.499212890863,-0.342799633741,1.13066828251
22926,-0.513615608215,0.150894522667,-0.00486959517002,0.0207974016666,0.37231990695,-0.051913112402
5899,-0.410355687141,-0.130219787359,-0.00341472029686,-0.405829071999,-0.213530182838,0.065316170454
5467,0.320649296045,0.237558096647,-0.498725622892,1.22830092907,-1.04128813744,-0.562578618526
6774,0.0486886203289,-0.275538176298,0.333008438349,-0.0429039523005,0.512086570263,-4.79135131836
1788,0.0995558798313,-0.122840292752,0.854524254799,0.0259001590312,0.246404200792,0.102472864091
5921,1.02346992493,0.716835618019,-0.414289444685,0.571525216103,1.2684596777,-0.43734395504
5721,0.628474414349,-0.16478151083,-0.385816544294,0.915518939495,0.869214773178,-0.554777026176
2263,-0.30681926012,0.898824870586,0.7883259058,-0.0942054390907,-0.580540299416,0.820217967033
808,-0.490877747536,-0.733059644699,0.466542392969,-0.116796933115,0.193487077951,1.07761478424
30001,0.354036986828,0.0946894213557,-0.567544639111,-0.524152159691,0.250364392996,-1.48294401169
348,-1.10359311104,-0.15541537106,-0.595405161381,-0.11540389061,-0.22259965539,-0.205500453711
30849,-1.4919822216,0.273364633322,-0.927428781986,0.513127863407,-0.896294891834,-0.211518108845
1454,-0.460468143225,0.0552476346493,0.489690124989,-0.0737553536892,0.667513728142,-1.14591526985
6500,0.999336183071,0.662476181984,-0.316761642694,0.856544613838,0.708651840687,0.15952655673
5627,0.513914465904,1.06964623928,0.77209597826,-0.206564411521,0.313829392195,-0.492036283016
5715,0.51876604557,0.169705331326,-0.239871606231,1.33700191975,0.109457120299,-0.857022762299
4791,-0.835224926472,-0.0140711069107,1.16419994831,-0.132668957114,-0.325073629618,0.46065223217
56924,1.32746624947,0.375736236572,-0.0102676153183,-0.699919223785,0.497552484274,-0.529906988144
