rid,CPC001_HA1E_6H:BRD-A90311807-236-01-4:10,CPC001_HA1E_24H:BRD-A90311807-236-01-4:10,CPC001_HCC515_6H:BRD-A90311807-236-01-4:10,CPC001_HCC515_24H:BRD-A90311807-236-01-4:10,CPC001_PC3_6H:BRD-A90311807-236-01-4:10,CPC001_PC3_24H:BRD-A90311807-236-01-4:10,CPC001_VCAP_6H:BRD-A90311807-236-01-4:10,CPC001_VCAP_24H:BRD-A90311807-236-01-4:10,CPC011_A375_6H:BRD-K85518562-236-06-3:10,CPC011_A549_6H:BRD-K85518562-236-06-3:10,CPC011_A549_24H:BRD-K85518562-236-06-3:10,CPC011_HA1E_6H:BRD-K85518562-236-06-3:10,CPC011_HT29_6H:BRD-K85518562-236-06-3:10,CPC011_MCF7_6H:BRD-K85518562-236-06-3:10,CPC011_MCF7_24H:BRD-K85518562-236-06-3:10,CPC011_PC3_6H:BRD-K85518562-236-06-3:10,CPC011_PC3_24H:BRD-K85518562-236-06-3:10,CPC011_VCAP_6H:BRD-K85518562-236-06-3:10,CPC011_VCAP_24H:BRD-K85518562-236-06-3:10,CPC016_A375_6H:BRD-A90311807-236-01-4:10,CPC016_A549_6H:BRD-A90311807-236-01-4:10,CPC016_A549_24H:BRD-A90311807-236-01-4:10,CPC016_ASC_24H:BRD-A90311807-236-01-4:10,CPC016_HEPG2_6H:BRD-A90311807-236-01-4:10,CPC016_HT29_6H:BRD-A90311807-236-01-4:10,CPC016_MCF7_6H:BRD-A90311807-236-01-4:10,CPC016_MCF7_24H:BRD-A90311807-236-01-4:10,CPC016_NEU_24H:BRD-A90311807-236-01-4:10,CPC016_NPC_24H:BRD-A90311807-236-01-4:10,CPC016_SKB_24H:BRD-A90311807-236-01-4:10
5720,0.165695548058,0.31005948782,0.48345002532,0.448241323233,-0.300258874893,0.977051496506,-1.63073086739,-1.03603804111,-0.163704589009,-0.18978998065,-0.995566725731,-0.567200005054,-4.97453832626,0.720950007439,0.102400004864,0.0912341922522,0.234190404415,-0.280075371265,-0.611530900002,0.131581798196,0.462949991226,-0.530550897121,3.05305957794,0.0260333418846,0.2078576684,-0.291699975729,1.32382130623,0.44528105855,-0.592000007629,0.917008697987
466,-0.916722476482,-0.149549305439,0.248899996281,-0.022433521226,-0.735550582409,-0.885460853577,-0.771774411201,-0.857234418392,-0.519471287727,-1.14945673943,0.44636669755,-1.01719999313,0.600379943848,0.0865999981761,-0.0818499922752,-0.105870082974,0.824646472931,-0.272916018963,-0.896846175194,1.06788754463,-2.80229997635,-2.79689359665,1.21242856979,0.795366644859,0.137509554625,0.00313329696655,1.07187628746,-0.298596143723,-0.687200069427,-2.50422000885
6009,-0.106425911188,-0.0791240334511,0.363200008869,0.422939836979,-0.204761266708,0.220392912626,-0.589797198772,-0.444037914276,0.291588783264,-0.621023893356,-0.215333327651,-1.15455007553,1.19731640816,-0.0422000028193,0.0687999874353,-0.985859572887,0.0839193761349,0.443146139383,-0.278423607349,1.83775103092,-0.119199998677,-6.10026264191,0.780225038528,-0.0092000067234,0.732136487961,-0.00249999761581,0.634315550327,-0.102380365133,-0.714800000191,-0.676850795746
2309,-0.299176156521,0.141941934824,3.45090007782,-0.140473604202,-0.132505714893,0.245242327452,-2.19619894028,-1.31792199612,-0.384847164154,-1.62740182877,0.294433355331,-0.614400029182,0.716429710388,-0.684050023556,-0.102999985218,-0.593594908714,-0.322008579969,-0.799350976944,0.305691480637,0.688662648201,0.221499979496,6.98739719391,-0.072200961411,0.184233337641,-0.702358961105,-0.192133337259,-0.670601427555,-1.10430645943,0.583066701889,-0.292494177818
387,-1.33959889412,0.349212169647,-0.372600018978,0.043482657522,-0.996057987213,0.564806163311,-1.3981385231,-0.778208017349,0.446456879377,-0.76157283783,-0.355566710234,-0.104750007391,1.32799685001,-0.0357000008225,0.388599991798,0.0736853331327,0.209139794111,0.24555324018,0.71600317955,1.16703665257,-0.589200019836,-1.00095462799,1.29946136475,0.291999995708,-0.0265758857131,0.775700032711,-0.025961920619,-0.826941251755,-0.0918999910355,0.232265651226
3553,0.194253265858,-0.159753024578,1.39004993439,-0.563607335091,-0.320012539625,0.428903371096,1.50624346733,1.14677464962,-0.138699948788,0.857330441475,-0.160833343863,1.15664994717,0.861827909946,-0.230749994516,-0.0561000034213,0.951147198677,-0.099850833416,0.000639211386442,0.349764406681,-1.18715131283,-0.155000001192,0.730973482132,-0.205057859421,-0.382499992847,-0.43369525671,-0.398600161076,-0.610977649689,0.757165193558,1.45879995823,0.589889645576
427,0.689469516277,-1.42155838013,1.1765499115,-0.922163367271,-0.402697473764,-0.870354115963,0.30650267005,0.720150887966,0.103175498545,-0.337353259325,-0.270500004292,-1.24485003948,3.38293361664,0.0338499993086,0.639649987221,-0.189520746469,0.35202345252,-0.270158082247,-0.252460628748,0.00510767102242,-1.02660000324,0.820592224598,1.17429554462,-0.413800001144,0.206958889961,0.743733286858,0.204077020288,0.180785775185,0.645633339882,0.254073321819
5898,0.267903149128,0.593010962009,-0.188450008631,-1.53320384026,1.14519035816,-0.512020587921,-1.50578343868,1.93919849396,0.0133535098284,-0.756336450577,-0.862666726112,-0.097050011158,0.875006079674,-0.44010001421,-0.676050007343,-0.323307365179,0.518633544445,0.44073215127,0.380372554064,-0.354592323303,0.161249995232,0.110372744501,-0.0314515084028,-0.252966672182,-0.314924150705,-0.647400021553,0.711759090424,0.735517144203,-0.896099984646,0.740394294262
23365,0.256920278072,0.171668201685,-0.985699951649,-0.644300162792,0.318324387074,0.0537710040808,0.0629395991564,0.644254565239,0.118876561522,-0.0499708354473,0.702700018883,-0.241299986839,1.78991425037,-0.178149998188,0.377749979496,0.424719154835,0.559017777443,0.259897500277,0.736330151558,-0.359879970551,-0.715399980545,5.61753463745,0.0505075454712,0.359033375978,-0.488845705986,-0.570299983025,-0.105796977878,-0.508891522884,-0.902100026608,0.737550914288
6657,0.522611618042,-0.578201174736,-0.149300009012,0.0641717612743,0.427747666836,-0.211514621973,2.09666895866,1.16981494427,-0.383913308382,0.689622819424,0.0232333242893,0.860949993134,1.46916627884,-0.421400010586,-0.16629999876,-0.0599001720548,-1.29693388939,0.360144674778,0.50331479311,-0.598540306091,0.620049953461,0.441216796637,0.626507043839,-0.589133322239,-0.27735966444,0.339900016785,-0.44308245182,-0.92668235302,0.0521000623703,0.989131569862
