rid,CVD001_HEPG2_6H:BRD-K55851396-001-01-5:9.7843,CVD001_HEPG2_6H:BRD-K55851396-001-01-5:2.4461,CVD001_HEPG2_24H:BRD-K55851396-001-01-5:9.7843,CVD001_HEPG2_24H:BRD-K55851396-001-01-5:2.4461,CVD001_HUH7_6H:BRD-K55851396-001-01-5:9.7843,CVD001_HUH7_6H:BRD-K55851396-001-01-5:2.4461,CVD001_HUH7_24H:BRD-K55851396-001-01-5:9.7843,CVD001_HUH7_24H:BRD-K55851396-001-01-5:2.4461,CVD001_PHH_6H:BRD-K55851396-001-01-5:9.7843,CVD001_PHH_6H:BRD-K55851396-001-01-5:2.4461,CVD001_PHH_24H:BRD-K55851396-001-01-5:9.7843,CVD001_PHH_24H:BRD-K55851396-001-01-5:2.4461,DOS024_VCAP_6H:BRD-K55851396-001-01-5:4.89,DOS024_VCAP_24H:BRD-K55851396-001-01-5:4.89,DOS053_A375_24H:BRD-K55851396-001-01-5:4.89,DOS053_A549_24H:BRD-K55851396-001-01-5:4.89,DOS053_MCF7_24H:BRD-K55851396-001-01-5:4.89,DOS053_PC3_24H:BRD-K55851396-001-01-5:4.89
5720,-0.344979226589,-0.572955489159,-0.850478827953,-0.764279007912,-0.114871263504,-0.0827909857035,0.465779691935,-0.191763937473,-0.207587808371,-1.00358188152,-1.27404248714,0.470300018787,-1.37204992771,-3.67766904831,-1.50370001793,-3.24664998055,-0.0487000048161,-0.405900001526
466,1.51471340656,1.63551449776,1.76228141785,0.631182909012,0.80120331049,0.536629676819,0.850077986717,0.316101044416,0.417280465364,0.618339419365,0.0748336613178,-0.0474666953087,0.375349998474,-0.850371301174,-2.59054994583,-0.495350003242,0.145050004125,-0.0179999992251
6009,0.424922138453,0.630442500114,1.87102437019,0.17457203567,0.948678135872,-0.0133110247552,0.638296127319,-0.296904861927,0.391259968281,0.558534741402,1.08980107307,0.416000008583,-0.361499994993,1.34619522095,0.337400019169,-1.45124995708,-0.195250034332,-0.642300009727
2309,2.37523722649,1.3632979393,1.73387491703,1.02243578434,0.934068799019,-1.50126647949,-0.183325871825,-1.25227403641,1.0435744524,0.50359082222,0.521677136421,0.409466683865,-0.395349979401,1.09742999077,0.301450014114,0.00459998846054,1.29535007477,1.63150000572
387,-0.22531580925,0.342706382275,-0.853758335114,-0.47828578949,0.223611921072,-0.645355463028,-1.6250885725,-0.90768134594,0.927533745766,0.536909282207,0.231913685799,-0.0654999911785,1.21920001507,4.49482154846,0.576050043106,-0.628549993038,-0.49635002017,-0.224500000477
3553,-0.496186435223,-0.264956355095,0.434468656778,-0.681265056133,0.116188049316,0.144354909658,0.480554759502,-0.643418669701,-0.203145429492,-0.318177342415,-0.0240700095892,-0.10680000484,0.372049987316,-1.10657668114,-0.150449991226,0.846300005913,-0.211799994111,1.30260002613
427,0.795718073845,1.03458821774,-0.698935389519,1.07739567757,0.483070135117,0.221355333924,1.38888657093,0.430496364832,-0.47405770421,0.374618113041,-0.514293074608,-0.638966679573,0.57414996624,-1.35579693317,0.0958500057459,0.927550017834,-0.0844000130892,0.308999985456
5898,1.00674414635,2.1177778244,2.52261185646,1.46636414528,0.508703827858,0.45619276166,0.711869120598,0.296460211277,-0.931471168995,0.57287979126,1.38534760475,0.733100056648,-0.522799968719,0.517027437687,-1.42764997482,1.31229996681,-0.281500011683,0.5257999897
23365,-0.0916745886207,0.489297300577,-0.883461236954,0.694538354874,-0.0414524450898,0.0966354385018,-0.624394774437,0.329235583544,0.288205981255,0.430106341839,0.3756339252,-1.05546665192,0.248350024223,1.67065215111,0.271950006485,2.39864993095,-0.236349999905,-0.122699998319
6657,-0.260185748339,0.120206683874,0.121003672481,0.282419502735,-0.697031736374,-0.220636099577,-0.10928170383,0.371653407812,-0.394670069218,-1.11370706558,-0.612268507481,0.169666677713,0.164749994874,-0.752152919769,0.121699988842,0.450599968433,0.606849968433,0.186700001359
5054,0.954598486423,0.731444358826,1.06805872917,0.652527093887,1.3740516901,0.696748375893,1.83595061302,0.114802911878,2.32581615448,1.20739030838,1.83507084846,-0.16903334856,0.416449993849,-0.683583259583,0.564450025558,0.674399971962,-0.398750007153,-0.798900008202
3108,-0.0966955572367,0.611613988876,-0.587509393692,-0.316620230675,0.251283496618,-0.334381043911,-0.10292416811,-0.401917248964,-0.548449933529,0.366080701351,0.151811793447,0.0509333014488,-0.703900039196,1.94726133347,0.00514999032021,4.83759975433,-0.142599999905,-0.930100023746
1950,-0.39882978797,-0.364727795124,0.0757182985544,0.576226472855,-0.389457285404,-0.398306190968,1.08666050434,0.564696848392,-0.274391293526,-0.398951470852,-0.537692010403,0.340700030327,0.618749976158,-1.3448112011,-0.0586500167847,3.13479995728,1.6263500452,0.771300017834
351,-0.382781356573,-0.175085499883,0.955134391785,0.112666189671,0.587975263596,0.295041739941,1.28429627419,-0.455207824707,0.245947942138,-1.32745683193,-0.0761340409517,-0.603566706181,0.736349999905,0.0786697268486,-0.638549983501,-1.27824997902,1.02474999428,1.47469997406
4846,1.55891931057,0.330044329166,0.307812184095,0.967422962189,-0.387528270483,0.215214252472,0.28923612833,0.55975818634,-0.461613118649,-0.242636829615,-0.0582231283188,0.54203337431,0.745549976826,0.260340511799,0.0816500037909,4.18585014343,1.81089997292,-1.45430004597
1452,0.784466564655,1.00277912617,0.61297172308,0.600499629974,0.650206327438,-0.574030935764,2.68673324585,-0.155523136258,-0.0817259922624,0.540012300014,0.182309001684,0.15949998796,-0.946449995041,0.468338251114,0.645650029182,0.189849972725,-0.14105001092,1.03989994526
4776,-0.217834532261,-0.741096258163,1.09594333172,-0.157977595925,-0.960111320019,-1.08618593216,0.641960501671,-0.0634573101997,-0.25531360507,-0.941746592522,-0.180493831635,0.69889998436,0.659749984741,-2.18825221062,0.553550004959,-0.604000031948,1.25150001049,0.77429997921
6908,0.589765131474,-0.1163636446,-0.445598095655,-0.0443206429482,0.0180417299271,3.21883487701,-1.21501064301,1.74264514446,-1.58913230896,-0.124453336,0.532326221466,0.186233371496,-0.00659999996424,-0.559385478497,-1.06360006332,-1.6779499054,-0.154100015759,0.0
672,-0.646419584751,-0.670783340931,0.108424350619,-0.869674444199,-0.491298079491,0.578501582146,0.380998313427,1.14898085594,-0.602704048157,-0.906227171421,0.960709214211,0.176866650581,-0.215700000525,-2.09141492844,-1.03970003128,-1.55950009823,-0.230350017548,0.334800004959
5710,0.573693752289,-0.973725199699,0.330735862255,0.146790370345,-0.700357735157,0.586835563183,0.0816131085157,-0.965537548065,-3.06413245201,0.788761913776,0.945868074894,-6.66677951813e-05,-1.03989994526,0.0261411909014,-0.24944999814,-1.45464992523,-1.03324997425,0.0509999990463
