rid,CPD002_MCF7_24H:BRD-K27062708-001-18-1:10,CRCGN001_HA1E_6H:BRD-K27062708-001-20-7:19.9,CRCGN001_HA1E_24H:BRD-K27062708-001-20-7:19.9,CPD002_MCF7_6H:BRD-K27062708-001-18-1:10,CPD002_PC3_6H:BRD-K27062708-001-18-1:10,CPD002_PC3_24H:BRD-K27062708-001-18-1:10,CRCGN004_HA1E_24H:BRD-K27062708-001-20-7:19.9UM
5720,0.520265638828,0.0082911811769,-0.659836053848,0.438379406929,-0.78965228796,-0.12574249506,0.164597690105
466,-2.2179236412,0.310706138611,-0.214687258005,-0.209716022015,-0.119325116277,-0.870241999626,0.149555161595
6009,0.405496716499,0.274975121021,-0.27171638608,0.244303360581,2.73356342316,0.345430016518,0.368940770626
2309,1.59862685204,-0.156916975975,-1.08676218987,1.11208713055,1.26456272602,0.0879944562912,-0.744596421719
387,0.0803183838725,-0.208904132247,-0.538221240044,0.667150259018,1.79964125156,-0.637627780437,0.409220546484
3553,-0.597163200378,-0.0649470686913,1.01103198528,-1.31439912319,0.298177808523,1.58653855324,-0.248303234577
427,-1.01498949528,-0.0950432121754,0.659648418427,-0.631077766418,-1.48190236092,-0.605464756489,0.14640904963
5898,-0.712022304535,0.20689919591,1.0825278759,-0.0703819394112,-6.07038593292,-1.67689979076,-1.38074564934
23365,-0.326349407434,-0.284179568291,1.56754076481,0.886589646339,-0.714353740215,-0.1152536273,0.29694122076
6657,-0.192237228155,-0.271121680737,0.521702468395,-1.1320297718,-0.802171111107,0.827542901039,-0.212370455265
5054,-0.246307492256,-0.127792522311,-0.261923611164,0.442880094051,-1.13949489594,0.602292060852,0.562894225121
3108,1.32638955116,-0.412798583508,-0.286061793566,0.967712402344,3.84163212776,-0.956215560436,-0.276929080486
1950,0.0675434842706,-0.166438534856,0.676602005959,-1.59465670586,8.73678779602,-0.678117215633,-0.254274249077
351,-0.403486967087,0.960690379143,-0.334564775229,0.224567621946,0.230599999428,0.580047786236,0.147349521518
4846,0.382279545069,-0.256351590157,0.101662695408,0.17530426383,2.75174331665,-0.595092058182,1.02697002888
1452,0.737924456596,-1.48536968231,0.084661796689,-0.286822199821,-0.47791621089,0.00081450631842,0.224683821201
4776,-0.423478126526,0.147746175528,0.85850083828,-1.022108078,-0.185510322452,1.62427520752,0.101846024394
6908,0.1672552526,0.923134982586,-0.502726793289,-0.385678231716,-1.50242400169,-0.878034114838,1.22979843616
672,-0.292003303766,0.22150093317,0.348408639431,-0.573289573193,2.44403505325,-0.885927319527,0.127539232373
5710,-0.0248945504427,0.324742108583,-0.23457762599,0.582636237144,0.391758143902,0.112008929253,0.555633366108
2115,-0.536949217319,-0.513657212257,0.788876891136,-0.47382414341,8.81537151337,-0.808718204498,0.253684967756
7015,0.017193056643,-0.257045865059,0.553981304169,-1.04773712158,3.30635976791,0.551576733589,0.218525677919
8726,-0.670922756195,-1.21060347557,-0.436614215374,1.05641579628,-0.434331744909,-1.23045825958,-0.200126469135
2185,-0.386518418789,0.0385414212942,1.45665538311,-1.0437592268,-0.0674067884684,2.10623645782,-0.221705317497
3315,0.150496631861,0.138740867376,-0.08804500103,0.925054967403,1.49899709225,0.511478126049,0.458511561155
5289,0.646580815315,-0.337502926588,0.820472598076,-0.0705336630344,-0.177089452744,0.835443496704,0.527506411076
868,1.55993151665,-0.123282156885,0.0392552167177,-0.0589205771685,3.18447971344,0.418001770973,-0.406264990568
1677,0.263727486134,0.0367365032434,0.889641344547,1.91724658012,0.582248091698,0.343411624432,0.29073703289
7043,-0.0305252075195,0.82229155302,1.82786726952,-0.0871304869652,-0.762560844421,1.56360733509,-0.311381012201
5613,-1.04544889927,0.485809445381,0.759372413158,-0.989221572876,2.83576917648,2.17027020454,0.554951786995
595,-1.21459138393,0.0355168431997,-0.0962645411491,0.411264121532,0.381309807301,-0.96958398819,-0.142204120755
4793,-0.206940487027,-0.665143966675,-0.605255842209,1.11380171776,0.541948258877,-1.00521028042,-0.227183133364
2736,-0.791533052921,-0.507470846176,1.341319561,-0.0900280475616,-0.861034750938,1.72518134117,-0.27978888154
5290,-0.304926335812,-0.109536901116,0.966046869755,-1.15298318863,0.198498368263,1.03299343586,0.310811698437
6194,0.287451177835,-3.82160651498e-05,-7.9000761616e-05,0.409919500351,1.01853919029,-0.3110216856,0.000288055132842
1676,-1.09708821774,-0.228973031044,0.744501292706,-0.398420035839,0.0709293186665,1.95145213604,-0.30220156908
23512,-0.2824254632,-0.0761174634099,0.607503652573,-0.0758364573121,0.173318177462,-0.259982258081,-0.644226670265
148022,-0.482794195414,-0.415220081806,1.20060479641,-0.152765452862,0.655012488365,-0.670687913895,0.122032873333
1906,-0.498261123896,0.00890152901411,0.89852976799,-1.28330862522,-1.98546850681,1.79734969139,-0.114424906671
8878,0.398268222809,-0.120194554329,-0.148120075464,2.02511668205,0.034973397851,0.0362405031919,0.425570309162
3091,-0.442202210426,0.293791085482,0.358265697956,0.580840110779,-1.08390414715,0.739610016346,-0.494194149971
5743,0.271101593971,-0.381888568401,0.141296923161,2.52564764023,-0.0636543184519,-1.28580605984,-0.421097934246
5321,-0.171410158277,-0.377259075642,0.735316038132,-0.954139471054,-0.67561507225,0.613582491875,0.0876592844725
4144,-0.714493334293,-1.52778875828,0.275005400181,-1.30947649479,-0.109533175826,0.693018972874,0.175145626068
