rid,CPC010_A375_6H:BRD-K28029915-066-02-5:10,CPC010_A549_6H:BRD-K28029915-066-02-5:10,CPC010_A549_24H:BRD-K28029915-066-02-5:10,CPC010_HA1E_6H:BRD-K28029915-066-02-5:10,CPC010_HCC515_6H:BRD-K28029915-066-02-5:10,CPC010_HEPG2_6H:BRD-K28029915-066-02-5:10,CPC010_HT29_6H:BRD-K28029915-066-02-5:10,CPC010_MCF7_6H:BRD-K28029915-066-02-5:10,CPC010_MCF7_24H:BRD-K28029915-066-02-5:10,CPC010_PC3_6H:BRD-K28029915-066-02-5:10,CPC010_PC3_24H:BRD-K28029915-066-02-5:10,CPC010_VCAP_6H:BRD-K28029915-066-02-5:10,CPC010_VCAP_24H:BRD-K28029915-066-02-5:10,CPD003_MCF7_6H:BRD-K28029915-356-01-2:10,CPD003_MCF7_24H:BRD-K28029915-356-01-2:10,CPD003_PC3_6H:BRD-K28029915-356-01-2:10,CPD003_PC3_24H:BRD-K28029915-356-01-2:10
5720,-0.381270945072,-0.394649982452,-4.41834974289,0.865876615047,-0.727360248566,0.353837668896,-0.337402194738,0.521881878376,-0.78066945076,0.269193232059,0.616757452488,-0.146647259593,-0.186975210905,-0.872550010681,-0.203960627317,0.615266680717,0.633650004864
466,-1.83476877213,0.496100008488,1.12779998779,0.64612942934,0.475159674883,0.378560185432,0.328819155693,-0.561506867409,-0.344874292612,0.0859540775418,1.5209416151,-0.0848973095417,-1.10431754589,-0.186449989676,-2.10003209114,1.09927165508,-0.208499997854
6009,-1.01260685921,-1.13164997101,-0.757899999619,1.06855142117,0.222124516964,0.455046713352,-0.762514472008,-0.195783853531,-0.0663354992867,-0.0130745023489,-0.565841197968,0.0766691863537,-0.20648470521,-0.943100035191,-0.571662604809,-0.407632321119,1.38634991646
2309,-1.11336410046,0.669350028038,0.14580000937,0.910191893578,-0.00491113308817,-0.649876356125,0.531309068203,-0.144771337509,-1.30095350742,-0.130205601454,0.716026306152,0.0973047018051,0.238535225391,-2.35770010948,1.61328053474,0.0535535216331,0.170600011945
387,0.0266612768173,0.413749992847,-2.66590023041,0.00778210163116,0.150777369738,-0.386207580566,-0.419774770737,0.346066892147,-1.35611796379,-0.746944308281,0.823387444019,0.0129746422172,-1.05640399456,-0.368900001049,1.11520707607,0.515319466591,1.47154998779
3553,0.331686407328,-0.985550045967,2.04150009155,-0.417332530022,0.827745914459,-0.299763262272,0.166653707623,-0.587043881416,4.08651256561,-1.38578653336,-1.24140751362,-0.238089054823,0.512536406517,-0.0106499940157,-0.388497054577,-1.6834256649,-0.68364995718
427,-0.369644701481,0.44494998455,4.40019989014,-0.376220136881,0.0600308179855,-0.0817305445671,0.0526522248983,-0.667350709438,-0.366429567337,-0.349832773209,0.683326721191,-0.0728136301041,-1.02798080444,-0.506349980831,-2.30207324028,0.247087582946,-0.446699976921
5898,-1.63677585125,-0.587200045586,-1.60750007629,-3.21436715126,0.35382437706,-1.26677370071,-0.119909778237,-0.284694492817,-0.820050954819,-0.604898512363,-0.635292172432,0.213604450226,-2.64408588409,0.293400019407,-1.69255006313,-0.0986978858709,-0.614650011063
23365,0.568798840046,0.121849998832,3.8219499588,-1.80928635597,0.284252524376,-1.49898314476,0.809733569622,0.48709282279,-0.535009384155,-0.554635286331,-0.198490515351,0.3407997787,-1.48856508732,0.628000020981,0.126698613167,0.448381453753,1.02250003815
6657,1.0900965929,-1.04205000401,2.12809991837,-0.579953074455,0.556509494781,0.245211243629,0.25895524025,-0.636255025864,1.71031427383,0.0579332187772,-1.10341334343,0.685845673084,0.736425280571,1.53719997406,0.707630336285,0.753604412079,-0.438549995422
