rid,CPC004_A375_6H:BRD-A94756469-001-03-9:10,CPC004_HA1E_6H:BRD-A94756469-001-03-9:10,CPC001_HA1E_6H:BRD-K23478508-001-03-7:10,CPC004_HA1E_24H:BRD-A94756469-001-03-9:10,CPC001_HA1E_24H:BRD-K23478508-001-03-7:10,CPC004_HCC515_6H:BRD-A94756469-001-03-9:10,CPC001_HCC515_6H:BRD-K23478508-001-03-7:10,CPC004_HCC515_24H:BRD-A94756469-001-03-9:10,CPC001_HCC515_24H:BRD-K23478508-001-03-7:10,CPC004_HEPG2_6H:BRD-A94756469-001-03-9:10,CPC004_HT29_6H:BRD-A94756469-001-03-9:10,CPC004_MCF7_6H:BRD-A94756469-001-03-9:10,CPC004_PC3_6H:BRD-A94756469-001-03-9:10,CPC001_PC3_6H:BRD-K23478508-001-03-7:10,CPC004_PC3_24H:BRD-A94756469-001-03-9:10,CPC001_PC3_24H:BRD-K23478508-001-03-7:10,CPC004_VCAP_6H:BRD-A94756469-001-03-9:10,CPC001_VCAP_6H:BRD-K23478508-001-03-7:10,CPC017_A375_6H:BRD-A94756469-001-03-9:10,CPC017_A375_6H:BRD-K23478508-001-03-7:10,CPC020_A375_6H:BRD-A75144621-001-02-8:10,CPC017_A549_6H:BRD-A94756469-001-03-9:10,CPC017_A549_6H:BRD-K23478508-001-03-7:10,CPC020_A549_6H:BRD-A75144621-001-02-8:10,CPC017_A549_24H:BRD-A94756469-001-03-9:10,CPC017_A549_24H:BRD-K23478508-001-03-7:10,CPC017_ASC_24H:BRD-A94756469-001-03-9:10,CPC017_ASC_24H:BRD-K23478508-001-03-7:10,CPC020_HA1E_6H:BRD-A75144621-001-02-8:10,CPC020_HCC515_6H:BRD-A75144621-001-02-8:10,CPC017_HEPG2_6H:BRD-A94756469-001-03-9:10,CPC017_HEPG2_6H:BRD-K23478508-001-03-7:10,CPC017_HT29_6H:BRD-A94756469-001-03-9:10,CPC017_HT29_6H:BRD-K23478508-001-03-7:10,CPC020_HT29_6H:BRD-A75144621-001-02-8:10,CPC017_MCF7_6H:BRD-A94756469-001-03-9:10,CPC017_MCF7_6H:BRD-K23478508-001-03-7:10,CPC020_MCF7_6H:BRD-A75144621-001-02-8:10,CPC017_MCF7_24H:BRD-A94756469-001-03-9:10,CPC017_MCF7_24H:BRD-K23478508-001-03-7:10,CPD002_MCF7_24H:BRD-K40476324-001-01-6:10,CPC020_MCF7_24H:BRD-A75144621-001-02-8:10,CPC017_NPC_24H:BRD-A94756469-001-03-9:10,CPC017_NPC_24H:BRD-K23478508-001-03-7:10,CPC020_PC3_6H:BRD-A75144621-001-02-8:10,CPC020_PC3_24H:BRD-A75144621-001-02-8:10,CPC017_PHH_24H:BRD-A94756469-001-03-9:10,CPC017_PHH_24H:BRD-K23478508-001-03-7:10,CPC017_SKB_24H:BRD-A94756469-001-03-9:10,CPC017_SKB_24H:BRD-K23478508-001-03-7:10,CPC020_VCAP_6H:BRD-A75144621-001-02-8:10,CPD002_MCF7_6H:BRD-K40476324-001-01-6:10,CPD002_PC3_6H:BRD-K40476324-001-01-6:10,CPD002_PC3_24H:BRD-K40476324-001-01-6:10
5720,-0.0994917750359,0.493303537369,-0.85187882185,-2.73600006104,-5.0007109642,0.921690940857,-1.15709996223,-3.01676273346,-5.56309986115,-0.570080518723,-0.532812833786,0.354595720768,0.977888584137,-2.42819714546,-1.93336760998,-3.55650258064,-0.13153745234,0.415900081396,-0.25760576129,0.624990582466,0.277304083109,0.46402233839,0.377099812031,0.987250030041,-3.97570967674,-2.81415081024,0.0340918898582,-0.146148264408,-0.0827851891518,-0.848250031471,-0.722369849682,-0.0119152963161,-0.2110914886,-0.0782040506601,-0.486910998821,-0.184346109629,0.576042890549,0.330372214317,-2.12657737732,-1.75382184982,-2.45991134644,-3.85415267944,2.57887506485,0.161477267742,0.037237662822,-2.26451563835,0.783967733383,0.00534775853157,1.38674998283,1.96589994431,-0.49576857686,0.372675269842,1.07879018784,-2.49847722054
466,1.78259634972,2.69445633888,2.09517621994,4.04325008392,6.69693470001,2.8579826355,4.08405017853,1.81352293491,3.81220006943,0.881725072861,1.36181569099,0.597637295723,0.351225793362,0.339785218239,-0.991132974625,0.0724173113704,-0.0346273034811,1.57962858677,1.20633256435,2.52520561218,0.0373328849673,2.76606655121,3.04891729355,2.29180002213,-0.780880868435,0.82152068615,2.03523731232,2.17224979401,-1.27101135254,-0.495800018311,3.14139175415,3.75811815262,1.64863455296,0.329703986645,1.76043128967,2.25087118149,2.70413899422,1.45730495453,3.39443302155,2.97654104233,-0.537325739861,1.69371724129,-0.140768349171,0.153568923473,-0.405772805214,0.0864149257541,0.285139858723,-0.212419629097,4.16510009766,4.66540002823,0.455104291439,0.362761259079,0.795385122299,-0.130889832973
6009,0.570009469986,1.86971795559,1.62492918968,0.691999971867,3.19921255112,0.698211014271,-0.166000008583,-1.87545657158,1.58130002022,0.0644825994968,0.225569456816,0.107375778258,-0.378861963749,2.28656435013,-0.875016331673,-0.0674988627434,-1.72362422943,1.87777805328,1.7833814621,-0.228007599711,0.693193912506,-0.537971138954,0.0128370821476,1.27480006218,1.71690678596,0.10856795311,5.20349740982,4.86413002014,0.55705678463,1.03705000877,1.88473081589,1.34882926941,0.0623857975006,0.0611401945353,0.104803100228,2.14777588844,0.372730970383,0.381663203239,4.70586299896,4.63447475433,3.49432468414,2.12846851349,1.39349877834,1.43956065178,0.679164409637,-1.03912699223,-0.745618104935,-0.933193147182,2.08525013924,2.01180005074,-0.801818132401,-0.196672961116,0.673788547516,-0.633475124836
2309,1.08056461811,-0.0194879770279,0.719683766365,3.10579991341,2.37991547585,0.567866265774,0.980300009251,8.38304138184,10.0,1.05749750137,0.815204799175,2.05515027046,1.45898628235,3.45264172554,-0.4448171556,1.55217134953,-0.819966673851,-0.860425293446,0.311641514301,1.02859687805,1.64947748184,1.52178299427,1.29222655296,0.099849998951,1.48871147633,1.19439101219,1.42315113544,1.38111114502,0.352298378944,0.945050001144,2.11209630966,1.78892016411,1.39766633511,0.683259785175,0.337297737598,3.98089933395,3.76112151146,2.55501055717,5.70232343674,5.26822090149,3.74844717979,3.27541971207,2.15018606186,2.77146482468,1.21036696434,1.1938457489,0.990644812584,1.26434540749,-1.3967000246,-1.31239998341,-0.33521130681,1.59302794933,-0.663424313068,-4.42193174362
387,0.753183066845,1.29053521156,1.72314548492,0.95459997654,3.40669441223,0.00834058225155,0.9416000247,0.770187318325,1.31130003929,-0.473494231701,0.508512198925,0.200759530067,0.847873449326,3.60944890976,-1.55126643181,1.92586827278,-0.824171900749,2.18620347977,1.05213904381,0.628338456154,0.135409832001,0.479761004448,1.19789540768,0.456799983978,2.57620620728,0.847723603249,1.41670882702,0.752115726471,-0.777324736118,-1.00580000877,-0.346869498491,0.535003006458,0.915884852409,0.484325647354,0.806542396545,1.44829952717,-0.212345868349,0.561279296875,3.89082360268,4.74134349823,2.14123368263,0.267125874758,-2.7592151165,-2.37150096893,0.704656779766,0.462854117155,0.0224037580192,0.184819638729,0.442099988461,-0.198899999261,-0.565141439438,-0.555367827415,1.50899839401,-0.955058693886
3553,0.528698146343,5.099568367,4.98150444031,6.10825014114,4.11101055145,-0.70445805788,0.767050027847,3.98337888718,2.91560006142,0.437374919653,1.07999372482,0.431506931782,3.92958021164,4.88131380081,1.12274158001,1.8554649353,0.162805810571,-0.949699044228,-0.0674200728536,0.989068329334,0.430992424488,-0.152466028929,-0.46087884903,0.471199989319,0.116858221591,0.471555650234,3.82621574402,2.79931116104,5.10100841522,3.06270003319,1.8164935112,0.675515294075,0.156671255827,-0.747631132603,1.02090513706,0.828153669834,1.45393288136,0.584285020828,1.64160680771,2.40287399292,2.44131970406,1.80018818378,3.33251810074,2.71962094307,3.58867907524,-1.04578471184,0.718867361546,0.710519969463,0.708649992943,1.36600005627,0.469474822283,1.2943996191,4.58859682083,-0.776930212975
427,-0.496678054333,1.60278248787,-0.118209965527,0.0750000029802,-1.49792981148,-0.650555074215,0.461699962616,-1.55980849266,-0.660700023174,-1.97465825081,0.306412935257,-0.172370031476,0.148670554161,-0.694775879383,-0.913145720959,-1.62038016319,0.0532096028328,-0.701320230961,1.01439833641,-0.322579860687,0.215565860271,-1.11018335819,-0.0749786198139,0.364450007677,0.544454097748,-0.0338124036789,0.710027933121,2.08853292465,0.49285531044,-0.404599994421,-0.450344264507,-0.0694642812014,0.160043537617,0.321109443903,1.19357550144,2.17911934853,0.703608632088,-0.0411106869578,-0.958967745304,-1.1048579216,0.839806079865,0.567026734352,-0.550291895866,0.574345231056,-0.775319039822,0.594102144241,0.109570473433,0.694274902344,2.49655008316,3.39590001106,-0.376192033291,0.353812247515,1.45003247261,1.3897023201
5898,-0.550002932549,1.6406365633,0.754922866821,0.842849969864,2.10890412331,0.926074147224,1.25320005417,-1.26355040073,-2.50670003891,0.911891698837,0.783507525921,1.02649319172,0.394888341427,0.288951903582,0.157379359007,0.814147293568,1.54267609119,-0.0552549511194,0.0848732739687,-1.6191546917,0.0332901924849,-0.0737614035606,0.664596915245,0.228599995375,0.45052087307,0.338458180428,-1.12783062458,0.446316659451,-0.376600444317,-0.129200011492,-0.0541227459908,-0.346181035042,1.73832595348,0.809375047684,1.3528419733,0.562843263149,1.27937114239,0.752905726433,3.75794386864,4.55400133133,3.98663115501,1.69302654266,1.60117435455,1.88466012478,-1.12835407257,0.79744386673,-1.25869619846,0.846740186214,1.19809997082,1.12820005417,0.642378628254,-0.0302397459745,0.0860156714916,1.14449095726
23365,-2.29551649094,-0.817595481873,0.722007870674,-0.87215000391,-0.0600611567497,-0.274306714535,0.714200019836,-1.75326788425,-2.49530005455,0.270850360394,0.875404477119,0.103191971779,0.0322389155626,1.83057403564,-0.261193364859,0.0373898893595,-0.665076851845,-0.587860107422,0.111051917076,-0.374681293964,-0.809166789055,-2.08969855309,-0.917601048946,-0.704949975014,-0.683792948723,-1.32728111744,-0.535416841507,-0.938171386719,-0.237159997225,-0.0611999928951,-1.20901334286,0.324561417103,-0.431432038546,0.971501648426,1.5084900856,-0.683009445667,0.311771035194,-0.385322868824,-1.57784688473,-0.436530023813,0.292104125023,0.682330071926,0.0305647440255,-0.386039584875,-1.20721697807,0.416167706251,0.439774751663,-0.372515946627,-1.62715005875,-1.78620004654,0.549223601818,2.13535284996,-0.995094418526,-0.376236200333
6657,-0.277109563351,-0.112539850175,0.05359557271,4.06034994125,3.52149009705,-1.1544752121,0.654949963093,-1.85958313942,-3.47250008583,0.679670155048,0.622021794319,0.13932877779,-0.739389300346,-0.368252426386,1.81775450706,0.592269778252,0.289578795433,-1.01039540768,-0.0395144224167,-0.518734037876,-1.53303301334,0.982718110085,0.427487194538,1.08465003967,-0.66327226162,0.449825435877,0.900236487389,-0.1101577878,0.606076955795,0.509849965572,0.658831715584,-0.0745452418923,0.127494379878,-0.709086418152,0.940939903259,0.346453100443,1.2565060854,1.06087124348,0.743778765202,2.01530456543,1.80744540691,1.71534085274,-4.03444385529,-2.31908655167,0.489749550819,0.0113809388131,0.583616197109,-0.0238027051091,0.997950017452,1.10080003738,0.724703431129,1.71397531033,0.414552271366,1.91637766361
