rid,DOS029_VCAP_24H:BRD-K84528570-001-01-2:5.01,DOS033_A375_24H:BRD-K84528570-001-01-2:5.01,DOS033_A549_24H:BRD-K84528570-001-01-2:5.01,DOS033_HT29_24H:BRD-K84528570-001-01-2:5.01,DOS033_MCF7_24H:BRD-K84528570-001-01-2:5.01,DOS033_PC3_24H:BRD-K84528570-001-01-2:5.01,DOSBIO001_A375_24H:BRD-K84528570:10.0272,DOSBIO001_A549_24H:BRD-K84528570:10.0272,DOSBIO001_HT29_24H:BRD-K84528570:10.0272,DOSBIO001_MCF7_24H:BRD-K84528570:10.0272,DOSBIO001_PC3_24H:BRD-K84528570:10.0272,DOSBIO001_NEU_24H:BRD-K84528570:10.0272,DOSBIO001_NPC_24H:BRD-K84528570:10.0272
5720,-0.269184887409,-1.0665153265,-2.25497126579,-0.18533334136,-0.165663838387,-1.7390434742,0.0210868753493,1.62046480179,0.178653374314,1.16824579239,0.898746728897,2.60304999352,1.06628024578
466,0.509682357311,-0.332856118679,-1.0353115797,1.12639009953,0.0777024626732,-0.956337988377,-0.118747629225,0.347746759653,-0.372278004885,-0.167403057218,0.104656308889,0.168500006199,0.474738180637
6009,0.396964550018,-2.22072720528,1.19948244095,-0.666881799698,-0.2276160568,-0.579296529293,0.0811643600464,0.332564085722,0.735889673233,0.0437907129526,1.12797486782,-0.675549983978,-0.940864145756
2309,-5.7548828125,-0.355476647615,1.24549758434,6.57268476486,-1.91734790802,0.308960855007,0.876990795135,0.346742749214,-0.0101360976696,0.168784111738,0.745977461338,-0.578849971294,-0.270915210247
387,0.0503593832254,0.460526168346,2.36309862137,1.01306867599,0.609176278114,1.05019581318,-0.567930221558,-0.293305128813,-0.186306938529,-0.086480230093,0.0513167381287,-1.24899995327,0.515725314617
3553,0.429475903511,1.15987479687,-0.887717366219,1.27978348732,-0.729243159294,0.50787883997,-0.305836319923,-0.926971435547,0.00320395827293,-1.4462082386,1.185582757,1.23469996452,0.188184663653
427,-0.0172749832273,1.47037053108,-0.76366686821,0.0766850784421,-0.312005400658,-0.414307653904,-0.157467141747,-0.203754857183,0.335396081209,0.274234235287,-0.113968774676,-0.395249992609,0.570675313473
5898,0.234443575144,0.44780087471,-0.415440261364,-0.184631511569,-0.74924492836,0.113112300634,0.509286046028,-1.04716777802,-0.170080423355,1.05843508244,0.969121336937,0.551300048828,0.0268980748951
23365,0.269679665565,0.81914883852,3.49601531029,1.71931350231,0.225282877684,-0.0915173068643,-0.348091393709,-0.938780725002,-0.740575134754,-0.880273222923,-0.931752443314,-0.917450010777,-0.751322448254
6657,5.39262294769,1.97374176979,-2.8588848114,-0.137858718634,0.258926570415,0.770125865936,1.05381524563,0.212503775954,0.470480829477,-0.34500515461,-0.994771122932,-1.64370000362,0.70879304409
5054,-0.14832085371,0.521067023277,0.683892428875,0.839447379112,0.653546214104,0.313119351864,-0.444461643696,0.182877540588,-0.417701929808,-0.618234872818,0.377586901188,0.13789999485,-0.892599582672
3108,-0.22497344017,-1.44737768173,1.30688810349,0.311760544777,0.245101332664,0.862069010735,-0.119013376534,0.335715413094,-0.354704320431,-0.437123626471,3.33313417435,1.27480006218,-0.207549586892
1950,-1.15141582489,0.999931335449,-1.07970654964,-0.158370479941,-0.656695902348,0.177442744374,-0.656042337418,0.271982192993,-0.714121460915,-0.451055139303,-0.522734165192,-0.31329998374,0.0511390119791
351,0.202710360289,0.207893610001,0.223359644413,-0.489238798618,0.0590719282627,0.503845453262,-0.285645365715,-0.00810854323208,0.687316060066,-0.170111000538,-1.11798620224,0.300849974155,0.516139686108
4846,-0.403359174728,0.53189098835,-0.343043059111,0.376881062984,-0.393725782633,0.2783626616,0.592127084732,-0.344471514225,-0.478914439678,0.0155809819698,0.451496720314,1.16120004654,-0.300311625004
1452,0.269001066685,-0.58916425705,-0.892008304596,0.536963999271,-0.716591715813,-1.44309937954,-0.760965228081,0.632212758064,0.761165499687,1.04748940468,-0.65183287859,-0.662600040436,0.157082304358
4776,-0.728363752365,1.09144020081,-1.13076043129,-0.205850496888,0.359678655863,0.424543470144,-1.12056767941,-0.707043588161,0.582119941711,-1.16678357124,-1.8494155407,-0.865750014782,-0.75884693861
6908,-0.215285539627,-0.846354603767,-0.871246039867,0.628199875355,-0.0395988076925,-0.604443073273,0.697162628174,1.42481482029,0.295661211014,0.788791418076,1.32511222363,-0.388249993324,0.525008201599
672,0.0353887677193,-0.959791362286,-1.66712522507,0.264470338821,0.117548003793,-0.832882344723,-0.509029090405,0.527471423149,-0.222904831171,-0.52257579565,1.09136593342,-0.385700017214,1.33301377296
5710,0.25759640336,-0.652971208096,0.623429894447,1.52732944489,0.695975065231,-1.26180624962,0.195150330663,-1.26211071014,0.275215506554,0.590568482876,-0.507915914059,-0.731500029564,-0.436823457479
2115,-0.0342473834753,1.20745480061,-1.3922175169,-0.0629912465811,0.0505258366466,0.253512591124,0.717604398727,-0.429245948792,-0.29200091958,-0.231361567974,-0.842551112175,0.116599999368,-0.0764548629522
7015,-0.329403668642,0.0647112131119,-2.42239689827,-0.867371141911,-0.141228541732,0.588580071926,0.147486627102,-0.367156326771,0.665434420109,-0.462380111217,-0.726353943348,1.18315005302,1.21105003357
8726,-0.195514500141,0.954840779305,0.229437500238,-0.149594694376,-0.78394472599,0.657813549042,0.491858184338,-0.24303291738,0.933111608028,0.372250795364,0.102430418134,-0.428250014782,0.0852125585079
2185,-0.675507128239,1.1741322279,-1.1300868988,-0.414079457521,0.447457492352,0.479341864586,-0.770094156265,-0.934807181358,-0.0902187526226,-0.754650175571,-1.08592426777,1.05309998989,0.402620017529
3315,0.452039182186,-1.39713168144,0.826207995415,-0.351515740156,-0.32947537303,-0.170520231128,-0.107480533421,0.650186777115,0.12057004869,0.936585783958,-0.0191201269627,0.0627499967813,0.249956160784
