rid,CPC004_A375_6H:BRD-K37694030-003-05-1:10,CPC004_A375_6H:BRD-K36616567-003-01-5:10,CPC004_HA1E_6H:BRD-K37694030-003-05-1:10,CPC004_HA1E_6H:BRD-K36616567-003-01-5:10,CPC002_HA1E_6H:BRD-K54462405-003-03-3:10,CPC004_HA1E_24H:BRD-K37694030-003-05-1:10,CPC004_HA1E_24H:BRD-K36616567-003-01-5:10,CPC002_HA1E_24H:BRD-K54462405-003-03-3:10,CPC004_HCC515_6H:BRD-K37694030-003-05-1:10,CPC004_HCC515_6H:BRD-K36616567-003-01-5:10,CPC002_HCC515_6H:BRD-K54462405-003-03-3:10,CPC004_HCC515_24H:BRD-K37694030-003-05-1:10,CPC004_HCC515_24H:BRD-K36616567-003-01-5:10,CPC002_HCC515_24H:BRD-K54462405-003-03-3:10,CPC004_HEPG2_6H:BRD-K37694030-003-05-1:10,CPC004_HEPG2_6H:BRD-K36616567-003-01-5:10,CPC004_HT29_6H:BRD-K37694030-003-05-1:10,CPC004_HT29_6H:BRD-K36616567-003-01-5:10,CPC004_MCF7_6H:BRD-K37694030-003-05-1:10,CPC004_MCF7_6H:BRD-K36616567-003-01-5:10,CPC004_PC3_6H:BRD-K37694030-003-05-1:10,CPC004_PC3_6H:BRD-K36616567-003-01-5:10,CPC002_PC3_6H:BRD-K54462405-003-03-3:10,CPC004_PC3_24H:BRD-K37694030-003-05-1:10,CPC004_PC3_24H:BRD-K36616567-003-01-5:10,CPC002_PC3_24H:BRD-K54462405-003-03-3:10,CPC004_VCAP_6H:BRD-K37694030-003-05-1:10,CPC004_VCAP_6H:BRD-K36616567-003-01-5:10,CPC002_VCAP_6H:BRD-K54462405-003-03-3:10,CPC004_VCAP_24H:BRD-K37694030-003-05-1:10,CPC004_VCAP_24H:BRD-K36616567-003-01-5:10,CPC002_VCAP_24H:BRD-K54462405-003-03-3:10,CPC011_A375_6H:BRD-K37694030-003-07-7:10,CPC011_A549_6H:BRD-K37694030-003-07-7:10,CPC011_A549_24H:BRD-K37694030-003-07-7:10,CPC011_HA1E_6H:BRD-K37694030-003-07-7:10,CPC011_HT29_6H:BRD-K37694030-003-07-7:10,CPC011_MCF7_6H:BRD-K37694030-003-07-7:10,CPC011_MCF7_24H:BRD-K37694030-003-07-7:10,CPC011_PC3_6H:BRD-K37694030-003-07-7:10,CPC011_PC3_24H:BRD-K37694030-003-07-7:10,CPC011_VCAP_6H:BRD-K37694030-003-07-7:10,CPC011_VCAP_24H:BRD-K37694030-003-07-7:10,CPC018_A375_6H:BRD-K36616567-003-01-5:10,CPC017_A375_6H:BRD-K37694030-003-05-1:10,CPC017_A375_6H:BRD-K54462405-003-03-3:10,CPC020_A375_6H:BRD-K54462405-003-18-1:10,CPC018_A549_6H:BRD-K36616567-003-01-5:10,CPC017_A549_6H:BRD-K37694030-003-05-1:10,CPC017_A549_6H:BRD-K54462405-003-03-3:10,CPC020_A549_6H:BRD-K54462405-003-18-1:10,CPC018_A549_24H:BRD-K36616567-003-01-5:10,CPC017_A549_24H:BRD-K37694030-003-05-1:10,CPC017_A549_24H:BRD-K54462405-003-03-3:10,CPC018_ASC_24H:BRD-K36616567-003-01-5:10,CPC017_ASC_24H:BRD-K37694030-003-05-1:10,CPC017_ASC_24H:BRD-K54462405-003-03-3:10,CPC020_HA1E_6H:BRD-K54462405-003-18-1:10,CPC020_HCC515_6H:BRD-K54462405-003-18-1:10,CPC018_HEPG2_6H:BRD-K36616567-003-01-5:10,CPC017_HEPG2_6H:BRD-K37694030-003-05-1:10,CPC017_HEPG2_6H:BRD-K54462405-003-03-3:10,CPC018_HT29_6H:BRD-K36616567-003-01-5:10,CPC017_HT29_6H:BRD-K37694030-003-05-1:10,CPC017_HT29_6H:BRD-K54462405-003-03-3:10,CPC020_HT29_6H:BRD-K54462405-003-18-1:10,CPC018_MCF7_6H:BRD-K36616567-003-01-5:10,CPC017_MCF7_6H:BRD-K37694030-003-05-1:10,CPC017_MCF7_6H:BRD-K54462405-003-03-3:10,CPD001_MCF7_6H:BRD-K36616567-003-02-3:10,CPC020_MCF7_6H:BRD-K54462405-003-18-1:10,CPC018_MCF7_24H:BRD-K36616567-003-01-5:10,CPC017_MCF7_24H:BRD-K37694030-003-05-1:10,CPC017_MCF7_24H:BRD-K54462405-003-03-3:10,CPD001_MCF7_24H:BRD-K36616567-003-02-3:10,CPC020_MCF7_24H:BRD-K54462405-003-18-1:10,CPC018_NPC_24H:BRD-K36616567-003-01-5:10,CPC017_NPC_24H:BRD-K37694030-003-05-1:10,CPC017_NPC_24H:BRD-K54462405-003-03-3:10,CPC020_PC3_6H:BRD-K54462405-003-18-1:10,CPD001_PC3_24H:BRD-K36616567-003-02-3:10,CPC020_PC3_24H:BRD-K54462405-003-18-1:10,CPC018_PHH_24H:BRD-K36616567-003-01-5:10,CPC017_PHH_24H:BRD-K37694030-003-05-1:10,CPC017_PHH_24H:BRD-K54462405-003-03-3:10,CPC018_SKB_24H:BRD-K36616567-003-01-5:10,CPC017_SKB_24H:BRD-K37694030-003-05-1:10,CPC017_SKB_24H:BRD-K54462405-003-03-3:10,CPC020_VCAP_6H:BRD-K54462405-003-18-1:10,CPC020_VCAP_24H:BRD-K54462405-003-18-1:10
5720,0.144385129213,-2.05160403252,-0.928295552731,-1.43565011024,0.727674841881,-0.885700106621,-0.0481862127781,0.813661754131,0.446325659752,-0.605481505394,-0.454850018024,0.230965316296,-0.432283043861,1.24609589577,0.969815075397,-0.782863616943,0.0158160086721,0.219010189176,-1.01620578766,1.06985521317,-0.277118235826,-0.034353043884,-0.919464170933,0.581164598465,-2.87259864807,0.0759451761842,0.508359193802,0.479874789715,1.66586995125,-0.224870532751,-0.770552754402,0.467470258474,-1.71727216244,0.143265783787,0.00166448578238,-0.370299994946,-4.58039617538,-4.21990013123,1.13289999962,0.756198942661,-0.0442284271121,-0.360959887505,0.368142813444,-0.133210629225,-0.0902434140444,0.0165717601776,0.803785443306,0.780134677887,0.0737307369709,-0.761983394623,1.05865001678,-0.541350007057,1.14674341679,0.0376389324665,-0.333483248949,0.68538916111,0.614332199097,-0.607494473457,0.599799990654,0.031974978745,0.66947555542,-0.126423612237,0.135984733701,-0.492292255163,-0.47782355547,0.863083958626,0.0752720013261,-0.424439698458,-1.03988528252,1.30157613754,0.578177809715,-0.049690425396,-0.475805222988,-0.156664669514,0.301017045975,-0.343670129776,-0.0874090120196,0.80268830061,0.522765696049,0.673084139824,0.413549125195,1.1673771143,0.0957820639014,-0.603106021881,-0.46950930357,0.30903595686,-0.472449988127,-0.430900007486,-0.161347597837,0.536902308464
466,-0.614470124245,1.54717481136,-0.410865843296,-1.55709993839,1.34150862694,-0.982975840569,0.296818822622,0.862677335739,0.367257773876,0.480436444283,0.801250040531,0.0147836990654,-0.565074384212,1.40901494026,0.523472487926,-0.83357667923,-0.348829776049,-0.511250197887,-0.448599517345,0.695551514626,0.564728677273,0.396022945642,0.991873145103,0.274497151375,2.07576155663,0.240151673555,0.176986426115,-0.0711933672428,0.487016499043,-0.457603365183,0.0711466819048,0.502657055855,-1.39523816109,-0.897992134094,0.0501799508929,-1.64760005474,1.8308365345,1.61730003357,-0.203699991107,0.543016731739,-0.260909289122,-0.336104780436,0.209248229861,0.173405468464,0.598141551018,-1.42262506485,1.33580803871,0.435162752867,-0.891888022423,-0.890397012234,1.39584994316,0.343900024891,0.939987063408,0.461566746235,-0.182110339403,-0.594818651676,0.289576023817,0.311857014894,0.836100041866,0.388905227184,0.107541754842,-0.374100953341,0.268990784883,-0.496108829975,0.70883923769,-1.26119053364,0.195802390575,-0.556295335293,-0.129711657763,0.835909366608,0.86443156004,-0.321633160114,-0.521968007088,-0.134364783764,0.769072413445,1.21408414841,0.759548127651,-0.148119971156,0.158833965659,1.10283100605,-0.0940518975258,0.5923858881,0.0457077249885,0.650518536568,0.0535100698471,0.0312948711216,-0.161249995232,-0.80780005455,0.309785425663,-0.997644662857
6009,-0.175558000803,-0.00700953602791,-0.229254588485,-0.130549997091,0.395088016987,-0.863958656788,-0.402570903301,0.435451090336,-0.0905774310231,0.409531354904,1.49835002422,-1.19437026978,0.420695126057,1.44091355801,0.543835878372,-0.373242914677,0.084488466382,-0.0961743146181,-0.321202248335,-0.00912824273109,0.518579006195,-0.477566361427,0.8465321064,0.231457516551,1.3304874897,0.195936203003,-0.117005378008,0.334793657064,1.1585791111,-0.144475623965,-0.864713191986,-0.0765505507588,1.18618226051,-0.318494260311,-0.00552751123905,0.0958499908447,-0.567480266094,1.04929995537,-2.43990015984,0.00953920185566,1.14615392685,-0.493258237839,-0.169469714165,0.0776018500328,0.294743210077,0.67251098156,0.939245581627,-0.696510255337,0.235581740737,-0.366429448128,1.33680009842,-0.553400039673,0.400797635317,-0.696292638779,-0.622972786427,-1.77206778526,-0.385916113853,-0.285772114992,1.50314998627,-0.339815050364,0.27208840847,-0.656687378883,-0.771684229374,-0.75077855587,-0.305684685707,1.08879089355,0.232328683138,0.645686149597,0.365466028452,0.721104383469,0.276475280523,-0.751648008823,0.0865863263607,-0.589673161507,-0.346478939056,-0.28090724349,0.63086348772,-0.4741576612,-0.879488110542,0.80288875103,0.249460056424,0.53022480011,-1.07072031498,0.439509749413,-0.321442395449,-0.442891538143,0.681699991226,-1.35494995117,0.795505464077,0.793479561806
2309,-0.23730237782,1.07692170143,0.149081155658,0.0387499928474,0.176226496696,-0.790971279144,-0.52873468399,0.606532335281,-0.0970662981272,1.47832286358,0.423500001431,0.9039529562,-0.257834047079,0.968142807484,-0.224522173405,-0.0218807347119,-0.635950863361,0.238523393869,1.17853939533,-0.0744613856077,0.193571507931,2.49279141426,0.881537437439,0.195765584707,2.03145599365,0.106966368854,1.11867725849,-4.39271688461,0.561230182648,1.31162631512,-0.900647878647,0.800054073334,1.86596655846,-0.0606076568365,0.565132260323,-0.418399989605,2.38277721405,1.17680001259,-2.2594499588,-0.497036635876,0.113961353898,-0.805749893188,-0.439923733473,0.856441795826,-0.788844883442,-0.0980509370565,0.288860857487,-0.199525639415,-0.198540329933,-0.619484901428,-1.22455000877,-0.543449997902,0.0625939667225,0.285583436489,-0.464104652405,-0.457199662924,0.06093531847,-0.0891861096025,0.614149987698,-0.474350512028,0.0470613725483,0.158751294017,0.736689448357,1.18921923637,0.299547046423,0.945809066296,0.168016657233,0.98380446434,0.998579859734,0.183990389109,0.419516861439,0.87955224514,0.414935261011,0.162301972508,-0.597298383713,-0.720408737659,-0.649589002132,0.010409547016,0.174384504557,1.03588950634,-1.06531476974,0.125518932939,0.452179640532,-0.414109766483,-0.516141653061,1.01746273041,1.24070000648,-0.848250031471,0.0302935242653,1.5406178236
387,-0.43588629365,0.398342847824,-0.282671749592,-1.86419999599,1.3457710743,-0.617183446884,-0.945483505726,0.63677996397,-0.482299089432,0.426827579737,0.972299993038,0.206139713526,-1.34249043465,1.07427871227,0.921921491623,-0.813672184944,-0.240561455488,-1.30544543266,-0.0889864712954,0.0569656863809,-0.0600734427571,0.521535277367,1.06121575832,0.168685287237,-6.07077789307,0.705816149712,-0.751299977303,-1.39502882957,0.396117478609,0.126870840788,-0.16598688066,0.55421859026,-0.119719386101,0.39431810379,-0.290490150452,-0.240949988365,2.00678634644,2.46959996223,-0.0926999971271,-0.0178821086884,0.457720190287,-0.174682319164,-0.745905280113,0.819916427135,-0.274974405766,0.139636337757,0.80958968401,-0.369191467762,-0.818522155285,-0.0328203439713,2.23329997063,1.93564999104,-0.0912659466267,0.0646770969033,-1.61644470692,-0.590513408184,0.427684634924,0.235751017928,-1.31979990005,-0.127933949232,0.777409911156,-0.471845209599,0.00466885045171,0.116305209696,0.0402249768376,0.617339551449,0.654210627079,1.71305596828,1.14072155952,0.542992472649,0.532075405121,0.199686020613,0.347932785749,0.301255822182,-0.800318777561,-0.224580079317,0.323820501566,-0.122236080468,-0.215264484286,-0.20285692811,0.450580835342,0.419761300087,0.629209637642,-0.0093810223043,0.307654619217,0.124646097422,0.777350008488,-0.882799983025,1.19246566296,0.978237092495
3553,-0.3449177742,0.632154464722,0.310665786266,1.09589993954,-1.20587301254,-0.40172713995,0.0999500527978,-1.15114176273,-0.364635974169,1.35601878166,0.00544999539852,-0.686519980431,0.458981394768,-1.06713533401,-0.530402302742,1.51070284843,0.256470680237,0.0192772746086,-0.0389600396156,-0.467233687639,-0.314408898354,0.599259972572,-0.322394669056,-0.874803781509,1.3935624361,-1.04264235497,0.108543895185,-0.289986252785,-1.61949050426,-0.336954712868,0.89735686779,-1.27645611763,1.3909406662,-0.143763259053,0.177311748266,0.454800009727,4.58816957474,2.20805001259,1.99435007572,-0.124414429069,0.374877274036,1.12097430229,0.60194760561,-0.783580422401,0.600218057632,-0.332664310932,-1.23537564278,-0.586071252823,0.660880327225,0.791266977787,-0.72705000639,-0.186949968338,-0.0223586186767,-0.682928442955,0.400331616402,0.780148208141,-0.525189697742,-0.966493010521,-0.0909999907017,0.0528642982244,-0.508104205132,0.39710560441,-0.208574384451,0.624014616013,-0.248695999384,-0.703879892826,-0.660703778267,-0.0861858874559,0.504864215851,-1.43051064014,0.0989481732249,-0.355100512505,1.55333578587,-0.312262654305,0.168359443545,-0.713010430336,0.0253534913063,1.10447597504,0.861397743225,-0.10382360965,0.160304501653,-0.331232696772,1.06448590755,0.749291837215,0.159654170275,-1.06267559528,0.532649993896,0.40285000205,-1.06883656979,-0.0275945365429
427,-0.3309019804,1.15279078484,-0.994270384312,0.474849998951,-0.17641697824,0.098005592823,-1.09828317165,-0.200020745397,0.48491859436,0.822863399982,1.58539998531,0.28602129221,-0.28874784708,-0.891573429108,1.03754913807,-0.205229774117,-0.446693897247,-0.325250953436,0.236287087202,-1.11445760727,-0.417251437902,0.0577162951231,0.614922046661,0.537716686726,1.94780158997,0.440191328526,-1.21376299858,-1.48659408092,-0.501699268818,-0.0404561907053,-0.366294562817,0.696130812168,1.05636715889,-2.04785966873,0.444603830576,0.154799997807,2.28718400002,1.55700004101,-1.78960001469,0.532583236694,-0.136333584785,-0.172615706921,-0.23043179512,-0.616647601128,0.462963938713,-0.709440886974,1.33951556683,0.630038976669,-1.72467958927,0.494266927242,1.20459997654,0.131800025702,0.856211781502,-0.330572962761,-0.965860009193,0.533873677254,0.533205449581,0.171611517668,0.700600028038,0.331920892,0.80691587925,-0.934624969959,0.212728738785,0.642084181309,0.222316712141,-0.789856374264,0.651823341846,-1.31870734692,0.0880300849676,0.119314610958,0.756350874901,0.494691044092,0.0437410101295,-0.388666987419,1.4004585743,1.40752196312,-1.49243175983,0.597529947758,3.00656509399,0.448648661375,-0.73591864109,0.518437206745,-1.04404592514,-0.953730165958,-0.116321623325,-1.57961285114,-0.128749996424,0.584299981594,0.754151463509,-0.377272754908
5898,0.0923407524824,0.2848264575,-0.259355545044,-1.50100004673,-1.02012312412,-0.855616927147,0.0726892352104,0.47515887022,-0.294033497572,0.725522398949,0.162799999118,-0.75124257803,0.193363711238,0.306796789169,-0.917744278908,-0.0479554235935,0.160028859973,-0.484549701214,-0.0407198816538,-0.141832888126,-0.421899616718,0.134960263968,-0.294578909874,-0.542994201183,0.342734128237,-1.27386534214,-0.379153698683,-0.837104082108,-0.559832692146,-0.225359350443,-0.0692484080791,-0.224585622549,1.5715457201,-0.625603973866,0.0548453629017,-0.160950005054,2.41655516624,2.34945011139,-0.230950027704,0.8882573843,0.126090228558,0.68897819519,-0.137441292405,0.375798881054,0.527676641941,-0.454916059971,0.182518750429,4.06011104584,-0.943598508835,-0.479479491711,-1.59345006943,-2.67880010605,0.768219709396,0.586046993732,0.260814070702,0.135293096304,0.089334897697,0.986134409904,1.28415000439,0.255055725574,0.357190668583,-0.442933022976,0.482333064079,0.88936662674,-0.595845222473,-0.878862679005,0.348476290703,0.277070730925,0.290399312973,0.554875850677,-0.230567395687,1.28002333641,0.992286801338,0.515887022018,0.513716042042,0.982265472412,-0.344720751047,0.14717400074,-0.580735743046,-0.77194583416,0.586397945881,-0.153991803527,1.15594279766,-0.0565183609724,0.408171087503,0.174391895533,-1.4076499939,0.151399999857,0.0334000512958,-2.55414652824
23365,1.28911745548,0.830133795738,0.446844279766,-1.04984998703,-1.87282133102,-0.0279537141323,0.191222578287,-0.508114993572,-0.653128921986,0.673893153667,0.770700037479,0.473145127296,-0.223318830132,-0.573480367661,2.59750533104,-0.172131732106,-0.163757383823,0.0485716089606,1.17517995834,-0.541692018509,0.643242955208,-0.0667745769024,0.0323482453823,0.08649918437,2.58050012589,-0.248260885477,0.656872153282,-1.74019122124,-0.677886128426,-0.158019289374,-0.217059135437,-1.17237997055,1.14737904072,0.413581728935,-1.53638327122,0.37834995985,1.39556574821,2.34724998474,0.870899915695,-0.485921323299,-0.16255608201,0.479860395193,-0.0759821981192,0.817253828049,0.349798023701,-0.177511885762,-0.953685164452,-0.215124845505,-0.900418758392,-0.0779894888401,1.55640006065,0.882550001144,-0.166581749916,-0.919791698456,-0.610016226768,1.0281496048,0.147010400891,0.440054178238,-0.0202000141144,-0.617791652679,0.817134201527,-0.125913396478,-0.142402857542,-0.383701056242,0.353108614683,0.0918033570051,0.170506283641,0.471565186977,0.908630728722,0.774176716805,-0.933311522007,1.03108274937,0.294882595539,0.557162880898,-0.0477274507284,0.156099200249,-0.0623100996017,0.765456736088,-1.20199501514,-2.09512162209,0.779470562935,0.489766269922,1.11495900154,0.384752631187,1.23009169102,0.519001543522,-0.452100008726,-0.25695002079,0.227064311504,-1.01098275185
6657,0.253026992083,1.62735366821,0.0973185524344,3.13404989243,0.535867750645,-0.497837275267,0.239330008626,-0.216528862715,-0.719363331795,1.80003941059,0.445849984884,0.410137802362,0.145571112633,-0.564946949482,-1.17547821999,2.00957107544,-0.6504945755,0.36396458745,-0.072901904583,-0.14905449748,-0.699998378754,0.371653497219,-0.723109126091,-0.739340186119,0.636822462082,-0.566224515438,-0.00981819629669,-0.0354496985674,-2.10098838806,-0.32972496748,0.597899079323,-1.26629984379,1.23753905296,0.0972933769226,0.0200894027948,1.4849499464,4.87454175949,1.01429998875,0.624650001526,0.0720858573914,0.136275425553,1.35247635841,0.514493227005,-0.423395186663,1.58357059956,1.44785821438,-0.420467436314,0.0281269848347,0.80887567997,0.422159671783,-1.46020007133,-0.759400010109,-0.262284100056,-0.45587220788,1.06835889816,2.02853918076,-1.12985920906,-0.208341449499,0.10119998455,0.126469165087,-0.104730665684,-0.00896264612675,0.601957082748,0.693624258041,-0.611704826355,-0.742252111435,-0.171114385128,-1.49090504646,-0.768963456154,-1.15889799595,0.356049418449,-1.29587256908,0.832889258862,-0.330346107483,-0.156509548426,-0.524538815022,-0.240411862731,-0.59975373745,0.31523630023,-0.8330950737,-0.513233602047,-0.834499239922,1.51189315319,0.320578575134,-0.347322374582,-0.83439552784,0.526849985123,0.18219999969,-0.274099588394,0.72208493948
