rid,DOS023_VCAP_6H:BRD-K41888384-001-01-8:4.89,DOS023_VCAP_24H:BRD-K41888384-001-01-8:4.89,DOS052_A375_24H:BRD-K41888384-001-01-8:4.89,DOS052_A549_24H:BRD-K41888384-001-01-8:4.89,DOS052_HT29_24H:BRD-K41888384-001-01-8:4.89,DOS052_MCF7_24H:BRD-K41888384-001-01-8:4.89
5720,1.26494920254,0.277500003576,1.11899995804,0.843200027943,1.5407500267,0.772650003433
466,0.00835885107517,0.42585003376,1.19644999504,-1.27875006199,0.269700020552,-0.434799998999
6009,-0.726346254349,-0.288800001144,-0.17405000329,0.778950035572,0.642949998379,-0.0571499988437
2309,1.02212488651,0.39699998498,-2.39439988136,-0.584900021553,0.18940000236,0.314599990845
387,-0.111244089901,-0.569850027561,-0.180999994278,-0.221950024366,-0.490999996662,-0.394499957561
3553,-0.941099703312,-1.65454995632,0.473299980164,-1.00650000572,-0.593199968338,-1.67774999142
427,-0.879132807255,1.09704995155,-0.573199987411,-1.22710001469,0.669950008392,-1.26974999905
5898,-0.609468758106,-4.99095010757,0.0675999820232,-2.80534982681,0.0384500026703,-0.228150010109
23365,-0.344617426395,0.834900021553,-0.282100021839,0.478049993515,-1.26870000362,-0.46020001173
6657,-0.373830169439,-1.36984992027,-0.794250011444,-0.356450021267,0.388750016689,-0.538300037384
5054,-1.61917471886,0.165399998426,-0.554850041866,0.40389996767,-0.092950001359,0.141399994493
3108,-0.821889936924,4.77610015869,-0.418700009584,0.494149982929,-0.98995000124,0.396649956703
1950,0.522319614887,0.798149943352,0.917850017548,0.130250006914,1.51719999313,0.112999998033
351,0.048173725605,0.0,0.48244997859,0.366850018501,0.581499993801,-0.0687500014901
4846,0.12867718935,-0.971700012684,0.8695499897,-0.363399982452,1.72499990463,-0.0701499953866
1452,0.293462693691,0.450450003147,0.345799982548,-0.352699965239,0.534100055695,0.862200021744
4776,-0.36890912056,0.224650010467,-0.914699971676,-0.88740003109,-0.347650021315,0.0311999991536
6908,0.492627680302,-0.215250000358,0.392499983311,0.976500034332,-0.414499998093,0.903949975967
672,0.663925766945,0.322200000286,-0.331900000572,0.798600018024,0.18504999578,0.533800005913
5710,0.214869171381,0.159400001168,-1.25665009022,0.369550019503,0.979300022125,-0.396899998188
2115,-0.742990374565,-0.537750005722,-0.228949993849,-0.811850011349,-0.668099999428,-0.765300035477
7015,-0.0319612920284,-0.133849993348,0.793849945068,0.290349960327,-0.32080000639,0.435750007629
8726,0.368855655193,0.361650049686,0.640150010586,1.36744999886,-0.495549976826,-0.199449986219
2185,-0.478749155998,5.01200008392,-0.509000003338,-1.07260000706,-0.249099999666,-0.780699968338
3315,-0.181521326303,0.260150015354,0.76014995575,0.455199986696,0.52680003643,-1.34224998951
5289,0.3067894876,-0.241200000048,-0.348350018263,0.899349987507,-0.227100014687,-0.708649992943
868,-5.60939073563,0.210800006986,0.158050000668,0.551499962807,0.243799999356,-2.13220000267
1677,-0.535683512688,-0.93725001812,0.410050004721,0.0574000179768,0.220100000501,-0.282299995422
7043,-0.760138094425,-0.914900004864,-0.596099972725,-1.04054999352,-0.497699975967,-1.08354997635
5613,-0.280918389559,2.13705015182,-0.279500007629,-1.4497500658,0.568899989128,-0.814199984074
595,0.481230974197,-0.20205001533,-0.701000034809,0.184249997139,-0.396400004625,-1.33369994164
4793,-1.29281377792,0.548849999905,0.307099997997,0.0712000131607,-0.311699986458,0.295300006866
2736,-1.42558097839,-1.7404500246,-0.252400010824,0.276250004768,-0.259000003338,-1.74415004253
5290,1.17516720295,0.651149988174,-0.352149993181,-0.684350013733,0.0993500053883,0.0576499700546
6194,0.692153334618,0.0,0.300500005484,0.0,0.0,-0.219899997115
1676,-0.816272735596,-0.326950013638,-0.144649982452,-0.337450027466,-0.564450025558,-0.549000024796
23512,-0.166768237948,-0.352750003338,-0.0315999984741,0.728349983692,-0.0616500079632,-0.275150001049
148022,-1.0279417038,-0.282499998808,-0.821099996567,0.0687000006437,-0.844950020313,0.1575999856
1906,-1.46534311771,-0.0450000017881,-0.0853500068188,0.700349986553,-4.73719978333,-0.450749993324
8878,0.0252410955727,0.630999982357,-0.279850006104,-0.29730001092,-0.034500002861,-1.84329986572
3091,-1.25121998787,-0.0138499885798,0.1603500247,-1.97664999962,-0.219000011683,-0.810550034046
5743,0.0316021181643,-0.815400004387,-0.253100007772,-0.0991500020027,1.21214997768,0.110850006342
5321,0.404042899609,-0.186849996448,1.0095499754,-3.77484989166,0.402050018311,0.0366000086069
4144,0.400870352983,-0.551050007343,-0.14280000329,-1.89419996738,0.364050000906,-2.05460000038
1981,0.158391401172,0.712350010872,-0.477849990129,-1.87979996204,0.504249989986,0.223200008273
695,0.731984019279,-0.291249990463,4.21554994583,0.502300024033,0.020900003612,3.37989997864
10398,-0.788817822933,-1.21799993515,-0.144450008869,-0.660450041294,0.41400000453,-0.854799985886
5708,0.586637616158,-0.0266499966383,0.119050003588,0.0418500006199,-2.16514992714,0.438899993896
1213,0.30077534914,0.108550004661,-0.731199979782,0.108399987221,-0.406949996948,0.0396000146866
226,0.193454787135,-0.301600039005,0.3763499856,0.151749968529,0.628899991512,-0.792750000954
