rid,CPC003_HA1E_6H:BRD-K27499107-001-02-6:10,CPC003_HA1E_24H:BRD-K27499107-001-02-6:10,CPC003_HCC515_6H:BRD-K27499107-001-02-6:10,CPC003_HCC515_24H:BRD-K27499107-001-02-6:10,CPC003_PC3_6H:BRD-K27499107-001-02-6:10,CPC003_PC3_24H:BRD-K27499107-001-02-6:10,CPC003_VCAP_6H:BRD-K27499107-001-02-6:10,CPC003_VCAP_24H:BRD-K27499107-001-02-6:10,CPC018_A375_6H:BRD-K27499107-001-03-4:10,CPC018_A549_6H:BRD-K27499107-001-03-4:10,CPC018_A549_24H:BRD-K27499107-001-03-4:10,CPC018_ASC_24H:BRD-K27499107-001-03-4:10,CPC018_HEPG2_6H:BRD-K27499107-001-03-4:10,CPC018_HT29_6H:BRD-K27499107-001-03-4:10,CPC018_MCF7_6H:BRD-K27499107-001-03-4:10,CPC018_MCF7_24H:BRD-K27499107-001-03-4:10,CPC018_NPC_24H:BRD-K27499107-001-03-4:10,CPC018_PHH_24H:BRD-K27499107-001-03-4:10,CPC018_SKB_24H:BRD-K27499107-001-03-4:10,NMH002_FIBRNPC_24H:BRD-K27499107-001-04-2:10,NMH002_FIBRNPC_6H:BRD-K27499107-001-04-2:10,NMH002_NEU_6H:BRD-K27499107-001-04-2:10,NMH002_NEU_24H:BRD-K27499107-001-04-2:10,NMH002_NPC_6H:BRD-K27499107-001-04-2:10,NMH002_NPC_24H:BRD-K27499107-001-04-2:10,AML001_CD34_24H:BRD-K27499107:10,AML001_CD34_24H:BRD-K27499107:3.33333,AML001_CD34_24H:BRD-K27499107:1.11111,AML001_CD34_24H:BRD-K27499107:0.37037,AML001_CD34_6H:BRD-K27499107:10,AML001_CD34_6H:BRD-K27499107:3.33333,AML001_CD34_6H:BRD-K27499107:1.11111,AML001_CD34_6H:BRD-K27499107:0.37037,AML001_HL60_24H:BRD-K27499107:3.33333,AML001_HL60_24H:BRD-K27499107:10,AML001_HL60_24H:BRD-K27499107:1.11111,AML001_HL60_24H:BRD-K27499107:0.37037,AML001_HL60_6H:BRD-K27499107:10,AML001_HL60_6H:BRD-K27499107:3.33333,AML001_HL60_6H:BRD-K27499107:1.11111,AML001_HL60_6H:BRD-K27499107:0.37037,AML001_PC3_6H:BRD-K27499107:10,AML001_PC3_6H:BRD-K27499107:3.33333,AML001_PC3_6H:BRD-K27499107:1.11111,AML001_PC3_6H:BRD-K27499107:0.37037,AML001_U937_24H:BRD-K27499107:10,AML001_U937_24H:BRD-K27499107:3.33333,AML001_U937_24H:BRD-K27499107:1.11111,AML001_U937_24H:BRD-K27499107:0.37037,AML001_U937_6H:BRD-K27499107:10,AML001_U937_6H:BRD-K27499107:3.33333,AML001_U937_6H:BRD-K27499107:1.11111,AML001_U937_6H:BRD-K27499107:0.37037
5720,1.16770005226,0.524465560913,1.4484000206,-0.407000273466,-0.0622251778841,0.101510077715,0.668866991997,-0.343699991703,-1.01952707767,-1.95602834225,-0.250300019979,0.0832635760307,-0.300449997187,-1.56513333321,0.528593242168,-0.616306006908,-0.56548166275,0.687483668327,0.341447591782,-0.288101553917,-0.0616497546434,0.164266675711,0.223184257746,-0.0539280846715,0.265312343836,0.277226746082,0.190843820572,-0.77899324894,0.748553752899,-0.102728769183,-0.237041175365,-0.69758027792,0.241583108902,-0.321890860796,-0.862147808075,-0.294050067663,0.48463767767,-0.0231243595481,-0.0818902775645,-0.164188593626,0.538895785809,-1.06514644623,0.015959456563,0.02679464221,0.405388146639,0.903022646904,0.113393008709,0.956817507744,-0.508249223232,0.633300721645,0.0213589966297,0.480708956718,-0.401359528303
466,0.845450043678,-0.339714407921,0.708549976349,0.972931265831,0.114115655422,1.07848238945,-1.33991122246,0.454199999571,0.030860953033,-2.37118196487,-0.249899998307,1.0218269825,-0.0253999978304,-0.229987889528,0.671832561493,0.093595162034,-0.0941840112209,-0.236913859844,-0.240599453449,1.02547454834,-0.538279652596,-0.068499982357,0.481475234032,0.184666708112,0.844727814198,-0.554125070572,-0.342324197292,1.49445199966,0.493310272694,-0.0407978594303,-0.232017710805,-1.4434466362,-0.215109169483,0.647110700607,0.404700219631,0.333635300398,-0.176998078823,-0.811881303787,-0.934769928455,-0.106120601296,0.480690598488,-0.256142497063,0.0726438388228,0.620387613773,-0.00365017354488,1.64596307278,-0.343965500593,0.291089504957,1.94477474689,0.30419883132,-0.32142573595,-0.264402002096,-0.0236006379128
6009,0.180049985647,0.741091310978,0.66740000248,0.572727024555,-0.723961353302,1.0262966156,-0.148619070649,0.791700005531,-0.487414419651,-0.0550926923752,0.253300011158,1.01534557343,1.71274995804,0.813520669937,0.454216122627,-0.373102068901,-1.2635011673,-0.410029232502,1.14891266823,0.114144593477,0.0170689821243,-0.376266658306,-0.586681485176,-0.508333981037,-0.0555078871548,-0.503664076328,-0.265734136105,0.737121462822,-0.224476516247,0.0712560117245,-0.736452281475,-1.02812373638,0.134697586298,0.511690735817,-0.0393423289061,-0.0353323295712,0.116578571498,-0.049750097096,0.229083895683,-0.0841063708067,0.206828758121,0.0551287084818,0.176410526037,0.453735798597,0.127387717366,0.833713531494,0.0227099619806,0.629539251328,0.438159734011,0.159623742104,-0.116542369127,-0.664969980717,0.0674334466457
2309,-0.892549991608,-1.73930740356,1.0938000679,0.329048097134,-0.637252569199,0.0383829027414,1.01552653313,-0.940999984741,-0.240505993366,-1.00656843185,1.01370000839,0.955278635025,0.610549986362,-0.884296655655,-0.255806744099,-5.76124715805,-0.258680462837,0.0783029943705,0.17605817318,-1.07331109047,-0.619780480862,-0.0407999902964,-1.17748963833,-0.487318843603,-0.610178530216,0.107688710093,0.508509218693,1.79800796509,0.12980183959,0.344167292118,0.932008087635,0.232873246074,0.648636937141,0.328493416309,0.0793105438352,0.303287237883,-0.524420142174,0.735462367535,0.0584983602166,-0.409725397825,-0.530516266823,0.583645224571,0.583624005318,0.701968550682,0.496966451406,0.582144618034,-0.252637147903,0.924560666084,0.131299257278,-0.778459846973,-1.4268335104,0.363818943501,-0.862627089024
387,1.0883500576,0.199949115515,0.989300012589,0.670164883137,0.137080222368,0.292077422142,0.508047997952,0.5570499897,-0.0298663303256,0.278689861298,0.254150003195,-0.345360815525,0.965399980545,0.569540500641,0.259497523308,0.774144470692,-0.755846500397,-0.207372635603,-0.166447103024,-0.789169192314,-0.413578808308,-0.0232000052929,-0.435520082712,-0.802965819836,-0.174950808287,0.205335333943,-0.278053402901,-0.180552020669,-0.255382299423,0.4056828022,-0.302419692278,-0.727362930775,-0.363077014685,-0.66852748394,-1.56447505951,-0.0538512021303,0.527856230736,-0.290527433157,0.184626713395,-0.0810542404652,0.184246093035,0.828452467918,0.206919312477,-0.72140443325,0.212305188179,0.0805320292711,0.208113357425,-0.987483620644,-0.93779873848,-0.0857374742627,-0.190721571445,-0.706507384777,0.155916467309
3553,-1.49625003338,1.05400586128,0.102649986744,0.793182551861,0.416288048029,1.36222076416,0.2606767416,-0.347600013018,1.4643778801,1.22889018059,1.69600009918,-0.395610690117,-0.197249993682,0.105836868286,-0.769756317139,0.901459634304,1.70983362198,-0.862644195557,0.282759338617,-0.045423168689,0.808813333511,-0.118933342397,0.179019197822,0.970732212067,-0.68833220005,-0.572418808937,-0.414780378342,0.720950067043,-0.366848051548,1.27210557461,0.33646440506,0.624169826508,0.133177608252,0.224765896797,0.757767558098,-0.0744268596172,-0.441329836845,0.590026438236,-0.079026222229,-0.0938368141651,-0.403652817011,1.75391483307,0.866081118584,0.505159080029,-0.237323313951,1.74898254871,-0.704036414623,0.00643634051085,1.43891739845,0.185399517417,0.295628875494,-0.546212315559,-0.588603436947
427,0.622699975967,1.08868384361,0.305300027132,-0.12977591157,1.58223342896,0.398169875145,0.0647089257836,-0.718850016594,0.669356286526,-1.55709934235,-0.00490000844002,0.346317917109,0.595849990845,-0.529388308525,0.44705337286,0.193012088537,-0.0170128233731,0.821865022182,0.702908635139,0.604635238647,0.433923363686,0.150199994445,1.22662448883,0.479160964489,0.486781835556,-0.658481001854,-0.291524589062,1.44066572189,0.442593365908,0.766590476036,0.493784308434,0.0958704650402,0.185436934233,0.315169781446,0.332791686058,-0.284780144691,-0.709645986557,2.14396858215,0.140823185444,-0.589537143707,-0.239339545369,-0.739064991474,0.735210835934,-0.147509723902,-0.100926086307,1.65378642082,-1.10732364655,-0.384063273668,1.6933131218,0.245356202126,-0.175300657749,-0.26177534461,0.164954394102
5898,1.04729998112,0.380509436131,1.1439499855,-0.12348999083,-0.40940374136,0.144207134843,-0.458089530468,-0.986299932003,-0.840242505074,-0.341501802206,-0.108550004661,-0.289997726679,0.0178500115871,-0.668632626534,0.657207489014,1.93456149101,0.139919757843,-0.200337409973,-0.732274889946,0.675644159317,1.05309164524,0.443599998951,0.532141268253,0.651882231236,0.515348434448,-0.181621700525,0.480854302645,1.4434504509,0.279537320137,2.86941194534,2.68574905396,1.68648564816,1.07466864586,0.444355398417,0.289978712797,0.293410360813,-0.36096560955,-0.0425102896988,-0.23752476275,-0.132078886032,-0.360519856215,-0.198972538114,-0.00472750514746,0.127922549844,-0.00647541880608,0.131267428398,-0.616154670715,-0.04470724985,1.26587224007,0.565855622292,-0.147564306855,0.306293189526,0.0244088172913
23365,-0.00875002145767,-1.92208075523,0.45015001297,1.6813325882,1.80637049675,0.683084070683,0.238420039415,0.563650012016,1.39763665199,0.253401130438,-0.791599988937,-1.61245727539,0.836849987507,-0.00579141825438,0.231726437807,0.287570118904,-0.079569876194,-0.467961519957,-0.317383766174,0.0271279066801,-0.850073993206,-0.238733321428,-0.584383368492,0.51241081953,0.545072317123,0.687594890594,-0.449550926685,0.37153878808,-0.101979322731,-0.363419413567,-0.300010859966,0.681009054184,-0.822512030602,0.280941933393,-0.037640184164,-0.0848292037845,-0.618797421455,0.462154388428,0.691950261593,-0.296339035034,-0.439036458731,-0.10353230685,-0.266623347998,-0.945719361305,-0.704351902008,-0.120972678065,0.127874180675,-0.234942257404,-0.39395737648,0.314499676228,0.31284147501,-0.69022321701,-0.437105238438
6657,-1.51250004768,0.777746081352,1.01024997234,1.9484205246,0.257687032223,-0.379047453403,0.440392464399,-0.0357499718666,1.24499201775,0.82103574276,-0.157099992037,-0.13399977982,-0.272799998522,-0.754419624805,-0.733086466789,0.319137990475,-0.911818146706,0.0515951812267,-0.270505845547,-0.726218163967,0.736263155937,0.168833315372,-0.224522352219,-0.23211184144,0.651328086853,-0.673785448074,-0.184348255396,1.5177615881,-0.533216238022,0.073916181922,-0.147326529026,-0.576857626438,-0.675594389439,0.370932370424,0.759388625622,-0.0151572525501,-0.369186013937,-0.0252330936491,-0.268611937761,0.197667241096,0.0745133236051,-0.420096993446,0.516560196877,-0.256876349449,-0.534430742264,0.875828385353,-0.665184080601,0.400791049004,2.32360577583,0.225602537394,-0.0421340204775,0.239446207881,-0.863988399506
