rid,CPC013_A375_6H:BRD-U82589721-000-01-4:10,CPC013_A549_6H:BRD-U82589721-000-01-4:10,CPC013_A549_24H:BRD-U82589721-000-01-4:10,CPC013_ASC_24H:BRD-U82589721-000-01-4:10,CPC013_HA1E_6H:BRD-U82589721-000-01-4:10,CPC013_HCC515_6H:BRD-U82589721-000-01-4:10,CPC013_HEPG2_6H:BRD-U82589721-000-01-4:10,CPC013_HT29_6H:BRD-U82589721-000-01-4:10,CPC013_MCF7_6H:BRD-U82589721-000-01-4:10,CPC013_MCF7_24H:BRD-U82589721-000-01-4:10,CPC013_NEU_24H:BRD-U82589721-000-01-4:10,CPC013_NPC_24H:BRD-U82589721-000-01-4:10,CPC013_PC3_6H:BRD-U82589721-000-01-4:10,CPC013_PC3_24H:BRD-U82589721-000-01-4:10,CPC013_SKB_24H:BRD-U82589721-000-01-4:10,CPC013_VCAP_6H:BRD-U82589721-000-01-4:10,CPC013_VCAP_24H:BRD-U82589721-000-01-4:10,LJP001_BT20_6H:BRD-K93747373-001-01-6:10,LJP001_BT20_6H:BRD-K93747373-001-01-6:2,LJP001_BT20_6H:BRD-K93747373-001-01-6:0.4,LJP001_BT20_6H:BRD-K93747373-001-01-6:0.08,LJP001_BT20_24H:BRD-K93747373-001-01-6:10,LJP001_BT20_24H:BRD-K93747373-001-01-6:2,LJP001_BT20_24H:BRD-K93747373-001-01-6:0.4,LJP001_BT20_24H:BRD-K93747373-001-01-6:0.08,LJP001_HS578T_6H:BRD-K93747373-001-01-6:10,LJP001_HS578T_6H:BRD-K93747373-001-01-6:2,LJP001_HS578T_6H:BRD-K93747373-001-01-6:0.4,LJP001_HS578T_6H:BRD-K93747373-001-01-6:0.08,LJP001_HS578T_24H:BRD-K93747373-001-01-6:10,LJP001_HS578T_24H:BRD-K93747373-001-01-6:2,LJP001_HS578T_24H:BRD-K93747373-001-01-6:0.4,LJP001_HS578T_24H:BRD-K93747373-001-01-6:0.08,LJP001_MCF10A_6H:BRD-K93747373-001-01-6:10,LJP001_MCF10A_6H:BRD-K93747373-001-01-6:2,LJP001_MCF10A_6H:BRD-K93747373-001-01-6:0.4,LJP001_MCF10A_6H:BRD-K93747373-001-01-6:0.08,LJP001_MCF10A_24H:BRD-K93747373-001-01-6:10,LJP001_MCF10A_24H:BRD-K93747373-001-01-6:2,LJP001_MCF10A_24H:BRD-K93747373-001-01-6:0.4,LJP001_MCF10A_24H:BRD-K93747373-001-01-6:0.08,LJP001_MCF7_6H:BRD-K93747373-001-01-6:10,LJP001_MCF7_6H:BRD-K93747373-001-01-6:2,LJP001_MCF7_6H:BRD-K93747373-001-01-6:0.4,LJP001_MCF7_6H:BRD-K93747373-001-01-6:0.08,LJP001_MCF7_24H:BRD-K93747373-001-01-6:10,LJP001_MCF7_24H:BRD-K93747373-001-01-6:2,LJP001_MCF7_24H:BRD-K93747373-001-01-6:0.4,LJP001_MCF7_24H:BRD-K93747373-001-01-6:0.08,LJP001_MDAMB231_6H:BRD-K93747373-001-01-6:10,LJP001_MDAMB231_6H:BRD-K93747373-001-01-6:2,LJP001_MDAMB231_6H:BRD-K93747373-001-01-6:0.4,LJP001_MDAMB231_6H:BRD-K93747373-001-01-6:0.08,LJP001_MDAMB231_24H:BRD-K93747373-001-01-6:10,LJP001_MDAMB231_24H:BRD-K93747373-001-01-6:2,LJP001_MDAMB231_24H:BRD-K93747373-001-01-6:0.4,LJP001_MDAMB231_24H:BRD-K93747373-001-01-6:0.08,LJP001_SKBR3_6H:BRD-K93747373-001-01-6:10,LJP001_SKBR3_6H:BRD-K93747373-001-01-6:2,LJP001_SKBR3_6H:BRD-K93747373-001-01-6:0.4,LJP001_SKBR3_6H:BRD-K93747373-001-01-6:0.08,LJP001_SKBR3_24H:BRD-K93747373-001-01-6:10,LJP001_SKBR3_24H:BRD-K93747373-001-01-6:2,LJP001_SKBR3_24H:BRD-K93747373-001-01-6:0.4,LJP001_SKBR3_24H:BRD-K93747373-001-01-6:0.08
5720,2.32856416702,1.35239994526,0.66143321991,-0.380757629871,2.30996108055,2.20242476463,0.986346840858,1.20648503304,1.39140796661,-1.5744125843,-0.410299986601,1.36931073666,3.39979171753,0.0991638302803,-0.557330191135,1.53890347481,-1.95236456394,1.13715267181,-0.544893443584,0.428799211979,0.284183204174,-0.931369245052,0.051042445004,0.539066016674,0.458352774382,0.592460989952,0.812144756317,-0.678374767303,-0.473479568958,0.145144984126,0.0918966084719,0.783804535866,0.816978931427,0.964457273483,0.21306578815,-0.201423019171,-0.334425002337,0.656174778938,0.296060740948,0.564668715,0.673132717609,0.486569166183,0.629199981689,0.268689751625,-0.0580043308437,-0.0715000033379,1.08500003815,0.909099936485,1.06799995899,1.04798519611,-0.959406733513,-0.0426713228226,-0.0632519423962,0.380647301674,0.528187572956,0.486587524414,0.338262677193,0.33424076438,-0.387514293194,0.171989053488,0.0923077091575,-5.30922174454,-0.354160040617,0.855717003345,-0.585219502449
466,0.318196922541,-0.993199944496,-1.14119768143,0.686064004898,0.905729293823,1.112606287,0.358061373234,0.697893857956,-1.11031424999,-1.01148676872,-1.13785004616,-0.729884207249,0.586524784565,1.2384750843,1.58232450485,1.18469262123,1.18508803844,0.837597548962,1.01796102524,0.721361756325,0.967470347881,2.44156074524,1.97508907318,1.13467752934,0.818338036537,-0.0300735794008,0.678880631924,0.511214137077,-0.306044340134,1.90901744366,0.461782604456,0.658554553986,0.625157356262,2.02461600304,0.1411229074,-0.0914954915643,0.436000019312,-0.247270792723,0.516807079315,-0.819054603577,0.35439440608,0.986854553223,0.74705272913,1.45776975155,1.20670127869,2.11794996262,0.733099997044,0.641149997711,0.73685002327,-0.46320271492,0.728350043297,0.142408311367,0.0234326720238,0.0521054267883,0.172168061137,0.33105802536,0.337066680193,1.68827176094,0.38616502285,0.915025353432,0.0878640040755,1.3958646059,0.225817799568,1.23793590069,0.422026515007
6009,0.443413943052,-0.0998999774456,2.67834806442,3.39730787277,0.914380133152,0.989227473736,1.27931690216,-0.328583776951,-0.44275188446,-0.0206800401211,1.76719999313,0.300486564636,1.07619214058,2.31881284714,0.795627713203,1.13395535946,-0.620856046677,0.387468278408,0.447335869074,0.082579895854,0.0385297574103,0.826421558857,0.262697100639,0.441696196795,-0.878781378269,0.493610978127,0.454512834549,-0.150478348136,-0.608778238297,0.329624146223,0.558564841747,-0.175430461764,-0.596939206123,-0.125106751919,-0.335879504681,-3.22494697571,-0.397899985313,-0.491378724575,0.49098020792,0.470263898373,0.671011030674,-0.946265637875,-0.0717859342694,-0.66705083847,-0.0520227625966,0.700300037861,-0.0779500007629,0.386249989271,0.0855000019073,0.000871002674103,0.016474545002,-0.0699160844088,-0.50501793623,-0.2504773736,-0.108169928193,-0.143601149321,-0.517332911491,-0.101742088795,-0.136673808098,-0.19530120492,0.655301511288,-0.757134139538,-0.399107336998,0.583357751369,0.406731963158
2309,1.99456000328,1.15075004101,3.21647787094,0.139891281724,-1.67881500721,0.0367795825005,-0.322737127542,-0.198930054903,0.0820412933826,-1.33671879768,1.01415002346,0.893633067608,-0.748472571373,4.03403663635,-1.14262962341,-0.490206629038,0.913420855999,-0.838245034218,0.634455919266,-0.304914325476,-0.217677533627,0.209385871887,0.203869596124,-0.122741922736,-0.367018282413,-0.403192907572,0.245946466923,0.656811952591,0.617506861687,0.155189663172,-1.34801626205,-0.341660022736,-0.212880015373,-0.461209118366,0.0930598899722,-0.791313767433,-0.0278749912977,3.58341598511,-0.154137015343,-0.45237249136,0.0235090255737,-1.82447969913,0.196090936661,-0.18127822876,0.0439784899354,0.0914499759674,-0.465099990368,0.172000005841,-0.029399998486,-1.36168265343,-0.300608813763,0.673143923283,0.444674670696,0.336284190416,0.0871266201138,-0.621079862118,0.421435445547,-0.587546348572,-0.305301129818,-0.396579295397,-0.259949356318,0.668999314308,-0.610511898994,-0.312101870775,0.349288642406
387,0.724612414837,1.95340001583,1.04194188118,1.08267557621,3.14933490753,3.57780885696,1.62313270569,1.50280237198,2.00893378258,0.754847943783,0.476450026035,0.00316471606493,2.3260884285,0.0443404763937,0.289112389088,1.69153606892,1.33494448662,0.794417381287,0.77628827095,0.877039194107,0.107670076191,0.195025831461,0.587243616581,0.72440713644,0.724954366684,1.3223773241,0.0948131382465,-0.473368436098,0.0781380310655,0.646330177784,-0.483443617821,0.506270647049,0.410114824772,0.747376084328,-1.57781326771,-0.053182810545,-0.245625019073,-1.08667325974,0.00869568064809,0.939932584763,-0.172104895115,0.509253323078,0.621012568474,0.546176493168,0.317443668842,0.309000015259,0.235200002789,-0.0914999991655,-0.0170000009239,1.2811088562,0.444781243801,0.714152991772,-0.429688215256,-0.537077724934,0.103242985904,0.32669326663,-0.275168180466,1.62212228775,0.552140712738,0.295127153397,0.371796190739,-0.865173518658,-0.40066114068,0.375,0.541026890278
3553,1.42219161987,0.117149978876,1.20424795151,-0.947462558746,-0.5050380826,-1.11299061775,0.447869569063,0.375699490309,2.24934196472,1.33217298985,-0.545300006866,-1.22888684273,-2.54847741127,-1.97299563885,-0.389757990837,-0.483305811882,-0.368156850338,0.806292533875,-0.456843972206,-0.118644893169,-0.579485595226,-0.212182372808,-0.24676348269,-0.527364253998,-0.957048237324,-0.927553355694,0.599544048309,-0.437829703093,0.533555626869,-0.273728936911,-0.0678146779537,-0.32826513052,-0.146866768599,-0.0270432308316,0.68716943264,-0.171634525061,-0.0953250005841,0.139176666737,-0.233364015818,0.108534559608,-0.599082827568,0.344680249691,-0.974482178688,-0.367183923721,-0.985812306404,-0.21020001173,-0.506999969482,-0.578949987888,-0.490049958229,0.976285219193,-0.172400251031,-1.02407491207,-0.753166854382,0.217171281576,-0.279833912849,-0.346815645695,-0.585861027241,0.389392644167,0.431071400642,-0.0740886703134,-0.694930553436,0.781032025814,-0.159650623798,-0.0649938285351,-0.0664647966623
427,0.55558526516,0.382099986076,1.40198993683,-0.447054564953,0.604876458645,1.39280211926,1.04464483261,0.588025450706,2.04668235779,0.0603134334087,-1.16724991798,-0.243700146675,1.41675209999,0.109041310847,2.44452047348,1.51624512672,0.0534538589418,0.185746312141,-0.431008458138,-0.136740267277,-0.458878755569,2.26169228554,0.140132531524,1.26185333729,0.218420565128,-1.0564905405,-0.852999210358,0.768582224846,0.0521492362022,-0.110493198037,-0.80206412077,-0.599014639854,0.48858872056,0.675169825554,-0.350753813982,0.194372653961,0.200525015593,0.781985759735,0.747346699238,-0.0221414864063,-0.615382909775,2.09125757217,0.967839360237,0.97235584259,3.27698898315,-0.0490500330925,-0.685499966145,-0.341499984264,0.590149998665,0.871471166611,-0.23114541173,1.48551154137,0.963239252567,1.12421452999,0.0336657911539,-0.791655540466,-1.07362151146,0.0277575403452,-0.843244254589,-0.419363796711,-0.21389952302,0.485192388296,-0.540568232536,0.43390494585,-0.454997777939
5898,-1.15215885639,0.278799980879,1.40430951118,0.0842577815056,-0.596112072468,-0.511268734932,0.191577032208,-0.695286750793,-3.37356305122,-0.217860519886,-0.721050024033,-1.26815474033,-0.167957812548,2.04705429077,0.168384701014,0.202960953116,-0.384994208813,-0.544998109341,0.16773250699,0.131479784846,-0.217078238726,-2.17492890358,-0.309322148561,0.283781677485,0.050569653511,-1.46029865742,0.475801855326,0.12933459878,0.150496840477,-0.257178604603,-3.75529980659,0.126565203071,-0.0706053227186,0.234457880259,0.0982215255499,0.250233888626,0.141225010157,-0.498256623745,-0.163008123636,-0.0784882158041,-0.537134110928,-0.71866440773,-0.166401132941,-0.493039399385,0.776947021484,-0.625200033188,-0.426599979401,-0.460749983788,-0.066949993372,-1.37709355354,-1.05443394184,-0.313250660896,-0.492918968201,-2.29189062119,-0.780245244503,-0.998785316944,-0.187116980553,-0.424152672291,-0.962767362595,-0.66154062748,-0.569863796234,-1.04213058949,-1.35011434555,-0.28501355648,0.563456654549
23365,-1.33442783356,0.602599978447,0.0218949876726,0.46620580554,-1.30368232727,-0.401027709246,-0.66657435894,0.239662975073,1.40499544144,0.40759113431,0.343349993229,-0.49740627408,0.748760461807,0.361178815365,-2.06573820114,0.463390797377,1.07369577885,0.388180375099,0.40596973896,0.0424026101828,0.668125629425,-0.23548963666,0.462741404772,0.320764094591,-0.172508716583,1.90109825134,1.35322868824,0.471610724926,-0.558515846729,0.903476834297,-0.0655754059553,0.465397775173,-0.0512769520283,0.624123513699,0.0920704007149,0.706111848354,-0.325500011444,1.03951835632,-0.405605345964,-0.101642474532,-0.760437905788,0.806602597237,-0.167901024222,0.088218703866,0.0350549444556,-0.271499991417,0.217449992895,-0.285199999809,-1.27425003052,0.577905416489,0.286721408367,0.729594051838,0.139853537083,0.243734866381,0.189496785402,-0.466343402863,0.258926421404,0.38790372014,0.569003522396,-0.733981847763,-0.332307487726,-0.70466029644,0.456145584583,0.00306257605553,-1.01608359814
6657,3.22994804382,1.60954999924,1.24303781986,-0.463752627373,-0.254859149456,-0.485741555691,0.992250978947,0.641505002975,1.62300562859,2.37058734894,1.62024998665,0.804638028145,0.428983032703,1.16746115685,2.43377804756,-0.599001944065,0.470132738352,0.288776159286,-0.355716496706,-0.33892583847,-0.367659389973,0.159688398242,-0.670821428299,-1.26239871979,-1.1263667345,-0.566431105137,-0.212761074305,-0.506101310253,-1.16324925423,-0.426322638988,-0.0537261217833,-0.634432852268,-0.16199696064,-0.0244982540607,-0.0500876307487,0.165399327874,0.0780500173569,0.706119298935,-0.255009174347,-0.519984304905,-0.169456839561,-0.264142811298,-0.462288498878,-0.799662530422,-0.408894002438,-3.60764980316,-0.434599995613,-0.367650002241,3.52055001259,0.339768707752,-0.511763095856,-1.42277252674,-0.481019645929,0.725731790066,0.017783343792,-0.375459223986,-0.293874621391,1.49154245853,0.395969688892,-0.157603621483,-0.0598604641855,0.549006104469,-0.0657401904464,-0.343259841204,-0.959235131741
