rid,CPC003_HA1E_6H:BRD-A16332958-001-04-0:10,CPC003_HA1E_24H:BRD-A16332958-001-04-0:10,CPC003_HCC515_6H:BRD-A16332958-001-04-0:10,CPC003_HCC515_24H:BRD-A16332958-001-04-0:10,CPC003_PC3_6H:BRD-A16332958-001-04-0:10,CPC003_PC3_24H:BRD-A16332958-001-04-0:10,CPC003_VCAP_6H:BRD-A16332958-001-04-0:10,CPC003_VCAP_24H:BRD-A16332958-001-04-0:10,CPC011_A375_6H:BRD-A16332958-001-07-3:10,CPC011_A549_6H:BRD-A16332958-001-07-3:10,CPC011_A549_24H:BRD-A16332958-001-07-3:10,CPC011_HA1E_6H:BRD-A16332958-001-07-3:10,CPC011_HT29_6H:BRD-A16332958-001-07-3:10,CPC011_MCF7_6H:BRD-A16332958-001-07-3:10,CPC011_MCF7_24H:BRD-A16332958-001-07-3:10,CPC011_PC3_6H:BRD-A16332958-001-07-3:10,CPC011_PC3_24H:BRD-A16332958-001-07-3:10,CPC011_VCAP_6H:BRD-A16332958-001-07-3:10,CPC011_VCAP_24H:BRD-A16332958-001-07-3:10,CPC015_A375_6H:BRD-A16332958-001-04-0:10,CPC015_A549_6H:BRD-A16332958-001-04-0:10,CPC015_A549_24H:BRD-A16332958-001-04-0:10,CPC015_ASC_24H:BRD-A16332958-001-04-0:10,CPC015_HEPG2_6H:BRD-A16332958-001-04-0:10,CPC015_HT29_6H:BRD-A16332958-001-04-0:10,CPC015_MCF7_6H:BRD-A16332958-001-04-0:10,CPC015_MCF7_24H:BRD-A16332958-001-04-0:10,CPC015_NPC_24H:BRD-A16332958-001-04-0:10,CPC015_PHH_24H:BRD-A16332958-001-04-0:10,CPC015_SKB_24H:BRD-A16332958-001-04-0:10,CPD002_MCF7_24H:BRD-A16332958-001-06-5:10,CPD002_MCF7_6H:BRD-A16332958-001-06-5:10,CPD002_PC3_6H:BRD-A16332958-001-06-5:10,CPD002_PC3_24H:BRD-A16332958-001-06-5:10
5720,-2.99520015717,-0.0933669582009,-3.29895019531,-1.79264760017,-0.486206173897,0.498082667589,-0.752512514591,0.0905999988317,-0.0423009991646,0.57110863924,-1.77561283112,-1.58695006371,-0.0816950351,-5.24424982071,-0.763000011444,-0.168014615774,-3.65567660332,-0.635572910309,-1.67769491673,0.116567134857,-1.2568500042,-0.0515720546246,-0.473721235991,0.204349994659,0.0390813797712,-1.18345355988,0.702170670033,0.606747508049,-0.00959999859333,-0.0905500054359,-0.639472484589,0.352918148041,0.275787353516,0.341264396906
466,-3.04874992371,0.909560263157,0.601099967957,-0.722371935844,0.784368753433,-0.0386630147696,-0.71504509449,0.644749999046,-0.485332518816,-0.315215975046,-0.614587426186,-1.59299993515,-0.0624669194221,0.0326499938965,-2.27915000916,-1.05377578735,0.943831920624,-0.438387453556,-1.67664122581,-0.245634555817,0.0129000023007,0.41773673892,0.213212221861,-0.329300016165,0.694320738316,-0.460238993168,0.253990590572,-0.106598302722,-0.399549990892,-0.748849987984,-0.0395359843969,-0.616228103638,0.308719307184,0.169461324811
6009,0.415000021458,0.625021457672,-0.756749987602,1.10454535484,0.90650832653,-0.127205625176,-0.0673416554928,0.394349992275,0.32016813755,-1.38449978828,-1.08553683758,0.28100001812,-0.131008297205,-0.621349990368,0.200000017881,0.410370409489,0.244232878089,-0.340963959694,-0.20843449235,-0.867656469345,-0.219799995422,-1.01479268074,1.00015759468,0.0609499812126,-0.18150728941,-1.24463665485,-1.05121576786,-0.00607246346772,-0.821249961853,-0.280950009823,-1.15310955048,0.419115662575,-0.384350240231,-0.649778962135
2309,1.40604996681,-0.232276543975,1.16155004501,0.0266456753016,0.315020829439,0.470300704241,-0.339740604162,0.96204996109,-0.510434806347,0.646282494068,-0.268724858761,0.459349989891,-0.151082053781,0.0506000071764,0.246749997139,0.593782186508,3.02250242233,-1.18999648094,-0.875956535339,-0.369351863861,-0.305800020695,-0.364916265011,-0.0944654047489,0.132699996233,0.0259387940168,-0.109988547862,0.42213255167,0.0319143049419,-0.596750020981,-0.136399999261,-0.116449922323,0.5794069767,-0.284707307816,0.00746968947351
387,1.19854998589,0.581016361713,0.52530002594,1.27501559258,0.838520526886,-0.49018651247,0.046211309731,-1.06334996223,-0.341459274292,-1.45838487148,-0.761569917202,1.00229990482,-2.11330747604,0.470900028944,0.34659999609,0.497197091579,0.61138343811,-0.674704492092,0.39760735631,-0.85076212883,-0.91730004549,0.0755992755294,-0.430193245411,0.524000048637,-0.686064600945,-1.18961906433,-0.104630306363,0.920484423637,-0.300249993801,-0.178749978542,-0.222243636847,0.17421400547,-0.453480571508,0.343043327332
3553,1.58994996548,0.915321588516,1.78055000305,1.08468985558,0.480942249298,0.677876353264,0.258555948734,-0.110150001943,0.214800536633,0.306208133698,1.60194516182,0.857100009918,-0.0875065997243,1.35794997215,0.208299994469,-1.12316548824,0.538452625275,0.551634192467,1.29667961597,1.47394454479,0.181999996305,0.0270044952631,-0.229804217815,1.00240004063,0.370818734169,1.37994813919,-0.470811188221,0.167165696621,0.38149997592,0.976500034332,0.958456575871,-1.19421553612,-0.311945647001,0.178427651525
427,1.47869992256,-0.903850436211,1.1141500473,-1.20477294922,0.638912320137,-0.0789505764842,0.222422525287,-0.210900008678,-0.562807142735,-1.59102332592,-0.5838996768,-2.23040008545,-0.8551902771,0.312700003386,-0.354399979115,-1.27999353409,2.28821873665,-0.527439653873,-1.24625134468,-0.662469863892,0.716400027275,0.391802191734,-0.115713007748,-0.353749990463,0.452094197273,-0.461392849684,-0.00937044620514,4.57732582092,-0.116349995136,-0.018649995327,-0.134878844023,-0.949243605137,0.425831079483,-0.0798361599445
5898,-1.31439995766,0.636530339718,0.213450014591,0.889711022377,0.551278352737,0.0914256349206,0.688698530197,0.314100027084,-2.27030515671,0.0146531537175,-1.06554460526,-1.20440006256,-0.771023988724,0.129399999976,-0.864350020885,-0.500165462494,-4.16007232666,-1.05618131161,-0.899067461491,0.689014911652,0.659600019455,-0.230336368084,0.494652152061,0.241550028324,-0.588540732861,0.655691444874,0.761383414268,0.972488701344,0.0861000046134,-0.648050010204,-0.372979223728,-0.0877214372158,-0.809849977493,-0.0202654525638
23365,1.16815006733,0.310786038637,1.08734989166,-1.82074546814,0.669080734253,0.28199955821,0.705712199211,-0.655650019646,-0.939813792706,-0.425892412663,0.497420817614,-2.06975007057,-0.337757050991,1.29579997063,0.415650010109,-0.191250696778,2.01007080078,-0.42747554183,-0.468076705933,-0.0931956097484,-0.314249992371,0.819300711155,-0.320329606533,0.0489500015974,0.145493716002,0.44978043437,0.0684810727835,0.671349942684,1.16750001907,0.959200024605,-0.289721608162,0.010400146246,0.948852241039,0.533921957016
6657,2.28334999084,-1.27279555798,1.44910001755,-0.0503016710281,1.40600967407,0.815787553787,1.48370885849,-0.328749984503,-0.105355918407,0.564158260822,1.28408908844,1.0012999773,-0.146014362574,0.874050021172,-0.104149997234,-0.417024046183,4.90620422363,-0.173931449652,0.336991071701,0.283800125122,0.470399975777,-0.438065290451,0.279190212488,0.703150033951,0.0118807926774,1.24262475967,-0.306868165731,0.78894919157,0.506699979305,1.64824998379,1.2124632597,-0.636989235878,-2.96296882629,-0.203199595213
