rid,DOS029_VCAP_24H:BRD-K51388814-001-01-6:4.95,DOS033_A375_24H:BRD-K51388814-001-01-6:4.95,DOS033_A549_24H:BRD-K51388814-001-01-6:4.95,DOS033_HT29_24H:BRD-K51388814-001-01-6:4.95,DOS033_MCF7_24H:BRD-K51388814-001-01-6:4.95,DOS033_PC3_24H:BRD-K51388814-001-01-6:4.95,ERG015_PC3_24H:BRD-K51388814-001-01-6:9.89015,ERG015_PC3_6H:BRD-K51388814-001-01-6:9.89015,ERG015_VCAP_24H:BRD-K51388814-001-01-6:9.89015,ERG015_VCAP_6H:BRD-K51388814-001-01-6:9.89015
5720,0.249665573239,-0.875478923321,-0.359184533358,-1.23086285591,-0.507771253586,-0.669500052929,0.795420527458,-1.20531463623,0.233076617122,-0.833493173122
466,-0.52456843853,0.496375203133,-1.23250222206,-0.354305267334,-1.46414613724,-1.12340009212,0.591541707516,-0.156029298902,-0.128298282623,-0.40298718214
6009,0.275177896023,0.279551386833,2.1574780941,0.0845372155309,-0.673679590225,-0.106199979782,-0.0724778845906,-0.0458647236228,0.491538167,-0.167684197426
2309,1.88976693153,-1.32608580589,0.37901237607,-1.29783558846,-0.321269631386,0.15053331852,-1.02055490017,-0.401577621698,-0.171494945884,-0.573343276978
387,-0.947401285172,0.294190496206,0.753138303757,0.345217078924,-0.021012455225,0.87513333559,-0.0117493383586,-0.359380811453,0.05416251719,-0.166389122605
3553,0.0269353166223,-0.628334999084,-0.129289925098,1.7084325552,1.47293877602,-0.0637333393097,4.89202880859,-0.189014703035,-0.290367692709,0.401193976402
427,-0.75915825367,-0.34237331152,0.0780490934849,-0.923525393009,0.230449602008,-0.299266695976,-0.742614030838,-0.210639104247,0.183118283749,0.00040802359581
5898,-0.777016758919,-0.0533687472343,-2.40650391579,-1.67079722881,0.39492815733,-0.0728666782379,0.446779608727,-0.313831776381,-0.0502513647079,-0.786227762699
23365,0.383623063564,-0.37865114212,0.23014806211,-0.286157637835,0.412441819906,0.24350002408,-0.0595472455025,-0.721858143806,-0.842277169228,-0.113415122032
6657,1.03254401684,-0.383961319923,-0.304319620132,0.335823297501,1.48300147057,-0.645500063896,-0.0790138319135,0.603189885616,0.151707679033,-0.00836123898625
5054,-0.0872608423233,0.271030217409,0.657353460789,0.740303993225,0.33548489213,-0.701066732407,-1.05522751808,0.0550324618816,0.134368240833,0.972113311291
3108,1.30132246017,0.03283187747,1.68986296654,0.0695170983672,0.919076681137,0.319966644049,-0.448406815529,-0.39845854044,-0.172776073217,-0.259914189577
1950,-0.0230413749814,-0.300198495388,-0.258373200893,-0.264797687531,0.910348892212,-0.318966686726,-1.08019936085,0.924620985985,0.986605226994,0.901218533516
351,-0.628474473953,0.575804829597,0.22808817029,-0.002740688622,2.07340431213,-0.109233349562,-1.36444163322,0.418972492218,-1.0567085743,-0.0395506024361
4846,0.991930007935,-0.444795787334,-0.317557632923,-2.35815000534,-0.299089550972,-0.0484333336353,-0.832881808281,0.446200489998,-0.192416489124,-0.196083888412
1452,-1.02048361301,0.445582896471,0.102589249611,-2.63310742378,-0.782152473927,-0.988700032234,-0.0535870566964,-0.788438498974,-0.269376993179,-0.262384682894
4776,-0.441227436066,0.933889269829,0.403903067112,2.63196897507,1.38616418839,0.160466700792,0.321022033691,0.733057379723,-0.0949605330825,0.406820952892
6908,-0.5641040802,-0.315378218889,-1.63834607601,-0.824705958366,-1.90935027599,0.242733344436,-0.0653769895434,-1.33885121346,-0.168265357614,-0.400525271893
672,0.658154547215,-0.722457647324,-1.08688735962,-2.63407158852,-0.353488087654,0.313166707754,-0.238583832979,0.667607963085,-0.688766419888,-0.143398731947
5710,0.318602055311,1.0080075264,-0.588085711002,-0.626258134842,0.313238590956,-0.757400035858,0.178312391043,-0.0599337816238,-0.761613190174,-0.974352240562
2115,2.76362490654,-0.154485940933,2.86779546738,-0.0603179037571,0.604437589645,0.156066671014,-1.18483138084,-0.547509431839,-1.12025415897,0.0248090922832
7015,-0.618270456791,-0.290770828724,-0.176456466317,1.26865887642,1.93845438957,-0.195133328438,0.935129404068,0.882465481758,0.080858759582,0.273188173771
8726,0.518821835518,0.224548995495,-0.490603625774,0.042783677578,-0.62957918644,0.527933359146,0.179526895285,0.175543516874,-0.423401892185,0.0823702812195
2185,0.140423253179,-0.0900149568915,0.618137836456,1.91308045387,1.9953083992,-0.289900004864,-0.378579497337,0.497854053974,0.268097579479,-0.0818951949477
3315,-0.404621392488,0.47422760725,1.0343426466,-0.218164891005,-0.728611707687,0.399399995804,0.556404292583,-1.57321941853,-0.0115739554167,-0.031379006803
