rid,CPC005_A375_6H:BRD-K65146499-001-14-7:10,CPC005_A375_24H:BRD-K65146499-001-14-7:10,CPC005_A549_6H:BRD-K65146499-001-14-7:10,CPC005_A549_24H:BRD-K65146499-001-14-7:10,CPC005_HA1E_6H:BRD-K65146499-001-14-7:10,CPC005_HA1E_24H:BRD-K65146499-001-14-7:10,CPC005_HCC515_6H:BRD-K65146499-001-14-7:10,CPC005_HT29_6H:BRD-K65146499-001-14-7:10,CPC005_HT29_24H:BRD-K65146499-001-14-7:10,CPC005_MCF7_24H:BRD-K65146499-001-14-7:10,CPC005_MCF7_6H:BRD-K65146499-001-14-7:10,CPC005_PC3_6H:BRD-K65146499-001-14-7:10,CPC005_PC3_24H:BRD-K65146499-001-14-7:10,CPC005_VCAP_6H:BRD-K65146499-001-14-7:10,CPC005_VCAP_24H:BRD-K65146499-001-14-7:10,CPD003_MCF7_6H:BRD-K65146499-001-18-8:10,CPD003_MCF7_24H:BRD-K65146499-001-18-8:10,CPD003_PC3_6H:BRD-K65146499-001-18-8:10,CPD003_PC3_24H:BRD-K65146499-001-18-8:10
5720,-0.300467431545,0.471222877502,-0.234841942787,-1.76450002193,0.288900017738,0.365168511868,-0.0134000182152,-2.50783348083,0.648180663586,0.909346938133,0.445211172104,0.198659688234,-0.247436851263,-0.0127014033496,1.72974908352,-0.519400000572,-0.40397810936,-0.423579871655,-0.253499984741
466,-0.118071101606,0.746152281761,-0.412910699844,0.926399946213,0.41969999671,-0.571721792221,-0.59659999609,-1.88300013542,0.626730918884,0.859612166882,0.444984346628,0.291819483042,0.324258625507,0.431399017572,0.952907145023,0.228950023651,-0.131023973227,-0.722996354103,0.0227499902248
6009,0.0760735049844,0.561498522758,-0.475183159113,1.75483334064,-0.206800013781,1.02878165245,-1.34144997597,-2.86476683617,0.333743572235,0.00298002362251,0.27184432745,0.135372713208,-0.231157317758,-0.373797625303,1.41862523556,-0.851700007915,0.782920897007,-0.559559524059,0.77380001545
2309,1.58679461479,0.582268059254,-0.723825573921,2.32899999619,-0.447049975395,-0.90738338232,-0.774449944496,1.57850015163,0.040324062109,-0.121539369226,-1.43340659142,0.344464421272,-0.563736438751,1.23262882233,0.729037821293,0.073449999094,0.476259708405,-0.485849499702,0.215450003743
387,0.378880530596,0.308155357838,0.494882017374,-0.836933374405,-0.571650028229,0.375449836254,0.602800011635,-1.38690006733,0.780253171921,0.0803093910217,-0.096637390554,0.0864750891924,-0.386599957943,-0.144565939903,0.0977861359715,0.196000009775,1.0228099823,-1.05556607246,1.24250006676
3553,-0.80541408062,0.0988766998053,-0.680851578712,1.76556658745,0.220550000668,0.132595866919,-0.496300011873,0.767933487892,-1.11317634583,-0.741755962372,-0.838594675064,-1.63114762306,-1.65927743912,-0.279269486666,-0.833327889442,0.598749995232,-0.254533439875,-1.74852490425,-0.181749999523
427,0.133586093783,0.0718875154853,-0.453332841396,0.67163336277,0.8450999856,0.0752975046635,0.51835000515,-0.0598666518927,1.11878621578,0.212250977755,0.714231610298,0.0435142666101,-0.0664226710796,-2.26298546791,0.734108865261,0.102250039577,-0.590750992298,0.0341400951147,-0.433300018311
5898,-0.336227655411,-0.150334000587,0.108552776277,-3.68633365631,0.122900001705,0.20046171546,0.134200006723,-2.62430024147,0.0599507056177,-0.0860008895397,0.119198307395,-0.170663267374,0.234665602446,0.968388974667,-0.812846839428,0.709049999714,0.237848609686,-0.403662085533,0.0710999965668
23365,0.506660223007,-0.855615139008,-0.312994152308,0.947966635227,-0.376799970865,0.176082715392,0.678949952126,0.656033337116,-0.314834237099,0.369707465172,-0.499477148056,-0.309572309256,-0.578448951244,-0.412552863359,0.00854235142469,-0.0340999960899,-0.0468946695328,-0.531804323196,-0.0789999961853
6657,-0.732540905476,0.737126231194,-0.379538059235,1.09159994125,0.469699978828,-0.270519018173,0.374150007963,0.109333336353,-1.41731977463,-0.219708114862,-1.09656667709,-0.307974249125,1.03865122795,-0.772057175636,-1.43226838112,1.64779996872,-0.356585800648,-0.524241983891,0.423400014639
