rid,DOS055_A375_24H:BRD-K45322187-001-01-3:5,DOS055_A549_24H:BRD-K45322187-001-01-3:5,DOS055_HT29_24H:BRD-K45322187-001-01-3:5,DOS055_MCF7_24H:BRD-K45322187-001-01-3:5,DOS055_PC3_24H:BRD-K45322187-001-01-3:5,ERG012_PC3_24H:BRD-K45322187-001-01-3:10.1408,ERG012_PC3_6H:BRD-K45322187-001-01-3:10.1408,ERG012_VCAP_24H:BRD-K45322187-001-01-3:10.1408,ERG012_VCAP_6H:BRD-K45322187-001-01-3:10.1408
5720,-0.414900004864,-0.474049985409,-0.312166661024,0.905368328094,0.424950003624,-0.846330404282,-0.359614133835,-1.29949200153,-0.773442924023
466,-0.491500020027,0.466100007296,-0.0267999768257,-4.24039936066,-0.740700006485,-0.267534434795,0.484482228756,1.04835164547,-4.38419628143
6009,0.828050017357,-1.44735002518,-0.490933388472,-0.172033876181,-0.91939997673,0.240363478661,-0.999512314796,0.688140869141,-0.394230663776
2309,-0.224700003862,-1.04719996452,0.0469666421413,0.117948047817,-0.265750050545,0.52970957756,-0.449753910303,-0.161880627275,-0.670409142971
387,-0.0387999862432,-0.535899996758,0.583866655827,0.548210501671,0.0846499949694,0.175747305155,-0.185350745916,-0.0232228152454,3.62891149521
3553,0.675350010395,0.0641000047326,0.0315999984741,0.495135962963,-0.101249992847,-0.694020032883,-1.12574052811,-0.331048667431,0.649522304535
427,-1.05480003357,-2.3750500679,-0.658400058746,-1.42966258526,-0.120750010014,-0.345969825983,0.130212977529,0.893573403358,-4.14531850815
5898,0.92175000906,0.216150000691,0.00683332979679,1.04807901382,0.387050002813,-0.0806946754456,0.453796356916,0.515610039234,-2.65683507919
23365,0.18520000577,0.345400005579,0.0477000027895,-0.0323537886143,-0.666700005531,0.126256167889,1.42149662971,1.03521335125,0.529259383678
6657,-0.27199998498,0.398350000381,-0.316100001335,0.380069434643,-0.529649972916,-0.41991007328,0.380413204432,-0.227755427361,1.96575820446
5054,-0.0196000039577,0.80220001936,0.0989333316684,-0.279924333096,0.536000013351,-0.546482682228,0.38960263133,-0.405544102192,-0.882811009884
3108,-0.521650016308,-1.32170009613,-0.130166694522,-0.567060351372,-0.153850004077,-0.227410376072,2.4384636879,1.27133727074,5.8760228157
1950,0.0342499986291,1.59934997559,0.0476666763425,-0.808010995388,-0.7757999897,-1.2785525322,-0.638514995575,-0.981347560883,0.183850169182
351,-1.61660003662,0.152449995279,-0.719600021839,-1.70672273636,-1.06949996948,-1.00611782074,0.412288248539,0.875301599503,-2.90383458138
4846,0.153050005436,0.101850003004,-0.252033352852,0.800523519516,0.605199992657,-0.612002968788,-0.762125909328,-0.330257326365,0.191681623459
1452,0.461100012064,-0.179049998522,0.528900027275,-1.30355548859,-0.712249994278,0.614659368992,0.508102178574,0.163246765733,-1.00373673439
4776,0.148999989033,0.278050005436,0.10626667738,-0.0138941258192,-0.787100017071,-0.558742046356,-0.0379997119308,-0.579337239265,-0.645705461502
6908,-0.0872000157833,-0.837599992752,0.461500018835,1.36574292183,0.903900027275,-0.480897426605,-0.0696228891611,-0.00738737359643,-1.66574120522
672,0.489300012589,0.0489499866962,-0.962766706944,-1.41452813148,-1.14170002937,-0.409267872572,0.19548304379,-0.0885081142187,-3.26786828041
5710,0.758800029755,-0.264699995518,0.533066689968,0.792561709881,0.385999977589,-0.0184933692217,0.983634471893,0.444255650043,-1.7560107708
2115,0.674750030041,0.37294998765,-0.179800003767,-0.271275758743,-0.660749971867,-0.215312153101,0.157137811184,0.75498688221,6.17981100082
7015,-0.626550018787,0.747900009155,-0.169999986887,-0.546934783459,0.00604999065399,-0.679785966873,0.678562760353,-0.126125067472,0.228807017207
8726,0.205749988556,-0.651750028133,0.150566697121,0.483359634876,0.657299995422,0.11787738651,0.639972507954,1.19996058941,-0.494204819202
2185,-0.0869999825954,-0.158849999309,-0.0566999912262,0.0741039663553,-0.559450030327,-0.347705662251,0.23731136322,0.449177056551,0.66527146101
3315,0.111149996519,-0.803149998188,-0.286033332348,0.210531070828,-0.865050017834,0.0933640226722,-1.28456258774,0.499081581831,0.0687080621719
5289,-0.51115000248,-0.636749982834,-0.522399961948,-0.72989243269,-0.535250008106,-0.561536133289,0.469095826149,0.528001308441,0.1261895895
868,0.764299988747,0.655600011349,-0.107433348894,-1.16684389114,0.306249976158,-0.323943734169,-0.574212491512,-0.0671614035964,0.744868159294
1677,-0.581950008869,0.445899993181,-0.091866672039,-0.848516404629,-1.1330499649,-0.280948281288,0.655492603779,-0.261429548264,-0.500274121761
7043,0.0514500029385,0.01369997859,-0.0252333581448,-0.146405398846,-0.262600004673,-0.0250519812107,1.25355172157,0.143900543451,3.24782824516
5613,0.850300014019,0.404399991035,-1.71186673641,0.277761876583,-1.08805000782,0.00836637616158,0.749997496605,-0.443473279476,-1.26819324493
595,0.092150002718,-0.086550027132,0.608966708183,1.23625659943,0.0436000004411,0.447856873274,1.4455010891,0.493950337172,-0.653539657593
4793,-0.397549986839,-1.06414997578,0.476966679096,0.406419336796,-0.109000012279,0.13189136982,-0.179855942726,-0.389384806156,-0.224112063646
2736,1.03845000267,0.749699950218,0.182600021362,0.535228729248,-0.532050013542,-0.313397884369,0.0937392488122,0.0726320520043,0.882427275181
5290,-0.469799995422,0.820099949837,0.362333327532,0.0767724066973,-0.517050027847,0.377955168486,-0.343299269676,0.0843162462115,0.395448029041
6194,0.00065000000177,0.0,-0.000666666717734,0.100943394005,-0.0010000000475,-0.392608106136,-0.678192079067,-0.453795671463,0.811833262444
1676,-0.570450007915,0.317449986935,0.109333306551,-0.438810229301,-0.895900011063,-0.417390733957,0.806029081345,-0.566029131413,-0.283974230289
23512,-0.818250000477,-0.312949985266,0.137600004673,0.388015449047,0.128899991512,0.322524368763,0.111250832677,0.772212743759,-4.72599124908
148022,0.00519999861717,-0.742199957371,0.601599991322,-0.205285131931,0.943000018597,2.58978509903,-0.233522817492,-0.00428565591574,-0.508734703064
1906,-0.188400030136,-0.442900002003,-0.741266727448,-1.30062747002,-0.173399984837,0.156351268291,0.972203850746,0.474053621292,0.29767742753
8878,-0.417999982834,-0.705699980259,-0.03966666013,0.155173778534,-0.337900012732,0.324669480324,0.0783877894282,0.514485955238,-2.38610053062
3091,0.23710000515,-0.51415002346,-1.80233335495,-0.648238658905,-0.021950006485,-0.220513701439,0.706267774105,0.256501913071,-5.55862760544
5743,0.91060000658,-0.339500010014,-0.734800040722,-1.06246078014,-0.433050006628,0.457703232765,-0.448595613241,-0.957974672318,-0.200693413615
5321,0.574549973011,1.18400001526,0.10609999299,0.102471083403,-0.53149998188,-0.255617767572,0.0185498036444,-0.326780050993,-0.230058312416
4144,-0.171450018883,1.17215001583,0.135966673493,0.165220543742,0.46305000782,-0.561830639839,0.966318428516,-0.397473692894,-2.22838878632
1981,-1.14179992676,0.551750004292,-0.311966687441,-0.218703657389,0.630499958992,0.816096127033,-0.930090069771,-0.859108090401,1.48453903198
695,0.362749993801,-0.721750020981,0.198300004005,0.219525635242,-0.773399949074,-0.687590360641,-0.182028487325,-0.756434977055,-1.12166321278
10398,-0.675700008869,-0.432099997997,-0.256300032139,0.445456802845,-0.942200005054,-0.295163303614,-0.19360730052,-0.0164818055928,3.40159273148
5708,0.0234500020742,0.219900012016,0.983866691589,0.373828798532,-1.87189984322,0.48780170083,0.087875649333,-0.00579290091991,1.8662532568
1213,-3.25075006485,-0.639900028706,-0.936266720295,-0.270504385233,0.374399989843,0.507228434086,0.794966757298,0.955803751945,0.834308326244
226,-1.11734998226,0.640249967575,0.390466690063,0.0854700654745,-1.13839995861,0.538050055504,1.73344492912,-0.153661265969,-1.21379899979
6777,0.134299993515,-0.176550000906,-0.451900005341,-0.060915350914,-0.372600018978,-0.997642695904,-0.286614179611,-0.408256113529,1.10503160954
2113,0.753600001335,0.418850004673,-0.1644333601,-1.28824555874,-0.140599995852,0.0385424941778,0.0354318767786,0.153849422932,1.38451719284
