rid,DOS057_A375_24H:BRD-K96396151-001-01-7:5,DOS057_A549_24H:BRD-K96396151-001-01-7:5,DOS057_HT29_24H:BRD-K96396151-001-01-7:5,DOS057_MCF7_24H:BRD-K96396151-001-01-7:5,DOS057_PC3_24H:BRD-K96396151-001-01-7:5,DOSBIO001_A375_24H:BRD-K96396151:10.0106,DOSBIO001_A549_24H:BRD-K96396151:10.0106,DOSBIO001_HT29_24H:BRD-K96396151:10.0106,DOSBIO001_MCF7_24H:BRD-K96396151:10.0106,DOSBIO001_PC3_24H:BRD-K96396151:10.0106,DOSBIO001_NEU_24H:BRD-K96396151:10.0106,DOSBIO001_NPC_24H:BRD-K96396151:10.0106,ERG012_PC3_24H:BRD-K96396151-001-01-7:10.0106,ERG012_PC3_6H:BRD-K96396151-001-01-7:10.0106,ERG012_VCAP_24H:BRD-K96396151-001-01-7:10.0106,ERG012_VCAP_6H:BRD-K96396151-001-01-7:10.0106
5720,-0.704150021076,0.00344997644424,0.0371666625142,0.541324853897,-0.807949960232,0.693088769913,-1.28167867661,-0.925961017609,-0.344292938709,-1.32434022427,1.60175001621,1.08156847954,-0.454589217901,0.0412008538842,-0.267420351505,0.0871352255344
466,1.95445001125,0.856199979782,0.230966687202,-1.30242908001,-0.411350011826,-1.50727617741,0.386372566223,0.44033652544,-0.359907507896,-0.49013286829,-1.61200010777,0.915229678154,0.0100926570594,-0.397455394268,0.785407662392,0.415952503681
6009,2.62279987335,0.165100008249,0.0992999821901,0.369603276253,-0.338450014591,0.153206095099,-0.301063328981,-1.22050571442,-0.158243253827,-0.477393984795,0.040600001812,-0.350088000298,0.121889643371,0.0835712254047,0.114965766668,-0.31092017889
2309,-0.800599992275,-0.365200012922,-0.103566691279,1.7902803421,0.111649990082,2.29821443558,-0.927809357643,0.869617044926,1.12301254272,0.893041968346,-2.83995008469,0.571296811104,-0.173602953553,0.432898968458,1.90701293945,1.2002363205
387,1.17409992218,-1.30774998665,0.239100039005,0.147574663162,-1.59844994545,-0.0528730303049,0.504911959171,0.172876894474,-0.238213345408,-1.16342008114,-2.26440000534,-1.34519386292,0.0511460416019,0.372806966305,0.0512793436646,0.61913472414
3553,-0.969850063324,0.919250011444,0.465233325958,0.184202343225,1.745849967,0.240923941135,0.0020053088665,-0.012364493683,0.0389789640903,1.28845047951,1.24415004253,0.184429913759,-0.302413135767,0.0371436625719,-0.34628534317,-0.452632367611
427,-2.19525003433,-1.02754998207,-0.213999986649,-1.71279406548,-0.0297999978065,0.943766951561,1.56800556183,4.10500621796,0.656801581383,0.61546432972,0.257349967957,1.01606965065,0.537686824799,-0.0729466676712,0.394546538591,-0.593649566174
5898,0.708799958229,0.588500022888,0.318200051785,-3.16224122047,0.397150009871,-0.304835677147,-0.865749299526,2.60192060471,-0.233313292265,-0.582968950272,0.394749999046,-0.00744608044624,-0.274926364422,0.820024490356,0.505544364452,0.87346303463
23365,0.616250038147,-0.0311000049114,-0.476700007915,-0.363762676716,-0.199049994349,0.481773942709,0.13955925405,0.188220828772,0.500763714314,0.147732049227,-1.14565002918,0.324333429337,-0.588766694069,0.177098035812,0.79534971714,0.101700723171
6657,-0.917099952698,-0.36109995842,0.23723334074,-0.0485994070768,1.24670004845,0.483130097389,-0.628573060036,0.222131311893,-0.0069413036108,-0.127542287111,-0.385200023651,-2.34555768967,4.37845849991,-0.862911462784,-1.15439605713,-0.112434662879
5054,-0.468499988317,-0.389050006866,0.186900004745,0.832254767418,0.524999976158,0.453403532505,-0.255481332541,2.63259649277,0.349087029696,-0.707571089268,-0.428799986839,-2.85776042938,0.340929061174,0.159881472588,0.433141410351,1.03913462162
3108,-0.0565500035882,-0.554800033569,0.00276666879654,-0.290863126516,0.0895000100136,1.26186442375,-0.233158811927,-0.721315145493,0.207244098186,0.258357644081,1.84395003319,0.0713293254375,1.01138997078,0.221762537956,0.168250054121,-0.426086217165
1950,-2.01830005646,-0.131649985909,0.0775999873877,-0.29503723979,0.747699975967,0.328098535538,-0.550515055656,-0.548518240452,-0.701478719711,-0.43716108799,1.10084998608,-0.430194020271,-0.201641529799,-0.0704608634114,-0.667905509472,0.517533838749
351,-0.199249997735,-5.0,0.682433366776,-2.29357910156,2.16790008545,-0.482050299644,-0.344823539257,0.86614304781,1.09156560898,1.34439349174,-0.328100025654,0.363505452871,0.235143870115,0.36572048068,-0.373831629753,0.315487504005
