rid,LJP002_BT20_6H:BRD-K72414522-001-01-8:10,LJP002_BT20_6H:BRD-K72414522-001-01-8:2,LJP002_BT20_6H:BRD-K72414522-001-01-8:0.4,LJP002_BT20_6H:BRD-K72414522-001-01-8:0.08,LJP002_BT20_24H:BRD-K72414522-001-01-8:10,LJP002_BT20_24H:BRD-K72414522-001-01-8:2,LJP002_BT20_24H:BRD-K72414522-001-01-8:0.4,LJP002_BT20_24H:BRD-K72414522-001-01-8:0.08,LJP002_HS578T_6H:BRD-K72414522-001-01-8:10,LJP002_HS578T_6H:BRD-K72414522-001-01-8:2,LJP002_HS578T_6H:BRD-K72414522-001-01-8:0.4,LJP002_HS578T_6H:BRD-K72414522-001-01-8:0.08,LJP002_HS578T_24H:BRD-K72414522-001-01-8:2,LJP002_HS578T_24H:BRD-K72414522-001-01-8:0.4,LJP002_HS578T_24H:BRD-K72414522-001-01-8:0.08,LJP002_HS578T_24H:BRD-K72414522-001-01-8:10,LJP002_MCF10A_6H:BRD-K72414522-001-01-8:10,LJP002_MCF10A_6H:BRD-K72414522-001-01-8:2,LJP002_MCF10A_6H:BRD-K72414522-001-01-8:0.08,LJP002_MCF10A_6H:BRD-K72414522-001-01-8:0.4,LJP002_MCF10A_24H:BRD-K72414522-001-01-8:10,LJP002_MCF10A_24H:BRD-K72414522-001-01-8:2,LJP002_MCF10A_24H:BRD-K72414522-001-01-8:0.4,LJP002_MCF10A_24H:BRD-K72414522-001-01-8:0.08,LJP002_MCF7_6H:BRD-K72414522-001-01-8:10,LJP002_MCF7_6H:BRD-K72414522-001-01-8:2,LJP002_MCF7_6H:BRD-K72414522-001-01-8:0.4,LJP002_MCF7_6H:BRD-K72414522-001-01-8:0.08,LJP002_MCF7_24H:BRD-K72414522-001-01-8:10,LJP002_MCF7_24H:BRD-K72414522-001-01-8:2,LJP002_MCF7_24H:BRD-K72414522-001-01-8:0.4,LJP002_MCF7_24H:BRD-K72414522-001-01-8:0.08,LJP002_MDAMB231_6H:BRD-K72414522-001-01-8:10,LJP002_MDAMB231_6H:BRD-K72414522-001-01-8:2,LJP002_MDAMB231_6H:BRD-K72414522-001-01-8:0.4,LJP002_MDAMB231_6H:BRD-K72414522-001-01-8:0.08,LJP002_MDAMB231_24H:BRD-K72414522-001-01-8:10,LJP002_MDAMB231_24H:BRD-K72414522-001-01-8:2,LJP002_MDAMB231_24H:BRD-K72414522-001-01-8:0.4,LJP002_MDAMB231_24H:BRD-K72414522-001-01-8:0.08,LJP002_SKBR3_6H:BRD-K72414522-001-01-8:10,LJP002_SKBR3_6H:BRD-K72414522-001-01-8:2,LJP002_SKBR3_6H:BRD-K72414522-001-01-8:0.4,LJP002_SKBR3_6H:BRD-K72414522-001-01-8:0.08,LJP002_SKBR3_24H:BRD-K72414522-001-01-8:10,LJP002_SKBR3_24H:BRD-K72414522-001-01-8:2,LJP002_SKBR3_24H:BRD-K72414522-001-01-8:0.4,LJP002_SKBR3_24H:BRD-K72414522-001-01-8:0.08
5720,0.767024457455,0.397876620293,0.301289975643,0.851076006889,1.24399232864,0.863380610943,0.710765361786,0.784064292908,1.36089324951,-0.282454431057,0.383810698986,0.456634134054,-0.644836246967,0.122313991189,-0.13872513175,1.42239999771,1.41692638397,0.961573004723,0.422350019217,0.491800010204,0.707399964333,1.67289996147,0.454650014639,0.825999975204,2.57288050652,0.363825887442,0.0335079282522,-0.0736144185066,0.791900038719,0.292199999094,-1.18440008163,-0.277399986982,1.63339877129,0.0195064544678,0.733359277248,0.311520248652,1.78179991245,-0.122592777014,0.986610293388,0.248288273811,0.35494068265,0.2752789855,0.359672665596,1.32094085217,-2.27811455727,1.29180836678,0.178987905383,1.24790906906
466,-0.347909271717,-0.378786206245,-0.378541380167,0.363456368446,-1.99274194241,-1.36125218868,-0.329360991716,0.0123647302389,-1.26202893257,-0.514741659164,0.314816743135,-0.55393832922,-0.488622426987,-0.0176392123103,-0.818417549133,-2.69859981537,-1.55308771133,-0.150720879436,-0.828550040722,-3.9591999054,-4.05399990082,-1.6440500021,0.213249981403,-1.82749998569,-2.76577472687,-1.9500592947,-0.494247406721,-1.0010560751,-2.18980002403,-2.66690015793,-2.0000500679,-0.460300028324,-0.711427152157,-0.628701090813,-0.497302681208,-0.711078226566,-2.4796500206,-1.03044009209,0.0394902192056,0.265785694122,-1.6715490818,-1.12818932533,-0.663534164429,0.31182217598,-2.79441714287,-0.0495680943131,-1.94320034981,-0.204516366124
6009,0.208236902952,-0.414372265339,-0.264443695545,-0.0467250049114,0.216644048691,-0.0247314125299,0.165514990687,0.111043930054,-0.295096278191,-1.14901101589,0.557789742947,0.0606846809387,-0.763697862625,-1.87053918839,-1.66139769554,-3.28319978714,-0.272086977959,0.571875751019,-0.736299991608,-1.48609995842,-1.49390006065,-0.087049998343,0.235700011253,-1.4251999855,-0.380977988243,0.495285719633,-1.46277856827,-1.2226600647,-2.20694994926,-1.07494997978,-0.808200001717,-1.41744995117,0.406107187271,-0.0703261271119,0.373376399279,-0.268237918615,-1.59490001202,-0.891952872276,-0.652053594589,-1.36388194561,-0.490374028683,-0.98445379734,-0.386076331139,-1.21331834793,-1.12444639206,-0.709970355034,1.87364912033,-0.701214849949
2309,-1.89974284172,0.264888882637,-0.10560798645,0.464171230793,-5.96782779694,0.0140879899263,-0.332737714052,-0.611985862255,-3.86939001083,0.380360662937,-0.894956469536,-0.179604232311,-0.826816558838,0.00241875648499,-1.37203431129,-1.87419998646,-3.30739498138,1.82970917225,0.888100028038,-1.17110002041,-2.17679977417,-0.237150013447,-0.621050000191,-1.31099998951,-5.74624824524,-0.0844621360302,0.0137933343649,0.0693605467677,-5.43400001526,0.785799980164,0.531300008297,0.35585001111,-2.11201381683,0.240374937654,-0.263853669167,-1.20761466026,-0.338599979877,0.589193344116,0.497381985188,1.0225007534,-1.98456096649,-0.831295013428,-1.17231917381,-1.13647186756,-0.728244006634,-0.578781187534,-0.580220997334,-0.0636209696531
387,1.2671200037,-0.840224206448,0.0304113030434,0.849545419216,2.0386121273,0.195487186313,0.245256602764,0.678696036339,1.30377435684,-0.263203084469,0.573207259178,0.784367799759,-0.922145843506,-0.939565658569,-1.45543372631,1.65310001373,0.403376221657,0.799333810806,-0.506799995899,-8.43200016022,2.25059986115,-0.214550003409,-0.572299957275,-1.30920004845,1.08911275864,0.208920389414,-0.649381518364,0.0548989251256,-0.19770000875,-0.732550024986,-0.469500005245,-0.163900002837,1.24280798435,0.122821584344,0.503242015839,-0.091216146946,1.07459998131,-1.26275205612,-0.868393480778,-0.776345014572,0.284285664558,-2.07561826706,-2.60517907143,0.716339468956,0.00568038225174,-1.37866473198,-1.33952736855,-0.884457468987
3553,2.02389335632,1.22444713116,1.28061890602,-0.0973095446825,4.2048406601,1.17725431919,1.16730940342,0.574307799339,1.34106528759,2.05309009552,1.07170295715,-0.0507928878069,0.845435142517,-0.546880125999,-0.248073607683,5.03334999084,1.46950721741,3.48495554924,2.26545000076,1.70739996433,1.63905000687,2.51674985886,0.558200001717,0.687200009823,3.01027393341,1.48580646515,0.656686127186,-0.373101949692,3.77545022964,0.302049994469,0.630249977112,-0.322400003672,1.08841073513,0.550763189793,-0.709030747414,-0.399336576462,4.44960021973,1.39219927788,1.05006814003,0.16935454309,2.06976318359,1.16606855392,0.998091578484,0.0388703793287,2.31221723557,-0.0184291228652,0.569747567177,-0.738902449608
427,1.29706716537,-0.0312093049288,-3.9666891098e-05,-0.216896981001,1.99497079849,0.737099945545,0.554113864899,-0.0772826075554,2.60156917572,1.2031930685,-0.232312440872,0.308440595865,-0.0567487701774,0.464916348457,0.0365345701575,1.78384995461,-1.84492254257,-0.216897249222,-0.493849992752,-0.508099973202,0.540549993515,0.187549993396,-0.4958999753,-4.06850004196,1.65697515011,0.388809651136,-0.249429285526,-0.500199079514,2.83629989624,0.0941499918699,-0.296849995852,0.419950008392,0.763818323612,0.508375167847,-0.235731065273,0.562227964401,2.54535007477,-0.260676592588,0.173989266157,0.238738358021,0.213699042797,0.839966654778,0.35693860054,-0.939399302006,2.05504870415,-0.268411099911,-1.29620563984,-0.120684318244
5898,-0.606338381767,-1.10033512115,-0.0694222673774,0.649780631065,-0.983597278595,-0.764610886574,-0.775948643684,0.581184029579,0.224006101489,0.764573633671,0.197207048535,-1.1034194231,-0.549798488617,0.187598347664,-0.205389708281,-0.781300008297,-0.556147694588,1.1127383709,1.03904998302,-3.00329995155,1.85660004616,0.30680000782,-1.17575001717,-1.55690002441,-2.01338863373,-0.834275662899,-0.589787900448,-0.092577509582,-0.314850002527,0.0697999969125,-1.44179999828,-0.710450053215,-1.13691365719,-1.80558443069,-0.422431468964,-2.64783430099,-0.34944999218,0.471911132336,0.59127163887,-0.314107179642,-0.935618579388,0.349887281656,0.757227838039,0.209385812283,1.56778764725,0.479322046041,-0.269224524498,0.882556557655
23365,0.399432390928,0.893492937088,0.339528024197,0.244479879737,2.38378548622,1.21140098572,-0.023477345705,0.0739047527313,0.743753552437,-0.666938304901,-0.197188273072,0.264497041702,-0.707888901234,0.218551710248,-0.657278418541,-0.817999958992,2.86189007759,-0.0478774309158,0.624200046062,10.0,-1.77495002747,-0.599799990654,0.499650001526,10.0,-1.13666677475,-0.360335230827,0.260952949524,-0.198297947645,0.20870000124,0.230499997735,-0.978749990463,-0.0775499939919,-0.337867498398,0.0682350099087,-0.2046187222,0.364787876606,0.946550011635,-1.43055856228,-1.16496515274,-0.134917914867,0.24354660511,-0.153883859515,0.617267251015,0.247903823853,0.90866959095,-0.426208019257,-0.703308880329,-0.395671159029
6657,2.32357263565,0.439209282398,1.03689646721,-0.049143396318,4.54430866241,0.791410326958,1.12308633327,0.249593019485,1.46591520309,1.89951777458,0.503293573856,0.0959891676903,1.23615467548,0.224180772901,0.749497771263,4.0311999321,2.38566923141,-0.202724456787,1.62859988213,1.61629998684,1.80079996586,-0.478999972343,0.259449988604,0.984700024128,-1.08636260033,-0.136715039611,-0.238761633635,-0.740933299065,0.877200007439,-0.757550001144,0.117549985647,-0.106449991465,0.60573142767,0.301977992058,-0.479618161917,-0.308117747307,3.86704993248,1.10581111908,0.815638959408,0.211324587464,2.09121966362,0.661875188351,0.689160645008,-0.260762631893,2.62538194656,0.0482072979212,0.0643108934164,-0.583442211151
