rid,CPC004_A375_6H:BRD-K75699339-057-03-2:10,CPC004_HA1E_6H:BRD-K75699339-057-03-2:10,CPC004_HA1E_24H:BRD-K75699339-057-03-2:10,CPC004_HCC515_6H:BRD-K75699339-057-03-2:10,CPC004_HCC515_24H:BRD-K75699339-057-03-2:10,CPC004_HEPG2_6H:BRD-K75699339-057-03-2:10,CPC004_HT29_6H:BRD-K75699339-057-03-2:10,CPC004_MCF7_6H:BRD-K75699339-057-03-2:10,CPC004_PC3_6H:BRD-K75699339-057-03-2:10,CPC004_PC3_24H:BRD-K75699339-057-03-2:10,CPC004_VCAP_6H:BRD-K75699339-057-03-2:10,CPC004_VCAP_24H:BRD-K75699339-057-03-2:10,CPC011_A375_6H:BRD-K75699339-057-05-7:10,CPC011_A549_6H:BRD-K75699339-057-05-7:10,CPC011_A549_24H:BRD-K75699339-057-05-7:10,CPC011_HA1E_6H:BRD-K75699339-057-05-7:10,CPC011_HT29_6H:BRD-K75699339-057-05-7:10,CPC011_MCF7_6H:BRD-K75699339-057-05-7:10,CPC011_MCF7_24H:BRD-K75699339-057-05-7:10,CPC011_PC3_6H:BRD-K75699339-057-05-7:10,CPC011_PC3_24H:BRD-K75699339-057-05-7:10,CPC011_VCAP_6H:BRD-K75699339-057-05-7:10,CPC011_VCAP_24H:BRD-K75699339-057-05-7:10,CPC015_A375_6H:BRD-K75699339-057-03-2:10,CPC015_A549_6H:BRD-K75699339-057-03-2:10,CPC015_A549_24H:BRD-K75699339-057-03-2:10,CPC015_ASC_24H:BRD-K75699339-057-03-2:10,CPC015_HEPG2_6H:BRD-K75699339-057-03-2:10,CPC015_HT29_6H:BRD-K75699339-057-03-2:10,CPC015_MCF7_6H:BRD-K75699339-057-03-2:10,CPC015_MCF7_24H:BRD-K75699339-057-03-2:10,CPC015_NPC_24H:BRD-K75699339-057-03-2:10,CPC015_PHH_24H:BRD-K75699339-057-03-2:10,CPC015_SKB_24H:BRD-K75699339-057-03-2:10
5720,-0.0964373871684,0.690103411674,-0.208414688706,-0.000218821689487,-0.561439931393,-0.466218978167,0.449864327908,-0.389577567577,0.846400558949,-0.323445677757,-0.191641807556,0.581299006939,-1.59905004501,0.419676423073,-1.31943809986,0.449400007725,-0.883011996746,0.494049966335,-0.565900027752,0.146398544312,-0.922572553158,-0.184401363134,-0.0649555772543,0.873666703701,1.03410005569,0.108053296804,-0.511163234711,-0.0617999993265,1.19930422306,-0.1063054353,0.426485300064,0.991061687469,-1.38650000095,-0.621999979019
466,0.227145507932,-0.186371684074,0.613217830658,-0.0935683622956,-0.60967206955,-0.260580420494,-0.00375670194626,-0.403091698885,0.661928772926,-0.233607202768,0.503966987133,0.289634376764,0.686250030994,-0.849688053131,0.191766366363,0.065299987793,0.520022928715,0.133799999952,-0.726850032806,0.604813933372,-0.6891939044,-0.413429260254,0.45510160923,1.2922668457,1.33710002899,-0.373458087444,-0.232171416283,-0.233549982309,0.864062428474,-0.419144034386,1.0046120882,-0.947970271111,0.796900033951,1.75059998035
6009,-0.641458809376,0.214658141136,0.234639018774,-0.261635661125,0.241655349731,-0.214586988091,-0.0641383081675,1.14535832405,-0.0714576989412,0.237759813666,0.420862734318,0.278438806534,0.376749992371,-0.291882693768,-0.292635649443,-0.433650016785,-1.13845586777,0.150249987841,-2.05505013466,0.618674874306,0.647007703781,-0.361544966698,-0.414751499891,1.04726672173,1.18085002899,0.325492173433,-0.104984097183,0.314549982548,0.883434176445,-0.0388421043754,0.245479911566,0.426106899977,-0.143399983644,-0.0604500025511
2309,-0.179844602942,-0.0800997316837,0.215048640966,0.119576103985,-1.25936675072,-0.252390235662,0.0618507377803,-0.562666535378,0.265727460384,-0.763503134251,-0.747523725033,-0.62327170372,0.654549956322,1.12738907337,0.840880393982,-0.658800005913,-0.966131389141,-0.453850001097,1.57370007038,-1.24796199799,-0.626144886017,1.24809122086,-0.339815616608,1.03463339806,-0.225149989128,0.186479449272,-0.472873806953,-1.03834998608,-0.19687359035,-0.588495910168,-1.40966761112,0.970175743103,-1.37459993362,0.703550040722
387,0.219170033932,-0.914425253868,-0.0522021688521,-0.227995440364,1.16769230366,-0.0580453723669,0.328000038862,0.354822456837,0.379505157471,0.802146196365,-0.227335855365,-0.130250960588,-2.12140011787,0.524524569511,-0.686526298523,-0.660899996758,-1.46211266518,-0.429399996996,-0.406899988651,-0.454293817282,0.242993682623,0.684523165226,0.146646603942,1.66153335571,1.10989999771,0.58815741539,0.197643905878,-4.62055015564,0.32113546133,0.570331335068,1.25483131409,1.29250895977,-0.294849991798,-0.426150023937
3553,-0.52857786417,-0.506667912006,0.623496234417,0.126847833395,-0.728497385979,1.37427294254,-0.0259915944189,0.283798009157,0.00872310996056,-0.159004345536,0.90016156435,-0.789084136486,-0.315549969673,-0.257290244102,0.221847295761,0.161300003529,0.700979530811,0.0777999907732,1.60745000839,-2.84223222733,-2.36848187447,0.257383525372,-0.353263914585,-0.385533332825,-0.0382999777794,-0.822650611401,-0.587161421776,0.589550018311,-0.834512591362,0.21649736166,0.462658345699,-0.945081472397,-0.0266999974847,-1.25524997711
427,-0.615411400795,-0.165130212903,0.343930602074,-0.589270830154,-0.544121682644,-0.286839723587,0.201379835606,-0.140951514244,0.563676536083,-0.0330383703113,-0.0331053510308,-0.820715427399,0.462099969387,0.431986927986,0.0190267860889,0.800050020218,1.08176922798,-0.654349982738,-0.504150032997,0.0760752409697,-0.515093684196,-0.575104832649,0.0493231825531,-0.257333338261,-0.236349999905,-1.14526736736,-0.438102215528,-0.170200020075,0.094318240881,-0.00137603003532,-0.247418761253,-0.484828621149,-0.136599987745,0.1399500072
5898,-0.144067615271,-0.630687355995,-0.700340867043,0.246184468269,-0.451640546322,-0.365234941244,0.26547023654,-1.13530182838,0.501333415508,0.092700317502,-0.538709282875,-0.283666014671,0.10640001297,0.206355914474,-1.30635643005,-0.435299992561,1.38048303127,-0.215550005436,0.682150006294,0.114364698529,-0.325657635927,-0.089636310935,0.341824114323,0.542800009251,0.549700021744,-1.5168967247,-0.0726118981838,1.04340004921,-0.304290413857,-0.456069201231,-0.00658154580742,-1.71123671532,-0.12120000273,0.550249993801
23365,-0.329382896423,-0.836772561073,-0.0171013921499,0.329700618982,-0.521072268486,-0.430656552315,0.515002012253,-0.503640890121,0.0760294049978,0.339004009962,-0.352753639221,-0.396351218224,1.129150033,-0.822454571724,-1.10128283501,0.455899983644,0.52478992939,-0.0416500009596,0.245550006628,0.188439130783,0.745165288448,0.723520517349,-0.703845143318,-0.378499984741,-0.252650022507,-0.309902369976,0.38365611434,0.00270000100136,-0.961249709129,0.00291312485933,-0.334901511669,-0.0675816014409,-0.767199993134,0.804100036621
6657,-0.224436104298,-0.00896005704999,0.5425542593,-0.0701111704111,-0.616728663445,0.745751976967,-0.635867118835,0.950407087803,-0.523745656013,0.171204805374,0.426614463329,-1.11913645267,1.06830000877,-0.747305870056,-0.713490962982,0.404349982738,0.592445135117,-0.203850015998,1.32840001583,0.237818419933,1.04194247723,-0.156367957592,-0.496122121811,0.18410000205,0.011499941349,-0.517713665962,0.28430095315,0.607699990273,-0.113827481866,0.91190290451,1.41749954224,0.765255749226,0.688600003719,-1.04299998283
