rid,CPC003_HA1E_6H:BRD-K40990712-001-02-4:10,CPC003_HA1E_24H:BRD-K40990712-001-02-4:10,CPC003_HCC515_6H:BRD-K40990712-001-02-4:10,CPC003_HCC515_24H:BRD-K40990712-001-02-4:10,CPC003_PC3_6H:BRD-K40990712-001-02-4:10,CPC003_PC3_24H:BRD-K40990712-001-02-4:10,CPC003_VCAP_6H:BRD-K40990712-001-02-4:10,CPC003_VCAP_24H:BRD-K40990712-001-02-4:10,CPC018_A375_6H:BRD-K40990712-001-02-4:10,CPC018_A549_6H:BRD-K40990712-001-02-4:10,CPC018_ASC_24H:BRD-K40990712-001-02-4:10,CPC018_HEPG2_6H:BRD-K40990712-001-02-4:10,CPC018_HT29_6H:BRD-K40990712-001-02-4:10,CPC018_MCF7_6H:BRD-K40990712-001-02-4:10,CPC018_MCF7_24H:BRD-K40990712-001-02-4:10,CPC018_NPC_24H:BRD-K40990712-001-02-4:10,CPC018_PHH_24H:BRD-K40990712-001-02-4:10,CPC018_SKB_24H:BRD-K40990712-001-02-4:10
5054,0.516050040722,0.220644921064,-0.850543141365,0.102465189993,0.063429236412,0.304135113955,-0.518801569939,-0.689999938011,-0.0140753388405,1.1067918539,-5.57569980621,-0.585403442383,2.58356356621,-0.0399765223265,-0.123557545245,-2.03979992867,-0.543150007725,0.521497189999
3108,-0.656700015068,-1.0102647543,-0.535579383373,0.938228726387,-1.3093149662,0.0567097514868,-0.64060997963,0.43514996767,-0.443452954292,-0.579583764076,10.0,-0.185316205025,-0.467078834772,0.680703222752,1.08956921101,4.88649988174,2.2569000721,2.0875787735
1950,-1.49390006065,-1.67980110645,0.578793525696,1.25316786766,0.18488509953,0.50664049387,0.719561994076,-0.29730001092,1.53220677376,-0.678766012192,5.12720012665,0.172355011106,0.181800603867,0.213959336281,1.00464725494,0.44865000248,-0.639750003815,1.28273713589
351,0.0857999995351,0.100643903017,0.484807521105,0.581063389778,0.127632796764,0.352250993252,-0.25899669528,0.881550014019,0.594207406044,0.470410197973,-5.63810014725,0.863456845284,-0.446299910545,-0.763656079769,0.31563141942,0.0930999964476,-1.20770001411,-3.76069140434
4846,-0.598999977112,0.247738450766,0.860832512379,-0.533489465714,-0.541661977768,0.240221783519,0.346012383699,-0.616750001907,0.366041958332,-1.43915939331,10.0,-0.224758923054,-0.102495372295,0.545509040356,0.461808919907,4.19964981079,0.116299986839,7.40759897232
1452,0.133650004864,-0.918052196503,-0.214299246669,-0.538429379463,-0.457234203815,-1.24035871029,0.275905042887,-0.0485999956727,-1.57572257519,0.32958266139,-10.0,-0.61032730341,-0.807139754295,-0.25324305892,-0.792896449566,-0.144099980593,-2.25349998474,-1.02896857262
4776,0.408800005913,1.91430950165,0.111509092152,1.52665781975,-0.313137233257,0.443920552731,-0.106504648924,0.599099993706,0.488975852728,-0.210218131542,3.89590001106,-0.270939201117,-0.32243797183,-0.975688457489,-0.557680308819,-0.281900018454,2.43795013428,-0.709069669247
6908,-1.0909999609,-0.349430680275,-0.78052675724,0.514152050018,-0.183704599738,-0.395731657743,0.219400882721,-0.257350027561,-0.480793774128,0.274578511715,2.98830008507,-0.318204939365,1.30410897732,0.413802355528,2.79905962944,-0.213149994612,-2.23460006714,-1.27405619621
672,-0.19319999218,-0.667210578918,-0.346700072289,-0.447838455439,-0.554484307766,-0.5749989748,-0.463400125504,-1.07684993744,-0.34621077776,1.13459968567,9.86270046234,0.741392076015,1.27979683876,-0.628320395947,0.019169151783,-0.615450024605,6.47259998322,5.21264457703
5710,0.154249966145,-1.36244869232,-1.1465909481,-0.557779669762,0.134746208787,-1.13969004154,-1.25188910961,0.143200010061,-1.39407360554,0.137091740966,-8.28629970551,0.845836937428,-1.42631626129,-0.7665386796,0.299825519323,-0.282550007105,-0.620249986649,-0.0791915506124
2115,0.720950007439,0.674279689789,0.446413040161,-0.799421548843,-0.631888985634,-0.264108598232,-0.125513523817,0.0973999947309,-0.635148704052,-0.0429657176137,10.0,-0.0833232998848,-1.08164715767,-0.128468453884,-0.381974965334,-0.030700000003,6.14510011673,8.33974742889
7015,-0.473550021648,1.6293514967,0.249816596508,0.677695274353,-0.868633151054,0.30924230814,-0.58866083622,0.249399989843,1.59195506573,1.12093424797,5.47270011902,-0.296939343214,-0.560660421848,0.166001975536,-0.35083797574,-0.070750027895,0.163599997759,1.50415873528
8726,-0.179100006819,0.38102209568,-1.15419471264,-1.36365962029,-0.448729634285,0.202369749546,-0.575079143047,-0.0167999975383,-0.385790795088,-0.458457022905,9.26200008392,-0.585577309132,-0.407499879599,0.499412566423,0.536101996899,0.443049997091,-4.85649967194,4.22207832336
2185,-0.303849995136,2.14429593086,-0.310474574566,-0.251838773489,-0.0592247843742,0.124510347843,-0.437737733126,0.587700009346,0.796713709831,-0.429222136736,9.31350040436,0.343646705151,-0.894716322422,-0.943932175636,-0.485997617245,0.601500034332,1.84345006943,0.401281237602
3315,-0.793850004673,0.0494977980852,0.0135619491339,0.826266109943,0.0189253017306,-0.0561038702726,-0.705530941486,-0.630900025368,-1.14653611183,0.263147592545,-0.131600007415,0.486574947834,0.50749617815,0.0906748473644,-0.263105869293,-1.516299963,-1.08704996109,-3.10226249695
5289,0.0144499987364,-0.827061116695,-0.291559904814,-0.0968713313341,-0.635435938835,-0.298170417547,-0.2701844275,0.59810000658,0.471756607294,1.18476831913,3.05900001526,0.568862140179,-0.1953843683,0.390076369047,0.173721700907,0.416099995375,-3.86839985847,1.30047380924
868,-0.76550000906,1.02765154839,-0.325907796621,-0.0914676189423,-0.649986743927,-0.0397068709135,-0.0141998752952,1.05865001678,-0.235077798367,0.592406332493,6.8626999855,-0.17026771605,-0.700184702873,-0.617146372795,0.318883776665,-1.3846000433,2.44455003738,1.78618371487
1677,-0.039549998939,0.763249516487,0.0489300340414,-0.603624045849,-0.782959342003,0.275376319885,-0.0357216075063,0.237949997187,1.10701942444,-0.249373227358,10.0,0.0658379048109,0.185960263014,0.0739130452275,-0.597387731075,1.89074993134,0.37839999795,0.857007324696
7043,0.00335000455379,3.16371679306,-0.265350520611,1.74814319611,-0.484162896872,-0.0758050978184,-0.455275148153,0.9375,-0.0382334440947,-0.0506321899593,8.943400383,1.12161386013,-0.676846444607,0.146718323231,0.806608378887,0.0216000080109,3.88835000992,1.33723652363
5613,-0.148699998856,1.14626479149,-0.0387222394347,1.12417531013,0.298176258802,0.326437145472,-0.0383422672749,0.544699966908,0.863840460777,-0.0799756795168,-3.10229992867,1.33697748184,0.401986569166,-0.658784031868,-0.559418678284,-0.591949999332,2.08060002327,1.14133667946
595,0.710649967194,0.424965500832,-0.613659322262,-0.223611935973,0.901014447212,-0.0457909107208,-0.774219453335,-2.1031999588,0.168597847223,0.68551582098,6.84009981155,-0.0637595951557,0.705076515675,0.346463322639,0.292993545532,-0.0850499868393,0.241050004959,1.8498942852
4793,0.576099991798,-1.19549047947,-0.336923271418,-1.11592364311,-0.313052415848,0.215872853994,0.63797801733,-0.649699985981,0.238051056862,-0.635523319244,6.69640016556,0.0865338817239,0.484468638897,0.823713362217,0.0184955000877,5.48590040207,0.493250012398,5.07697582245
2736,-0.59325003624,2.44871711731,-0.00974829494953,0.191514343023,-0.730269372463,0.124438464642,-0.155581369996,0.412249982357,0.0282788164914,-0.77785128355,10.0,-0.366122305393,-0.662521660328,-1.1192047596,0.870333075523,0.370100021362,4.37804985046,3.79656481743
5290,-0.301400005817,0.352166265249,0.496949613094,0.426630824804,-0.442966759205,0.574235796928,-0.454232364893,-0.0733000040054,0.455495864153,-0.13103543222,-3.31900000572,-0.779570996761,-0.491017669439,-0.321203708649,0.196724116802,0.273600012064,1.10160005093,0.878027319908
6194,-0.00034999998752,-0.060334533453,0.000683087157086,0.0,0.288457930088,0.177857100964,-0.993564009666,0.331149995327,0.0843841806054,-0.101774409413,-1.05149996281,0.458011120558,0.0922986865044,-0.329995632172,0.925675213337,-0.00034999998752,-0.00270000007004,-3.8112821579
1676,0.294799983501,2.15032792091,0.0684111788869,2.30017185211,-0.132447421551,0.314798057079,-0.55707859993,0.330650031567,0.745850801468,-0.353478431702,-1.72440004349,-0.292588382959,-0.746583342552,-0.717358112335,0.0179728120565,-0.157450020313,0.0819000005722,-0.268146455288
23512,0.0653000026941,-0.747749865055,-0.626019358635,-1.2364397049,0.145965695381,-0.527272164822,-0.320530593395,-5.14279985428,0.94623208046,1.13385438919,-1.94009995461,0.158240422606,-0.206825733185,-0.0343051031232,1.27359592915,0.142549991608,-0.408299982548,0.368660777807
148022,0.605650007725,0.84816300869,-0.317360937595,-0.262841910124,1.28028976917,1.16563153267,-0.329325437546,-0.106100022793,0.153070300817,0.542608141899,10.0,-0.285074830055,0.0560683198273,0.219526767731,-0.162067741156,-1.28314995766,1.22784996033,7.45025205612
1906,-0.913599967957,-0.0755248814821,0.631228268147,0.664139807224,0.23333196342,-0.315639197826,0.111336328089,-0.0785000026226,1.46934366226,1.03779804707,0.0,-0.142263442278,-0.737247884274,-0.214059084654,-0.296572983265,0.411300003529,0.189999997616,0.288222670555
8878,-2.08535003662,-0.619612872601,0.0278825759888,-0.575580060482,1.01709258556,-0.626047313213,-0.887306988239,-1.25880002975,-1.19812679291,-7.25068569183,-3.94939994812,-0.648121595383,-0.264629602432,0.143001928926,-0.103025659919,-0.344500005245,-2.38835000992,-1.28042984009
3091,-0.590849995613,-0.268074840307,1.13727080822,0.464907467365,-1.05030214787,-0.806166887283,-0.413576126099,0.383599996567,0.979314029217,-0.883547067642,-1.53649997711,0.682489693165,-1.91360712051,-1.65665721893,0.0832817554474,0.32080000639,-0.00170000002254,-1.19409561157
5743,-1.17840003967,-0.313015699387,-0.442051589489,5.44125080109,1.89943504333,0.725162029266,-0.448415875435,0.345799982548,0.239289611578,-0.53358399868,9.90349960327,-0.598523974419,0.584618270397,-0.173765331507,-1.28423929214,-0.269050002098,2.52055001259,6.48734760284
5321,-0.327050000429,0.54855877161,0.930488586426,0.881424248219,0.417620658875,0.564239501953,0.251694321632,0.328699976206,0.56535077095,-0.340070426464,-3.34470009804,0.359914898872,-0.676088213921,-1.49107718468,-0.685950160027,0.338349997997,0.457050025463,-1.48438560963
4144,0.385250002146,0.421059191227,0.249098315835,0.706382513046,-0.208740741014,0.179328769445,-0.619484007359,0.0325499996543,0.528868854046,1.04139149189,-10.0,0.803016841412,1.57863378525,0.178649187088,-0.366832464933,-0.378450006247,0.598950028419,-0.931671619415
1981,-0.150249987841,-0.67810177803,0.598981201649,0.878841161728,-0.378839343786,0.748962581158,0.546052455902,-0.353350013494,0.91490483284,-0.377534747124,1.63209998608,-0.692181766033,0.379515558481,0.0272747576237,-0.164068385959,-0.849999964237,-0.257749974728,1.772377491
695,-0.590000033379,0.565688848495,-0.941148817539,0.184230968356,-0.0232806913555,-0.00214210152626,0.00720445998013,-0.469999998808,-0.46350300312,-1.71275317669,10.0,1.68918919563,-0.13776832819,0.0638593733311,-1.06885540485,1.22354996204,7.98425006866,-0.0981206297874
10398,-0.500199973583,-1.04822969437,-0.337565720081,-0.0898914337158,-0.355676829815,-0.0922543257475,-0.391184896231,0.317600011826,0.923660635948,-0.216385930777,-4.23659992218,1.30479228497,-0.75408411026,-0.39218005538,0.412497460842,0.259549975395,-0.389800012112,-0.535801231861
5708,-0.113499999046,0.940816164017,0.28962880373,0.962420701981,1.6439563036,1.13835585117,0.103811055422,0.888249993324,0.56474083662,0.319894522429,-3.13159990311,0.0543120652437,0.908986926079,-0.168637380004,0.0407044887543,-1.31979990005,-1.14205002785,-0.0588115751743
1213,-0.233649998903,-0.212907254696,-1.19648861885,-1.66906762123,0.0729416236281,-0.0858142226934,-0.705108106136,-2.43700003624,-1.06913459301,-2.19002771378,-2.8857998848,1.50759208202,-0.0274391919374,0.280171453953,0.545772373676,-1.08925008774,-0.821449995041,1.58385074139
226,-0.0666500031948,-0.253609418869,-1.77371048927,-0.576287448406,-0.334620147943,-1.10995650291,0.195228695869,0.357549995184,-0.248361051083,-1.06059873104,-10.0,0.121658936143,0.708882331848,0.486539304256,-0.171220466495,-0.169300019741,-0.332800000906,0.365680992603
6777,-0.801499962807,-0.435255080462,-0.31692185998,1.74235117435,-0.325469195843,0.146107256413,-0.123388588428,-0.835099995136,-0.286363303661,0.70857167244,9.17039966583,-0.0308921933174,0.239975124598,-0.284893751144,-0.942968845367,4.85150003433,-0.287850022316,9.01962089539
2113,-0.0375999808311,0.218670099974,0.584997653961,4.91189861298,1.25048577785,-0.496370583773,-0.598099887371,0.396649986506,0.480294018984,0.482066512108,0.750800013542,0.854668319225,-0.156581073999,0.113879770041,0.59213745594,-0.496650010347,-1.29995000362,0.734771370888
3329,0.677150011063,-0.0462054908276,-0.270448714495,-0.524307310581,-0.312280923128,-0.485167473555,0.182397186756,-1.11565005779,-0.654083848,0.725091338158,-1.25460004807,0.11786403507,1.01152300835,-1.68743515015,-0.504318416119,0.0570000112057,-3.43269991875,-3.32951545715
1050,-0.713150024414,0.783486425877,-1.55035293102,-0.167057543993,0.11466306448,-0.0811685621738,-0.528814911842,0.124300003052,-0.436515241861,-0.453683644533,0.986899971962,1.00581789017,1.14266109467,0.704739689827,-0.267220199108,-0.432699978352,-0.0882999897003,9.56601142883
9491,-0.345050007105,1.21430790424,-0.421276509762,-0.10315797478,-0.511519432068,-0.116857476532,-0.190938442945,-0.0714499950409,2.08826708794,0.638481736183,-3.52659988403,0.582069277763,-0.327960908413,-0.370664983988,-0.647280335426,-0.380549997091,-1.3982000351,0.212958723307
22926,-1.02065002918,-0.625605165958,-0.450665056705,-2.18442583084,1.08407902718,-2.79770827293,-0.771137475967,1.10704994202,-0.813668131828,0.148708626628,5.61390018463,-0.594079971313,-1.22544908524,-0.76044356823,-0.107955291867,-0.773449957371,1.46784996986,-0.178419560194
5899,1.28620004654,-0.172508016229,-0.33518871665,0.0615461170673,0.417770206928,0.453349888325,-0.0876132249832,1.30110001564,0.833014249802,-0.300739377737,0.245399996638,-0.2589866817,0.756767749786,0.634897828102,0.564090013504,1.41820001602,4.75134992599,1.32213997841
5467,0.337249994278,1.69136285782,-0.87876701355,-0.29776892066,0.780759394169,-0.543452858925,-0.257702231407,-0.650200009346,0.158843904734,-0.700764656067,8.98849964142,0.662219643593,-0.0786034911871,0.55119395256,4.73452281952,-0.414700001478,4.72620010376,7.65940189362
6774,0.0225999988616,-0.489025056362,-1.05993938446,-0.437144756317,0.187732920051,-0.563478350639,-0.265118062496,0.919449985027,0.230629831553,0.373823344707,6.64790010452,0.42907217145,0.589457154274,-0.0158941149712,-0.143235832453,-1.47924995422,3.61365008354,2.91095709801
1788,-1.74445009232,1.85530781746,0.816334068775,0.655894160271,-0.757863402367,0.165091902018,-0.19759143889,0.653299987316,0.321608781815,0.0796096101403,-0.68029999733,-0.228728964925,-0.696544706821,-1.06296265125,-0.874273717403,0.444400042295,1.26559996605,-0.863595485687
5921,0.0103499889374,0.375226765871,-1.44865250587,-0.726011753082,0.44634655118,-1.5105420351,-0.67685687542,3.57640028,-0.752877056599,-0.720582723618,-3.19460010529,-0.323652148247,1.31610023975,4.80671548843,-0.629335641861,-1.47390007973,5.10515022278,0.877791404724
5721,-0.137399986386,-0.542013406754,-0.0186777859926,-1.16170835495,-0.411137461662,-1.12942218781,0.234779760242,-1.15049993992,-0.287462234497,0.0247366055846,-0.989799976349,0.958709836006,0.392615199089,-0.56235063076,1.13906705379,1.87019991875,0.583400011063,1.84368491173
2263,0.456300020218,0.759560465813,1.43618941307,1.32332015038,0.081035733223,0.768591284752,0.611526370049,0.0558999925852,0.619247794151,-1.18947148323,0.526499986649,0.352737575769,-0.0921927839518,-1.00218439102,-0.551061093807,0.219900012016,-0.62625002861,-0.972681879997
808,-0.431749999523,0.508236944675,-0.386086076498,0.0614608861506,-0.257674276829,0.881847560406,0.182258486748,-0.310649991035,0.417000710964,0.0195337869227,-0.508400022984,-0.755308270454,-0.697670519352,-0.877176463604,-1.25224590302,0.198500007391,0.427599996328,-0.256470412016
30001,-0.59559994936,-0.591267883778,-0.695437073708,-0.950839281082,0.330228686333,-0.314841270447,-0.189215093851,-0.205099999905,-0.480172485113,0.826675057411,10.0,1.62346196175,0.417126238346,0.125120550394,0.65752440691,-1.68114995956,0.761650025845,4.37198114395
348,-0.513849973679,-0.164079472423,0.0895683392882,-0.926240921021,-0.96773660183,0.950482964516,0.495556026697,-0.255549997091,0.810462653637,-0.670619249344,0.554799973965,0.121153116226,0.246552944183,0.00394771248102,0.0215795636177,1.20364999771,-0.619049966335,0.758877396584
30849,0.172399997711,-0.472410142422,-0.749653339386,-0.563666403294,-0.80436372757,0.239600777626,-0.216395020485,-0.272749990225,0.0857738852501,0.340461313725,-1.1153999567,0.257963985205,0.782814800739,0.412470936775,1.72918283939,-0.395850002766,0.952499985695,0.903355360031
1454,0.557550013065,-5.10203313828,-0.996039927006,-0.765404760838,-0.323241263628,-0.173311084509,-1.04000806808,-0.517849981785,0.154928445816,0.126218602061,2.40790009499,-0.483994007111,-0.237431287766,0.119961947203,-0.157646536827,-0.101300001144,-2.18825006485,1.12248027325
6500,-0.464150011539,-0.903842926025,-1.590233922,-0.0176209546626,-0.783664941788,-0.869630336761,-0.487718135118,-0.681349992752,-0.983809828758,0.526450037956,5.72639989853,0.422172367573,-0.0743515565991,0.031839132309,0.922526776791,0.0139000043273,2.42065000534,0.445898920298
5627,-0.329199999571,-0.802402973175,-1.1058961153,-0.477180719376,-0.732808709145,1.05964326859,0.649908602238,-1.31695008278,-1.0942735672,1.48717081547,1.50329995155,0.676527261734,0.462959051132,0.287553310394,-0.198173776269,-0.696799993515,3.03244996071,-1.85444664955
5715,-0.353800028563,-0.599654614925,-0.527012348175,0.415581911802,-0.0293349325657,-0.131914168596,0.55754673481,-0.524700045586,-0.337737083435,-0.0690864771605,0.515399992466,-0.654376029968,0.146319389343,0.0147295817733,-1.66040623188,0.4837000072,-1.73129999638,-0.706917464733
4791,-0.850600004196,-0.604068398476,0.545980393887,0.180812940001,-0.149451002479,0.0692330300808,0.110771894455,-0.815050005913,0.211934477091,0.396801412106,10.0,0.466806024313,0.256124079227,-0.525839030743,-1.37091577053,-1.32095003128,3.29394984245,5.45530509949
56924,-0.335850000381,-1.26368188858,0.115918390453,0.0804103538394,0.545501470566,0.353433251381,-0.240178346634,-0.290600001812,0.710104763508,0.310747981071,0.674499988556,-0.870286941528,1.31208300591,0.174487322569,-0.108658000827,0.679100036621,6.73654985428,10.0
2690,-0.220400005579,-0.73536247015,0.0402505397797,0.185398936272,-1.0568574667,-0.922554790974,-0.629797160625,0.100099980831,-0.365141004324,0.819759726524,2.62960004807,0.982919692993,1.50588572025,1.17290794849,1.36384916306,4.88269996643,0.690049886703,7.41395759583
1019,0.781900048256,0.298494935036,0.452690124512,0.499233722687,-0.286551952362,-0.568438589573,-0.94133836031,0.208650007844,-1.55707550049,-0.0381387993693,1.21889996529,0.244802713394,-1.65738534927,0.036731697619,-0.348876923323,0.422100007534,1.38840007782,-0.0472861230373
51422,0.0324999988079,-1.06852900982,-0.61439204216,-0.176291242242,0.0167154408991,-0.607799768448,0.193122312427,0.00754999928176,0.861326813698,-0.612598776817,9.36649990082,-0.530956625938,0.364013582468,0.530762672424,-0.186511874199,6.27120018005,-1.85790002346,2.2952144146
5788,-0.562400043011,0.628394305706,0.166902676225,1.11358964443,-0.268589198589,0.307148993015,-0.367402046919,0.723150014877,-0.168939888477,-0.559478700161,-0.267899990082,0.938887298107,-0.303046882153,0.0978057533503,0.272863358259,1.07224988937,1.0108499527,1.52972924709
6709,-0.46565002203,-2.51014113426,-1.26897990704,-0.58828920126,-0.842228293419,-0.13500572741,0.0567687004805,1.37870001793,-0.71783053875,0.66303217411,10.0,-0.522207856178,0.618325352669,-0.145357102156,-0.81802123785,-1.28659999371,3.44805002213,6.7177400589
1277,0.0,0.110145844519,-0.395717680454,0.475085437298,0.186959564686,0.948255836964,0.0908859148622,-0.51139998436,0.281485170126,1.3209631443,-2.61430001259,-0.250335305929,0.13554097712,0.0337477624416,0.487626791,0.922999978065,0.848999977112,-3.08990764618
993,-1.31610000134,-0.915026605129,-0.170400604606,-0.616034507751,0.301793456078,-1.42339003086,-0.229286640882,0.565649986267,-0.135794103146,-0.27722299099,10.0,0.0580618456006,1.21630239487,0.542391300201,0.037663936615,-2.81470012665,2.07934999466,5.13751602173
7157,0.514299988747,-1.92367684841,-0.474686264992,-0.71775496006,-0.278627842665,0.113935664296,-1.15575158596,-1.80399990082,-0.0413624048233,0.59433978796,3.296200037,-1.14674413204,0.90891700983,0.600669920444,-1.57678508759,0.268249988556,1.41459989548,1.03917551041
1958,0.340600013733,-0.83178794384,-0.0107712857425,0.0905855074525,-0.113789051771,0.216437652707,0.549726188183,-0.27610000968,-1.06167638302,0.0363041833043,9.18980026245,-0.379459023476,-1.26109075546,-0.24219866097,-0.131977304816,-0.449150025845,3.20609998703,8.03463363647
4582,0.448049992323,-0.0678712129593,-0.843052148819,-0.314624994993,-0.295678138733,0.178403317928,0.764087498188,-0.167250007391,-0.358271300793,-0.0827306881547,10.0,0.814400792122,-0.775681257248,-0.122093804181,-0.434700876474,4.69184970856,8.79389953613,9.29306221008
9212,-0.222450003028,1.92551326752,0.131071776152,2.95050144196,-0.611695170403,-0.000731717795134,-0.471129119396,0.84190005064,-0.308759659529,0.247622489929,0.81819999218,0.715267181396,-0.309336364269,-0.556993961334,-0.648036956787,0.321999967098,-0.271050006151,0.31815046072
8440,0.101400002837,-0.639580249786,-0.526251256466,-0.502742707729,0.816236317158,-0.908131957054,-0.0545387975872,1.11715006828,0.142424046993,1.26170527935,10.0,-1.42275333405,-1.11437153816,-0.648760676384,0.0594540536404,-0.0160999968648,4.5799498558,1.52675008774
6790,0.644649982452,-0.145126745105,-0.715631246567,-0.0467025004327,-0.563681364059,-0.568606257439,-0.0663542300463,-1.4007999897,-0.475048303604,0.292552322149,7.60750007629,0.723765492439,0.639246702194,0.180609121919,-0.167212992907,-1.70714998245,2.65569996834,1.34394097328
8851,-0.685000002384,-0.468168318272,-0.316405832767,0.839978158474,0.655002236366,0.807502865791,-0.278813511133,0.271549999714,0.804522514343,0.190361022949,10.0,1.15552258492,0.522451937199,0.602234244347,1.24109661579,-1.39750003815,7.09934997559,0.100415110588
2534,0.250950008631,-0.601900339127,0.0873782262206,0.764955401421,-0.0847055464983,0.218554526567,0.0579300634563,2.30025005341,1.16103434563,1.69040775299,-6.25729990005,0.882805943489,0.0880965441465,0.205783158541,1.15280377865,-1.30544996262,-0.683300018311,-3.37874341011
4893,0.0168000459671,0.215032368898,0.278657287359,0.496965944767,0.0870374515653,0.11837028712,-0.252591252327,-0.894400000572,0.456381380558,-0.893064856529,0.291000008583,-0.0379196032882,-0.123813994229,-0.499170094728,2.30609631538,0.908399999142,0.619750022888,-0.741526901722
665,-0.225050002337,-1.65746808052,-0.858776926994,-1.26674628258,1.18183231354,-0.771094441414,-0.0569539442658,0.0428999960423,-1.05286550522,0.225800991058,0.941699981689,-0.110400721431,-0.296584635973,0.504248976707,-0.562415122986,-0.278399974108,2.51679992676,-3.57333493233
4313,0.150699988008,2.88522577286,0.748746156693,2.46978855133,0.129860758781,0.615536093712,-0.771715402603,1.34350001812,0.47236686945,-0.601098179817,-1.53340005875,0.170166924596,-0.382641196251,-0.570274114609,0.0274082496762,0.116000004113,0.0343500077724,-0.912484169006
1022,-0.343800008297,-0.252497017384,-0.206971913576,-0.184719160199,0.578835427761,-0.300191193819,-1.13542759418,-0.58930003643,-0.328850448132,-0.377069562674,7.02710008621,0.358900338411,0.0830962359905,0.149229824543,1.80081117153,0.101000003517,-1.11249995232,-1.0736976862
5880,-0.0276000201702,-1.05368185043,0.87841963768,-0.146644473076,0.123050950468,0.210134521127,0.364300340414,-0.898699998856,-0.396755367517,-1.11874699593,10.0,-0.173218607903,0.0931591689587,0.27568936348,-0.911417484283,0.9945499897,-0.672649979591,10.0
