rid,AML001_CD34_24H:BRD-A73513677:10,AML001_CD34_24H:BRD-A73513677:3.33333,AML001_CD34_24H:BRD-A73513677:1.11111,AML001_CD34_24H:BRD-A73513677:0.37037,AML001_CD34_6H:BRD-A73513677:10,AML001_CD34_6H:BRD-A73513677:3.33333,AML001_CD34_6H:BRD-A73513677:1.11111,AML001_CD34_6H:BRD-A73513677:0.37037,AML001_HL60_24H:BRD-A73513677:10,AML001_HL60_24H:BRD-A73513677:3.33333,AML001_HL60_24H:BRD-A73513677:1.11111,AML001_HL60_24H:BRD-A73513677:0.37037,AML001_HL60_6H:BRD-A73513677:10,AML001_HL60_6H:BRD-A73513677:3.33333,AML001_HL60_6H:BRD-A73513677:1.11111,AML001_HL60_6H:BRD-A73513677:0.37037,AML001_PC3_6H:BRD-A73513677:10,AML001_PC3_6H:BRD-A73513677:3.33333,AML001_PC3_6H:BRD-A73513677:1.11111,AML001_PC3_6H:BRD-A73513677:0.37037,AML001_U937_24H:BRD-A73513677:10,AML001_U937_24H:BRD-A73513677:3.33333,AML001_U937_24H:BRD-A73513677:1.11111,AML001_U937_24H:BRD-A73513677:0.37037,AML001_U937_6H:BRD-A73513677:10,AML001_U937_6H:BRD-A73513677:3.33333,AML001_U937_6H:BRD-A73513677:1.11111,AML001_U937_6H:BRD-A73513677:0.37037
5720,0.346799999475,-1.82554996014,-0.138799995184,0.291799992323,0.0596261918545,-1.39320075512,-2.18612670898,0.479067265987,-1.17700493336,0.10029862076,0.858348011971,0.451177120209,0.224019259214,-0.865760982037,0.0167568325996,0.0689386129379,0.0636673867702,-0.372577726841,1.24987053871,-0.0810789763927,-0.588750004768,0.195999994874,0.370249986649,0.858449995518,0.44522356987,0.351910948753,-0.458049416542,0.164210438728
466,0.326700001955,-0.224399983883,0.447699993849,0.761900007725,-1.85095143318,-1.0502986908,-3.40884137154,0.230255305767,0.718827605247,-0.0393402725458,-0.11707021296,0.7292522192,-1.08309519291,-0.282783150673,-0.373968720436,-0.241245433688,0.451847106218,0.15211173892,-0.0392849296331,0.685060381889,0.428099989891,-1.09640002251,0.357500016689,0.811450004578,0.803357481956,0.282264322042,-0.780812561512,1.51472043991
6009,1.50240004063,0.885749995708,2.18669986725,0.332100003958,-1.42242383957,0.567986905575,0.564433217049,0.710135161877,-0.0896297395229,-0.043779566884,0.253364115953,0.523882031441,-1.11979818344,-0.187472298741,-0.370140910149,-0.272959291935,0.761735856533,-0.477147459984,-0.414440870285,-0.662173569202,0.603950023651,-0.0123000144958,0.545650005341,0.785199999809,1.13232791424,-0.279680937529,0.335367888212,0.923177659512
2309,-0.586099982262,0.566799998283,-0.0452999770641,0.474799990654,0.476343512535,0.654878973961,-1.3889567852,-0.00148938596249,0.69943434,-0.108916051686,-0.39935567975,0.528401613235,-0.191387325525,0.217246100307,0.101525492966,-0.722077131271,-0.350255191326,0.476297467947,1.1374143362,0.286758989096,1.24734997749,-0.315649986267,1.3015999794,0.918799996376,-0.251364916563,0.0162489116192,1.1344448328,0.1533896029
387,1.18655002117,1.93449997902,3.46300005913,0.507499992847,1.37165164948,0.760411202908,2.67723870277,-0.304605960846,-0.568474173546,0.249686911702,0.424316436052,-0.0593615844846,0.3794516325,0.15406267345,0.0667252838612,0.162477746606,0.44863563776,0.313085794449,-1.30264258385,-0.0749039873481,-0.659900009632,0.447849988937,-0.448150008917,-0.151099994779,0.386465668678,0.0820127725601,-0.649902939796,1.35250747204
3553,2.93819999695,0.0320000052452,-0.320349991322,0.646449923515,-0.254906982183,-0.359667867422,1.32810342312,-1.12138772011,0.588195323944,-0.503404259682,-0.790038526058,0.149479746819,-0.536816775799,-0.326131284237,-0.431101709604,-1.00564706326,-0.5586348176,-0.524489760399,-0.0628024041653,-0.085754096508,-0.00429999828339,-0.3804500103,0.0868499949574,-0.0894500017166,-0.427545547485,-0.502564787865,-0.328903585672,-0.301431626081
427,0.574100017548,0.165850013494,0.209199994802,0.840950012207,-0.27046173811,-0.225285559893,-1.1096855402,0.790467321873,-0.0183561779559,-0.697580218315,-0.611798584461,0.502418398857,0.522795259953,-0.0653086304665,-0.614603221416,0.018866121769,0.79509729147,-0.195357322693,0.829447388649,0.332214295864,1.47375011444,-0.704300045967,-0.239500001073,0.486549973488,1.56672799587,-0.229357287288,-0.536815881729,1.56738555431
5898,-0.828999996185,0.565400004387,-0.200800001621,-0.334749996662,-0.734797477722,-0.167886227369,-0.351949602365,-0.828275918961,0.449479222298,-0.151411890984,-0.871317207813,0.686512291431,-0.816962957382,-0.308730006218,-0.121517419815,-0.14338734746,0.840940594673,-0.883848190308,-0.675023794174,-0.848556697369,0.411349982023,-0.0725499987602,0.293300002813,0.243650004268,1.12018573284,0.68462896347,-2.14495849609,0.15607483685
23365,0.49564999342,0.295599997044,1.98204994202,-0.406100004911,2.24096775055,-0.0345304012299,1.74982571602,0.532918572426,0.522946000099,-0.497232824564,-0.708002448082,0.24543954432,-0.270926594734,0.44867926836,-0.108023829758,0.121471457183,-0.947762310505,0.90691369772,-1.40139186382,0.0352707058191,-0.0754500031471,-0.353599995375,-1.48000001907,0.598200023174,-0.395520955324,-0.278490722179,-0.455705106258,-0.106079548597
6657,-0.289949983358,-0.253700017929,-0.368149995804,-0.657700002193,-1.67689180374,0.927971839905,0.166704922915,-1.27684569359,0.70187163353,-0.301533281803,-0.739339828491,0.0147912139073,0.481389224529,0.235950857401,0.400262981653,-0.396801829338,-0.228855401278,-0.629299879074,1.13846898079,-0.329566597939,0.756899952888,-1.3506000042,0.491200000048,0.805500030518,-0.163384914398,-0.539908885956,-0.53141951561,-0.40235465765
