rid,CPC004_A375_6H:BRD-K66296774-001-02-0:10,CPC004_HA1E_6H:BRD-K66296774-001-02-0:10,CPC004_HA1E_24H:BRD-K66296774-001-02-0:10,CPC004_HCC515_6H:BRD-K66296774-001-02-0:10,CPC004_HCC515_24H:BRD-K66296774-001-02-0:10,CPC004_HEPG2_6H:BRD-K66296774-001-02-0:10,CPC004_HT29_6H:BRD-K66296774-001-02-0:10,CPC004_MCF7_6H:BRD-K66296774-001-02-0:10,CPC004_PC3_6H:BRD-K66296774-001-02-0:10,CPC004_PC3_24H:BRD-K66296774-001-02-0:10,CPC004_VCAP_6H:BRD-K66296774-001-02-0:10,CPC004_VCAP_24H:BRD-K66296774-001-02-0:10,CPC015_A375_6H:BRD-K66296774-001-02-0:10,CPC015_A549_6H:BRD-K66296774-001-02-0:10,CPC015_A549_24H:BRD-K66296774-001-02-0:10,CPC015_ASC_24H:BRD-K66296774-001-02-0:10,CPC015_HEPG2_6H:BRD-K66296774-001-02-0:10,CPC015_HT29_6H:BRD-K66296774-001-02-0:10,CPC015_MCF7_6H:BRD-K66296774-001-02-0:10,CPC015_MCF7_24H:BRD-K66296774-001-02-0:10,CPC015_NPC_24H:BRD-K66296774-001-02-0:10,CPC015_PHH_24H:BRD-K66296774-001-02-0:10,CPC015_SKB_24H:BRD-K66296774-001-02-0:10,CPD003_MCF7_6H:BRD-K39716612-236-01-1:10,CPD003_MCF7_24H:BRD-K39716612-236-01-1:10,CPD003_PC3_6H:BRD-K39716612-236-01-1:10,CPD003_PC3_24H:BRD-K39716612-236-01-1:10,NMH001_FIBRNPC_6H:BRD-K66296774-001-05-3:10,NMH001_FIBRNPC_24H:BRD-K66296774-001-05-3:10,NMH001_NEU_6H:BRD-K66296774-001-05-3:10,NMH001_NEU_24H:BRD-K66296774-001-05-3:10,NMH001_NPC_6H:BRD-K66296774-001-05-3:10,NMH001_NPC_24H:BRD-K66296774-001-05-3:10
5720,-4.90394115448,1.37964653969,-0.642404675484,0.365605473518,0.579711556435,-0.201640278101,0.380776047707,-1.3087747097,-1.17906618118,-1.74736833572,-1.48390674591,-0.806841731071,-1.50022673607,-2.04189991951,-0.780146121979,0.35242575407,-0.405950009823,-0.45627194643,-0.186074137688,-2.26710104942,-0.554448962212,-1.00935006142,0.0370000004768,0.545650005341,-0.479328691959,-0.215221688151,-1.01005005836,-0.248350024223,-0.514549970627,-0.418784379959,-0.168085336685,0.23336429894,-0.193608909845
466,-1.89420151711,0.245929569006,-1.37456178665,0.444821953773,-3.14527058601,-0.146985188127,-0.427863955498,-0.905943751335,-0.986453235149,-1.24551224709,-1.55445814133,-0.470152229071,-2.42732572556,-0.766550004482,-0.627483487129,-0.848210096359,-0.0352500006557,-0.866061985493,-0.273873716593,-2.21100020409,-0.210004419088,1.0705499649,0.293500006199,-0.464149981737,-2.03979897499,-0.289739191532,-1.47175002098,-0.547450006008,0.91160005331,0.453453332186,-0.82946228981,0.119850605726,0.737306118011
6009,-1.44726121426,-0.295172810555,-1.31467437744,0.022524818778,1.06078076363,-0.416455864906,-0.991011679173,-1.2483574152,-0.040813267231,-0.555503129959,-0.869818627834,-0.981425046921,0.71461814642,-0.347549974918,0.101441241801,0.00468673557043,0.352599978447,0.258411109447,0.574153959751,0.257943928242,0.315147995949,0.414200007915,-0.0110500007868,0.51734995842,-0.588215529919,-0.0304269194603,-1.33894991875,-0.416749984026,0.122299998999,-0.959175050259,-0.117410130799,1.32563352585,-0.126727178693
2309,1.19845151901,1.155397892,0.481342017651,0.710667133331,0.639908492565,0.4435326159,1.40129387379,-1.07939624786,-0.281301558018,1.92578482628,-0.688759148121,1.11548864841,0.647321879864,2.38540005684,2.53848719597,-1.43876886368,-0.668799996376,0.101831197739,-1.10319519043,0.905404388905,0.0446921885014,0.784049987793,1.4510999918,1.6835000515,2.34115505219,1.63684415817,3.18884992599,-1.14189994335,0.402849972248,-0.542382359505,0.714635312557,0.500965058804,0.337406426668
387,1.55304861069,0.571110725403,3.19869589806,0.110411010683,4.03957939148,-0.190455377102,0.19453060627,-0.420449644327,-0.647182583809,2.67310810089,-0.125554025173,0.120251178741,4.17815589905,0.552649974823,2.18203854561,4.11059999466,0.248400002718,0.767472863197,0.339003562927,4.18778610229,-0.531396389008,1.56739997864,3.84439992905,1.77629995346,4.2950925827,-0.0715540796518,3.35785007477,-0.595200002193,3.11090016365,-0.830878615379,0.807076931,0.522615134716,-1.06686532497
3553,2.58514738083,-0.251505970955,1.9225564003,1.29296255112,1.62615537643,-0.301918268204,0.37717077136,2.05911016464,1.26412320137,4.53074884415,1.48788404465,0.436435490847,0.202024161816,1.13119995594,-0.280356913805,0.502096772194,0.152550011873,-0.440980732441,0.650791406631,0.879493951797,-0.493186861277,-0.403300017118,-0.0617499984801,-0.212999999523,1.60448217392,1.51825070381,5.54384994507,1.17279994488,0.236149966717,0.0690466761589,0.384564489126,0.118507407606,-0.28950303793
427,0.814973950386,-0.290100634098,0.344508826733,-0.22873416543,-0.289858579636,0.210816934705,-0.570778608322,0.599489450455,-0.175800949335,-0.644643425941,-0.411672115326,-0.335883319378,-0.142601668835,-0.182749986649,-0.141242682934,1.38218939304,-1.40945005417,-0.129007294774,0.539967298508,-0.615582585335,0.162142246962,0.448249995708,-0.208400011063,-0.364100009203,-0.764398097992,0.260048061609,0.425550013781,0.681349992752,1.00069999695,2.73172330856,-0.526129662991,0.0196672677994,0.382264882326
5898,-1.77896165848,1.03534579277,0.688654959202,0.289849430323,2.00079703331,-1.22090661526,-0.0901562795043,1.27599310875,-1.00795722008,-0.159792900085,0.25604942441,0.680184781551,-0.43191754818,-0.219500020146,-0.0830855667591,-0.0619389154017,-4.8531999588,-0.520678877831,0.150550335646,0.275799453259,-0.412139683962,0.308950036764,-1.31644999981,-0.878149986267,1.00547134876,-2.00151348114,1.733700037,-1.67769992352,1.01130008698,0.189010545611,-0.355567604303,-0.0990976244211,-0.632901966572
23365,1.24292123318,0.689812779427,0.968024194241,-0.358765125275,1.22905063629,0.207647234201,0.624656200409,1.69193172455,-0.658306479454,0.126463592052,-0.0176306962967,0.54265666008,0.148518592119,0.0511499941349,0.316494643688,-0.306510090828,-1.09995007515,-0.366252481937,0.596376240253,0.443246006966,-0.506376385689,-0.0288499891758,0.0436999946833,-0.395249992609,0.443518131971,-0.555279672146,-0.00335000455379,0.428999990225,-1.47624993324,-0.317187607288,-0.371667861938,0.752803623676,-0.667471528053
6657,1.80307030678,0.170574337244,1.48488366604,0.315827697515,0.533683478832,-0.273140013218,-0.114271841943,1.21808612347,1.50342524052,1.23495149612,1.06864023209,0.26161968708,-0.282093942165,0.271699965,-0.537624001503,0.17695248127,1.43155002594,0.152475222945,0.721315920353,0.41556468606,0.395916104317,-0.547399997711,-0.479750007391,1.33124995232,0.721543908119,-0.589815676212,0.978500008583,0.801950037479,0.352200001478,-3.68203544617,0.489820510149,0.694384753704,-1.89135599136
5054,0.0267799049616,-1.93763315678,-10.0,-0.691479980946,0.350870013237,-2.45791387558,-0.298754394054,0.791220784187,-1.07965493202,-3.16078400612,1.39105939865,0.324068725109,-0.598057091236,0.329499989748,-2.42444014549,-3.3709821701,-1.77524995804,0.02027605474,-0.728200018406,2.32754540443,-0.52421182394,0.309049993753,-0.79960000515,-0.194750010967,0.580965042114,-0.332923948765,-3.2189002037,-0.0196499973536,-0.923099994659,-0.30389598012,0.488407552242,-0.492803484201,-1.35824346542
3108,0.0778584480286,-0.985325992107,-0.676624715328,-0.529680788517,0.361161410809,-0.965083837509,-0.921007514,0.0794270411134,0.308490276337,-0.48900744319,-0.510967075825,0.510789513588,1.16370820999,0.502550005913,-0.169710025191,1.02672958374,-0.271649986506,0.422327578068,-0.0125802010298,0.693788707256,1.04746520519,-1.22915005684,0.797450006008,-0.532850027084,0.228682547808,0.985538303852,0.0029000043869,-1.11724996567,-0.0158999860287,0.241377323866,-0.216660812497,-0.0380872488022,0.53971362114
