rid,DOS002_VCAP_6H:BRD-K49687221-001-01-3:4.77,DOS002_VCAP_24H:BRD-K49687221-001-01-3:4.77,DOS032_A549_24H:BRD-K49687221-001-01-3:4.77,DOS032_HT29_24H:BRD-K49687221-001-01-3:4.77,DOS032_MCF7_24H:BRD-K49687221-001-01-3:4.77,DOS032_PC3_24H:BRD-K49687221-001-01-3:4.77,DOSBIO002_A375_24H:BRD-K49687221:9.54655,DOSBIO002_A549_24H:BRD-K49687221:9.54655,DOSBIO002_HT29_24H:BRD-K49687221:9.54655,DOSBIO002_PC3_24H:BRD-K49687221:9.54655,DOSBIO002_MCF7_24H:BRD-K49687221:9.54655,DOSBIO002_NEU_24H:BRD-K49687221:9.54655,DOSBIO002_NPC_24H:BRD-K49687221:9.54655
5720,-1.10634994507,-1.09580004215,-0.252200007439,0.972904801369,-0.173230037093,-1.28380000591,-0.305687457323,-0.93616771698,-0.876145243645,0.144791901112,-0.212372332811,-0.593850016594,-0.60977435112
466,-0.522799968719,0.793200016022,-0.657150030136,0.534325361252,-0.136112868786,-0.0983499959111,-0.835594058037,0.813023924828,0.822253525257,-0.135687083006,0.405035942793,0.405500024557,-0.0597467795014
6009,1.67684996128,1.10389995575,1.39549994469,0.603860795498,1.2757999897,1.68109989166,0.316269338131,-1.06799077988,0.924782335758,0.790436625481,0.777910530567,0.241149991751,-1.11840975285
2309,-1.49360001087,-4.05509996414,-0.384500026703,1.18202745914,1.0106664896,-0.95015001297,0.188004076481,-1.13435435295,-0.438343554735,0.208058670163,-0.160411000252,-0.322899997234,0.37721863389
387,2.60704994202,1.35559999943,4.04524993896,1.32271111012,2.20316076279,1.56575000286,0.736446201801,0.568969488144,2.03756189346,0.894936382771,1.37656581402,0.222949981689,-0.694663763046
3553,0.171949982643,0.474099993706,0.826250016689,-1.58256018162,-0.710953593254,-0.821399986744,-0.984886527061,-0.506306648254,-0.0922044664621,-0.396998286247,-0.228464514017,-0.495050013065,1.57248723507
427,0.415800005198,1.9795999527,-0.210549980402,0.932405352592,0.213881224394,-0.104000002146,-0.558839678764,0.145795732737,0.47536149621,-0.908360958099,-0.5371337533,-0.609049975872,0.031544432044
5898,-0.150750011206,-0.834100008011,-1.44375002384,0.775693416595,-0.392469286919,-1.19184994698,0.0874733626842,0.685550332069,1.95224475861,0.379847705364,0.3182759583,0.571550011635,-0.0851219892502
23365,0.519100010395,1.19459998608,0.674950003624,0.303091526031,0.147049754858,-0.0696499943733,0.863622546196,1.56085824966,0.820223271847,0.598398566246,0.48377636075,0.524500012398,-0.659701287746
6657,2.53900003433,0.160300001502,1.47409999371,-1.92172324657,0.344836652279,0.897849977016,0.634386539459,-1.23542296886,-1.39605987072,-1.49009358883,-1.16858136654,0.167450010777,-0.885590970516
