rid,DOS028_VCAP_6H:BRD-M12376605-001-01-0:5,DOS028_VCAP_24H:BRD-M12376605-001-01-0:5
5720,-0.629033446312,0.926782667637
466,-0.0403002947569,-0.0258043110371
6009,-1.19277179241,0.145575374365
2309,-0.03248821944,0.170381128788
387,0.0181281417608,-0.294824510813
3553,1.69315719604,-0.641025781631
427,-0.191459983587,0.583318352699
5898,0.410498350859,0.835979223251
23365,0.538551330566,-0.978640437126
6657,0.258895814419,0.316248953342
5054,-0.588518083096,-0.137618765235
3108,0.206478387117,-0.255715072155
1950,-0.367450624704,0.182886600494
351,-0.35461974144,0.239106759429
4846,-0.491008102894,-0.574584722519
1452,0.659744024277,-0.419502168894
4776,0.570804774761,1.98893511295
6908,-0.461412996054,-0.201874881983
672,0.309482842684,0.383382350206
5710,-0.805155217648,-0.0596995055676
2115,0.767278075218,-0.155474424362
7015,0.187905326486,-0.0135535150766
8726,-0.0221383571625,0.174863308668
2185,0.503482818604,-0.427249670029
3315,-0.313264816999,2.86553192139
5289,0.280839025974,0.383110642433
868,-1.89581930637,-0.00402020709589
1677,1.16327691078,0.170208990574
7043,0.721532762051,0.73001742363
5613,0.555803954601,-0.119145780802
595,-0.0508152469993,0.497348517179
4793,-0.577870905399,-0.553960442543
2736,1.3236784935,-0.637440919876
5290,0.365739256144,0.817965507507
6194,-0.487852156162,-0.612347245216
1676,0.641708314419,0.29278087616
23512,0.231104433537,0.106599792838
148022,-0.234510391951,0.0518855303526
1906,0.436934530735,0.402926802635
8878,-0.43311432004,-0.0604330450296
3091,0.203996762633,-0.0694262087345
5743,0.225447297096,-0.126248911023
5321,0.167199656367,0.370429724455
4144,-0.627786934376,-0.0344640016556
1981,-0.157373800874,-0.420940577984
695,-0.0772324949503,0.943625092506
10398,-0.0930864214897,0.359968066216
5708,-1.61016643047,0.0288261920214
1213,0.0942800790071,-3.56327104568
226,-0.550692439079,0.727328658104
6777,-0.100715845823,0.809045791626
2113,0.59933924675,0.121177688241
3329,0.0362145118415,-0.0773535743356
1050,-0.0408380925655,0.587378144264
9491,0.361760675907,-0.360330969095
22926,0.209427565336,-0.917581796646
5899,-0.279646813869,0.176085844636
5467,0.307843446732,0.236958786845
6774,-0.111442491412,-0.242123126984
1788,0.879562020302,-0.296639442444
5921,0.556720077991,0.139999806881
5721,-0.0434181690216,-3.27131938934
2263,-0.0526000931859,-0.270524919033
808,0.292658299208,-0.393696159124
30001,-0.194668993354,1.03592860699
348,-0.00855717435479,-0.183355614543
30849,-0.479140937328,0.277245730162
1454,-0.0259643271565,0.401007086039
6500,0.152270451188,0.585215330124
5627,0.50786370039,0.668984174728
5715,-0.853419065475,0.0630442947149
4791,0.669171094894,0.228057414293
56924,-0.0489855706692,-0.325291335583
2690,-0.853302061558,0.177334785461
1019,-1.15878236294,-0.551475048065
51422,0.251023858786,0.732665300369
5788,0.419164955616,0.748059749603
6709,-0.528959751129,0.614352583885
1277,-0.049526847899,0.754083395004
993,-0.897772729397,0.15617531538
7157,-0.760490834713,0.580304563046
1958,0.171101361513,0.820971369743
4582,0.547215104103,-0.707727611065
9212,0.638114690781,-0.103553146124
8440,-0.526571691036,-1.64027023315
6790,0.04815800488,0.751176178455
8851,0.0713984519243,1.37784457207
2534,0.363360345364,1.03656935692
4893,-0.33611869812,-0.210033774376
665,0.548108816147,0.669088244438
4313,0.299452126026,-0.572332978249
1022,-0.603698968887,0.103938050568
5880,-0.958904206753,-0.469702422619
3162,0.967564105988,-0.102330595255
1282,0.434674859047,0.23423692584
3383,1.6324057579,-0.3497659266
727,-0.170768335462,0.400118947029
4792,-0.757677018642,0.182257711887
4794,1.0894305706,-0.125740587711
902,-0.0719166994095,0.456587404013
8091,-0.399489820004,-0.272591948509
3486,-0.0136295258999,-0.451276272535
10818,1.02523624897,-0.149297043681
3454,0.860147714615,-0.427276730537
4282,-0.560227572918,0.61331397295
1605,-0.0497074052691,0.135343343019
10644,0.122219599783,-0.678639769554
2065,-0.0262761935592,-0.224911361933
8321,0.0784677863121,0.870756387711
8503,0.920069515705,-0.0581293553114
7027,-0.235886141658,-0.301815122366
6850,0.399854272604,-0.36912766099
1978,-0.18469452858,0.594862818718
896,0.346345722675,0.110890135169
5777,-0.62513178587,-0.096257314086
1846,-0.332654863596,-0.000453360378742
5925,1.82065439224,0.088659696281
142,0.552490592003,-1.61693787575
1021,-0.683501601219,0.128044620156
5699,-0.225556135178,1.06360244751
8061,-0.563985466957,-0.434547901154
1870,0.0827184319496,0.832236588001
1398,-0.604896426201,0.0706987604499
3312,-1.32925200462,0.589760780334
891,-2.39539217949,0.00531610846519
4775,0.508204340935,-0.8325060606
5111,0.271355867386,-0.51942551136
5696,0.274917662144,-0.6622184515
5588,0.509676337242,-0.155372321606
6839,0.34836179018,0.164319977164
329,0.11167203635,0.132963195443
5058,0.215226888657,-0.403305053711
998,-0.480001091957,-0.495187282562
9134,0.112615413964,0.467428028584
6616,-0.221343040466,-1.26642489433
5223,-0.151209741831,-0.312254548073
4690,0.191555723548,-0.831124603748
958,0.273302257061,-0.440963983536
1616,1.29035353661,0.0895242542028
991,0.265878498554,-0.79721224308
6347,0.150472074747,-0.656524538994
6714,0.45662856102,-0.0681082755327
652,0.345751792192,-0.689963102341
4331,0.325272917747,0.673293471336
7099,0.530583560467,-0.955480396748
10320,0.170381203294,-0.550882816315
2042,0.907694816589,0.528333902359
843,0.692074477673,-0.143995001912
840,-0.178393989801,0.0870659947395
7048,-0.0285652503371,4.40331172943
4851,0.645669579506,-0.0349260382354
6464,0.013872563839,-0.394276946783
23410,0.743085682392,0.494399607182
54205,0.321035981178,0.499069690704
2770,0.291093170643,0.250508964062
80204,0.161773741245,3.33172082901
4208,0.592797636986,-0.279737025499
1845,-0.101892381907,-1.71411895752
23368,0.35684710741,-0.0471702218056
5583,-0.367160260677,-1.06477928162
8900,1.62737941742,-0.243361711502
581,2.18599820137,0.456450015306
6193,0.34265807271,0.111702844501
6622,0.128386452794,-0.491742759943
11261,-1.23380982876,0.0366116166115
6696,-0.539114058018,-0.117444515228
8312,-0.032252073288,0.0189203768969
835,-0.222652092576,-0.365093529224
8324,-0.477027386427,-0.530449032784
1848,-0.565789341927,0.206356719136
154,-0.6702927351,1.38533067703
4312,0.0912103652954,0.311583459377
994,-0.0695266351104,0.471604704857
2048,-0.518969774246,-0.377181380987
1111,0.730638325214,-0.484034001827
5154,-1.02216887474,1.30694246292
2920,-0.341222822666,0.312668919563
3122,-0.456594973803,-0.822553277016
2769,-0.411633551121,-0.0297575891018
5900,-0.4608925879,-0.945588231087
6304,0.0641127824783,-0.037250880152
5211,0.188978388906,0.460849881172
2886,0.337413907051,0.24129909277
9261,1.03025007248,-0.515028238297
8569,0.74908965826,-0.546393632889
3303,0.177344277501,0.171124517918
5331,-1.88597595692,-0.536576509476
5347,-1.43778443336,0.66097933054
4638,-0.741806507111,0.117410540581
2264,0.628551721573,-0.529122650623
1029,-1.25937819481,0.153674244881
1027,-0.577882111073,-2.59317398071
2597,-0.00017147998733,-0.19917665422
55847,-0.0127414464951,0.104467742145
25803,-0.347893714905,0.596042633057
3480,0.48032489419,0.835625648499
2946,-0.309980213642,-0.428187549114
9517,-0.426095604897,-0.377133190632
25987,0.663096547127,-0.225670695305
23670,0.695854961872,0.385129451752
11182,0.921467900276,0.348932743073
2146,0.241724193096,-0.0793903917074
3385,-0.593336760998,0.768928587437
5261,-0.476426541805,-0.314225196838
10765,0.460756242275,-0.357366263866
25839,-0.176531180739,-0.0604703128338
4172,0.400146454573,-0.432898044586
23161,0.251279532909,0.256011068821
10298,-0.222989469767,-0.372038036585
1802,-0.0396422669291,0.777049183846
58533,-0.479499042034,0.454947590828
147179,-0.073443159461,0.403431802988
29937,-0.390142977238,0.925624966621
6184,-0.743153214455,0.116013512015
9854,-0.275150775909,-0.460328012705
2553,-0.769411385059,-0.644806921482
5440,-0.543465852737,0.0978794768453
54623,1.28815889359,0.27906870842
9533,-0.137609034777,0.207609206438
8607,0.0294778496027,0.481772840023
207,-0.526949763298,0.624323189259
26054,0.668207526207,-0.532809853554
10682,-0.25517731905,0.70637524128
8573,-0.534783780575,-0.0336600542068
23378,0.368116974831,0.355725288391
8553,0.458322167397,0.707360684872
622,-0.600366353989,-0.236219078302
9467,0.51335644722,-0.217987969518
5525,-1.19115018845,0.0586991906166
256364,-0.395913481712,0.469470739365
332,-0.13231793046,0.193111971021
2058,-1.24663162231,-0.334915190935
7849,-0.265852600336,-0.280348658562
23244,-0.765267848969,-0.164017692208
7494,-0.304602056742,0.783341944218
4836,0.526381790638,-0.184976682067
23647,0.144203841686,0.272516697645
10617,-0.338286161423,0.358008176088
2184,-0.661966323853,0.0742093026638
5355,0.2548802495,0.171610444784
6659,-2.96673154831,0.106093965471
7016,0.443194031715,0.363666296005
90861,-0.253227055073,0.70395553112
10670,-0.593755304813,-0.595166862011
79071,-0.428291082382,0.218216106296
64746,-0.310199171305,0.0868885815144
5366,0.0174504071474,-0.168924093246
11344,-0.0884049013257,0.544860184193
10013,-0.164173945785,0.539882600307
5829,1.26524662971,0.0675382018089
5257,0.0443336963654,-0.248790472746
22794,0.367714911699,-2.03907799721
9761,-0.264612823725,-0.32259580493
23326,-0.456748694181,0.0930956453085
10972,-1.89270210266,-0.83679163456
10523,-0.217916548252,-0.406221359968
79090,-0.709293842316,0.0615762770176
27032,-0.40943390131,-0.498519748449
9097,-0.0601113289595,-0.579447805882
10513,0.0182726271451,-0.28431391716
1891,0.302120953798,0.456458479166
3066,-0.0977201908827,0.192435801029
9801,-0.06295388937,-0.470833897591
