rid,CPC003_HA1E_6H:BRD-K75089421-003-15-3:10,CPC003_HA1E_24H:BRD-K75089421-003-15-3:10,CPC003_HCC515_6H:BRD-K75089421-003-15-3:10,CPC003_HCC515_24H:BRD-K75089421-003-15-3:10,CPC003_PC3_6H:BRD-K75089421-003-15-3:10,CPC003_PC3_24H:BRD-K75089421-003-15-3:10,CPC003_VCAP_6H:BRD-K75089421-003-15-3:10,CPC003_VCAP_24H:BRD-K75089421-003-15-3:10,CPC015_A375_6H:BRD-K75089421-003-15-3:10,CPC015_A549_6H:BRD-K75089421-003-15-3:10,CPC015_A549_24H:BRD-K75089421-003-15-3:10,CPC015_ASC_24H:BRD-K75089421-003-15-3:10,CPC015_HEPG2_6H:BRD-K75089421-003-15-3:10,CPC015_HT29_6H:BRD-K75089421-003-15-3:10,CPC015_MCF7_6H:BRD-K75089421-003-15-3:10,CPC015_MCF7_24H:BRD-K75089421-003-15-3:10,CPC015_NPC_24H:BRD-K75089421-003-15-3:10,CPC015_PHH_24H:BRD-K75089421-003-15-3:10,CPC015_SKB_24H:BRD-K75089421-003-15-3:10,CPC020_A375_6H:BRD-K75089421-003-21-1:10,CPC020_A549_6H:BRD-K75089421-003-21-1:10,CPC020_HA1E_6H:BRD-K75089421-003-21-1:10,CPC020_HCC515_6H:BRD-K75089421-003-21-1:10,CPC020_HT29_6H:BRD-K75089421-003-21-1:10,CPD001_MCF7_6H:BRD-K75089421-003-19-5:10,CPC020_MCF7_6H:BRD-K75089421-003-21-1:10,CPD001_MCF7_24H:BRD-K75089421-003-19-5:10,CPC020_MCF7_24H:BRD-K75089421-003-21-1:10,CPC020_PC3_6H:BRD-K75089421-003-21-1:10,CPD001_PC3_24H:BRD-K75089421-003-19-5:10,CPC020_PC3_24H:BRD-K75089421-003-21-1:10,CPC020_VCAP_6H:BRD-K75089421-003-21-1:10,CPC020_VCAP_24H:BRD-K75089421-003-21-1:10
5720,0.318700015545,0.0172739773989,0.0214633904397,1.05400526524,0.979260265827,0.583535850048,0.266696929932,-5.19059991837,-0.223672658205,-0.394250005484,0.178566679358,-1.28228282928,0.591250002384,-0.248258143663,-0.309203267097,-0.707070827484,-0.129527136683,-0.120200008154,0.820850014687,0.336584538221,-0.794499993324,-0.259705930948,-0.991150021553,-0.480381429195,0.927536070347,0.531732320786,-0.516997218132,0.299081206322,0.716455817223,-0.518348157406,-0.170131146908,0.403273820877,-0.481579005718
466,0.52530002594,0.509354829788,0.298843204975,1.28154325485,0.656319141388,0.0699898228049,0.657212138176,1.8640999794,0.54422980547,0.762350022793,0.280433356762,0.064874663949,-0.984150052071,-0.457523226738,-0.459746092558,-0.57705706358,0.815879106522,-0.875150024891,0.315050005913,0.186503306031,-0.552300035954,0.562540054321,0.0543500036001,-0.245896726847,1.165361166,-0.185036212206,0.430640220642,-1.36202216148,-0.109375886619,0.35819029808,1.96307516098,0.613457262516,-0.263489097357
6009,0.693300008774,0.676486551762,-0.239365279675,0.0557667911053,0.326674163342,-0.398535490036,0.498796492815,1.46449995041,0.372925102711,0.260249972343,-0.622400045395,0.0875593274832,0.771749973297,-0.466712743044,-0.387647986412,-0.924853920937,1.46218430996,-0.642549991608,-0.138800024986,0.0413018465042,-0.0612999983132,0.0519336014986,-0.706900000572,-0.530111134052,0.380469471216,-0.382589131594,-0.347895860672,0.923160612583,0.278938323259,-0.316101610661,-0.287746608257,0.03000029549,0.797328054905
2309,-0.854550004005,0.83814895153,-0.486043691635,0.297551244497,-0.506640911102,-0.28741300106,0.293314158916,-4.86180019379,0.0794062316418,0.356350004673,-0.283666670322,0.151546850801,-0.507099986076,2.22867965698,0.0510419942439,0.15758498013,0.771867871284,0.0672999992967,0.468299984932,0.56603038311,0.322949975729,-0.9360871315,-0.872900009155,-0.45710259676,-0.262605428696,-1.69471299648,0.152531504631,-0.360899627209,-0.552100241184,1.45553207397,0.277359545231,-0.855729877949,-0.237535566092
387,-0.221899986267,-0.102296195924,-2.17026782036,-0.591862797737,-0.230593383312,-0.609750151634,-0.255193352699,1.5135999918,-1.24453389645,-0.595200002193,0.334266662598,0.296698689461,-0.216700002551,-0.299996167421,0.326973587275,-0.385450780392,1.91160833836,-0.727599978447,0.491850018501,0.400338351727,0.00150000117719,-0.290539830923,-0.596149981022,-0.305361330509,-0.490293323994,-0.846481919289,-1.04174804688,0.627065479755,-0.123910024762,0.191475108266,-0.995458602905,0.432604730129,1.24157655239
3553,-0.186050012708,-0.0295952856541,1.70102131367,0.302394449711,-0.157116338611,-0.832565069199,0.217752441764,1.03994989395,0.632423639297,-0.288549989462,0.300399959087,0.496621191502,0.465299993753,-0.400340378284,0.240452840924,-0.0299391821027,-0.929526686668,0.345149993896,-0.391750007868,-0.833795070648,2.26110005379,-0.334069311619,-0.326700031757,0.680782079697,-0.967856168747,2.33356547356,-0.823753714561,-0.140540167689,0.824546635151,0.348608851433,-0.355201542377,-0.474775612354,-0.154073163867
427,-0.028850004077,0.247747436166,0.322112321854,0.516832470894,0.12823215127,-0.278602063656,0.588284492493,1.36110007763,0.289405882359,-0.338349997997,-0.46280002594,-0.165708422661,0.288350015879,-0.983752787113,1.29014194012,0.857649087906,1.62728440762,0.950749993324,0.309799969196,0.0755820423365,0.126350000501,-0.388962030411,0.214949995279,0.161967754364,0.470430523157,-0.642245590687,-0.530963599682,0.35432317853,0.873428761959,0.603327035904,1.22480916977,0.0437761954963,-0.620852649212
5898,0.972000002861,-0.0899586603045,-0.114024199545,0.137254118919,0.627904295921,0.132610276341,0.77956867218,-4.96239995956,0.0491688251495,-1.15550005436,0.546100020409,0.849871635437,-0.0486499965191,0.220231816173,-2.02618527412,-0.0938659012318,-0.119087949395,0.377200007439,-0.0257500000298,0.597199499607,-1.55910003185,1.07975649834,0.347800016403,0.421975106001,0.485343039036,-0.638136506081,-0.273922890425,-0.62735003233,-0.555765092373,-1.26457190514,0.813115239143,0.46975427866,-0.345299392939
23365,-0.871800005436,-0.746475934982,-0.382007002831,1.68771839142,0.00655195116997,0.0736202895641,0.0296157151461,0.256099998951,0.214502960443,-0.562550008297,-0.190200030804,-0.347317755222,-0.469999998808,0.442520320415,0.34639903903,0.0231383293867,0.888338685036,0.256749987602,-0.633949995041,0.193739488721,-1.83994996548,-0.465591847897,0.736899971962,0.238090097904,-1.00182580948,-0.790718197823,-0.43574115634,0.617979347706,-0.316128283739,0.844685077667,0.75609844923,0.839926838875,-0.191706717014
6657,-0.564999997616,-0.771305680275,-1.12612080574,-0.269492596388,0.0773075073957,-0.659400582314,0.847189843655,0.631949961185,1.01478719711,-0.3179500103,0.172233343124,-0.283640533686,-0.308449983597,-1.10299611092,-0.869848012924,0.117392927408,0.592848181725,-0.0368499904871,0.118649996817,-0.520030200481,1.19879996777,0.235239863396,0.664499998093,0.949706435204,-0.833960533142,1.65711200237,-0.437082469463,0.105099767447,0.350501000881,-1.07324361801,0.282963722944,0.114041499794,-0.377405792475
