rid,CPC004_A375_6H:BRD-K72166146-066-03-9:10,CPC005_A375_6H:BRD-A54845972-066-01-5:10,CPC005_A375_24H:BRD-A54845972-066-01-5:10,CPC005_A549_6H:BRD-A54845972-066-01-5:10,CPC005_A549_24H:BRD-A54845972-066-01-5:10,CPC004_HA1E_6H:BRD-K72166146-066-03-9:10,CPC005_HA1E_6H:BRD-A54845972-066-01-5:10,CPC004_HA1E_24H:BRD-K72166146-066-03-9:10,CPC005_HA1E_24H:BRD-A54845972-066-01-5:10,CPC004_HCC515_6H:BRD-K72166146-066-03-9:10,CPC005_HCC515_6H:BRD-A54845972-066-01-5:10,CPC004_HCC515_24H:BRD-K72166146-066-03-9:10,CPC004_HEPG2_6H:BRD-K72166146-066-03-9:10,CPC004_HT29_6H:BRD-K72166146-066-03-9:10,CPC005_HT29_6H:BRD-A54845972-066-01-5:10,CPC005_HT29_24H:BRD-A54845972-066-01-5:10,CPC004_MCF7_6H:BRD-K72166146-066-03-9:10,CPC005_MCF7_24H:BRD-A54845972-066-01-5:10,CPC004_PC3_6H:BRD-K72166146-066-03-9:10,CPC004_PC3_24H:BRD-K72166146-066-03-9:10,CPC004_VCAP_6H:BRD-K72166146-066-03-9:10,CPC004_VCAP_24H:BRD-K72166146-066-03-9:10,CPC005_MCF7_6H:BRD-A54845972-066-01-5:10,CPC005_PC3_6H:BRD-A54845972-066-01-5:10,CPC005_PC3_24H:BRD-A54845972-066-01-5:10,CPC005_VCAP_6H:BRD-A54845972-066-01-5:10,CPC005_VCAP_24H:BRD-A54845972-066-01-5:10,CPC017_A375_6H:BRD-K72166146-066-03-9:10,CPC017_A549_6H:BRD-K72166146-066-03-9:10,CPC017_A549_24H:BRD-K72166146-066-03-9:10,CPC017_ASC_24H:BRD-K72166146-066-03-9:10,CPC017_HEPG2_6H:BRD-K72166146-066-03-9:10,CPC017_HT29_6H:BRD-K72166146-066-03-9:10,CPC017_MCF7_6H:BRD-K72166146-066-03-9:10,CPD001_MCF7_6H:BRD-M19787235-045-01-6:10,CPC017_MCF7_24H:BRD-K72166146-066-03-9:10,CPD001_MCF7_24H:BRD-M19787235-045-01-6:10,CPC017_NPC_24H:BRD-K72166146-066-03-9:10,CPD001_PC3_24H:BRD-M19787235-045-01-6:10,CPC017_PHH_24H:BRD-K72166146-066-03-9:10,CPC017_SKB_24H:BRD-K72166146-066-03-9:10
3108,-0.529496669769,0.37398570776,0.0663080662489,0.201232299209,0.07704231143,0.185149997473,5.02880001068,0.937961876392,-0.229195296764,-0.752995371819,-0.549149990082,-0.155817598104,0.405868470669,-0.357146561146,-0.549285829067,0.0378390848637,-0.599858760834,0.247159749269,0.630029499531,-0.263185977936,-0.0680773854256,0.426155865192,-0.36815276742,-0.439722299576,-0.0310238674283,-0.330249994993,0.588950097561,-0.708433330059,1.1009452343,-0.399109125137,-0.47388496995,0.148866683245,1.31760430336,0.532946288586,-0.775650024414,0.329570651054,1.56995594501,6.99704504013,-0.450656741858,1.38462269306,-0.873099982738
1950,0.48558562994,-0.46428078413,0.973448872566,0.428904652596,-0.287127077579,0.502349972725,-2.22795009613,0.340047359467,-0.160599321127,0.694450199604,-0.527450025082,-0.26459312439,-0.788199305534,-0.341229766607,-1.35390174389,0.0159201994538,-0.941146731377,4.5335149765,0.642168879509,-0.0323127545416,-0.169861257076,-0.607571899891,-1.19937801361,-0.278396546841,0.249830156565,0.387825012207,-0.33990073204,0.326099991798,-0.765263974667,-0.432082772255,-0.264463990927,-0.624566674232,1.22866857052,0.460681587458,-0.577899992466,-0.661348223686,0.733524501324,-0.548992216587,0.988495886326,-1.56772351265,0.149850010872
351,-0.185845181346,-0.874404549599,-0.247509330511,-1.11830759048,-0.465731292963,-0.230000004172,-0.182799994946,-0.507018685341,0.484357655048,0.0860696434975,0.619199991226,-0.394280493259,-0.472932338715,-0.00629781186581,-2.76365923882,1.22493052483,-0.0655196011066,0.445116728544,0.200694054365,0.70151913166,-0.056598097086,-0.266975283623,-0.642536342144,-0.0161526799202,-0.71336710453,-0.643875002861,-0.126075938344,-0.225066676736,-0.457786142826,0.268688768148,0.0870251655579,-0.856866598129,0.928396463394,0.797224879265,-0.0967000126839,-0.316167056561,0.0412383377552,0.0774046033621,0.496529102325,-1.65636610985,0.177850008011
4846,0.36765819788,-0.381588608027,1.21801006794,1.15250515938,-0.319758296013,0.533050000668,0.0986999943852,0.919427275658,0.484372437,1.11013221741,0.233500003815,0.666607737541,-0.207165956497,-0.433215528727,0.968678176403,-0.329047620296,0.0155045688152,-0.700912058353,1.24995470047,0.165836393833,0.736257910728,0.236523225904,-0.0413921624422,-0.86483091116,0.354854077101,0.290225028992,-0.400355547667,0.0868333280087,1.38563537598,-0.662628233433,-0.93595802784,0.193066671491,0.579754829407,0.420183360577,0.809050023556,0.358913302422,-0.200157448649,0.128394708037,-2.09535622597,-0.220866262913,-0.793550014496
1452,-0.507708787918,-0.668478965759,-0.00593059696257,1.45447933674,0.409921020269,0.0273999944329,-1.69620001316,0.74198615551,-0.0209252610803,-1.7408977747,0.188600003719,-0.351452350616,-1.15605187416,-0.913810074329,-1.0163179636,0.685735821724,0.0683509483933,0.517942428589,-1.16458177567,-0.275877416134,-0.485900700092,-0.38251543045,0.409038424492,0.367272913456,-0.613912701607,0.43192499876,-0.456164568663,0.182899981737,0.740594506264,1.02978897095,0.463099837303,-0.687733352184,-1.34693300724,-0.241921052337,0.815600037575,-0.804838359356,-0.482883810997,0.939269006252,-0.438951939344,2.5011408329,0.00479999184608
4776,0.312732934952,-0.149770051241,0.0820268243551,0.0849143266678,-1.19363772869,-0.215899989009,1.33069992065,0.0769933462143,-0.997017621994,0.650276422501,-0.0983999967575,-0.113757237792,-0.649188756943,0.232140928507,0.755828559399,0.874905467033,-1.13724172115,-0.195829242468,0.289434731007,0.444312900305,-0.718252301216,0.210297733545,-0.0243474915624,-0.628551661968,0.380646884441,0.000874996185303,-0.668500363827,0.347366631031,-0.987436175346,0.982367634773,-0.0349223613739,-0.752700030804,0.321671128273,0.613153994083,-0.132550001144,-0.919935584068,0.602097272873,-0.0879546403885,-0.682934403419,-0.548208117485,-0.239650011063
6908,0.151468992233,-0.140634179115,-0.447865903378,0.38709884882,-0.0685447007418,0.0602500140667,0.167849987745,0.440810263157,0.073536336422,0.537235498428,-0.507650017738,0.520590543747,-0.0287327840924,-0.124796032906,1.29132759571,0.288229465485,0.143014013767,0.18065571785,0.275489389896,-0.588990092278,-0.491862595081,-0.187579244375,0.446900486946,0.089383341372,-0.255811542273,-0.519749999046,-0.187906458974,-0.560266673565,0.711384832859,0.433732360601,0.549104034901,-0.255133330822,-0.683516860008,0.882143735886,0.168799996376,0.697037339211,1.02860057354,0.47849470377,0.59940379858,1.81050884724,-0.420899987221
672,0.396335154772,-0.102808237076,0.626660346985,0.580610513687,0.578160345554,-0.536249995232,-1.37474989891,0.229679316282,0.749246001244,-0.351756185293,-1.13470005989,0.799613595009,1.19017982483,-0.353923588991,-0.593460559845,0.895903468132,-0.16704249382,0.109109550714,0.0825306326151,0.0607963204384,0.623221457005,0.523295164108,0.774905622005,0.314594060183,0.0921442806721,0.766650021076,-0.588096380234,0.129666686058,0.444701135159,-0.426540255547,-0.0344798862934,0.264899998903,1.17504000664,-0.0433018133044,-0.273600012064,-0.0375882312655,-0.848793268204,0.264999270439,-0.0958679616451,-0.807283103466,-0.102750003338
5710,-0.179229229689,0.444630026817,0.765379726887,0.528055071831,-0.0199829339981,-0.258799999952,-0.736599981785,0.694447100163,-0.299712747335,0.752798676491,0.366349995136,0.117506124079,0.846841514111,0.455926299095,1.35895228386,0.858493566513,0.101117253304,0.461649119854,-0.0482509434223,-0.738674342632,0.690543949604,-0.0284545645118,0.868158996105,1.08586513996,0.238172620535,-0.0423499941826,0.118800915778,-0.612533271313,-0.112797424197,0.871699512005,0.459962069988,0.192033335567,-0.0281468518078,-0.429956048727,0.671100020409,-0.806638658047,-0.29064103961,1.24499464035,-0.572384238243,1.92304372787,-0.383500009775
2115,-0.403900951147,0.0947902053595,-0.857647061348,-0.511634707451,0.284731507301,0.807649970055,-0.179449990392,0.143691703677,0.855798363686,0.805373430252,-0.43599998951,1.19328534603,-0.00599112920463,-0.25010022521,0.157812595367,0.838313698769,-0.166725546122,-0.441295862198,0.196896195412,-0.39537486434,-0.0583382174373,0.0906495153904,-0.128236025572,0.0975972265005,-0.365318447351,0.171700000763,0.147917851806,-0.40563338995,-0.196477085352,-0.145383656025,0.380744576454,-0.481000006199,1.44900166988,0.0683870017529,-2.8205499649,1.22288203239,1.45158088207,1.18649458885,-0.0122356414795,-0.602096378803,0.332749992609
7015,0.169307872653,0.342354029417,0.634051859379,-0.230570942163,-0.699372053146,0.29730001092,1.59950006008,-0.0548707991838,-0.105702325702,0.114660710096,0.47184997797,0.103054650128,-0.790338337421,0.384711623192,2.58447313309,-0.365809828043,-0.36056470871,-0.418235421181,-0.0636310875416,-0.0424953997135,-0.386845856905,-0.5426902771,0.903760194778,-0.165869921446,0.0111201182008,0.229925006628,-0.427689045668,0.309233307838,-0.937288403511,0.204217776656,-0.552721500397,-0.264599978924,0.39854747057,0.448866933584,0.0520499944687,-0.23844332993,0.876129031181,-0.320182204247,-0.225350946188,-0.484017759562,-0.554600000381
8726,0.0126182530075,0.324135780334,-0.458073377609,-1.89128947258,0.142987251282,0.153699994087,2.11575007439,-0.614858865738,-0.849923610687,0.651350796223,-0.456999987364,0.975850760937,-0.0640753284097,-0.748548150063,-3.36243152618,0.173397123814,-1.22940790653,-0.168429806828,0.251455783844,-0.412068873644,0.234282687306,-0.368763387203,-0.63907545805,0.45493260026,0.15088121593,0.647374987602,-0.0655816048384,-0.454133301973,1.4960334301,-0.440944850445,-1.10875844955,-0.138133317232,-0.512513041496,0.0252699479461,-0.309850007296,0.544665873051,-1.0587079525,0.98349583149,-0.0229117572308,-0.142136886716,0.0290500074625
2185,-0.288888305426,-0.791633844376,-0.90089058876,-0.186385422945,-0.58451539278,0.616649985313,1.38020014763,-1.01153385639,-0.23958362639,0.174701452255,0.724799990654,-0.114248991013,-0.518012344837,0.698265314102,1.30111861229,0.093180604279,-0.906900107861,-0.0925437062979,-0.038340985775,0.13864223659,-0.382140189409,0.178327813745,-1.08038592339,-0.945632100105,0.136471927166,0.60590004921,0.145776227117,0.540233314037,-0.967051744461,1.33681559563,-0.899153888226,-0.262599974871,0.483147054911,0.443546175957,-0.589650034904,0.0503834336996,0.8919018507,-0.531606793404,-0.448644548655,-1.49039268494,0.284350007772
3315,-0.815316855907,0.602150082588,-0.0720941573381,0.0313723310828,0.138225525618,0.692750036716,-0.583150029182,0.636625647545,-0.805668592453,0.0875890851021,0.0371499955654,0.276033818722,0.762250304222,-0.118185356259,-1.70842921734,-0.636181652546,-0.635886132717,-0.109146222472,-0.0846875756979,0.080054871738,-0.318246871233,-0.881957769394,0.0136487185955,-0.396047860384,0.00770835205913,2.04802489281,-0.174615934491,-0.237166672945,1.69023489952,-0.434110939503,0.0357622653246,0.362666666508,0.331216067076,-0.495984762907,0.500500023365,-0.402851641178,-1.34008169174,0.148127317429,-0.0223221480846,1.13928198814,-0.00034999998752
5289,-0.0597643405199,0.386892080307,0.268553107977,0.991126537323,1.47693109512,0.267350018024,3.6631500721,-0.498467683792,0.53554469347,0.507127165794,-0.942099988461,-0.078307941556,-0.177858039737,0.323035776615,-3.77942371368,-0.0248901993036,-1.16813027859,-0.319840162992,0.125148355961,-0.0899237543344,0.0614958554506,0.220894411206,-0.601638615131,-0.118124186993,-0.709956586361,0.684849977493,0.111467793584,0.335966646671,-0.444873034954,0.645559310913,0.65475153923,-0.370400011539,0.620948433876,0.286210238934,-0.357949972153,-0.0330471545458,-0.985092043877,0.293501704931,-0.0246617719531,0.275396823883,0.24169999361
868,-0.678427875042,1.11549401283,-1.11885559559,1.26642644405,-0.048778668046,0.163800001144,0.950299978256,-0.367237091064,1.70329523087,0.691886723042,-0.303900003433,-0.937375605106,0.123999491334,0.118758261204,-0.389743298292,0.707580089569,-0.151895612478,1.61087727547,-0.243926137686,-0.526349663734,-0.749125242233,0.304612189531,0.349593520164,0.243959307671,-0.027617931366,0.435950011015,0.0173089653254,0.126599982381,0.00793087482452,-0.133220642805,-0.0937252193689,-0.193233340979,-1.08597946167,-0.710790395737,1.64525008202,-0.491586685181,-2.58505702019,0.212043523788,-0.220227196813,-0.176317796111,-0.461600005627
1677,1.07596302032,0.00305709242821,0.0572201237082,0.452857375145,0.305136442184,0.00309997797012,-1.69344997406,-0.476731061935,0.599035322666,-0.0798991322517,0.331799983978,-0.347228974104,-0.546037256718,0.0543272793293,-0.00215804576874,-0.120971947908,0.167630031705,-0.055512547493,1.10486793518,0.17074726522,-0.503665089607,-0.216324061155,-0.142744973302,-0.9377835989,-1.4294257164,0.497550010681,-0.989012539387,1.31336677074,-0.857864022255,0.762755036354,-0.299918293953,-0.599366664886,0.567687571049,0.438684165478,0.0145499929786,0.0637769252062,-0.83825135231,-0.243119299412,-0.16959156096,-1.22070276737,0.255549967289
7043,0.0201891958714,-0.441852092743,-0.806268811226,-1.13505458832,0.0918403565884,0.155200004578,-2.13330006599,-0.412303566933,0.408271849155,-1.07898151875,-0.13354998827,-0.0406251400709,0.514298141003,0.41262191534,-0.790009319782,-0.105105906725,-0.214947104454,0.234691083431,-0.168203622103,-0.042061008513,-0.273481935263,0.705194413662,0.0954315513372,-0.0102528268471,0.566188097,-0.247325003147,-0.148645982146,0.270500004292,-0.732151627541,1.77004516125,-0.928053021431,0.204699993134,0.479741543531,-0.0286288410425,0.0331000089645,-0.0546691864729,1.0317081213,0.687533855438,-0.777290642262,-0.969806313515,0.303000003099
5613,0.335908442736,-0.697725057602,-1.32261109352,-0.971839666367,-0.692030310631,0.136099994183,-2.52090001106,-0.983430743217,-0.0548128336668,-0.16473737359,-0.460150003433,-0.200452685356,1.00422883034,0.608486235142,0.197492778301,0.79663848877,-0.280469655991,0.147693872452,-0.0199404805899,0.0806959718466,-0.346525967121,-0.106581196189,-0.12909540534,-0.318376123905,-0.0853801518679,0.133625000715,-0.162495046854,0.870000004768,0.217461958528,0.325197577477,-0.623311460018,-0.609200000763,0.155224785209,0.403846114874,0.0190499983728,-0.0837720185518,0.643797874451,0.478807508945,-0.284165680408,-1.46969711781,0.234549999237
595,-0.16141359508,-0.587449848652,0.160460561514,0.445040553808,0.888707280159,-0.70015001297,0.661750018597,0.138661503792,-0.320099592209,-0.808909118176,0.435299992561,0.264260053635,0.604164600372,0.106981143355,4.93512535095,0.474285930395,-0.355385512114,-0.0339486077428,-0.132645189762,-0.448382824659,0.441240727901,-0.291203141212,0.649495363235,0.445884406567,0.307081133127,0.103749990463,0.179034978151,-0.183900013566,0.340576648712,-0.168819606304,0.720675230026,0.120066672564,-0.214427635074,0.213678330183,-0.291099995375,0.201053395867,0.435539007187,0.412868648767,-0.927114546299,2.10369896889,-0.696150004864
4793,-0.0750945359468,1.35734117031,0.172039374709,0.626571297646,0.994109988213,-0.768149971962,4.65339994431,0.837391197681,0.357278198004,0.398690342903,-0.259199976921,-0.420814782381,1.06704807281,0.258058220148,5.32273006439,-0.35220348835,-0.301342517138,-0.962142467499,0.131325051188,-0.408788979053,1.07016324997,0.0958715379238,0.668588042259,-0.0466753840446,-0.0198410805315,0.414900034666,0.155180111527,0.040133330971,0.314932435751,0.449444830418,0.0909116864204,0.560000002384,0.555334985256,0.139607578516,4.61609983444,-0.0821837931871,0.466704964638,0.728070497513,-0.773929715157,0.884695887566,-0.746349990368
2736,-0.0419847369194,0.482453018427,0.0259382724762,-1.1019513607,-0.42660599947,0.147699996829,1.76160001755,0.85798406601,-0.0854012519121,-0.386588037014,0.0839999988675,0.17249892652,-0.188121378422,0.10467184335,-1.09456920624,1.08618962765,-0.842450380325,-0.717594325542,0.392254501581,-0.0162304006517,0.500351190567,0.441065818071,-0.170627728105,0.104493148625,1.19203829765,0.186574995518,0.20760820806,0.164333313704,0.962347269058,0.192741930485,-0.448977172375,-0.926733374596,-0.0814486891031,-0.189246952534,1.47259998322,-0.574774742126,1.42155528069,-0.2885222435,0.00900816917419,-0.861862421036,0.924250006676
5290,0.0925673693419,-0.736436486244,-0.420202732086,-1.4056429863,-0.788961052895,0.0192999988794,-0.0230000019073,-0.200527787209,-0.0508692786098,-0.0539949089289,-0.270200014114,-0.408812820911,-0.674935340881,-0.296084791422,-2.19641447067,0.182190716267,0.280612826347,-0.279506027699,-0.151228383183,-0.148363932967,-0.568307697773,-0.85963332653,-1.02346920967,-0.769286394119,0.611837148666,0.484424948692,-0.523864150047,-0.575566768646,-0.584861397743,1.06099760532,0.347021043301,0.226400002837,0.51416015625,0.0429746098816,-1.03209996223,0.127603679895,0.0462344288826,-0.959097862244,0.272191256285,-1.30828261375,-0.539950013161
6194,-0.241466403008,-0.135206013918,0.0,0.0,0.0,0.0,-0.316000014544,0.0,-0.239729851484,0.000486770644784,0.0,0.000475725042634,0.000394752772991,0.219102263451,-1.32394039631,0.0,-0.0651729553938,-0.354636251926,-0.369477778673,0.297512829304,0.141862690449,0.277353346348,-0.20640155673,0.306729197502,0.0279623046517,-0.955425083637,0.000582242908422,-0.719933331013,0.614499151707,-0.92892575264,-0.0538815967739,-0.467866688967,-0.750513672829,-0.171769708395,-0.410899996758,0.123250544071,0.851620674133,-0.0157471336424,-0.740282475948,0.0019360560691,0.331499993801
1676,0.0780742168427,-0.723317623138,0.212857455015,-0.0624573007226,-0.219548150897,0.104249998927,-3.10654997826,-0.795219182968,-0.518276333809,-0.186092227697,-0.280800014734,-0.181805938482,-0.36095649004,-0.259760677814,-2.32535219193,0.755135118961,-0.992933690548,-0.0536222197115,-0.890416562557,-0.0149949956685,-0.490590333939,0.254413247108,-0.600042700768,-0.442502737045,0.156709522009,0.104200005531,-0.85655528307,0.663433372974,-1.08523023129,0.998248279095,-0.857604384422,-0.367600023746,0.185068517923,0.189029499888,0.401999980211,-0.795427620411,-0.286175757647,-0.202907949686,-0.398957669735,-1.33531391621,0.44470000267
