rid,CPC004_A375_6H:BRD-K72166146-066-03-9:10,CPC005_A375_6H:BRD-A54845972-066-01-5:10,CPC005_A375_24H:BRD-A54845972-066-01-5:10,CPC005_A549_6H:BRD-A54845972-066-01-5:10,CPC005_A549_24H:BRD-A54845972-066-01-5:10,CPC004_HA1E_6H:BRD-K72166146-066-03-9:10,CPC005_HA1E_6H:BRD-A54845972-066-01-5:10,CPC004_HA1E_24H:BRD-K72166146-066-03-9:10,CPC005_HA1E_24H:BRD-A54845972-066-01-5:10,CPC004_HCC515_6H:BRD-K72166146-066-03-9:10,CPC005_HCC515_6H:BRD-A54845972-066-01-5:10,CPC004_HCC515_24H:BRD-K72166146-066-03-9:10,CPC004_HEPG2_6H:BRD-K72166146-066-03-9:10,CPC004_HT29_6H:BRD-K72166146-066-03-9:10,CPC005_HT29_6H:BRD-A54845972-066-01-5:10,CPC005_HT29_24H:BRD-A54845972-066-01-5:10,CPC004_MCF7_6H:BRD-K72166146-066-03-9:10,CPC005_MCF7_24H:BRD-A54845972-066-01-5:10,CPC004_PC3_6H:BRD-K72166146-066-03-9:10,CPC004_PC3_24H:BRD-K72166146-066-03-9:10,CPC004_VCAP_6H:BRD-K72166146-066-03-9:10,CPC004_VCAP_24H:BRD-K72166146-066-03-9:10,CPC005_MCF7_6H:BRD-A54845972-066-01-5:10,CPC005_PC3_6H:BRD-A54845972-066-01-5:10,CPC005_PC3_24H:BRD-A54845972-066-01-5:10,CPC005_VCAP_6H:BRD-A54845972-066-01-5:10,CPC005_VCAP_24H:BRD-A54845972-066-01-5:10,CPC017_A375_6H:BRD-K72166146-066-03-9:10,CPC017_A549_6H:BRD-K72166146-066-03-9:10,CPC017_A549_24H:BRD-K72166146-066-03-9:10,CPC017_ASC_24H:BRD-K72166146-066-03-9:10,CPC017_HEPG2_6H:BRD-K72166146-066-03-9:10,CPC017_HT29_6H:BRD-K72166146-066-03-9:10,CPC017_MCF7_6H:BRD-K72166146-066-03-9:10,CPD001_MCF7_6H:BRD-M19787235-045-01-6:10,CPC017_MCF7_24H:BRD-K72166146-066-03-9:10,CPD001_MCF7_24H:BRD-M19787235-045-01-6:10,CPC017_NPC_24H:BRD-K72166146-066-03-9:10,CPD001_PC3_24H:BRD-M19787235-045-01-6:10,CPC017_PHH_24H:BRD-K72166146-066-03-9:10,CPC017_SKB_24H:BRD-K72166146-066-03-9:10
5720,0.864035665989,0.395775258541,1.06759810448,-0.34059047699,-0.187985271215,-1.54834997654,-0.513899981976,0.599196314812,0.542730867863,0.507321715355,-0.208149969578,-0.217482432723,0.120081230998,0.0826895087957,-2.41442465782,-0.0512647479773,0.277302533388,0.000672668218613,-0.969377279282,0.378115385771,0.40359249711,0.11791574955,-0.496156215668,0.139483630657,-0.171366631985,-0.235725045204,0.666064620018,0.179433330894,0.956981599331,1.58685326576,0.51533138752,-0.392299979925,0.216428250074,0.636876642704,-0.358449995518,1.23326385021,0.865478515625,0.862009882927,0.267934113741,-0.346327334642,-0.326200008392
466,0.309548437595,0.593769013882,0.456968575716,1.26316833496,0.576150774956,-0.207149982452,-2.50234985352,0.118956118822,0.846966743469,0.447771012783,-0.290250003338,-0.013293011114,0.361328870058,-0.443321913481,-3.61583042145,-0.681211948395,-0.184718564153,-0.832722246647,0.309501200914,-0.166353553534,-0.229624271393,-0.573431909084,0.353642731905,0.123416036367,0.182789310813,0.366499990225,-0.699214458466,0.748900055885,0.583038568497,-0.0750008374453,0.714988827705,-0.255400031805,-1.73897850513,0.523623645306,-0.88615000248,0.464445441961,-0.478194594383,0.429221212864,0.491002500057,-0.215005636215,0.407299995422
6009,0.165256395936,-0.118551649153,-0.101515524089,-0.0602473318577,1.06417143345,0.821200013161,-1.41400003433,-0.396494209766,-0.106099188328,0.353350996971,0.754150032997,0.759256839752,-0.393878370523,-0.427724838257,-1.12006187439,0.349993437529,0.629859983921,-0.8090929389,1.19527173042,-0.531420171261,0.139156922698,-0.549213171005,-1.26202464104,-0.969777822495,0.0355446003377,-0.856400072575,-0.293973892927,-0.241200014949,0.216471612453,1.46117305756,-0.0158938318491,0.893033385277,-0.294921308756,0.694801807404,0.317799985409,0.352064907551,0.92874121666,-0.0366029590368,0.373101621866,1.6194870472,0.0240500047803
2309,-0.630369782448,0.619590818882,-0.792722225189,-0.789532065392,0.45319133997,0.0965500026941,-1.872199893,0.820247888565,0.646025300026,0.13978458941,-0.267199993134,-0.371474266052,0.142480641603,0.755044341087,-0.0392985343933,-0.596628427505,0.0195062831044,-0.057014323771,0.330945581198,-0.516371428967,1.03268134594,-0.741868376732,0.804382443428,0.092595025897,0.0387838855386,-0.102075017989,0.465689450502,-0.831266701221,0.66458106041,-1.65335297585,-0.266532152891,-0.342333376408,0.347919613123,-0.666982769966,0.784999966621,-0.114481642842,1.24238657951,-0.784650743008,0.343964606524,0.805184721947,0.180849984288
387,-0.609862864017,-0.0688829123974,-0.398483216763,-0.538702011108,0.0965685471892,-0.306950002909,-1.91235005856,0.317391932011,-0.609408736229,-0.587643742561,0.168999999762,0.105065703392,-0.777955412865,0.322565436363,-2.98009085655,-1.2499152422,-0.142551720142,-0.721670389175,-0.568812012672,0.00928252749145,-1.19067668915,-0.751440048218,0.579488039017,-0.413677692413,-0.200669527054,-0.377950042486,-0.543736338615,-0.886266708374,0.499181687832,0.00574502721429,0.181724101305,0.486900001764,-0.445414185524,-0.258315384388,-0.46899998188,0.977761030197,0.949302434921,0.708518922329,-0.32037460804,1.39503753185,-0.0137500092387
3553,-0.316261976957,-0.956285059452,-0.43438526988,0.16564001143,-0.248608827591,0.162600010633,1.07299995422,-0.144227698445,-0.218782484531,0.314385354519,-1.30410003662,-0.500997066498,-0.322668254375,0.420965313911,-0.949616789818,0.730307340622,-1.4432297945,0.15975150466,0.00834825169295,0.0619949176908,-0.496834635735,0.450179129839,-0.50709438324,-0.5333943367,2.94237422943,0.364924997091,0.217393711209,-0.663833379745,-0.823508143425,1.64075791836,-1.05669093132,-0.58096665144,0.473954409361,-0.381110906601,-1.33614993095,-0.204187214375,1.27633810043,0.327783882618,-0.32867488265,-0.600854456425,-0.181249991059
427,0.567380666733,0.260860830545,-0.0056044459343,-0.5327257514,-0.532453656197,-0.796749949455,-0.445100009441,0.161413013935,0.348259627819,0.501047134399,-0.496549993753,0.0254499986768,0.534680843353,-0.374972343445,1.85694730282,0.863434016705,0.3484582901,0.678672075272,-0.133577972651,0.172595098615,0.136012166739,-0.5974624753,0.278760671616,-0.170915707946,-0.534614026546,0.242349997163,0.367070138454,0.437233358622,-1.04657578468,0.314995765686,0.995285749435,-0.242700010538,-0.134648010135,-0.623151957989,-0.444449990988,0.901523113251,-0.585184693336,0.0262569785118,0.385011821985,-0.915046870708,0.047950014472
5898,-0.387839913368,-0.0714658796787,0.479637384415,0.58792746067,0.445730686188,-0.284999996424,-2.94244980812,0.190699487925,1.1822758913,-0.49947565794,0.355100005865,0.262516796589,0.550680816174,-0.381716758013,-2.42143583298,-1.04342579842,0.334037601948,-0.0436100065708,-0.027452794835,-0.0119628347456,0.309424310923,0.432689607143,0.559395849705,0.358291149139,0.0255398675799,1.27877497673,-0.94778585434,-0.989133298397,-0.581276297569,-0.383460968733,0.25448551774,-0.818500041962,-1.15030992031,0.366184473038,-1.66884994507,0.36457541585,-0.804238915443,1.1577912569,-0.552205979824,-0.452876061201,0.0628000050783
23365,-0.539484620094,0.479974389076,-0.393019855022,0.113168500364,-0.607232272625,-0.796399950981,1.89484989643,-0.496689677238,-0.298223674297,-1.65017342567,-0.293850004673,0.18587911129,2.20020866394,0.039233032614,-1.10123336315,0.402518093586,-0.895799219608,0.326533615589,-0.25057131052,-0.775905072689,0.0751575306058,0.0186134576797,0.798976242542,0.316575884819,0.209937229753,-0.205224990845,0.151415064931,-0.18763333559,0.242746472359,-0.0107422173023,-0.0368799977005,0.677399992943,-0.873537361622,-0.858467161655,-0.800450026989,-0.360524773598,-1.65248036385,0.499454259872,-0.580275177956,-0.819700419903,-0.116800002754
6657,0.283028483391,0.301796108484,-0.226793393493,-0.850390255451,0.116360642016,0.201600000262,4.98460006714,-0.539739012718,0.198723018169,-1.16172933578,0.0671499967575,0.498445421457,-0.0440669208765,0.403173685074,-0.9137789011,-0.451585024595,-1.15180003643,-0.615911245346,0.180566728115,0.203464239836,-0.60053217411,-0.331000328064,-0.406022101641,-0.0523250177503,0.545050680637,0.141525000334,-0.507336199284,0.671800017357,-0.617299199104,2.02137923241,-0.821451723576,-0.230933338404,0.429337769747,-0.173745274544,-0.06004999578,0.192844152451,1.39621067047,0.508468568325,-0.0373542159796,-1.47469270229,-0.107900001109
5054,-0.784612119198,-0.501288175583,0.910036206245,-0.241053074598,0.390790969133,-0.684800028801,0.404650002718,0.811873555183,-0.688483119011,0.346022248268,-0.240799993277,-0.260679900646,0.735456705093,-0.318565756083,-1.06281578541,0.354787141085,-0.114810630679,0.598715543747,-0.621650516987,-0.208584040403,-0.00545482337475,0.00688856700435,-0.285755157471,0.073293581605,-1.02467787266,0.0760500133038,0.221375241876,0.493600040674,0.467629879713,-0.679526686668,0.753221869469,0.117433339357,0.870734035969,-1.01453447342,0.183200001717,-1.00591993332,0.226526364684,0.28005734086,-2.93795776367,1.40763807297,0.352850019932
