rid,ERG012_PC3_24H:BRD-K95823739-001-01-2:10,ERG012_PC3_6H:BRD-K95823739-001-01-2:10,ERG012_VCAP_24H:BRD-K95823739-001-01-2:10,ERG012_VCAP_6H:BRD-K95823739-001-01-2:10
5720,-0.740642249584,-0.878628134727,-1.10253095627,0.827990174294
466,-0.147447437048,-0.700578212738,-0.530632436275,0.182551220059
6009,0.485648542643,0.367728769779,0.459659576416,0.231533139944
2309,-0.603384077549,-0.114707373083,0.53580391407,0.728916823864
387,0.103652469814,-0.904688358307,-0.337710559368,-0.502645611763
3553,0.0143338143826,0.0240890681744,-0.751595854759,-0.394791960716
427,0.802195906639,0.294958770275,0.0907967537642,0.170699298382
5898,0.429151117802,-0.59300673008,-0.913491845131,0.162499785423
23365,-0.488749086857,-0.772510111332,-0.337487965822,0.362642943859
6657,-0.374713242054,0.41026777029,0.810665011406,-0.387056052685
5054,0.415655583143,-0.221918970346,0.248815372586,0.501672685146
3108,-0.407742589712,0.0858477950096,0.171111211181,-1.1933426857
1950,0.033048927784,1.29241585732,1.01373708248,0.500731945038
351,0.415260970592,0.0560383796692,-0.275396615267,0.496119916439
4846,-0.489738583565,0.4368699193,-0.628987431526,0.578344166279
1452,0.00472843647003,-1.64876842499,-1.12752497196,-1.11646139622
4776,3.11190271378,0.257151156664,0.101037621498,-0.323379218578
6908,0.837924003601,-0.254531919956,-0.493721663952,-0.128202602267
672,0.0813242644072,-0.354656338692,-0.302744150162,0.466771960258
5710,-0.0341643095016,-1.17685317993,-0.281128257513,-0.168964296579
2115,0.111680179834,-0.763030767441,0.920042097569,-0.0837083235383
7015,-0.503424108028,0.425326734781,0.704110383987,0.0737181305885
8726,0.35600194335,-0.282561600208,-0.733164787292,0.129259765148
2185,-0.751282095909,0.030981823802,0.258346796036,-1.56118512154
3315,-0.0699995085597,-0.465307474136,0.36078608036,0.012628287077
5289,-0.256418824196,0.288896083832,1.10450589657,-0.104223050177
868,-0.0170022398233,0.506389260292,-0.22623232007,-0.81008887291
1677,-0.0481528490782,0.0317293033004,0.410154819489,-0.165284663439
7043,-0.398063182831,-0.737841367722,-0.418515980244,-0.986250281334
5613,0.0126065760851,0.585824370384,0.234102189541,-0.4306011796
595,-0.108153954148,-0.553645670414,-0.403145104647,-0.131497561932
4793,-0.294740855694,0.0419347882271,0.175294160843,0.558346509933
2736,-0.440837055445,-0.386406838894,-0.0140859931707,0.25896397233
5290,-0.403093397617,0.241877257824,0.218039363623,-0.261580497026
6194,0.0744712203741,0.057726085186,0.159143298864,0.375105828047
1676,-0.20571872592,0.0260495059192,0.0919284820557,-0.332962691784
23512,0.275220006704,0.140831902623,-0.0396771207452,0.636379063129
148022,-0.886313796043,-0.102377802134,0.226521700621,-0.417545795441
1906,1.02442979813,0.238904714584,0.0449441149831,0.0421664118767
8878,0.338077515364,-0.824732899666,0.00913473218679,0.0986386835575
3091,0.115953080356,-1.24194324017,-0.330828249454,-0.909263432026
5743,-1.13912189007,-0.462929159403,-0.525946140289,-0.036307990551
5321,-0.554703235626,0.359413266182,0.460189074278,0.200539976358
4144,0.552445530891,-0.541017353535,-0.325268089771,0.0495672821999
1981,-0.510770261288,-0.528042078018,0.130879640579,0.333268433809
695,-0.451636314392,-0.131571292877,1.07321000099,0.271810293198
10398,-0.661058604717,0.0164158940315,0.065503269434,-0.377893060446
5708,0.0454733893275,-1.78938353062,0.118621774018,-0.746799468994
1213,-0.168719559908,-0.833317220211,-0.184005409479,0.266487449408
226,-0.161585062742,-0.696630001068,0.0743494257331,-0.0668982341886
6777,-0.462316870689,-0.465657889843,-0.103633262217,0.214985758066
2113,0.405661672354,-0.0446140319109,0.939590632915,1.22726976871
3329,0.38437756896,-0.852620601654,0.243152558804,0.190446466208
1050,0.0424933284521,0.673156619072,0.254122018814,0.654828548431
9491,-0.265155673027,-0.0124800205231,0.931832075119,0.591730356216
22926,0.14591306448,-0.613007128239,-0.0105260778219,-0.687341034412
5899,0.136758804321,-1.5243434906,-0.554006695747,-0.416316241026
5467,0.306514412165,-0.252508223057,1.36182379723,-0.332484066486
6774,0.45862698555,-0.0828785151243,0.739746809006,-0.51125729084
1788,-0.302102804184,0.11049644649,0.209719359875,0.041321605444
5921,0.183584064245,-0.103554546833,-0.504858672619,3.19642591476
5721,1.08574104309,0.332670509815,-0.0557404011488,0.535979092121
2263,1.68087613583,0.339796453714,1.15936243534,0.331530272961
808,-0.299226105213,0.0122650116682,0.304835468531,-0.205547958612
30001,-0.549560308456,-0.053772687912,-0.496010124683,0.0829000622034
348,-0.603596329689,-0.326739966869,-0.819531738758,1.7600260973
30849,-0.560634613037,-1.01167500019,-0.238051488996,-0.321209251881
1454,0.764946222305,-0.848408937454,0.0857160538435,-0.0359290800989
6500,-0.385933458805,-0.834951758385,-1.21825575829,-0.442787081003
5627,0.21459966898,-0.168065622449,-0.0242502074689,0.139767318964
5715,-0.173569947481,-0.728156447411,-0.737865746021,0.569728195667
4791,-0.763355970383,-0.502794623375,0.67052423954,4.73536777496
56924,0.17323410511,1.05311536789,0.145625680685,0.220011875033
2690,-0.297748327255,-0.431374192238,-0.314311414957,0.523960113525
1019,-0.0919390916824,-0.955542743206,-0.000977255403996,0.619053721428
51422,-0.0602401643991,0.0535512156785,0.505859911442,0.372575074434
5788,-0.620843350887,0.436629086733,0.907766103745,-0.292866170406
6709,-0.334656774998,-1.12309420109,-0.710954546928,1.29794430733
1277,0.704934179783,0.496803820133,-0.153231143951,-0.28046888113
993,0.252951383591,0.766231060028,0.384989082813,0.170151233673
7157,1.87152290344,0.211504667997,0.351506352425,-0.398987740278
1958,0.157641768456,0.040663599968,1.52910125256,0.594678163528
4582,-0.348904073238,-0.0421200767159,-0.483544498682,-0.318771183491
9212,-0.144331514835,-2.17567610741,-0.217547655106,-1.29694926739
8440,0.936283111572,-0.624558150768,-0.210118621588,0.641751050949
6790,-0.0508755780756,-0.440805584192,-0.654604315758,-0.307337880135
8851,0.207533344626,0.280849039555,-0.62591946125,-0.124203771353
2534,0.269698113203,-0.353706508875,-0.00214359164238,-0.636028289795
4893,-0.566151738167,-0.836966753006,0.427057534456,-0.0208141207695
665,0.379917830229,-0.122843384743,0.500013828278,-0.288734316826
4313,0.310714334249,0.187089651823,0.536918401718,-0.0623964071274
1022,0.66080480814,0.096493050456,-0.0120539627969,1.2353092432
5880,-0.604106843472,-0.472644686699,0.70128339529,-0.283333539963
3162,-0.441116243601,0.0656045079231,0.395731270313,-0.705213665962
1282,-0.797397792339,0.083963394165,0.488581180573,0.245939612389
3383,-0.425353765488,-0.537197828293,1.51836526394,3.9241309166
