rid,CPC013_A375_6H:BRD-K76908866-001-02-7:10,CPC013_A375_6H:BRD-K76908866-001-01-9:10,CPC013_A549_6H:BRD-K76908866-001-02-7:10,CPC013_A549_6H:BRD-K76908866-001-01-9:10,CPC013_A549_24H:BRD-K76908866-001-02-7:10,CPC013_A549_24H:BRD-K76908866-001-01-9:10,CPC013_ASC_24H:BRD-K76908866-001-02-7:10,CPC013_ASC_24H:BRD-K76908866-001-01-9:10,CPC013_HA1E_6H:BRD-K76908866-001-02-7:10,CPC013_HA1E_6H:BRD-K76908866-001-01-9:10,CPC013_HCC515_6H:BRD-K76908866-001-02-7:10,CPC013_HCC515_6H:BRD-K76908866-001-01-9:10,CPC013_HEPG2_6H:BRD-K76908866-001-02-7:10,CPC013_HEPG2_6H:BRD-K76908866-001-01-9:10,CPC013_HT29_6H:BRD-K76908866-001-02-7:10,CPC013_HT29_6H:BRD-K76908866-001-01-9:10,CPC013_MCF7_6H:BRD-K76908866-001-02-7:10,CPC013_MCF7_6H:BRD-K76908866-001-01-9:10,CPC013_MCF7_24H:BRD-K76908866-001-02-7:10,CPC013_MCF7_24H:BRD-K76908866-001-01-9:10,CPC013_NEU_24H:BRD-K76908866-001-02-7:10,CPC013_NEU_24H:BRD-K76908866-001-01-9:10,CPC013_NPC_24H:BRD-K76908866-001-02-7:10,CPC013_NPC_24H:BRD-K76908866-001-01-9:10,CPC013_PC3_6H:BRD-K76908866-001-02-7:10,CPC013_PC3_6H:BRD-K76908866-001-01-9:10,CPC013_PC3_24H:BRD-K76908866-001-02-7:10,CPC013_PC3_24H:BRD-K76908866-001-01-9:10,CPC013_SKB_24H:BRD-K76908866-001-02-7:10,CPC013_SKB_24H:BRD-K76908866-001-01-9:10,CPC013_VCAP_6H:BRD-K76908866-001-02-7:10,CPC013_VCAP_6H:BRD-K76908866-001-01-9:10,CPC013_VCAP_24H:BRD-K76908866-001-02-7:10,CPC013_VCAP_24H:BRD-K76908866-001-01-9:10,LJP001_BT20_6H:BRD-K76908866-001-03-5:10,LJP001_BT20_6H:BRD-K76908866-001-03-5:2,LJP001_BT20_6H:BRD-K76908866-001-03-5:0.4,LJP001_BT20_6H:BRD-K76908866-001-03-5:0.08,LJP001_BT20_24H:BRD-K76908866-001-03-5:10,LJP001_BT20_24H:BRD-K76908866-001-03-5:2,LJP001_BT20_24H:BRD-K76908866-001-03-5:0.4,LJP001_BT20_24H:BRD-K76908866-001-03-5:0.08,LJP001_HS578T_6H:BRD-K76908866-001-03-5:2,LJP001_HS578T_6H:BRD-K76908866-001-03-5:0.4,LJP001_HS578T_6H:BRD-K76908866-001-03-5:0.08,LJP001_HS578T_6H:BRD-K76908866-001-03-5:10,LJP001_HS578T_24H:BRD-K76908866-001-03-5:10,LJP001_HS578T_24H:BRD-K76908866-001-03-5:2,LJP001_HS578T_24H:BRD-K76908866-001-03-5:0.4,LJP001_HS578T_24H:BRD-K76908866-001-03-5:0.08,LJP001_MCF10A_6H:BRD-K76908866-001-03-5:10,LJP001_MCF10A_6H:BRD-K76908866-001-03-5:2,LJP001_MCF10A_6H:BRD-K76908866-001-03-5:0.4,LJP001_MCF10A_6H:BRD-K76908866-001-03-5:0.08,LJP001_MCF10A_24H:BRD-K76908866-001-03-5:10,LJP001_MCF10A_24H:BRD-K76908866-001-03-5:2,LJP001_MCF10A_24H:BRD-K76908866-001-03-5:0.4,LJP001_MCF10A_24H:BRD-K76908866-001-03-5:0.08,LJP001_MCF7_6H:BRD-K76908866-001-03-5:10,LJP001_MCF7_6H:BRD-K76908866-001-03-5:2,LJP001_MCF7_6H:BRD-K76908866-001-03-5:0.4,LJP001_MCF7_6H:BRD-K76908866-001-03-5:0.08,LJP001_MCF7_24H:BRD-K76908866-001-03-5:10,LJP001_MCF7_24H:BRD-K76908866-001-03-5:2,LJP001_MCF7_24H:BRD-K76908866-001-03-5:0.4,LJP001_MCF7_24H:BRD-K76908866-001-03-5:0.08,LJP001_MDAMB231_6H:BRD-K76908866-001-03-5:10,LJP001_MDAMB231_6H:BRD-K76908866-001-03-5:2,LJP001_MDAMB231_6H:BRD-K76908866-001-03-5:0.4,LJP001_MDAMB231_6H:BRD-K76908866-001-03-5:0.08,LJP001_MDAMB231_24H:BRD-K76908866-001-03-5:10,LJP001_MDAMB231_24H:BRD-K76908866-001-03-5:2,LJP001_MDAMB231_24H:BRD-K76908866-001-03-5:0.4,LJP001_MDAMB231_24H:BRD-K76908866-001-03-5:0.08,LJP001_SKBR3_6H:BRD-K76908866-001-03-5:10,LJP001_SKBR3_6H:BRD-K76908866-001-03-5:2,LJP001_SKBR3_6H:BRD-K76908866-001-03-5:0.4,LJP001_SKBR3_6H:BRD-K76908866-001-03-5:0.08,LJP001_SKBR3_24H:BRD-K76908866-001-03-5:10,LJP001_SKBR3_24H:BRD-K76908866-001-03-5:2,LJP001_SKBR3_24H:BRD-K76908866-001-03-5:0.4,LJP001_SKBR3_24H:BRD-K76908866-001-03-5:0.08
5720,-1.86166286469,0.253803700209,0.42300003767,1.08980000019,0.980781257153,0.765669465065,-1.07576477528,0.599199175835,-0.850963592529,0.888766765594,-1.41923069954,0.914481639862,-0.452302664518,-0.131511121988,0.149469166994,-0.811378359795,0.631875097752,0.700218915939,0.446333736181,0.685043036938,-0.274850010872,0.513000011444,0.815123319626,0.915508508682,0.209397554398,-1.08386147022,-1.05868196487,0.296756118536,-0.601519882679,0.510735332966,-0.0599561668932,0.914497375488,0.401099979877,0.387878060341,-1.322712183,-1.23936498165,-1.33424913883,-1.3976662159,-1.31070792675,0.431101381779,-0.396888256073,-0.236619397998,-1.11747944355,-0.0127666592598,-0.0095504373312,-1.14859998226,-0.992461800575,-1.0602222681,0.263564735651,-0.425893247128,-0.644312679768,-0.433524727821,-1.43145525455,-0.664186418056,-0.108336694539,-0.641979336739,-0.159472852945,-0.0441538020968,-0.205564320087,-1.33844220638,-1.18556189537,-0.598072290421,-0.267549991608,0.123850002885,1.02230000496,0.154300004244,0.0399146527052,-0.479929476976,0.488011717796,-0.0868275463581,-1.08709108829,-0.596257269382,-1.3071334362,-0.333204209805,-2.36723279953,-0.973308324814,-1.10528814793,-2.94389104843,-1.01183927059,-2.36616539955,-0.610026359558,-0.539749085903
466,-1.37863123417,-0.983952045441,0.025150001049,-0.569050014019,-0.160157993436,-0.893479466438,-0.827820539474,0.560906648636,-0.22731551528,0.401805877686,-1.35751152039,-0.199229717255,0.422241270542,-0.598947525024,-0.175381839275,-0.786188721657,0.0165662877262,-1.67223203182,0.36188942194,0.52346009016,0.311349987984,0.617650032043,-0.799811959267,0.141593188047,-0.373263001442,-1.46270132065,-0.90098875761,1.50186264515,0.117686361074,1.07495391369,-0.715083479881,0.0281766429543,0.0857000052929,0.296804368496,-1.27724575996,-0.787032485008,-1.30081367493,-0.82230758667,-0.197596266866,0.0531982257962,0.326141864061,-0.265701532364,0.293610870838,-0.0168333277106,-0.0201819203794,0.293650001287,-0.38776665926,0.146614998579,0.597458541393,0.315905243158,0.0127772539854,0.206035405397,-0.367968171835,-0.639382481575,0.871225833893,0.815171480179,1.01512491703,1.21516573429,0.484581947327,-1.00515699387,-0.558559715748,-0.737597703934,-1.07700002193,-1.88135004044,-0.471300005913,0.477349996567,-0.406357884407,0.592481076717,0.367625832558,-0.215924546123,-0.472685605288,0.113110221922,-0.0247152745724,-0.152182593942,0.0252057537436,-1.18191862106,-0.209906935692,-0.697353839874,-1.09650063515,-0.730471611023,0.226317897439,-0.0410996079445
6009,-1.13650512695,0.261572122574,-0.633449971676,0.463999986649,-0.253192991018,0.343833178282,-0.715051710606,-0.0663086771965,-0.746260464191,1.08708930016,-0.489902943373,0.287827014923,-0.165562212467,0.680949270725,0.237654298544,-0.691808879375,0.461723387241,0.118198469281,-0.126945152879,0.102730587125,0.94420003891,-0.231349989772,0.291352272034,0.0569337755442,-0.28924447298,0.309269964695,0.142828002572,-6.19992589951,0.545825004578,-0.709682166576,-0.11651583761,0.321099340916,0.249850004911,-0.00147761404514,-2.0932841301,-1.1708997488,-2.51596045494,-1.5204218626,0.023362249136,0.668890833855,-0.530500888824,0.119063414633,0.292202293873,0.73996669054,0.161007255316,0.569350004196,-0.90707296133,-0.306982517242,-0.642834126949,0.375184416771,-0.0776887312531,-1.16794967651,-0.902505278587,-0.584472894669,0.0916354507208,-0.17431615293,0.431300014257,-0.490311712027,-1.09876096249,0.0298574548215,-1.13511109352,-2.11928653717,0.815100073814,0.743600010872,0.593850016594,0.363649994135,0.288228332996,-0.037777453661,0.522410392761,-0.0137423872948,0.978510975838,0.885257720947,0.165354073048,0.212973028421,-0.707134842873,-0.0164066702127,-1.2684905529,-2.14748263359,-2.95839190483,-1.24284648895,-1.67900037766,-1.41199338436
2309,1.19109010696,-0.456912189722,0.227249994874,1.54979991913,1.50923633575,2.00180029869,-0.294907331467,-0.193430960178,0.191711217165,0.535135030746,2.87074565887,-0.378974199295,1.13325989246,1.08787786961,0.395617127419,-0.00569543801248,-0.58585447073,0.637725055218,0.0050643235445,0.651286900043,1.02480006218,-1.37244999409,0.250982105732,0.507722854614,-1.19902181625,-0.32286542654,-0.0747201889753,2.16990065575,0.626152813435,0.181111365557,-0.592679202557,0.636799931526,-0.106150001287,-0.262141108513,-0.25268509984,-0.428068935871,-0.441614836454,-0.626661658287,0.101790055633,-0.555359899998,0.779821276665,-0.761444568634,0.114917606115,0.260633349419,0.267884910107,-0.833649992943,-1.10413610935,-0.431560873985,0.381171703339,-0.693760335445,-0.365808010101,0.477611720562,-0.00582951307297,-0.376276195049,-0.120603166521,1.38690721989,2.27749109268,-0.487019181252,-0.593105316162,-1.11341941357,0.289777219296,-0.428392261267,0.225550025702,-0.609899997711,-0.822749972343,-1.05789995193,-0.668480873108,0.0128345005214,-0.164845883846,0.0241676792502,-0.777392029762,-0.992590904236,-0.119204610586,-0.338112831116,-0.0291728898883,1.30204796791,0.390907824039,0.313283920288,-0.600469946861,-0.785760045052,0.140650480986,-0.915656328201
387,0.307556509972,-0.168794810772,-0.528550028801,0.41400000453,-0.538386881351,0.744194626808,-0.521964371204,0.220967262983,-0.397923022509,1.79748415947,-3.16909956932,0.349127024412,0.518244564533,0.924590587616,-0.802717328072,-0.626110672951,0.528311431408,1.07123446465,-0.131664484739,-0.0225949138403,-0.922399997711,-1.1031999588,0.724947273731,-0.0392002724111,-0.0343305543065,1.01425302029,-0.954613208771,1.96053063869,-0.0221755243838,-0.859777212143,-0.682568073273,0.966202735901,0.827024996281,0.166320443153,-2.35938334465,-0.928913414478,-2.53938245773,-1.32223725319,-0.675951004028,0.858172953129,0.173192679882,0.783815741539,-0.357745558023,0.182900011539,0.810281634331,0.169900000095,-0.701040267944,0.270834743977,0.36526337266,-0.672796547413,-0.622404634953,-0.536894202232,-1.189671278,-0.802710473537,0.0526190549135,0.360653281212,-2.4766805172,0.196520343423,-0.312687337399,-0.918726801872,-1.77816879749,-1.14794778824,-0.15625,1.51524996758,-0.103200003505,-0.375849992037,0.408802807331,0.486348718405,0.341797381639,0.318587034941,-0.157290488482,1.04239475727,0.276298433542,0.304604828358,-2.23921704292,-1.34993171692,-2.19211363792,-2.01875638962,-2.5239841938,-1.15579819679,-1.48075532913,-1.63008260727
3553,0.48472699523,-0.310248494148,0.410800009966,-0.640100002289,0.128397732973,0.356285154819,-0.00163061916828,-1.0746525526,0.271278321743,-1.37340068817,1.18751609325,-0.845894575119,-0.677558600903,-0.367020905018,0.43509966135,0.673589408398,0.900864839554,-0.670523881912,0.40208029747,-0.125844404101,-0.0529500246048,0.792699992657,0.276091963053,-0.497373819351,-0.139467060566,-1.08673751354,1.21808469296,2.22492146492,0.143380567431,0.581142187119,0.311835825443,-0.994842886925,0.497299998999,-0.55736297369,2.65472745895,2.23189401627,3.14337825775,1.44084596634,0.180186271667,-0.47176772356,-0.692172527313,-0.131902083755,0.476520121098,-0.238933324814,-1.12189400196,-0.410149991512,0.807643532753,0.918291032314,-0.857289850712,-0.612147092819,-0.750389397144,-0.458993732929,-0.849582910538,-0.434454679489,0.0535263419151,-0.490568399429,0.123070552945,0.201036632061,0.770716011524,0.678148329258,1.05388963223,0.729222416878,0.763500034809,-0.478049993515,-0.73014998436,0.0596500039101,0.211208596826,-0.215006351471,-0.105204202235,0.565478026867,0.501981973648,0.0889800488949,-0.269061386585,-0.0810840949416,2.74788594246,1.32083249092,0.752268135548,2.63050937653,1.41361522675,1.88338637352,1.26564311981,1.34441363811
427,0.962910234928,-0.276015818119,-0.916700005531,0.0781500041485,0.629723548889,-0.445129334927,-0.75860863924,0.282951444387,0.0750222951174,-0.639559328556,2.66173768044,-0.720595598221,0.31867352128,0.409900844097,0.468482255936,-0.350339055061,0.166701078415,-0.511383533478,0.526878893375,-0.133829027414,0.0573500096798,0.242449998856,0.993126988411,-1.35630953312,-0.376474708319,-0.237274557352,-1.6511452198,2.65920329094,-0.265188485384,0.9640173316,-0.517838835716,-0.365218639374,-0.376549988985,-0.194159030914,-0.753986120224,-0.704303622246,-0.493626266718,-0.595528662205,1.46722888947,-0.27665245533,-0.717784225941,-0.478836745024,0.815145909786,0.0747333094478,0.0631465017796,-0.350850015879,-0.49818828702,-0.151010558009,0.301452249289,0.662309467793,0.104148089886,1.72992753983,0.41180613637,1.04864954948,0.244372963905,-0.645493388176,-0.534686863422,-0.167409434915,0.0260731577873,0.583613872528,-0.190887585282,0.06746083498,-0.871199965477,-1.13034999371,0.903149962425,0.976599991322,0.781340181828,0.471450686455,0.39291998744,-0.41575306654,-0.793619394302,-0.480982780457,0.0132179111242,-0.411711126566,1.22031414509,-0.955360233784,0.771015644073,-0.243302479386,0.104228764772,-0.263328969479,0.748986184597,0.0463121980429
5898,-1.39641880989,-0.878167271614,1.60260009766,-1.06834995747,-0.13503074646,-3.03220939636,-0.814836800098,0.477278232574,0.558578968048,-1.39110207558,0.616924464703,-1.42512106895,0.399780571461,-1.16943705082,-0.150632485747,-0.938146471977,1.12735176086,-0.859690010548,-1.09701764584,0.29939198494,-0.0752000212669,0.0764500200748,-0.465161532164,0.00119084864855,-0.756301164627,-0.904108703136,0.506212592125,1.11402606964,-0.650715887547,0.112655311823,-0.710111260414,0.0301600918174,-0.0361750125885,-0.0527450703084,-0.249754145741,0.115238115191,-0.460151553154,0.465491294861,-0.072421848774,-0.85010099411,0.53908097744,-0.154853746295,-2.45587611198,-0.363933354616,-0.934557855129,-1.24000000954,-0.72429484129,-2.35793018341,0.524492561817,-0.566802442074,0.0875410884619,-0.217004448175,-0.112996615469,0.412605643272,-0.201339185238,-0.294376432896,0.950855016708,0.528596520424,0.389028221369,-0.882266044617,-1.02265751362,-0.479457229376,0.0970499962568,-3.31054997444,-0.743950009346,-0.19470000267,0.844498157501,0.96497374773,0.980893075466,0.36710318923,-0.0110422167927,-0.72428715229,0.147663652897,-0.375104248524,0.0476887337863,-0.610594034195,-0.00473843514919,0.722191929817,-0.989075124264,-0.957702875137,-0.0369084179401,-0.246668294072
23365,1.99567294121,-0.315685212612,1.13199996948,-0.616299986839,-1.10784268379,0.302719146013,0.365304678679,-0.202308237553,-1.27601659298,-0.928036630154,0.547606647015,-0.496161341667,0.11924559623,-0.975896716118,-0.214323014021,-0.74881374836,-0.495780318975,-0.349490761757,0.0306235104799,0.204282149673,1.02199995518,-0.606099963188,1.70203876495,0.00946624577045,0.0490655750036,0.101620107889,0.0011649383232,2.07127475739,-0.196195840836,0.117183700204,-0.548729777336,-0.346224367619,0.00312499143183,-0.0522969216108,0.0946440845728,0.475700229406,-0.17538574338,-0.270240217447,-0.284027338028,-0.15132419765,0.0101080983877,0.374305069447,-0.371318846941,0.823400139809,0.289649099112,0.392749965191,0.404146522284,-0.797586143017,-0.0640025138855,0.318861633539,-0.0201895907521,0.0926825255156,0.0451784729958,-0.5987200737,0.374259412289,0.667334318161,0.56326597929,-0.0403706990182,0.967638254166,-0.0509807169437,-0.903552532196,-0.327698916197,-0.201199993491,-0.752099990845,-1.93709993362,-1.1739000082,0.581221699715,1.04215633869,-0.0955330953002,0.246581599116,-0.37573570013,0.694030702114,-0.686379730701,-0.497322797775,-0.803017914295,-0.872730195522,0.330288171768,-0.41160145402,0.705255627632,1.01969027519,0.218662336469,-0.118749417365
6657,1.62027740479,0.806674003601,0.184649989009,-1.55865001678,-0.24503326416,0.100432649255,0.831787586212,0.407046943903,0.773477435112,-1.34780943394,1.88966405392,-0.724733114243,-0.732209324837,-0.552876055241,0.292945057154,0.171988666058,0.820111691952,-0.517046511173,0.221718683839,-0.259679317474,0.117850005627,-0.427300006151,0.631274700165,0.646675169468,0.674257040024,-0.737020492554,1.25007212162,1.03998184204,-0.210230976343,0.317167907953,0.0986308604479,-1.09359514713,-0.24972499907,-0.844124138355,1.66827118397,2.73685193062,2.90657329559,1.83766889572,0.606869935989,-0.4481793046,-0.711399972439,-0.077848315239,0.647718906403,-0.556133389473,-1.48630559444,-0.4945499897,0.635273337364,1.02941644192,-0.418660849333,-0.627485990524,0.292869925499,0.667692303658,0.988960027695,0.885930776596,-0.409549415112,-0.8765437603,-0.819310188293,-0.825938642025,0.534752964973,0.556686043739,0.720535695553,0.0238059610128,1.32244992256,0.346100002527,0.253250002861,0.0474500060081,0.254585653543,-0.236645817757,-0.870512783527,0.816316723824,0.523567438126,0.236207619309,0.099325440824,0.19324451685,1.52630162239,1.03874099255,1.9091231823,2.02716112137,0.842072725296,0.668919146061,1.62229633331,0.556053042412
