rid,CPC001_HA1E_6H:BRD-K06426971-001-01-9:10,CPC001_HCC515_6H:BRD-K06426971-001-01-9:10,CPC001_PC3_6H:BRD-K06426971-001-01-9:10,CPC001_PC3_24H:BRD-K06426971-001-01-9:10,CPC001_VCAP_6H:BRD-K06426971-001-01-9:10,CPC001_VCAP_24H:BRD-K06426971-001-01-9:10,CPC017_A375_6H:BRD-K06426971-001-01-9:10,CPC017_A549_6H:BRD-K06426971-001-01-9:10,CPC017_A549_24H:BRD-K06426971-001-01-9:10,CPC017_ASC_24H:BRD-K06426971-001-01-9:10,CPC017_HEPG2_6H:BRD-K06426971-001-01-9:10,CPC017_HT29_6H:BRD-K06426971-001-01-9:10,CPC017_MCF7_6H:BRD-K06426971-001-01-9:10,CPC017_NPC_24H:BRD-K06426971-001-01-9:10,CPC017_PHH_24H:BRD-K06426971-001-01-9:10,CPC017_SKB_24H:BRD-K06426971-001-01-9:10,CVD001_HEPG2_6H:BRD-K06426971-001-01-9:10,CVD001_HEPG2_6H:BRD-K06426971-001-01-9:2.5,CVD001_HEPG2_24H:BRD-K06426971-001-01-9:2.5,CVD001_HUH7_6H:BRD-K06426971-001-01-9:10,CVD001_HUH7_6H:BRD-K06426971-001-01-9:2.5,CVD001_HUH7_24H:BRD-K06426971-001-01-9:2.5,CVD001_PHH_6H:BRD-K06426971-001-01-9:10,CVD001_PHH_6H:BRD-K06426971-001-01-9:2.5,CVD001_PHH_24H:BRD-K06426971-001-01-9:10,CVD001_PHH_24H:BRD-K06426971-001-01-9:2.5
5720,-3.41286945343,-1.27230000496,0.871421694756,1.33924305439,-0.535448849201,-3.38485002518,0.149044603109,1.330524683,-10.0,0.168859407306,-0.372700035572,0.0430836752057,-0.426309973001,-1.14514994621,1.71066510677,-0.253049969673,-0.0629583895206,-0.291619509459,-2.81827950478,0.804409861565,0.796254277229,-1.07015001774,-1.13168978691,-1.93460094929,-6.59248924255,-1.34666800499
466,-0.833206415176,-0.963599979877,-1.03736388683,-3.91674900055,-1.79706418514,0.95064997673,0.416401147842,-4.92675018311,-1.40960001945,-1.84513175488,-2.06029987335,-0.363769650459,-1.68910121918,-2.55329990387,0.634259521961,-0.490399986506,-4.17209911346,-1.61578667164,-3.08384132385,-2.27690219879,-1.57652592659,-1.51004993916,-1.29426193237,-0.302445411682,-0.228120476007,-0.0801415741444
6009,-1.3497556448,-1.30955004692,0.0135400891304,-1.01673519611,0.0272621810436,-0.727750003338,0.338875442743,-2.88522744179,2.34159994125,-0.0722612440586,-0.533249974251,-0.0204804763198,-0.0768499970436,-3.61540007591,-1.35508573055,0.753350019455,-1.82197594643,-1.14130735397,1.52763044834,-1.21807551384,-0.217258527875,0.927600026131,-0.512631595135,-0.523327887058,1.22743582726,0.0646823346615
2309,-2.48927402496,2.32135009766,2.06614875793,-2.83237123489,-0.198642373085,-0.194999992847,1.21405541897,-3.77767801285,9.20359992981,1.22136378288,-2.39234995842,3.89702868462,-0.499172151089,0.328700006008,-0.474644899368,0.846550047398,-3.09562182426,-0.992070615292,0.939319908619,-5.19581794739,-3.23563194275,3.7881000042,0.555520296097,1.40694189072,2.06627488136,0.918491244316
387,0.696588873863,-0.420449972153,0.0618484169245,-0.601502239704,-0.742442011833,-2.16044998169,-0.151811510324,-0.00799882411957,-9.994099617,-0.0380029194057,-0.568899989128,-0.326251387596,-2.80900883675,-5.6984000206,0.00586287677288,1.96460008621,-0.904031634331,-1.16248071194,-1.48133838177,1.01446259022,1.05644094944,-1.10234999657,-0.87782227993,-0.905851483345,0.123129621148,-0.139874726534
3553,1.13763594627,2.1601998806,0.130632445216,0.844538390636,0.594619989395,0.471099972725,-0.08293440938,1.22269594669,2.83550000191,1.49803066254,0.655149996281,-0.471691697836,1.94548773766,6.81459999084,0.897013545036,-0.240499988198,0.514235258102,1.2962770462,5.44034004211,1.78433227539,2.12755799294,4.21609973907,0.657801449299,1.03588914871,-0.727012872696,-0.467369318008
427,0.307562828064,-0.541400015354,-0.314850330353,0.0230087973177,0.615650951862,0.378449976444,0.712226867676,-0.391478955746,-0.346399992704,-1.80103850365,-0.0314999818802,0.567150771618,2.2646522522,0.461450010538,0.0324019193649,0.730899989605,-0.6725076437,-0.462589144707,-3.77821969986,-0.950318574905,-0.77272182703,-0.244100004435,-1.00847327709,-0.383355647326,-0.936084091663,-0.297481119633
5898,0.958208084106,1.15285003185,1.29133009911,4.91023778915,-0.117479577661,1.34699988365,-0.826329946518,1.20353996754,-0.596099972725,-1.708989501,-0.344049990177,1.94588077068,-0.978738546371,1.84089994431,-1.41409218311,-0.74270004034,0.0593674369156,0.138976708055,0.635941207409,2.57799530029,2.38536882401,2.20965003967,0.0728166401386,0.614025354385,3.91144251823,-1.76565337181
23365,-0.673750698566,-1.81284999847,-0.933733105659,-0.850646436214,-0.215024679899,-2.63770008087,0.0419865399599,-0.559525370598,0.0,-0.420711576939,-1.14409995079,0.133399859071,-1.64336979389,-0.341199994087,0.918365955353,-1.21414995193,-2.76715421677,-1.52339434624,-2.41322040558,-1.93245518208,0.242639377713,-2.03385019302,-0.687586188316,-0.218460023403,-0.300272941589,0.175372108817
6657,1.60075998306,-1.60555005074,0.891110897064,4.68097496033,1.04044795036,0.52270001173,0.469711512327,0.717373490334,6.16130018234,1.52514588833,-0.0487499982119,0.31792640686,2.44068241119,-7.23159980774,1.12812757492,0.285449981689,2.9545083046,0.556530356407,3.58511614799,2.07381725311,2.00786709785,4.77960014343,0.837075948715,0.574964284897,0.0061599612236,-0.245001733303
5054,-0.233962446451,-0.197349995375,2.17884111404,4.1409034729,-0.149148613214,0.386150032282,0.73955821991,0.55437618494,-1.0476000309,-3.05529737473,0.447050005198,4.08914756775,0.529115319252,5.7500500679,-0.629380524158,0.678949952126,0.0693060383201,0.337418168783,0.994365692139,1.19082915783,0.946919560432,1.40779995918,1.16277265549,0.796898603439,2.80163741112,-0.111762464046
