rid,DOS025_VCAP_6H:BRD-K66577472-001-01-0:5,DOS025_VCAP_24H:BRD-K66577472-001-01-0:5,DOS047_A375_24H:BRD-K66577472-001-01-0:5,DOS047_A549_24H:BRD-K66577472-001-01-0:5,DOS047_HT29_24H:BRD-K66577472-001-01-0:5,DOS047_MCF7_24H:BRD-K66577472-001-01-0:5,DOS047_PC3_24H:BRD-K66577472-001-01-0:5,MUC.CP003_MCF7_6H:BRD-K66577472-001-01-0:10.0037,MUC.CP003_MCF7_6H:BRD-K66577472-001-01-0:3.3346,MUC.CP003_MCF7_6H:BRD-K66577472-001-01-0:1.1115,MUC.CP003_MCF7_6H:BRD-K66577472-001-01-0:0.3705,MUC.CP003_MCF7_24H:BRD-K66577472-001-01-0:10.0037,MUC.CP003_MCF7_24H:BRD-K66577472-001-01-0:3.3346,MUC.CP003_MCF7_24H:BRD-K66577472-001-01-0:0.3705,MUC.CP003_MCF7_24H:BRD-K66577472-001-01-0:1.1115,MUC.CP003_NKDBA_24H:BRD-K66577472-001-01-0:10.0037,MUC.CP003_NKDBA_24H:BRD-K66577472-001-01-0:3.3346,MUC.CP003_NKDBA_24H:BRD-K66577472-001-01-0:1.1115,MUC.CP003_NKDBA_24H:BRD-K66577472-001-01-0:0.3705
5720,0.343363434076,1.19576251507,-0.380766659975,0.824001908302,0.800774693489,-0.894100308418,-1.12336659431,0.350154399872,0.741175413132,1.48976194859,0.317574411631,1.16350781918,0.758550167084,-0.423262149096,4.6140499115,2.40779995918,1.73360002041,5.08654975891,0.624499976635
466,0.466530442238,1.08119797707,0.938466727734,-0.187361449003,0.416331768036,-1.01759457588,-1.38386678696,-0.902406394482,0.742392897606,-0.250147104263,0.457136869431,0.46500146389,-0.95415854454,1.04329824448,-2.49930000305,-0.201250001788,-0.935199975967,-0.29825001955,0.380649983883
6009,-0.571376502514,0.645106434822,-0.114733338356,0.318804740906,-0.124726161361,0.305202752352,-0.528100013733,-0.426262795925,0.384051769972,1.19477319717,0.582480967045,0.595561385155,-2.17902755737,-0.18761664629,-1.53425002098,0.81500005722,0.0,-0.538949966431,0.431350022554
2309,-0.416926622391,-1.85468363762,-0.0261333137751,-0.354345589876,-0.187618523836,-1.35289752483,-0.904166698456,-0.560160577297,0.284926652908,-0.346133112907,-0.0517865568399,0.461595743895,0.132250994444,-0.279618144035,-0.764400005341,0.773299992085,-0.22499999404,-0.24074998498,-0.201849997044
387,0.486195206642,-0.112691417336,-0.0673999935389,-0.577216148376,0.694011032581,-0.686979115009,-0.0661999881268,-0.63989084959,0.0388610363007,0.885454535484,0.0622041001916,0.765901982784,-0.501703202724,1.03016960621,0.800549983978,1.37265002728,0.116099998355,-1.39849996567,0.300999999046
3553,-0.844049990177,0.960152029991,1.42483341694,1.92997670174,-0.307212769985,1.59823036194,-0.752933382988,2.33894658089,-0.343858897686,-0.959929943085,-0.86993008852,-1.38633418083,1.77225041389,-0.963572382927,-0.0746499896049,-1.42470002174,0.068400003016,-0.00859999656677,-1.05285000801
427,-0.607131481171,-0.365822464228,0.287466704845,-0.737142086029,-0.496886909008,0.371567666531,0.406100034714,0.906996369362,0.413995534182,0.188892543316,0.513340830803,-0.0394459366798,0.922030925751,0.728097438812,0.730499982834,-0.486699998379,-1.70980000496,-1.45844995975,-0.299300014973
5898,1.48384618759,1.21671712399,0.208633333445,-0.180414438248,-0.225093618035,-0.642561912537,-0.253133356571,-0.798271358013,-0.289032012224,-0.863201320171,-1.37211298943,0.27814167738,-0.414624482393,0.032278418541,-0.933350026608,0.47499999404,-0.307000011206,0.190549984574,-0.318800002337
23365,-1.68424940109,-1.72938489914,-0.0155666470528,-0.624074697495,-0.223213285208,0.969644904137,0.453666657209,0.318089753389,-0.0682199299335,0.526335895061,-0.324685871601,0.715480983257,0.304511666298,0.163361564279,1.14869999886,1.27660000324,1.79869997501,1.70319998264,1.23734998703
6657,-0.570689976215,1.01731908321,0.308300018311,0.404558211565,-1.2642416954,0.425998628139,0.66010004282,0.22822329402,-0.728375852108,-0.671556055546,-0.492294281721,-1.31605875492,1.41150355339,-1.14074265957,0.368849992752,-1.33259999752,-0.0860999971628,1.87765002251,-0.830399990082
5054,0.123670861125,0.0805126428604,-0.618000030518,-0.460450530052,-1.58828043938,0.30084913969,-0.0965999960899,1.03154277802,-0.328583359718,-1.21447813511,0.143874019384,-1.18281292915,1.3246717453,-0.911976933479,-1.71830010414,0.0627000033855,-1.58920001984,-1.83955001831,-0.354550004005
3108,1.22202122211,0.0587290972471,0.469900012016,-1.04705703259,-0.0178935527802,-0.790321946144,-0.390400022268,2.00705909729,0.792872786522,1.14474570751,0.609100937843,0.19246993959,0.909798622131,0.107835710049,-0.405950009823,0.540449976921,0.435400009155,3.17750000954,-0.469550013542
1950,0.128233790398,0.465571761131,0.36360001564,2.17869782448,-0.295358449221,0.92415201664,-1.49333333969,0.612801909447,0.0802073925734,-0.92946690321,1.25736677647,-1.33254170418,1.70956599712,-0.912939012051,-0.453150004148,-0.941900014877,-0.2867000103,2.08115005493,-0.190200030804
351,-0.792097568512,-0.99508035183,-0.142199993134,0.302653551102,-0.515525281429,0.0750606358051,-0.385133326054,-0.0643525421619,-1.30214047432,-4.08467388153,0.122442245483,-1.35473155975,-0.268239796162,-0.74716770649,-0.0827999711037,-0.971499979496,-3.77780008316,-3.12194991112,-0.196950018406
4846,0.0995573922992,0.186115652323,-0.204766690731,0.63999080658,0.249483034015,-0.0936120003462,-0.286533355713,-0.24217864871,-0.506021797657,0.463357686996,-0.48051661253,-1.19075858593,-0.254590272903,0.238893508911,-0.75720000267,-0.878199994564,2.93619990349,0.401150017977,-0.62650001049
1452,-0.76184207201,-0.0537841841578,-0.295533299446,-0.0912779644132,0.22658829391,-2.55167913437,-0.186633333564,0.579811871052,0.835871219635,0.919363081455,-1.9428756237,-0.303227633238,-0.569028675556,-2.82661151886,-3.17300009727,0.520349979401,-0.36210000515,-0.873549997807,0.353549987078
4776,-0.801653444767,1.26309227943,1.72136664391,2.49993371964,-0.672724604607,1.86814904213,0.0225333422422,1.44957375526,0.0478218570352,-0.744005322456,-0.374024271965,-1.60423755646,1.4170113802,-0.965341806412,4.30214977264,-1.75115001202,-0.0813999995589,0.529299974442,-1.14180004597
6908,0.896660685539,-0.611507713795,-0.923799991608,-0.744875490665,0.308207273483,-0.485399365425,0.595833420753,-0.534214138985,-0.0108829215169,1.23755526543,0.208951681852,0.476777970791,-2.64512491226,0.993673205376,-1.2813000679,0.192500010133,0.16249999404,-2.11719989777,1.21864998341
672,-0.0160323828459,-0.608532786369,0.762066662312,0.13682949543,-0.942077517509,0.0671837255359,-0.968133330345,-0.547047436237,0.752149045467,0.175620496273,0.4625402987,-0.147371828556,0.0862987041473,0.276067197323,-1.25010001659,0.191699996591,-0.128199994564,0.632899999619,1.51259994507
