rid,DOS027_VCAP_6H:BRD-K97103850-001-01-0:5.02,DOS027_VCAP_24H:BRD-K97103850-001-01-0:5.02,DOS051_A549_24H:BRD-K97103850-001-01-0:5.02,DOS051_HT29_24H:BRD-K97103850-001-01-0:5.02,DOS051_MCF7_24H:BRD-K97103850-001-01-0:5.02,DOS051_PC3_24H:BRD-K97103850-001-01-0:5.02,DOSBIO002_A375_24H:BRD-K97103850:10.049,DOSBIO002_A549_24H:BRD-K97103850:10.049,DOSBIO002_HT29_24H:BRD-K97103850:10.049,DOSBIO002_PC3_24H:BRD-K97103850:10.049,DOSBIO002_MCF7_24H:BRD-K97103850:10.049,DOSBIO002_NEU_24H:BRD-K97103850:10.049,DOSBIO002_NPC_24H:BRD-K97103850:10.049
5720,-1.10755002499,-1.77499294281,-3.09870004654,-2.80400013924,-0.0456000007689,-0.787400007248,-0.147454455495,-0.0691462010145,1.21226704121,0.810355067253,-1.62256002426,1.44299995899,1.00075852871
466,-0.133899986744,-0.363049477339,0.16424998641,-0.673300027847,-1.21399998665,-0.329050004482,-0.362157762051,0.656378805637,-1.55843162537,0.464486539364,-0.0448943376541,0.0257500000298,0.610871255398
6009,-0.277799993753,-0.174282327294,-0.330950021744,1.21195006371,1.77699995041,0.151900008321,0.72646343708,-0.563101947308,0.574183404446,1.60474133492,1.11313092709,-0.304049998522,0.032335370779
2309,-0.187950000167,0.349149107933,-0.394050002098,-0.22310000658,0.834399998188,-0.0868500098586,3.99562096596,-0.117298223078,0.0868740081787,1.03791356087,0.226032227278,0.43465000391,-0.840499520302
387,0.892850041389,0.429968893528,0.200500011444,1.59999990463,1.25969994068,-0.182850003242,0.825223207474,0.16127255559,0.55935716629,0.491585433483,2.03315663338,-0.199450001121,-0.920810580254
3553,0.0638000071049,-0.630540370941,-1.25014996529,-0.402099996805,-0.404799997807,0.0278000086546,0.205902248621,0.0733821392059,-0.880366146564,-0.0166475176811,-0.236445128918,0.352300018072,0.490794718266
427,0.501100003719,-0.11276281625,-0.245399996638,-0.756900012493,1.51830005646,-1.58209991455,-0.298310816288,0.195374205709,-0.0302028059959,-0.515697062016,-0.877134084702,0.280499994755,-0.0803305953741
5898,-0.268150031567,-1.24672651291,1.11559998989,-0.848250031471,0.170499995351,-1.64245009422,0.424046874046,0.0662519410253,-0.68837928772,0.887955904007,0.476619064808,-0.00914999842644,0.340037196875
23365,-0.382450014353,-1.06098484993,-0.590200006962,-0.736899971962,1.94410002232,0.155099987984,0.381196409464,0.0343665033579,-0.642017841339,-0.579598844051,1.40183949471,-0.138799995184,-0.670357704163
6657,0.801099956036,1.07920110226,-0.350900024176,0.769999980927,-0.113300003111,0.495999991894,0.792129874229,0.169787749648,-0.247048527002,-0.363500863314,-0.681123733521,-0.382749974728,-0.846186220646
5054,-0.164600014687,0.505018889904,0.205750048161,-0.0452000498772,-0.248500004411,-0.254400014877,-0.700143277645,0.90497225523,-0.492079496384,-0.381121575832,0.234422937036,-0.449500024319,-0.686962604523
3108,0.405200004578,-1.10320997238,0.831149995327,1.17535007,0.611500024796,0.591450035572,-0.742270052433,-0.566249489784,-0.531545937061,-0.0281077176332,1.25646877289,0.871850013733,1.04815220833
1950,-0.858549952507,0.266375184059,-0.982799947262,-0.118699997663,-0.763499975204,-0.16155000031,0.330281347036,0.791594147682,-0.202325642109,-1.40662741661,-0.529074013233,-0.228500008583,-0.377305835485
351,0.638450026512,-0.0764814466238,0.0,1.25835001469,-0.753799974918,-0.069000005722,-0.639376461506,0.458859324455,0.33672273159,-1.00770306587,-1.58967494965,0.715600013733,-0.159307152033
4846,0.0702499970794,-0.47892665863,-0.294299989939,-0.653299987316,-0.937799990177,-0.215299993753,-0.309282749891,-1.23235440254,0.841723561287,-0.338998675346,0.638089358807,0.587249994278,1.0497893095
