rid,CPC008_A375_6H:BRD-K44978960-019-01-8:10,CPC008_A375_24H:BRD-K44978960-019-01-8:10,CPC008_A549_6H:BRD-K44978960-019-01-8:10,CPC008_HCC515_6H:BRD-K44978960-019-01-8:10,CPC008_HEPG2_6H:BRD-K44978960-019-01-8:10,CPC008_HT29_6H:BRD-K44978960-019-01-8:10,CPC008_MCF7_6H:BRD-K44978960-019-01-8:10,CPC008_MCF7_24H:BRD-K44978960-019-01-8:10,CPC008_PC3_6H:BRD-K44978960-019-01-8:10,CPC008_PC3_24H:BRD-K44978960-019-01-8:10,CPC008_VCAP_6H:BRD-K44978960-019-01-8:10,CPC008_VCAP_24H:BRD-K44978960-019-01-8:10,CPC010_A375_6H:BRD-K44978960-001-06-5:10,CPC010_A549_6H:BRD-K44978960-001-06-5:10,CPC010_A549_24H:BRD-K44978960-001-06-5:10,CPC010_HA1E_6H:BRD-K44978960-001-06-5:10,CPC010_HCC515_6H:BRD-K44978960-001-06-5:10,CPC010_HEPG2_6H:BRD-K44978960-001-06-5:10,CPC010_HT29_6H:BRD-K44978960-001-06-5:10,CPC010_MCF7_6H:BRD-K44978960-001-06-5:10,CPC010_MCF7_24H:BRD-K44978960-001-06-5:10,CPC010_PC3_6H:BRD-K44978960-001-06-5:10,CPC010_PC3_24H:BRD-K44978960-001-06-5:10,CPC010_VCAP_6H:BRD-K44978960-001-06-5:10,CPC010_VCAP_24H:BRD-K44978960-001-06-5:10
5720,-1.41166460514,-2.75430011749,-1.80855000019,-0.775080680847,-1.02231860161,-0.267435997725,-1.39899075031,-1.10629999638,-0.596928298473,-0.0014955252409,-0.759393513203,-1.12481117249,0.679132938385,0.85229998827,0.684049963951,0.266070097685,0.66707187891,-0.312416285276,-1.42811262608,0.209204360843,0.377752631903,-0.0285926945508,-1.14585852623,-0.826064407825,0.220248371363
466,0.347429454327,-3.68429994583,-0.540149986744,-1.52611398697,-0.353045731783,0.568722724915,1.77644050121,-0.545149981976,-0.0532345473766,-0.51225233078,-0.471095651388,0.424295455217,0.732935070992,-0.765049993992,0.273649990559,-1.41314268112,0.441759198904,-0.0559593364596,0.266259998083,-0.0264611840248,-0.47338193655,0.561739325523,0.14356854558,-0.955912947655,0.323809802532
6009,-0.968219518661,-1.77880001068,0.808650016785,-0.819192647934,-0.175583183765,-0.0177968591452,0.331606298685,0.448599994183,-0.102015972137,0.141610532999,1.12530326843,-0.491082280874,0.418557912111,0.334450006485,0.703549981117,-1.07861125469,-0.0168939381838,-1.12353205681,-0.296645224094,-0.479410856962,-0.306270748377,-0.0616094917059,-0.171606048942,-0.433580458164,0.162145644426
2309,0.0812574252486,-0.929250001907,-0.112950026989,-0.457756280899,-2.19999051094,0.271849423647,1.71117246151,0.542349994183,0.554939448833,0.928729116917,0.676469445229,-0.105224870145,-0.119616299868,0.155099987984,0.56375002861,-0.978103101254,0.326358020306,0.880091071129,-0.104226075113,-0.110566787422,0.589563846588,-1.08569741249,-0.38084590435,-0.867579817772,-0.274604707956
387,0.495640397072,-0.807900071144,1.29820001125,-0.768680691719,-0.236636310816,0.405092090368,2.87742161751,-0.661650002003,-0.0944151729345,0.197379887104,1.3323982954,0.232126355171,-0.142103642225,0.195449978113,0.34224998951,0.157012879848,0.6319860816,-0.0467720031738,-0.0522503852844,0.0953446030617,-3.0146586895,-0.173044875264,-1.16196727753,-0.348232209682,-0.320038944483
3553,-0.397140800953,4.81529998779,0.476099997759,1.20577549934,-0.642574191093,-0.921059548855,1.78169512749,-0.15340000391,0.264564335346,0.343684673309,-1.09441161156,-0.629344582558,-0.619699060917,0.760949969292,-0.405349999666,1.2424877882,-0.233347058296,-0.171123385429,1.34744977951,0.51299571991,0.59728205204,-0.494056165218,-0.629110813141,1.21794986725,0.666056275368
427,-0.259947240353,0.460799992085,-1.56760001183,-0.0961445346475,0.357679754496,0.13030487299,1.56341397762,-0.272799998522,0.0552521385252,-0.590010881424,0.0469786599278,-1.06437385082,-0.545104265213,-0.461199998856,-0.742249965668,-1.2010242939,0.549245834351,0.349602967501,0.515158295631,-0.253304809332,0.0213872939348,-0.179495811462,0.542649388313,-0.575104951859,0.0655422657728
5898,-2.83876180649,-2.84754991531,-2.0693500042,-1.47420179844,-1.30737400055,-1.41058719158,0.759088635445,-1.49550008774,-0.775204718113,-0.899824380875,-1.40530121326,-1.00439882278,-0.398081690073,-1.80725002289,0.218050003052,-0.992174267769,-0.64944678545,-0.235381960869,0.107034951448,-0.0697585791349,-1.02173161507,-0.271392852068,0.0119192004204,0.280999094248,0.770515561104
23365,0.348821341991,-0.569149971008,1.11790001392,1.35873806477,0.42551830411,-0.0225335508585,3.74184036255,0.728649973869,0.618518173695,0.116125538945,-0.868496716022,0.457773119211,0.391918122768,0.166200011969,0.512049973011,-1.42728114128,-0.00531435757875,0.179133057594,0.911327183247,-0.37953171134,0.0302351713181,-0.620280444622,-0.288273632526,-0.0131836012006,-0.713295638561
6657,-0.691367149353,4.85739994049,-0.190400004387,2.14159107208,0.694637537003,-0.494759231806,2.37144327164,-0.659399986267,0.898532807827,-0.565762639046,-0.891394019127,-0.0541613101959,0.552912831306,-0.33394998312,-0.743950009346,0.982575297356,0.325605303049,-0.246139988303,0.956860303879,-0.292042791843,0.717786729336,-0.306697756052,1.54450726509,0.933382987976,0.362327694893
5054,-2.2523317337,0.64359998703,-2.22370004654,-1.21018648148,2.76040172577,-0.666929781437,2.35326933861,-0.131750002503,-0.571107804775,-1.48834657669,-0.171603038907,-0.183245867491,0.170089408755,0.576499998569,0.108099997044,-0.516497612,-0.271879732609,0.684107065201,1.42097306252,1.00313079357,-0.121978342533,0.113621465862,0.170297637582,1.03516244888,-0.0583884119987
3108,0.659254431725,-1.1698499918,0.846249938011,0.882464051247,1.39516460896,0.60410296917,-1.32183420658,1.2472499609,0.361420631409,1.16363716125,-0.152636736631,-0.287543833256,-0.225717321038,-0.30269998312,0.0664499998093,0.149441495538,0.945599913597,-0.0261490345001,1.41242301464,-0.941674232483,-0.806814432144,-0.48784545064,0.73028844595,-0.580634713173,-0.0540748536587
1950,0.0243142172694,4.13810014725,-0.170900017023,1.17394137383,3.29587650299,-0.435334682465,-1.7676128149,-0.591600000858,0.558631062508,-0.301232129335,-0.336747467518,0.922160983086,-0.223773390055,0.806699991226,-0.5882999897,-1.11986625195,-0.124279215932,0.843694210052,1.26688826084,-0.544414103031,-0.339466542006,0.505415976048,0.999195814133,0.491457700729,-0.171768859029
