rid,DOS025_VCAP_6H:BRD-K75693278-001-01-0:4.77,DOS025_VCAP_24H:BRD-K75693278-001-01-0:4.77,DOS047_A375_24H:BRD-K75693278-001-01-0:4.77,DOS047_A549_24H:BRD-K75693278-001-01-0:4.77,DOS047_HT29_24H:BRD-K75693278-001-01-0:4.77,DOS047_MCF7_24H:BRD-K75693278-001-01-0:4.77,DOS047_PC3_24H:BRD-K75693278-001-01-0:4.77,MUC.CP002_MCF7_6H:BRD-K75693278-001-01-0:9.5486,MUC.CP002_MCF7_6H:BRD-K75693278-001-01-0:3.1829,MUC.CP002_MCF7_6H:BRD-K75693278-001-01-0:1.061,MUC.CP002_MCF7_6H:BRD-K75693278-001-01-0:0.3537,MUC.CP002_MCF7_24H:BRD-K75693278-001-01-0:3.1829,MUC.CP002_MCF7_24H:BRD-K75693278-001-01-0:0.3537,MUC.CP002_MCF7_24H:BRD-K75693278-001-01-0:9.5486,MUC.CP002_MCF7_24H:BRD-K75693278-001-01-0:1.061,MUC.CP002_NKDBA_24H:BRD-K75693278-001-01-0:9.5486,MUC.CP002_NKDBA_24H:BRD-K75693278-001-01-0:3.1829,MUC.CP002_NKDBA_24H:BRD-K75693278-001-01-0:1.061,MUC.CP002_NKDBA_24H:BRD-K75693278-001-01-0:0.3537
4776,0.846765339375,0.161499202251,0.444849997759,3.51348876953,1.10376858711,1.09201288223,0.543557465076,1.90894174576,0.927837133408,0.565233290195,1.06753945351,0.742650032043,0.16060000658,1.69360005856,0.950100004673,0.637254178524,0.0383001193404,0.815791606903,-0.408255159855
6908,-0.117555424571,-0.129756331444,1.46604990959,-1.10415172577,-0.499592781067,-0.787797093391,0.563173294067,0.0672728419304,0.920922756195,-0.462466716766,0.842575550079,-0.199450001121,-0.21930000186,-1.47850000858,0.0557000003755,0.0167822167277,-0.00184379331768,-0.334698915482,0.623342454433
672,-2.36897373199,-0.602814137936,0.566200017929,-1.6216044426,0.135097205639,0.695331811905,-0.246460616589,-0.880233108997,-2.3555366993,-0.233466625214,-1.76802885532,-1.20214998722,-0.648850023746,-0.581700026989,-0.975600004196,-0.249842852354,-0.628419518471,-1.05134737492,-0.66806435585
5710,-0.22138465941,0.0615465193987,-0.0866000056267,0.662675380707,1.01807868481,-0.159968778491,-0.209804356098,-0.802721202374,0.985272705555,-0.883433401585,0.378320336342,0.0798500031233,0.653050005436,-4.11829996109,-0.322299987078,-0.774629354477,-0.286341458559,-1.23061347008,-0.348888337612
2115,0.844687461853,0.0505898147821,0.466800004244,-0.440497636795,-0.0219955220819,0.904500722885,0.0556673854589,0.782276034355,0.266024619341,1.00226664543,0.554838955402,2.41810011864,0.146250009537,0.547599971294,-0.214599996805,0.385294049978,1.5008212328,0.417311221361,-0.693192601204
7015,0.199781388044,0.0998317301273,0.287999987602,2.02198243141,0.158864989877,0.857463777065,0.905303359032,2.36235427856,1.15466749668,1.33736670017,1.80799460411,0.300400018692,0.635949969292,2.29859995842,1.20210003853,-0.370357185602,0.693221092224,0.419588267803,-0.563621163368
8726,0.277400612831,0.252245664597,-0.15260002017,-0.195696383715,0.416259229183,-0.82724404335,0.0513680130243,0.0544992759824,-1.54089593887,1.45219993591,-0.79286813736,-1.56805002689,-1.20759999752,-0.708999991417,-1.11179995537,0.106206566095,0.46511760354,0.118362605572,-0.392903149128
2185,-0.0283478535712,-0.43356603384,0.646350026131,1.70683765411,0.868294239044,1.2588891983,0.6206792593,2.50795173645,0.455627560616,1.1794667244,0.970690250397,0.468100011349,0.1053000018,1.54449999332,1.05770003796,0.697143554688,0.856746315956,1.29506576061,-0.613789081573
3315,1.8670501709,0.612586736679,-0.344850003719,-0.283433049917,0.758982896805,-0.310648083687,-0.630230307579,-0.990347325802,-0.13572897017,-0.0907999947667,-0.423381268978,0.70659995079,0.337449997663,-4.18800020218,-1.08630001545,-0.239683419466,-0.0978176593781,-1.06354212761,0.518156170845
5289,-0.341488361359,-0.382712364197,0.0499499998987,1.13975715637,-0.122328907251,-0.319230884314,0.880425393581,1.76236343384,0.417460292578,0.535166621208,-0.104092761874,0.00329999625683,-0.108649998903,-0.575500011444,-0.275400012732,-0.0788749977946,0.65971750021,1.16501009464,-0.371078073978
868,0.092377692461,0.108888693154,0.219249993563,0.476017355919,0.58379650116,0.252754449844,0.280504643917,1.8487842083,2.5426003933,0.834200024605,1.43923640251,0.582899987698,-0.500899970531,-0.143000006676,0.206300005317,0.458480656147,0.0808649882674,-0.430110305548,-0.20085299015
1677,1.55360329151,-0.344853103161,0.239349991083,0.590856134892,-0.730749487877,0.53826802969,0.90243935585,1.57248580456,0.255070984364,1.35160017014,0.0921718478203,0.500849962234,0.0740000084043,0.712000012398,0.512700021267,1.37539219856,0.849718511105,0.7695748806,-0.745427012444
7043,0.0585782490671,0.120343029499,0.00215005874634,1.43751168251,1.09762382507,0.283819019794,0.412878572941,1.65815067291,0.983792603016,-0.611799955368,0.446995079517,0.836650013924,0.241149991751,-0.266999989748,-0.613200008869,1.07796931267,0.781227231026,0.415591061115,-0.812609910965
5613,-0.220260903239,-0.426336973906,0.245350003242,-0.567122220993,-0.466589897871,1.46321415901,-0.141585946083,0.584674954414,0.941204667091,0.372533321381,0.346800297499,0.793950021267,0.597000002861,0.493099987507,-0.225999996066,0.655866205692,0.240156084299,0.65178912878,-0.773776292801
595,-0.550930738449,0.0789102390409,1.75515007973,-1.11913001537,-0.280190676451,-0.59707069397,0.566491782665,0.62444037199,-0.192525267601,-1.2418667078,-0.392812162638,0.750849962234,0.956500053406,-0.710500001907,-0.180800005794,-0.436367601156,0.00456349737942,-1.47887325287,0.288239896297
4793,-0.171826273203,1.22191286087,0.221050009131,-1.42012381554,0.111568614841,-1.2524522543,0.948363184929,1.47591626644,0.81415617466,0.170733347535,0.368180036545,1.13335001469,0.766350030899,5.07089996338,-0.314200013876,0.117317825556,-0.37477979064,-0.318856209517,0.952110469341
2736,0.670229434967,-0.212156265974,0.0808499976993,1.09492373466,0.597798466682,1.34678721428,-0.537338972092,3.93436574936,0.893989145756,0.945066690445,0.895870089531,0.449000000954,-0.0637000054121,0.720300018787,0.928799986839,0.144689187407,0.162105679512,1.76758515835,-0.379939556122
5290,0.182502478361,-0.711140573025,0.0749999880791,1.64991736412,1.51007068157,1.09540057182,0.902508199215,2.27898073196,0.231335148215,2.92603349686,1.28538203239,0.0898500010371,-0.20205001533,2.07669997215,0.900499999523,-0.651895821095,-1.05637693405,0.4567450881,0.50327038765
6194,0.709981024265,-0.0833726972342,0.0,-0.488576471806,0.143355056643,0.0115435840562,-0.188892811537,-2.22941994667,-0.826771497726,-0.570233345032,-1.30415201187,-1.14964997768,-2.3924498558,-10.0,-5.92140007019,-0.000672343652695,-0.856633961201,-0.000770190381445,0.000197917135665
1676,-1.57752799988,-0.598056077957,1.54425001144,0.84800350666,1.33963489532,1.49206852913,0.111961781979,1.577054739,0.956186592579,0.377300024033,0.280811280012,0.426950007677,0.0423000045121,1.20910000801,0.611500024796,0.667405128479,0.429717361927,0.639935612679,-1.1364262104
23512,0.318310499191,0.0489091053605,0.794650018215,0.239731952548,0.599471926689,-0.315532982349,-0.365909457207,-1.06311953068,0.000729754567146,-0.343200027943,-0.756840527058,0.359300017357,0.587450027466,-0.685400009155,-0.829900026321,1.00341975689,-0.257105767727,-0.015496166423,-0.375330597162
148022,-0.68158853054,0.723197340965,1.23839998245,0.636897683144,-0.131914511323,0.187715545297,-0.669604063034,0.492265254259,-0.200111269951,-2.24633336067,-0.46674990654,1.08334994316,0.283349990845,1.13900005817,-0.0211999993771,0.0172652304173,0.0340989381075,0.732240557671,-0.376300662756
1906,-0.239901140332,0.448022335768,0.906999945641,0.0847297683358,-0.868512153625,0.408602178097,-0.102065719664,1.22399437428,1.19955122471,0.111233323812,0.508008539677,0.715149998665,0.345899999142,0.855099976063,0.401199996471,0.42967441678,-0.529049754143,-0.29806599021,-0.602071940899
8878,-1.67180991173,-0.229365691543,0.45554998517,-0.635618150234,-0.658429026604,-0.467227220535,0.323192924261,-0.130759298801,0.513740301132,-1.30183339119,-2.13823628426,0.0968999937177,0.166100010276,-2.0243999958,-0.40189999342,-0.778976738453,-0.239632114768,-0.929341375828,-0.447806537151
3091,1.13972520828,-0.156038507819,0.10125002265,-0.0216912031174,0.260287165642,0.448467195034,-0.10194054991,-0.22598311305,0.00440621376038,0.766833305359,-0.369755983353,0.233000010252,-0.331650018692,-0.908900022507,-1.67139995098,-0.103494413197,-0.171495229006,-0.421582520008,-0.616993486881
5743,-0.094162106514,1.27876281738,0.156100004911,0.108838617802,0.0918150693178,0.998934745789,1.5684196949,1.42931807041,0.393415391445,3.83063364029,1.74850869179,1.46875,1.33209991455,5.37739992142,1.95350003242,0.829838275909,-1.02496600151,0.421524435282,0.366827964783
5321,0.556442558765,-0.198686733842,0.597400009632,-0.0651576519012,0.516681551933,-0.0556618273258,-0.0472750365734,1.59275388718,0.619122862816,-0.452366679907,0.265537410975,0.220450013876,0.00140000134706,0.972699999809,1.12660002708,0.112384438515,0.0122634358704,0.238731741905,-0.431710720062
4144,0.304106742144,-0.0614091083407,-0.195399999619,0.449749469757,-1.31120538712,-0.346010178328,-1.07885396481,-6.50526332855,-0.492183715105,-2.60666656494,-3.45908117294,1.18260002136,0.827499985695,0.24699999392,0.324999988079,-0.157572448254,0.112853854895,0.464692145586,-0.396588921547
1981,-1.37061357498,-1.32649052143,1.08990001678,0.764839708805,1.22660923004,0.119681537151,0.913609921932,-0.166519060731,0.330567240715,-0.086366713047,0.076368495822,1.30905008316,0.755599975586,2.50320005417,0.864199995995,0.832376539707,-0.0224198698997,4.69957637787,0.0219061970711
695,-2.07778382301,0.0147571861744,-1.24924993515,1.39053726196,-0.144384518266,0.125293076038,-1.15642762184,1.53874087334,1.29061043262,0.0810999274254,0.84069943428,0.504999995232,0.480949997902,0.608200013638,0.0676999986172,2.05267691612,-0.3417519629,-0.745657444,-0.59946167469
10398,0.261223524809,1.17868888378,0.689550042152,1.44119751453,0.149276003242,1.61713504791,-1.03671526909,1.07263207436,0.869843363762,0.135433346033,0.244275599718,0.385200023651,-0.151549994946,0.461299985647,0.0201999992132,-0.589480936527,0.0731188803911,-1.84538602829,0.878181695938
5708,-0.816142857075,-0.487267404795,0.719099998474,-0.619226574898,-0.95954144001,-0.760529398918,0.268189191818,-3.58387517929,2.25644731522,-0.592966675758,0.359557569027,1.50470006466,0.735099971294,-1.55200004578,0.173600003123,-0.47704321146,0.219791725278,0.1797221452,-0.281607925892
1213,0.403117537498,0.0106169525534,0.770550012589,-0.132263690233,0.587621450424,-0.156958773732,0.715402960777,0.118016213179,-0.853660583496,-3.64813351631,-0.643206477165,0.114300012589,0.35300001502,-3.43510007858,-0.847500026226,0.0647627711296,0.301538258791,-0.638653218746,0.246747374535
226,-0.447016537189,-0.398855686188,1.12884998322,0.167916178703,0.823815703392,-1.79621398449,-0.297287195921,-6.28279733658,0.485268980265,-3.48200011253,0.415371417999,0.413500010967,0.898299992085,-0.971499979496,-0.726800024509,-0.219040304422,0.0537155643106,-1.34735822678,0.320702254772
6777,1.37187790871,-0.880383372307,-0.0568000003695,0.290609002113,-0.224770545959,0.399794816971,0.657342076302,0.661140441895,0.173162400723,1.57660019398,0.0215867497027,3.87435007095,-0.658200025558,0.643400013447,0.828800022602,0.0994443446398,0.583730280399,0.755898594856,1.48616778851
2113,-0.419613838196,0.340624690056,0.215000003576,-2.02539300919,0.402195066214,0.955505847931,0.264800280333,0.901397585869,0.247457444668,1.33733344078,0.0246542543173,0.435499995947,-0.281400024891,-0.63330000639,0.134599998593,0.737860321999,0.686318278313,0.690655231476,-0.192541971803
3329,-1.03535091877,0.0388417467475,1.29559993744,-0.223037481308,-0.472457110882,-0.288700401783,0.0747032016516,1.15270376205,0.199706792831,0.177499949932,0.0686176866293,-1.02100002766,-0.0320000052452,-1.69780004025,-1.13639998436,0.258021295071,-0.199996635318,-0.134396791458,0.775822460651
1050,-1.33081686497,-0.92492467165,0.265599995852,0.181251853704,0.481411665678,0.002231746912,0.491394847631,-0.379198849201,1.4186424017,-0.937366724014,-0.0531692057848,0.596199989319,0.394500017166,-1.12290000916,0.861500024796,-0.876711130142,0.206974357367,-0.0179757773876,-0.0273011624813
9491,-0.536030769348,-0.247300922871,0.733150005341,1.61423826218,0.0451705083251,1.30860829353,0.414046496153,1.74046421051,0.929651200771,-0.0535333454609,-0.114269658923,0.482599973679,0.154299989343,1.04340004921,0.160899996758,0.154411002994,-0.769614994526,0.431018203497,-0.560467898846
22926,-2.23877978325,-0.554520964622,0.0957500040531,0.651296198368,-1.08551001549,-0.0448754578829,0.0656823217869,1.35596811771,0.50840395689,-0.545866727829,0.541879653931,0.686550021172,-0.19280000031,0.263999998569,0.512600004673,1.11317312717,-0.667553424835,-0.293282717466,0.211071848869
5899,0.162923425436,-0.241195365787,-0.3695499897,-1.63582026958,-0.222161382437,-0.758223712444,0.982730865479,1.85741531849,1.07904565334,0.311066627502,1.04508912563,-0.165399998426,-0.318099975586,-0.083599999547,-0.0566999986768,0.742453634739,-0.285411179066,0.505166471004,1.65935325623
5467,-1.42828369141,-0.352688521147,0.840800046921,1.27533948421,0.751005530357,0.0443174391985,1.06526744366,1.96618652344,0.311740815639,-0.1318333745,0.718701124191,0.688899993896,0.48164999485,0.303900003433,0.558200001717,0.442243605852,1.03853476048,-0.638345360756,-0.732267081738
6774,-0.338294386864,-1.43604195118,2.80590009689,-0.237726092339,0.541131913662,-0.343714475632,0.847974300385,0.133982226253,-0.795360565186,-0.338233321905,3.34438991547,-0.600199997425,3.14470005035,-0.524200022221,-1.17939996719,-0.258153110743,0.27600055933,-0.240134298801,-0.505414426327
1788,-0.282732158899,-0.186223685741,-0.245949998498,1.34597921371,0.454829007387,1.04300796986,0.844198524952,1.46417927742,-0.360933095217,1.45626676083,1.31676375866,0.431900024414,-0.123699992895,0.975499987602,0.773400008678,0.0774325430393,0.547473847866,0.889570891857,-0.31809425354
5921,0.593313038349,-0.509896039963,0.106299996376,0.520712018013,1.2837433815,-0.450493693352,0.876529753208,1.32416045666,0.0677599385381,-1.42073345184,4.27019023895,-0.842000007629,-0.38220000267,0.507300019264,1.3356000185,0.116095393896,0.655920028687,-0.806863725185,-0.593401551247
5721,0.198205962777,1.50381100178,-1.12680006027,-0.243945717812,0.192120879889,0.449416697025,-0.611351728439,-0.433739960194,-0.842960238457,0.471800029278,-0.109295092523,-0.702149987221,-0.456550002098,-0.898999989033,0.417499989271,-0.766421318054,-0.097095310688,-0.770712137222,0.865972697735
2263,-0.45245334506,-0.331220686436,-0.16550001502,0.891336321831,-0.488073319197,0.0184955596924,0.530271232128,0.857582211494,0.387813568115,0.795666635036,0.739451289177,0.31685000658,0.383049994707,1.69070005417,0.814400017262,0.434310227633,0.00915899127722,0.772561371326,-0.379622042179
808,0.987257421017,-0.0571028739214,0.752099990845,2.67288351059,1.32001519203,1.95036661625,-0.234301924706,1.67417287827,0.717460930347,0.754533350468,0.0593755841255,0.137699991465,0.373950004578,1.91509997845,0.525900006294,0.559583365917,0.241696819663,1.15950143337,-0.155746668577
30001,0.316317230463,0.152267619967,0.145000010729,-0.22781920433,0.433499634266,0.0511600375175,-0.410046488047,0.746951699257,0.642264604568,0.177133321762,-0.35254752636,0.823600053787,-0.162000000477,6.68699979782,0.441700011492,-1.03691017628,0.529554128647,0.568069040775,0.606042206287
348,0.321899145842,0.694513857365,-0.396600008011,0.624906241894,0.808673739433,0.836982786655,1.66372489929,2.05476713181,0.687650203705,-0.349666655064,1.0525676012,0.672350049019,-0.0326500087976,1.84739995003,0.162200003862,0.535627126694,0.0767398029566,0.895198106766,-0.580618262291
30849,-1.03185474873,-1.17009270191,0.0920000001788,0.47677975893,-1.15986478329,-0.723015487194,0.220321282744,1.27599680424,1.00540852547,-0.61333334446,0.319877564907,0.188799992204,-0.275100022554,-1.18029999733,0.243900001049,-0.382262468338,-0.140163466334,0.184846878052,0.0459398925304
1454,1.16154432297,2.80225753784,0.881600022316,-0.155023276806,-0.312043040991,-0.0355455726385,-1.80349040031,0.446630179882,1.59942662716,1.5625333786,1.25917577744,0.974350035191,0.181400001049,2.34470009804,-0.303499996662,0.39323553443,0.0364071056247,0.0490154549479,-0.285750687122
6500,0.45158046484,0.195397898555,0.479650020599,-0.211980938911,0.560779571533,-0.813438534737,-0.228606969118,0.757473349571,-0.986982822418,-1.03419995308,-0.786609351635,-0.299549996853,0.132449999452,-1.91589999199,-0.522400021553,0.0542164593935,0.355645745993,-0.757289648056,-0.26434341073
5627,-0.795317292213,-0.333581387997,-0.513099968433,-1.11349701881,0.190824821591,-0.450608640909,0.17334869504,-0.102200865746,0.598657250404,-0.486566692591,-0.285684347153,0.161300003529,0.784549951553,-1.33500003815,0.633599996567,0.0932979881763,-0.029202805832,-0.59708571434,-0.491216778755
5715,-0.532265007496,-0.235676571727,-0.701799988747,-0.875184059143,-0.0743311345577,-0.0965203940868,0.545186758041,0.39673012495,0.012542963028,-0.822266757488,0.106842473149,-1.10385000706,-0.349000006914,-1.23749995232,-0.670199990273,-0.358131945133,-1.4035654068,-0.0412614867091,1.14429032803
4791,-0.437384426594,0.682150781155,-0.0514000207186,0.399920463562,-0.178910851479,0.737473130226,0.772269785404,0.880573809147,-0.926540374756,4.51033353806,-0.271479636431,0.17880000174,-0.441999971867,1.83840000629,0.509899973869,0.302503436804,-0.227451756597,0.363208711147,-0.720520496368
56924,0.622638165951,0.518518567085,0.00525000691414,0.244749546051,-0.622545003891,0.369762659073,1.30514681339,0.153666347265,0.41018217802,2.40906667709,0.230005294085,-0.718800008297,0.599400043488,-1.02699995041,-0.216499999166,-0.571182191372,-0.285756230354,-0.688622772694,-0.00620061159134
2690,-1.47529494762,0.0692801773548,-0.241950005293,-0.449923694134,-0.252247095108,1.251547575,0.383906900883,-1.42881393433,2.1852850914,0.169666707516,1.8203997612,-0.214650005102,0.0798500180244,-0.892499983311,-0.598500013351,0.771237552166,0.0878987088799,0.984427452087,0.400514483452
1019,-0.753121197224,0.0475734546781,-0.684949994087,-0.855531573296,-0.323208391666,0.800134062767,-1.79723083973,-1.62701320648,-0.687625110149,1.84146666527,-0.919863402843,-1.28754997253,0.0748000144958,-1.62129998207,-0.708500027657,-0.299428254366,-0.0284649282694,-1.69072389603,0.470993757248
51422,-0.222940087318,-0.0115043520927,0.0233999937773,0.665243148804,0.852397799492,0.755413413048,1.22499287128,-0.268882453442,0.363950163126,-0.263999998569,0.693791627884,0.35174998641,-0.821699976921,2.85220003128,-0.0364000014961,0.535118579865,-0.553774833679,1.54770350456,2.90537691116
5788,0.542026758194,0.895285487175,0.306849986315,0.941222071648,0.098143145442,1.90661883354,-0.532814443111,1.75181293488,1.1095893383,0.772033333778,0.171734541655,0.528999984264,-0.00300000049174,0.301200002432,0.274100005627,0.600356936455,0.552161931992,0.74199193716,-0.630477249622
6709,-0.74980533123,-1.07285344601,0.628600001335,-0.0455920696259,-0.448805481195,-0.152679234743,-0.20437553525,-0.56254196167,-0.469416975975,0.525900006294,0.582664966583,2.38474988937,-1.00075006485,1.1548999548,0.0,0.0218166783452,-0.51523244381,-0.592682182789,0.495028436184
1277,-0.98524749279,1.14798974991,-0.100500002503,-0.670392513275,-0.0705118179321,-0.12626157701,0.0503295212984,0.403852432966,1.31804776192,2.3548002243,0.604784488678,0.852500021458,0.302299976349,-1.12590003014,0.0949999988079,0.177687123418,-0.418781518936,-1.21968138218,0.415819644928
993,-0.669876456261,-0.867105782032,-0.415800035,-0.15107037127,-0.48388800025,0.0161414444447,-0.0314260534942,-0.513750255108,0.88538646698,0.612999975681,0.801976799965,0.628849983215,-0.232750013471,0.941500008106,-0.466800004244,0.585374712944,-0.545583605766,-0.132352650166,0.589332461357
7157,0.0601718500257,1.01516616344,0.570450007915,0.019222650677,-0.571910142899,-0.587265014648,1.98894739151,0.858293652534,0.537557601929,-0.251199841499,0.489133089781,1.02289998531,1.45834994316,-1.99489998817,0.741299986839,-0.510013222694,-0.621951341629,-0.156965956092,0.179412260652
1958,-0.610067307949,4.25718402863,0.388049989939,-5.13422203064,-0.590522646904,0.473054766655,0.168187454343,0.0558713898063,0.207539558411,0.262166649103,0.163534760475,-0.0950499996543,1.24064993858,0.553200006485,0.202199995518,0.309881806374,0.112837024033,-0.517690956593,0.237794369459
4582,1.50302290916,-1.05122971535,0.766099989414,-0.0929336249828,-2.2696890831,-0.00290512666106,0.380948722363,-0.0541708096862,-0.894476175308,-0.397833347321,0.371740400791,0.199499994516,0.0195499956608,1.11940002441,0.234300002456,0.954506576061,-0.00112231075764,-0.948300123215,2.62377882004
9212,-0.350825637579,-0.213319763541,1.02154994011,1.99223268032,0.340657055378,0.407945930958,-0.711458027363,1.69190311432,1.0609048605,-0.194166660309,-0.254133164883,0.859599947929,0.265900015831,0.295899987221,0.658299982548,0.910527467728,0.438197076321,0.613408327103,-0.870020806789
8440,-3.08937811852,0.200761139393,-0.752149999142,-3.3663020134,-0.502503752708,0.30027037859,-0.0901902914047,-2.38311314583,-0.840472102165,2.4658331871,-0.808454871178,0.310199975967,-0.264800012112,0.0118000004441,-0.604700028896,0.273309677839,-0.285297930241,-1.34073185921,0.420921117067
6790,-0.710002958775,0.556833386421,1.01355004311,-0.0452706962824,0.21997192502,-0.270001649857,0.795623004436,0.615629732609,0.833440065384,-0.351033329964,0.306003093719,0.776449978352,0.902349948883,-1.98800003529,0.650200009346,-0.339148133993,0.505490899086,-0.0170974545181,-0.542757809162
8851,-1.02408242226,-0.865522325039,0.332549989223,-0.911329388618,-1.0126144886,-0.655317306519,-0.665517687798,1.64837372303,0.900394201279,0.105466663837,-0.548463463783,0.837999939919,-0.01265001297,0.881399989128,-1.21809995174,0.76355612278,0.190788671374,0.325682759285,-0.460880875587
