rid,CPC020_A375_6H:BRD-A29644307-001-01-7:10,CPC020_A549_6H:BRD-A29644307-001-01-7:10,CPC020_HA1E_6H:BRD-A29644307-001-01-7:10,CPC020_HCC515_6H:BRD-A29644307-001-01-7:10,CPC020_HT29_6H:BRD-A29644307-001-01-7:10,CPC020_MCF7_6H:BRD-A29644307-001-01-7:10,CPD001_MCF7_6H:BRD-A29644307-103-01-1:10,CPC020_MCF7_24H:BRD-A29644307-001-01-7:10,CPD001_MCF7_24H:BRD-A29644307-103-01-1:10,CPC020_PC3_6H:BRD-A29644307-001-01-7:10,CPC020_PC3_24H:BRD-A29644307-001-01-7:10,CPD001_PC3_24H:BRD-A29644307-103-01-1:10,CPC020_VCAP_6H:BRD-A29644307-001-01-7:10,CPC020_VCAP_24H:BRD-A29644307-001-01-7:10
5720,0.111318215728,0.111949980259,-0.664601922035,0.0623000003397,-0.258134484291,0.0115675330162,-0.0140935517848,0.57990270853,-0.0274341888726,0.127000391483,-0.148303747177,-0.723159074783,-0.354899168015,-0.0546401813626
466,0.465925812721,-0.431199967861,-0.141742452979,0.144150003791,-0.762062072754,0.0836438760161,-0.488356471062,0.201369091868,0.152992293239,1.10387825966,0.325062692165,0.336510777473,-0.295078933239,-0.169078677893
6009,0.951924204826,-0.611899971962,-0.10821852088,-1.07934999466,1.3694819212,-0.549674987793,0.597014605999,-0.0157384723425,0.212781339884,-0.31955832243,-0.29274520278,-0.559929788113,0.118171304464,0.0643631517887
2309,1.35754334927,-1.00349998474,-0.0929087400436,0.692400038242,1.52636194229,0.892633140087,0.344840079546,-0.343071103096,-0.260456442833,1.13303232193,-0.313211083412,-1.64612388611,0.0987189114094,-0.187117472291
387,0.879566550255,-0.796350002289,0.846858620644,-0.398050010204,-0.362940341234,-0.340903580189,1.1789150238,-0.190735712647,-0.234110876918,0.320555686951,-0.670744359493,0.403238475323,0.209850683808,-0.282755047083
3553,-0.0131307691336,0.806749999523,-0.270844787359,0.167999982834,-0.685078978539,-0.290452450514,0.0489807724953,-0.650460004807,0.0332233458757,-0.401312351227,-0.490028351545,0.216809809208,0.0495699606836,-0.317001312971
427,1.6525002718,-2.54159998894,-1.04127335548,0.174150019884,-0.787260055542,0.605705201626,-1.41166186333,0.223667889833,0.635852396488,0.747963070869,0.599613666534,0.510400831699,-0.27793109417,-0.336641162634
5898,-0.121347479522,0.416799992323,-0.427207827568,-0.242850005627,-0.0595401935279,-2.23028278351,0.434519737959,0.765740692616,-0.0314442068338,0.373229682446,0.756846010685,0.485822319984,0.422923386097,0.102090477943
23365,0.122182779014,-1.2376499176,0.484442263842,-0.402050018311,0.328448683023,-0.519535899162,-0.0381737351418,0.0810111910105,-0.0277255177498,4.19661903381,0.520350933075,-0.291294395924,0.579993605614,0.138722881675
6657,-0.332216650248,0.324200004339,-0.294271886349,-0.299700021744,-0.170260846615,-0.399846076965,-0.262071669102,-0.608057677746,2.29171609879,-0.575823307037,-0.0802474021912,0.869939208031,-0.044291805476,-0.53700453043
5054,-0.689124763012,-2.06404995918,-0.0304806530476,4.40894985199,-0.545256733894,-0.0902070403099,-0.527739107609,-0.387732803822,-0.119664222002,0.674953103065,-0.719965994358,0.039657831192,-0.27583026886,0.0246432237327
3108,0.923622846603,-0.885949969292,0.871090650558,0.845700025558,-0.2618522048,0.0597870051861,-0.841421127319,-0.118275284767,-0.5339666605,0.113915383816,-0.0405054911971,-0.405049622059,0.360114574432,-0.0930995494127
1950,-0.680885732174,0.513750016689,0.343527942896,-0.183750003576,-0.340184956789,-0.806749939919,-0.757240891457,-0.26228839159,-0.314551919699,-0.741736769676,-0.486634880304,-0.487165540457,-0.316878557205,-0.152969837189
351,0.450489342213,0.384850025177,0.221646279097,-0.610499978065,-0.00274762511253,-0.0538813844323,-0.62719720602,-0.0121567770839,0.19918897748,-0.97989821434,0.667312264442,0.418351918459,-0.496519267559,-0.408937752247
4846,-0.490994632244,0.454950004816,-0.183890461922,0.236200004816,0.598867714405,-1.40188014507,0.879897713661,-1.29332566261,0.490382701159,0.238675802946,0.411046892405,-0.121196225286,0.299069136381,1.99188923836
1452,0.331697046757,-0.906350016594,1.09576261044,0.0392000079155,-0.21969909966,0.714268505573,0.699105262756,-0.533062696457,-0.354293882847,0.649272441864,-1.24236106873,-1.90249145031,0.115728184581,0.400541335344
4776,-0.650614917278,0.708999991417,-0.15521068871,-0.298999994993,-0.836836457253,-0.211171060801,0.372178047895,-0.863775372505,0.069777354598,-0.827777087688,-0.11036324501,0.975151896477,-0.239986300468,-0.273044347763
6908,0.407478302717,-0.72260004282,0.48562592268,0.44760003686,0.40599745512,-0.0725884884596,0.0163967013359,-0.136511921883,-0.349356234074,0.620274305344,0.117202714086,-0.875677764416,0.0807824209332,-0.321461617947
672,0.225199759007,-1.27794992924,-0.132722765207,0.360949993134,0.281626939774,0.331467032433,0.170522466302,0.550466120243,0.194140315056,0.917661011219,0.908469080925,0.394214063883,0.837138473988,-0.201839774847
5710,0.419213294983,-0.952000021935,0.136446654797,-1.55130004883,-0.3332028687,-0.671205103397,-1.13135194778,-0.98513841629,0.518459916115,0.549333691597,-0.158682093024,-0.100944787264,0.429234951735,-0.305364340544
2115,1.13754093647,0.660950005054,0.133496910334,0.376749992371,0.57189810276,0.496305763721,-0.289957076311,0.0710894018412,-0.776613950729,-0.352458298206,-0.009148016572,0.260553836823,-0.230405569077,0.204203471541
7015,-0.414350271225,1.05309998989,-0.270820021629,-0.627300024033,-0.650889992714,-0.422770798206,-1.13043963909,-0.469739705324,0.150155633688,-1.38312613964,-0.56453204155,0.307660102844,-0.715507507324,-0.580588579178
8726,1.28692746162,-0.467649996281,0.0314342454076,0.216949999332,3.05637097359,-0.389681130648,4.00250768661,1.24361562729,0.354684263468,0.573058605194,1.66775691509,-0.449700653553,0.814586818218,0.0574343763292
2185,-0.294364988804,0.667600035667,-0.148759275675,0.0664499998093,-0.572079658508,-0.55821120739,-0.852986216545,-0.549597382545,-0.0961683318019,-1.04271197319,-0.432907313108,0.631211340427,0.278014302254,-0.767379164696
3315,0.692788243294,-0.310400009155,0.345357447863,0.399850010872,1.02971446514,-0.465352267027,0.224393963814,-0.531814336777,0.185777366161,0.0768386125565,0.471623390913,-0.0134564638138,-1.17486989498,-0.284355610609
5289,-0.161540299654,-2.65054988861,-1.02722561359,-0.516049981117,0.181921645999,-0.0588622614741,-1.05256426334,0.233347430825,-0.267442017794,0.0754576772451,0.367675244808,0.582442164421,-0.809152305126,0.0346999019384
868,-0.383499622345,-0.579449951649,0.557690739632,0.500400006771,-0.533934891224,-0.34626275301,-0.136272400618,0.0347826480865,-0.605936408043,-0.187658041716,0.51562666893,-0.16803586483,0.893810868263,0.1876167804
1677,-0.16721047461,0.355999976397,-0.315346598625,0.504799962044,0.354171544313,0.454295039177,-0.0930832624435,0.0284618139267,-0.412080168724,-0.023979306221,0.0330963023007,0.792339384556,0.409634768963,0.514708220959
7043,-0.0582014769316,0.0465000271797,-0.00232125073671,-0.544600009918,-0.993302822113,-0.589730501175,-0.185982912779,-0.780410170555,0.2326361835,-0.758573532104,0.0255980119109,1.13180470467,0.307711154222,0.123747169971
5613,-0.484975874424,-0.0307500064373,-0.0692602917552,-0.304349988699,-0.467190414667,1.1543610096,-0.487507820129,-0.495514810085,0.0392811447382,-0.686194479465,-0.932788729668,1.22952485085,-0.36768746376,0.0655200332403
595,0.781453669071,0.0951500087976,0.359407395124,0.345050036907,0.346949607134,-0.70936614275,0.479046672583,0.222794741392,0.518320977688,0.0909393131733,-0.465931296349,-0.460860192776,0.764403402805,-0.21821655333
4793,0.171653196216,-0.181100010872,0.747786402702,0.824100017548,0.427246361971,-0.233639135957,1.07711696625,-0.62283205986,-1.29803335667,0.596263170242,0.355518013239,0.818133473396,0.414420127869,0.525366306305
2736,-0.108952872455,-0.0505000017583,1.796423316,0.222799986601,-0.525669336319,-0.205909699202,-0.37038859725,-0.604626297951,0.358099579811,-0.627170562744,-0.316990017891,1.32510364056,-0.0583800524473,0.407619088888
5290,0.0753967911005,1.37659990788,0.600887835026,-0.226050004363,-0.705093026161,-0.863395571709,-0.806099295616,-0.327221900225,0.152326762676,-0.916148424149,0.373778760433,0.143984407187,-0.247881129384,-0.60693025589
6194,0.434075802565,-0.000700000033248,-0.0602918043733,0.00034999998752,-0.0707748159766,0.124447733164,0.466794133186,-0.56895840168,-0.101708248258,-0.365212976933,0.319420993328,0.362979263067,0.000832219899166,-0.633023321629
1676,-0.236777871847,0.329699993134,0.773135840893,-1.20274996758,-1.462018013,-0.570877254009,-0.0666502341628,-1.13602077961,0.368377625942,-1.23044109344,-0.24242465198,1.06015312672,0.13395126164,-0.0328763127327
23512,-0.330010056496,-0.240950003266,0.0147946476936,0.235150009394,0.577437996864,-0.548302471638,-0.0770661458373,-0.259866118431,0.317850112915,-0.0887554809451,0.0639367699623,-0.528536200523,-2.33364653587,0.482778012753
148022,-0.128742769361,-0.735850036144,-0.744729340076,1.90965008736,0.534189283848,-0.493580639362,0.406555473804,-0.283014655113,0.209058091044,-0.0807536169887,-0.710075497627,-0.722607493401,0.920488655567,1.58778774738
1906,0.124587282538,1.58724999428,0.0772753879428,-0.70759999752,-0.105824887753,-0.414512038231,-0.235524207354,-0.44511449337,0.303824067116,-1.03498220444,-0.224780544639,1.35440170765,-0.112570308149,-0.245005220175
8878,0.137800276279,-1.40830004215,-0.110614620149,-0.580799996853,0.173093244433,-6.79951524734,0.195898234844,-0.570298075676,0.212838023901,0.670188903809,-1.1975171566,-0.493754893541,0.474265813828,-0.0785924643278
3091,-0.759512901306,-0.2771499753,-0.242072030902,0.0703999996185,-1.19165718555,0.370250016451,-0.00378649309278,-0.435595929623,-0.53013420105,-0.841391682625,0.334505528212,-0.349869161844,-0.103545233607,0.117873854935
5743,-0.0364514365792,-0.14564999938,-0.11658359319,0.964100003242,0.282319098711,-0.655953526497,0.553994655609,-0.321118414402,0.242086142302,0.717377901077,-0.789519429207,-0.96673989296,0.0975244864821,-0.24936927855
5321,-0.592562139034,0.211400032043,-0.0580313801765,-0.557099997997,-1.06185913086,-0.55056989193,-1.03788900375,-0.845461428165,0.447430789471,-1.19869220257,0.226306721568,0.325609624386,-0.875157475471,-0.200686722994
