rid,CRCGN001_HA1E_6H:BRD-K50711164-001-11-5:19.7,CRCGN001_HA1E_24H:BRD-K50711164-001-11-5:19.7,CRCGN004_HA1E_24H:BRD-K50711164-001-11-5:19.7UM
5720,0.984982788563,-1.68335223198,0.217771708965
466,0.308529019356,0.861124157906,-0.278494089842
6009,1.16283738613,1.56139850616,-0.0451584495604
2309,0.179054960608,-0.0469609946012,1.34412455559
387,-0.187717705965,-0.119768604636,0.0203011259437
3553,-0.729024171829,-0.308182656765,-0.453104794025
427,-0.286542654037,-0.0660898908973,-0.0903735160828
5898,-0.561044573784,-0.0863340646029,0.542528152466
23365,-0.597452878952,0.982592701912,0.0656839087605
6657,-0.135550200939,0.142565876245,-0.0935163870454
5054,-0.150747179985,-0.962715685368,0.375780522823
3108,0.472706139088,1.19416260719,0.694952368736
1950,-0.768416583538,0.691361308098,0.186064362526
351,0.112138904631,-0.0858239531517,0.176548987627
4846,-0.0940950810909,0.0631597042084,-0.0442861691117
1452,0.23786906898,0.276684939861,0.0793746560812
4776,-0.182920157909,-0.300517559052,-0.44159424305
6908,1.46530044079,0.510203719139,-0.746017515659
672,0.763299107552,0.985536456108,-0.482568114996
5710,0.291509687901,-0.612181842327,-0.396780222654
2115,-0.716932892799,0.0819304510951,-0.0119105651975
7015,-0.97091114521,-0.00849606469274,0.284142553806
8726,0.151344150305,-0.0552383288741,0.465566426516
2185,-0.537067830563,0.224014848471,-0.55569922924
3315,0.232768446207,-0.156800016761,0.0611751675606
5289,-0.776534616947,-1.44755589962,-0.321042567492
868,0.124321997166,-0.731514751911,-0.39916998148
1677,-0.695833027363,-0.463922798634,-0.323501676321
7043,-0.701461672783,0.0691720992327,-0.480725705624
5613,-0.0571356937289,-0.123027548194,-0.245548114181
595,-0.340444207191,-0.309637606144,0.59424507618
4793,0.110186591744,0.0865730568767,0.822788119316
2736,-1.02601540089,-0.148009598255,1.05667519569
5290,-0.487888395786,-0.239689469337,-0.439601659775
6194,-0.000450545630883,-0.000118578303955,-0.000129816195113
1676,-0.898480772972,0.0553980916739,-0.111687228084
23512,0.357795000076,0.0145559534431,-0.594138979912
148022,-0.617165267467,-0.31546831131,1.31847119331
1906,-0.726568818092,-0.507711112499,0.981622576714
8878,0.264343380928,0.130201742053,0.192487627268
3091,-0.708652377129,-0.365627646446,-0.122973069549
5743,-0.538253009319,-0.266052007675,-0.429633617401
5321,-0.403080940247,0.461696267128,-0.214088380337
4144,-0.484005570412,0.296034187078,0.541758358479
1981,-0.125126153231,-0.0675181597471,0.165855616331
695,0.0465603023767,-0.0294256880879,0.534633994102
10398,-0.852993965149,-0.149122282863,0.601931512356
5708,-0.0657134726644,-0.572067975998,0.235066428781
1213,-0.462868690491,-0.681526839733,-0.0328170731664
226,0.126667141914,-0.745136141777,0.260068804026
6777,-0.176701486111,0.414512693882,0.204811170697
2113,-0.618946373463,-0.242270261049,0.589195966721
3329,0.301497399807,-1.36732661724,-0.362945973873
1050,0.578558027744,0.265960991383,0.303987503052
9491,-0.887756645679,-0.522662043571,0.233425021172
22926,0.257251620293,0.94888728857,-0.619194567204
5899,-0.523740410805,-0.721124947071,-0.607418596745
5467,-0.584329366684,0.195856601,0.811072170734
6774,-0.893047869205,-0.214306846261,-0.423583894968
1788,-0.774026572704,-0.565688431263,-0.223263949156
5921,0.226513773203,0.730640530586,-0.570782065392
5721,-0.405265182257,-0.118873558939,-0.411354213953
2263,-0.401043206453,-0.556824564934,-0.614290297031
808,-1.08725368977,-0.223079442978,0.0727996900678
30001,0.326134324074,0.676806867123,0.064359113574
348,-0.582388937473,-0.176836311817,-0.355925321579
30849,-0.332815468311,-0.396460622549,-0.367466181517
1454,1.02855050564,1.1470426321,0.871099233627
6500,-0.415648698807,0.68279248476,-0.27805185318
5627,0.273813873529,0.286574572325,-0.765212237835
5715,0.373967945576,-0.646392524242,-0.371537059546
4791,-0.544341683388,-0.459081470966,0.417960196733
56924,-0.846340596676,-0.173484504223,-0.353673607111
2690,-0.521201431751,-0.224619194865,0.0663441345096
1019,-0.0515601336956,0.685518741608,0.501434624195
51422,-0.78429454565,2.39437127113,-0.217526704073
5788,-0.704935312271,-0.10457469523,-0.660803794861
6709,0.596017718315,0.447534799576,0.189329057932
1277,0.152241364121,0.0753553956747,0.309366196394
993,0.504112660885,-0.0437996983528,0.909967660904
7157,0.643347561359,1.83144569397,0.151009917259
1958,-0.812785983086,-0.175264775753,0.292985379696
4582,-0.0724524855614,-0.177663564682,1.53248119354
9212,-1.02016341686,-0.825499117374,-0.461884558201
8440,-0.140145748854,0.360973387957,0.412701547146
6790,-0.380878865719,-0.231980040669,0.106940671802
8851,-0.616462945938,0.90582382679,-0.350499689579
2534,0.102834552526,0.394872575998,-0.396568715572
4893,-0.186561107635,0.585064828396,-0.539966583252
665,-0.432545602322,0.15399338305,0.280375093222
4313,-0.756999790668,-0.625582754612,-0.288791120052
1022,-0.3121753335,-0.448722571135,-0.30987983942
5880,-0.0807045698166,-0.147671282291,0.49695456028
3162,0.184041425586,-0.648176074028,-0.480724841356
1282,-1.27376163006,-0.252529144287,0.247950613499
3383,0.952770650387,-0.31122598052,0.601120352745
727,-0.268525242805,-0.369761735201,0.474673718214
4792,0.441285043955,0.811642885208,1.11670923233
4794,-0.511722624302,-0.681370139122,-0.0905439034104
902,-0.242333710194,-0.340477585793,-0.395301014185
8091,-0.0528177544475,-0.181252926588,0.132864147425
3486,-0.703748941422,-0.263739556074,0.79512488842
10818,-0.136517390609,0.0736102685332,-0.320350646973
3454,-0.617256760597,-0.527281165123,-0.315790861845
4282,-0.0067974072881,-0.000521961075719,-0.0531946830451
1605,-0.0460304841399,-0.812463462353,0.136169493198
