rid,CPC014_A375_6H:BRD-K36627727-001-01-3:10,CPC014_A549_6H:BRD-K36627727-001-01-3:10,CPC014_A549_24H:BRD-K36627727-001-01-3:10,CPC014_ASC_24H:BRD-K36627727-001-01-3:10,CPC014_HA1E_6H:BRD-K36627727-001-01-3:10,CPC014_HCC515_6H:BRD-K36627727-001-01-3:10,CPC014_HEPG2_6H:BRD-K36627727-001-01-3:10,CPC014_HT29_6H:BRD-K36627727-001-01-3:10,CPC014_MCF7_6H:BRD-K36627727-001-01-3:10,CPC014_MCF7_24H:BRD-K36627727-001-01-3:10,CPC014_NEU_24H:BRD-K36627727-001-01-3:10,CPC014_NPC_24H:BRD-K36627727-001-01-3:10,CPC014_PC3_6H:BRD-K36627727-001-01-3:10,CPC014_PC3_24H:BRD-K36627727-001-01-3:10,CPC014_PHH_24H:BRD-K36627727-001-01-3:10,CPC014_SKB_24H:BRD-K36627727-001-01-3:10,CPC014_VCAP_6H:BRD-K36627727-001-01-3:10,CPC014_VCAP_24H:BRD-K36627727-001-01-3:10,MUC.CP004_MCF7_6H:BRD-K36627727-001-01-3:10,MUC.CP004_MCF7_6H:BRD-K36627727-001-01-3:3.3333,MUC.CP004_MCF7_6H:BRD-K36627727-001-01-3:1.1111,MUC.CP004_MCF7_6H:BRD-K36627727-001-01-3:0.3704,MUC.CP004_MCF7_24H:BRD-K36627727-001-01-3:10,MUC.CP004_MCF7_24H:BRD-K36627727-001-01-3:3.3333,MUC.CP004_MCF7_24H:BRD-K36627727-001-01-3:1.1111,MUC.CP004_MCF7_24H:BRD-K36627727-001-01-3:0.3704
5720,-3.01880168915,0.704189479351,-0.943790078163,-0.462723791599,0.303910821676,-2.45690011978,0.121310010552,0.863813042641,0.453137487173,0.832907319069,-0.0279500000179,-0.360204279423,0.488744527102,-0.85126721859,-1.03933477402,-0.983248829842,-0.801603794098,-0.336101084948,-0.979598641396,-0.967561364174,-0.19062268734,-0.827901005745,-0.171551793814,-0.325028896332,0.245119899511,0.0189415588975
466,1.44877529144,0.119343876839,-0.666919827461,0.30508774519,-1.46675813198,-0.868950009346,1.29896295071,-0.737613737583,-0.888771235943,-0.963717341423,-0.588400006294,-0.517743229866,-1.21471261978,-1.02825856209,-0.0559725239873,-0.661810696125,-0.571829557419,-0.121430389583,0.586367428303,0.0794927179813,-0.514543175697,-0.386568665504,1.37211346626,0.679336488247,0.752310454845,-0.0163244903088
6009,0.605810880661,-0.237058460712,-0.200245454907,0.129456371069,-0.574037730694,-1.74259996414,0.627028346062,0.663794398308,0.794132649899,-0.61889654398,0.469650000334,-1.16002368927,0.0263248682022,-0.126328155398,-2.42372632027,0.18566173315,0.350356012583,-0.138111054897,0.929951190948,0.891801178455,1.14784085751,-1.22414791584,0.034949451685,-0.0574311688542,0.0282848868519,0.0208405703306
2309,2.28908824921,-0.217949941754,-0.982951402664,1.31383383274,1.23795032501,0.685850024223,0.706361353397,0.50197917223,1.99767565727,1.3659696579,-0.51115000248,-0.477338671684,-0.639795482159,-0.272498965263,1.22204625607,0.356484234333,0.567092895508,-0.633521974087,2.56967830658,1.57789599895,2.90187072754,0.940398275852,1.75364112854,1.86155104637,1.9918513298,0.792327046394
387,1.99772238731,-0.489760041237,-0.808234512806,-0.428447842598,-1.51299285889,-0.909000039101,0.681725144386,0.237113818526,0.275975555182,-0.204491853714,-0.0232000052929,-0.813574910164,-0.150989770889,-0.955561161041,-0.3953807652,-0.151970177889,0.0667295977473,0.602402210236,-0.0199751108885,-0.383021533489,0.431303888559,-1.47373104095,0.252907156944,0.254633843899,0.169782921672,1.32319247723
3553,3.99471902847,-0.141162469983,0.27709800005,-1.02685415745,1.51343083382,0.598049998283,0.0843716263771,-0.628375768661,0.96175724268,1.39439535141,0.139550000429,0.890640974045,1.02643346786,0.863598167896,0.966743707657,0.478655666113,-0.624767959118,-0.38562142849,0.494276106358,1.26014351845,0.542127132416,2.28908467293,-0.747676134109,0.086720213294,-0.623835742474,0.858975708485
427,1.4324439764,-0.327212870121,-0.41075527668,0.0655944943428,0.000480428338051,-0.320699989796,0.180705174804,0.41911315918,-0.235539987683,0.312212347984,0.200950026512,0.600549221039,-0.589722514153,-1.09615767002,0.678089797497,-1.69745397568,0.558274626732,0.0929774940014,-0.708914160728,0.625295996666,0.194319114089,0.77018725872,-0.227322369814,0.324204444885,0.950214147568,0.0970568209887
5898,0.663627207279,0.489494800568,0.431575924158,-2.31881332397,-1.77331590652,-1.19465005398,1.32582259178,-0.954018712044,0.162338212132,-1.80623054504,0.00650000572205,0.346166372299,0.0971626266837,-0.616047739983,0.536934018135,-0.828903138638,-1.11523795128,-2.03774642944,0.028933942318,0.962150514126,-0.150992035866,1.00422763824,1.10946202278,0.537343978882,0.837843298912,0.298484653234
23365,4.22353315353,-0.685557544231,0.264720261097,0.635754585266,-2.17641282082,0.283049941063,0.743917405605,-0.118934571743,-0.333980321884,-0.0619748830795,-0.0733000040054,0.86006629467,0.530183672905,0.116429589689,1.17949557304,0.629574537277,0.26776611805,0.175739660859,-0.805642008781,-0.561781644821,-0.991530060768,0.81100666523,-1.20932984352,-1.03539502621,-0.139798492193,2.03322029114
6657,1.81391048431,-0.248422965407,0.505058169365,-0.473604738712,2.07792830467,0.512799978256,0.0441757440567,0.186127573252,0.191855758429,1.19097697735,-0.146400004625,-0.607327878475,0.834495306015,0.917271792889,1.64701771736,0.105671919882,0.15722720325,-0.984556674957,-0.0857111960649,1.84710037708,1.4606320858,1.86380910873,-1.0533144474,-0.321020394564,-0.465758025646,0.38410371542
