rid,CPC002_HA1E_6H:BRD-K01567962-001-07-3:10,CPC002_HA1E_24H:BRD-K01567962-001-07-3:10,CPC002_HCC515_6H:BRD-K01567962-001-07-3:10,CPC002_HCC515_24H:BRD-K01567962-001-07-3:10,CPC002_PC3_6H:BRD-K01567962-001-07-3:10,CPC002_PC3_24H:BRD-K01567962-001-07-3:10,CPC002_VCAP_6H:BRD-K01567962-001-07-3:10,CPC002_VCAP_24H:BRD-K01567962-001-07-3:10,CPC016_A375_6H:BRD-K01567962-001-07-3:10,CPC016_A549_6H:BRD-K01567962-001-07-3:10,CPC016_A549_24H:BRD-K01567962-001-07-3:10,CPC016_ASC_24H:BRD-K01567962-001-07-3:10,CPC016_HEPG2_6H:BRD-K01567962-001-07-3:10,CPC016_HT29_6H:BRD-K01567962-001-07-3:10,CPC016_MCF7_6H:BRD-K01567962-001-07-3:10,CPC016_MCF7_24H:BRD-K01567962-001-07-3:10,CPC016_NEU_24H:BRD-K01567962-001-07-3:10,CPC016_NPC_24H:BRD-K01567962-001-07-3:10,CPC016_SKB_24H:BRD-K01567962-001-07-3:10,LJP002_BT20_6H:BRD-K01567962-001-15-6:10,LJP002_BT20_6H:BRD-K01567962-001-15-6:2,LJP002_BT20_6H:BRD-K01567962-001-15-6:0.4,LJP002_BT20_6H:BRD-K01567962-001-15-6:0.08,LJP002_BT20_24H:BRD-K01567962-001-15-6:0.08,LJP002_BT20_24H:BRD-K01567962-001-15-6:10,LJP002_BT20_24H:BRD-K01567962-001-15-6:2,LJP002_BT20_24H:BRD-K01567962-001-15-6:0.4,LJP002_HS578T_6H:BRD-K01567962-001-15-6:10,LJP002_HS578T_6H:BRD-K01567962-001-15-6:2,LJP002_HS578T_6H:BRD-K01567962-001-15-6:0.4,LJP002_HS578T_6H:BRD-K01567962-001-15-6:0.08,LJP002_HS578T_24H:BRD-K01567962-001-15-6:10,LJP002_HS578T_24H:BRD-K01567962-001-15-6:2,LJP002_HS578T_24H:BRD-K01567962-001-15-6:0.4,LJP002_HS578T_24H:BRD-K01567962-001-15-6:0.08,LJP002_MCF10A_6H:BRD-K01567962-001-15-6:10,LJP002_MCF10A_6H:BRD-K01567962-001-15-6:2,LJP002_MCF10A_6H:BRD-K01567962-001-15-6:0.4,LJP002_MCF10A_6H:BRD-K01567962-001-15-6:0.08,LJP002_MCF10A_24H:BRD-K01567962-001-15-6:10,LJP002_MCF10A_24H:BRD-K01567962-001-15-6:2,LJP002_MCF10A_24H:BRD-K01567962-001-15-6:0.4,LJP002_MCF10A_24H:BRD-K01567962-001-15-6:0.08,LJP002_MCF7_6H:BRD-K01567962-001-15-6:10,LJP002_MCF7_6H:BRD-K01567962-001-15-6:2,LJP002_MCF7_6H:BRD-K01567962-001-15-6:0.4,LJP002_MCF7_6H:BRD-K01567962-001-15-6:0.08,LJP002_MCF7_24H:BRD-K01567962-001-15-6:10,LJP002_MCF7_24H:BRD-K01567962-001-15-6:2,LJP002_MCF7_24H:BRD-K01567962-001-15-6:0.4,LJP002_MCF7_24H:BRD-K01567962-001-15-6:0.08,LJP002_MDAMB231_6H:BRD-K01567962-001-15-6:10,LJP002_MDAMB231_6H:BRD-K01567962-001-15-6:2,LJP002_MDAMB231_6H:BRD-K01567962-001-15-6:0.4,LJP002_MDAMB231_6H:BRD-K01567962-001-15-6:0.08,LJP002_MDAMB231_24H:BRD-K01567962-001-15-6:10,LJP002_MDAMB231_24H:BRD-K01567962-001-15-6:2,LJP002_MDAMB231_24H:BRD-K01567962-001-15-6:0.4,LJP002_MDAMB231_24H:BRD-K01567962-001-15-6:0.08,LJP002_SKBR3_6H:BRD-K01567962-001-15-6:10,LJP002_SKBR3_6H:BRD-K01567962-001-15-6:2,LJP002_SKBR3_6H:BRD-K01567962-001-15-6:0.4,LJP002_SKBR3_6H:BRD-K01567962-001-15-6:0.08,LJP002_SKBR3_24H:BRD-K01567962-001-15-6:10,LJP002_SKBR3_24H:BRD-K01567962-001-15-6:2,LJP002_SKBR3_24H:BRD-K01567962-001-15-6:0.4,LJP002_SKBR3_24H:BRD-K01567962-001-15-6:0.08,NMH002_FIBRNPC_24H:BRD-K01567962-001-16-4:10,NMH002_FIBRNPC_6H:BRD-K01567962-001-16-4:10,NMH002_NEU_6H:BRD-K01567962-001-16-4:10,NMH002_NEU_24H:BRD-K01567962-001-16-4:10,NMH002_NPC_6H:BRD-K01567962-001-16-4:10,NMH002_NPC_24H:BRD-K01567962-001-16-4:10
5720,-2.65673732758,1.40210437775,0.560668587685,-0.0855906307697,-1.22070157528,-0.283400058746,0.118541903794,1.07975447178,0.194998025894,-1.17554998398,-0.122400000691,3.67466068268,-1.19894075394,0.388683050871,0.342992722988,0.332389771938,-0.204994261265,-0.00875584967434,-0.251714468002,0.466455608606,-0.633436858654,0.0534952282906,-0.0173048377037,-0.629244565964,-1.64715003967,-0.622049987316,-1.20580005646,0.149024814367,-1.0880228281,0.0911283418536,-0.171802550554,-1.47609961033,-1.50605022907,-0.944690644741,-0.533292651176,-0.282199621201,-0.195780590177,0.0765559077263,-0.223173439503,-0.424250006676,-0.140050008893,-0.562099993229,0.283199995756,-0.458391040564,0.0549168735743,-0.266621947289,-0.231969177723,-0.803050041199,-0.465849995613,-1.20410001278,-0.464299976826,-1.08404767513,-0.554689466953,0.248922437429,-0.60337972641,0.846047878265,-0.738236367702,-0.643386363983,-0.633293390274,-1.22510004044,-0.165514454246,-1.10944998264,-0.197573423386,-0.722217917442,-1.20859181881,-0.95539098978,-0.407688885927,-1.15015220642,-0.449565649033,0.22559812665,-0.523743748665,-0.543929040432,-0.672612428665
466,-2.79774141312,-0.154564917088,1.51552987099,1.15764832497,-0.98993897438,0.631069302559,1.38210630417,0.439364939928,1.3432059288,0.0629500001669,-2.57695007324,-0.719296693802,-1.01825523376,0.99043405056,0.454829096794,0.000551082193851,-0.420895040035,-0.575258493423,0.489830642939,-0.780301034451,-2.01529765129,-0.972472190857,0.942300438881,0.223055317998,-0.280250012875,-0.0206000208855,-0.0565499961376,-0.300198465586,0.452993780375,-1.03602671623,-1.18981790543,0.198901280761,0.28089684248,-0.415842592716,-1.36766624451,-0.46008849144,-0.0179005563259,-1.76702642441,-0.461997389793,-0.211100012064,-4.02699995041,-2.6999001503,-0.976600050926,-0.453425556421,-0.784373223782,-0.0894465297461,0.94578230381,-1.31604993343,-1.25720000267,-0.443899989128,0.213500007987,-0.349779337645,-0.739324808121,-0.0557319074869,-0.392156034708,-0.416051834822,-1.20051729679,-0.29890704155,-0.272964566946,1.11849999428,-0.479782491922,-0.591300010681,0.640026330948,-1.45776021481,-2.83450293541,-0.743725836277,-3.12427306175,-0.0553286373615,0.356784015894,0.332443505526,-0.70447999239,0.806890368462,0.530727803707
6009,0.847788453102,0.883665978909,0.307055532932,0.646287441254,-0.87916123867,-0.484993100166,1.17516970634,1.15268874168,0.21241645515,0.0,0.582000017166,0.548417568207,-1.59500181675,0.70276850462,-0.472298741341,-1.18328511715,1.03606784344,-0.905507683754,-0.224231943488,-0.923229396343,-0.243626102805,-0.431085437536,0.0404384732246,-0.100331477821,-1.71525001526,-0.0275499969721,-1.17199993134,-0.464415967464,-0.026233792305,-0.746167182922,0.169011354446,0.503926515579,-0.363190948963,1.05546450615,0.27747297287,-0.999228596687,0.0989622995257,-1.59095001221,-0.770895302296,-1.04565000534,0.452050000429,-1.16904997826,0.225449994206,-0.689306437969,-0.376075267792,1.02962887287,-1.15598666668,-1.02754998207,-0.183499991894,-0.981849968433,0.0187999904156,-0.943737387657,-0.0701330006123,-0.495896339417,-0.678663492203,0.413098484278,-0.0371151566505,-0.485258698463,-0.207494437695,0.747900009155,0.178221613169,-0.721099972725,0.157098650932,-0.946089327335,-5.91650724411,-1.37135529518,0.364141970873,-0.686164855957,-0.554844200611,1.31329166889,-0.355612069368,-0.381955325603,0.0969120189548
2309,-3.44152998924,-1.22582519054,0.218520537019,0.846993505955,0.483331352472,-1.56702649593,-1.5294598341,1.43450140953,0.274456173182,4.46780014038,1.10559999943,-0.286465167999,0.618479013443,0.445345371962,-0.0694343447685,0.61807090044,-1.03094959259,-0.454105526209,1.18251979351,-1.55722856522,0.163194179535,-1.0155954361,0.64145731926,0.580094099045,-0.319350004196,0.958000004292,-0.0954499840736,-0.309605658054,0.172299742699,0.326960295439,0.618729531765,0.254819154739,0.82353335619,0.405121415854,0.410389721394,-1.33525431156,1.40383958817,-0.301109313965,1.97639930248,-1.23355007172,-1.90444993973,-0.463550031185,-0.129599988461,-0.779973387718,0.834943771362,-2.5142261982,-0.54118347168,-0.45484995842,0.684350013733,0.0326500013471,-2.02329993248,0.443567126989,0.285591572523,-0.302745819092,1.53367567062,0.365390121937,0.689976751804,0.395019471645,2.10572886467,-0.0962000191212,-0.68816447258,0.108799993992,0.546550810337,0.134734347463,-0.726186752319,-0.619177043438,-0.678938865662,-0.198028713465,0.648778438568,0.665981650352,0.047822214663,-0.0489113777876,0.088279902935
387,-3.73358130455,-0.210735708475,0.508495807648,0.957884848118,-0.966422855854,-0.812252700329,-0.454154491425,-0.1753667593,0.054015301168,0.489300072193,-0.625050008297,1.81424558163,-1.11507439613,0.58962482214,-0.447032034397,-1.52451360226,-0.016027033329,-1.12064707279,-0.227707862854,-0.0988229215145,0.801700115204,0.495677888393,1.18427681923,0.66881018877,-2.48609995842,-1.43359994888,0.651450037956,-0.157471716404,0.597817420959,-0.0652317106724,-0.149444013834,0.0833079665899,1.1387732029,0.0539138242602,0.708094716072,0.299047023058,0.708318352699,0.770290732384,-1.69972443581,-0.523149967194,-3.89330005646,-0.217899993062,0.107950001955,-1.74791514874,-0.106766998768,-1.12117540836,-0.0109395748004,-0.344650000334,0.893549978733,-0.0403999984264,-1.25725007057,-0.987440824509,-0.0482386648655,0.0362010374665,0.429753035307,0.293653249741,0.0530939698219,0.12661871314,1.08364105225,-0.0585499964654,0.270087659359,-1.23129999638,0.164178341627,-0.407006680965,-1.26021969318,-1.42982280254,0.777136683464,-0.459768027067,-0.509150743484,0.836136341095,0.698200404644,-0.36425870657,-0.219325974584
3553,1.08358621597,0.135873422027,0.129526078701,-0.0364227965474,-2.1437830925,-4.61979198456,0.384183198214,-1.07506382465,-0.312400817871,-0.43544998765,0.212650001049,-1.57403361797,1.00444114208,-0.214335784316,0.549979865551,-0.616049945354,-0.0577934682369,1.46685504913,0.209329605103,0.438525021076,-0.0777464658022,0.160754203796,-0.261615157127,-0.675395488739,0.755550026894,0.161500006914,0.182550013065,-0.014293178916,0.806528925896,-0.312783181667,-0.431975901127,1.02668654919,-0.0686973407865,0.232411831617,-0.109929412603,-0.939289212227,-0.465061783791,-1.12298750877,-0.258859217167,-0.392300009727,-1.34420001507,-0.983000040054,-0.325699985027,-0.669094204903,-0.488846957684,-0.726229786873,-1.27542948723,-0.801999986172,-0.902750015259,-0.58085000515,-0.661449968815,0.484935045242,-0.40732884407,0.304676055908,0.720763862133,-0.618859529495,-0.392428219318,-0.133608669043,-0.685290336609,0.0708499997854,0.0663656741381,-0.10640001297,-0.263118326664,0.269670844078,0.346894741058,0.975524187088,0.624569892883,0.0920335054398,-0.108440414071,-1.06741631031,0.338121414185,-0.106243118644,0.240015730262
427,0.287693440914,-0.738255858421,-0.03689077124,0.0124210417271,0.826493442059,0.193878024817,0.593522727489,-0.52911144495,-0.498687744141,-1.12995004654,-1.17089998722,0.760635137558,-1.0902466774,-0.188713625073,0.324146389961,-0.534258306026,0.30360865593,0.782200694084,-0.374263435602,0.649507462978,-0.711106836796,-0.207455009222,-0.106193780899,-0.459996342659,-1.56850004196,0.299699991941,-2.19140005112,-0.960178971291,-1.3759868145,-0.384163796902,-0.176720023155,0.235273137689,-0.131937861443,-0.0406972914934,-0.223514139652,-0.104939043522,0.658399641514,-0.625415384769,0.502421796322,-1.01610004902,-1.32354998589,0.404550015926,-0.436950027943,-1.09610307217,-0.654627084732,-0.329221904278,-0.336857527494,-0.454250007868,-1.31819999218,-0.203649997711,-1.30379998684,-0.326442271471,-0.061602473259,0.958543181419,-0.433808296919,-0.851162612438,-0.384905338287,-0.515577197075,-0.323342442513,0.463599979877,0.0293663144112,-1.26055002213,-0.464316487312,0.0183839481324,1.46790254116,0.971316039562,1.12351250648,-0.707063853741,0.298804521561,1.25336313248,-0.407027959824,0.40639218688,0.199668467045
5898,-2.16769051552,-0.904877901077,0.802400708199,-2.30147910118,-0.882398664951,-0.873147964478,-0.160662055016,-0.961622953415,0.26570674777,0.223049998283,-0.0410500019789,-1.30792021751,-0.522386014462,0.376707196236,-0.26533550024,-1.03938269615,0.216404393315,1.26487600803,-0.540410041809,-2.65071582794,-2.78780460358,-2.62954187393,-0.49575600028,-0.477415084839,0.838649988174,-2.28565001488,0.444200009108,-1.87189054489,-0.162696927786,-1.70346200466,-0.835617899895,0.246033906937,-2.04685997963,-0.249936670065,-0.453680247068,-1.29672455788,0.191123634577,-3.12457227707,-0.222446322441,-1.12000000477,-0.954200029373,0.344650000334,-2.03795003891,-1.05428397655,-2.21155142784,-1.52924132347,-0.348784953356,-0.812550008297,-0.0352500006557,-0.522199988365,-0.317250013351,-1.77254748344,-2.98383665085,-4.04772758484,-1.06374967098,-0.794419884682,-1.67404651642,-0.577193498611,-0.0327302291989,-2.25584983826,-0.928799271584,-2.11459994316,-0.507039606571,-1.35622596741,-0.320559859276,-2.49385213852,0.255422234535,0.163084164262,0.410144746304,-0.370318830013,-0.0419321358204,-0.706185102463,0.671802759171
23365,1.10517001152,-0.207969158888,0.58672940731,-0.250513195992,0.109379425645,0.519054055214,-0.558485746384,1.3834335804,-0.645590662956,0.929650008678,-0.0343500077724,-0.167033731937,0.636591136456,0.310614198446,-0.146142378449,2.5976395607,-0.545344233513,-0.416908502579,0.19269400835,0.933444857597,-0.12484022975,-0.358444929123,0.287387192249,-0.321503907442,0.836599946022,0.865749955177,2.18245005608,-0.283763080835,0.0861826688051,0.67978399992,0.677988171577,1.28742361069,-0.0794695168734,2.20844912529,0.837561070919,4.68427181244,0.457777380943,4.19366455078,0.778328955173,1.28690004349,0.633400022984,1.04955005646,0.965950012207,-0.802676677704,-0.21734380722,0.619961619377,-0.308950632811,0.359849989414,0.0698000043631,1.39374995232,-0.00150001049042,0.384888708591,0.384059816599,-0.541214227676,-0.67119204998,0.792861402035,0.806348204613,2.78343486786,3.7629160881,-0.643600046635,-0.673894405365,-0.904600024223,2.89257693291,0.329257190228,1.1208524704,-0.514100134373,-0.130008861423,0.462046474218,-0.473139256239,0.813241362572,0.495502173901,0.286532402039,0.456730812788
6657,0.0186224728823,0.838493585587,-0.166168302298,-1.34045803547,0.693083822727,-0.0470967441797,0.0233267098665,-0.905069410801,-0.906289577484,0.643500030041,0.415549993515,-0.0898594856262,-0.196114271879,0.177064627409,0.568136572838,-0.525965094566,-1.72205150127,-0.599662780762,0.38340100646,0.211980640888,0.242815867066,-0.301116943359,-0.293095529079,-1.97334861755,-1.141299963,-0.334399998188,-1.20875000954,-0.686432003975,0.433386445045,-0.347917795181,-0.47363704443,-0.218841314316,-0.798517286777,-0.581652998924,-0.811732828617,0.22465929389,0.0712340921164,0.287207305431,-0.326260775328,0.389349997044,0.0583500117064,-0.0215499997139,-0.389750003815,-0.966386556625,-0.0383739247918,-0.693806409836,0.446790516376,-0.780449986458,-0.729499995708,0.489500015974,0.0667500197887,0.444080799818,-0.0497728586197,-0.319106549025,-0.203761801124,-0.858023524284,-0.0828783214092,0.301080405712,-1.86945831776,-0.127000004053,0.414874225855,1.08770000935,0.617971539497,-0.269935071468,0.470603823662,1.02323365211,0.984067082405,0.0149674192071,0.174798965454,1.15254449844,0.000172227621078,0.329804927111,0.254305750132
